method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,training_time,communication_time,evaluation_time,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,stage,source_partial
NOG-FO,NOG-opt,768,768,384,8,y_bar,0.1,0.1,0.1,2,1.0,0.115484818816185,12.254179142415524,12.254179142415524,8.772093815729022,15.522234007716179,623,100623,200623,2109322256,sfo,6160,6160,770,"[770, 770, 770, 770, 770, 770, 770, 770]",4194304,770,770,-0.8410683274269104,0.009290418587625027,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,792,792,396,8,y_bar,0.1,0.1,0.1,2,1.0,0.12658655643463135,12.637905333191156,12.637905333191156,8.915014650672674,16.32140948995948,623,100623,200623,2109322256,sfo,6352,6352,794,"[794, 794, 794, 794, 794, 794, 794, 794]",4325376,794,794,-0.8411520719528198,0.008935333229601383,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,816,816,408,8,y_bar,0.1,0.1,0.1,2,1.0,0.10839275270700455,13.100151766091585,13.100151766091585,9.237547492608428,16.750849360600114,623,100623,200623,2109322256,sfo,6544,6544,818,"[818, 818, 818, 818, 818, 818, 818, 818]",4456448,818,818,-0.8409911394119263,0.009260708466172218,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,840,840,420,8,y_bar,0.1,0.1,0.1,2,1.0,0.15427474677562714,13.566436534747481,13.566436534747481,9.579613287001848,17.56319115497172,623,100623,200623,2109322256,sfo,6736,6736,842,"[842, 842, 842, 842, 842, 842, 842, 842]",4587520,842,842,-0.8408085703849792,0.009347409009933472,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,864,864,432,8,y_bar,0.1,0.1,0.1,2,1.0,0.11948105692863464,13.964098962023854,13.964098962023854,9.91767199523747,19.28687408566475,623,100623,200623,2109322256,sfo,6928,6928,866,"[866, 866, 866, 866, 866, 866, 866, 866]",4718592,866,866,-0.8409063220024109,0.009554600343108177,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,888,888,444,8,y_bar,0.1,0.1,0.1,2,1.0,0.14055022597312927,14.290681391954422,14.290681391954422,10.182762371376157,19.631375066936016,623,100623,200623,2109322256,sfo,7120,7120,890,"[890, 890, 890, 890, 890, 890, 890, 890]",4849664,890,890,-0.8405190110206604,0.010254265740513802,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,912,912,456,8,y_bar,0.1,0.1,0.1,2,1.0,0.11481283605098724,14.541809866204858,14.541809866204858,10.327523361891508,20.231275979429483,623,100623,200623,2109322256,sfo,7312,7312,914,"[914, 914, 914, 914, 914, 914, 914, 914]",4980736,914,914,-0.8405347466468811,0.00980744231492281,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,936,936,468,8,y_bar,0.1,0.1,0.1,2,1.0,0.099302276968956,14.921379368752241,14.921379368752241,10.584984024986625,21.101231588050723,623,100623,200623,2109322256,sfo,7504,7504,938,"[938, 938, 938, 938, 938, 938, 938, 938]",5111808,938,938,-0.8403472304344177,0.011091610416769981,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,960,960,480,8,y_bar,0.1,0.1,0.1,2,1.0,0.13969171047210693,15.326036747545004,15.326036747545004,10.92700713314116,21.902030570432544,623,100623,200623,2109322256,sfo,7696,7696,962,"[962, 962, 962, 962, 962, 962, 962, 962]",5242880,962,962,-0.8404183983802795,0.010626636445522308,0.1,formal,formal/partials/NOG-FO__m8__seed623__cfgcbb14fce624b.json
NOG-FO,NOG-opt,24,24,12,8,y_bar,0.1,0.1,0.1,2,1.0,0.3108363151550293,0.6884269528090954,0.6884269528090954,0.4695988707244396,1.4078040346503258,624,100624,200624,18321194,sfo,208,208,26,"[26, 26, 26, 26, 26, 26, 26, 26]",131072,26,26,-0.09268423169851303,0.24695198237895966,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,48,48,24,8,y_bar,0.1,0.1,0.1,2,1.0,0.3813970983028412,1.2652601767331362,1.2652601767331362,0.9793737400323153,4.303995080292225,624,100624,200624,18321194,sfo,400,400,50,"[50, 50, 50, 50, 50, 50, 50, 50]",262144,50,50,-0.18582658469676971,0.24191968142986298,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,72,72,36,8,y_bar,0.1,0.1,0.1,2,1.0,0.33855128288269043,1.8625018820166588,1.8625018820166588,1.2877106554806232,6.193497842177749,624,100624,200624,18321194,sfo,592,592,74,"[74, 74, 74, 74, 74, 74, 74, 74]",393216,74,74,-0.2772337794303894,0.23362252116203308,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,96,96,48,8,y_bar,0.1,0.1,0.1,2,1.0,0.3035542368888855,3.0585059206932783,3.0585059206932783,2.094654094427824,8.017826721072197,624,100624,200624,18321194,sfo,784,784,98,"[98, 98, 98, 98, 98, 98, 98, 98]",524288,98,98,-0.3633628487586975,0.22240696847438812,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,120,120,60,8,y_bar,0.1,0.1,0.1,2,1.0,0.3003232777118683,3.6684656906872988,3.6684656906872988,2.4885963648557663,9.454304616898298,624,100624,200624,18321194,sfo,976,976,122,"[122, 122, 122, 122, 122, 122, 122, 122]",655360,122,122,-0.4416637420654297,0.20894548296928406,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,144,144,72,8,y_bar,0.1,0.1,0.1,2,1.0,0.26333603262901306,3.91453349404037,3.91453349404037,2.6769928988069296,9.792944453656673,624,100624,200624,18321194,sfo,1168,1168,146,"[146, 146, 146, 146, 146, 146, 146, 146]",786432,146,146,-0.5162544846534729,0.19272741675376892,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,168,168,84,8,y_bar,0.1,0.1,0.1,2,1.0,0.2612287402153015,4.06224431283772,4.06224431283772,2.771010898053646,10.614211725071073,624,100624,200624,18321194,sfo,1360,1360,170,"[170, 170, 170, 170, 170, 170, 170, 170]",917504,170,170,-0.5809842944145203,0.17531870305538177,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,192,192,96,8,y_bar,0.1,0.1,0.1,2,1.0,0.23675981163978577,4.675016092136502,4.675016092136502,3.246915439143777,12.313519917428493,624,100624,200624,18321194,sfo,1552,1552,194,"[194, 194, 194, 194, 194, 194, 194, 194]",1048576,194,194,-0.6375787258148193,0.1568557173013687,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,216,216,108,8,y_bar,0.1,0.1,0.1,2,1.0,0.21250642836093903,5.756375454366207,5.756375454366207,4.18381448276341,12.648472329601645,624,100624,200624,18321194,sfo,1744,1744,218,"[218, 218, 218, 218, 218, 218, 218, 218]",1179648,218,218,-0.6873859167098999,0.13701987266540527,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,240,240,120,8,y_bar,0.1,0.1,0.1,2,1.0,0.1805194616317749,5.912267729640007,5.912267729640007,4.2839330192655325,12.970245342701674,624,100624,200624,18321194,sfo,1936,1936,242,"[242, 242, 242, 242, 242, 242, 242, 242]",1310720,242,242,-0.7287765741348267,0.11693182587623596,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,264,264,132,8,y_bar,0.1,0.1,0.1,2,1.0,0.17429500818252563,8.372014498338103,8.372014498338103,6.493596939370036,14.19605459459126,624,100624,200624,18321194,sfo,2128,2128,266,"[266, 266, 266, 266, 266, 266, 266, 266]",1441792,266,266,-0.7567641735076904,0.10069657862186432,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,288,288,144,8,y_bar,0.1,0.1,0.1,2,1.0,0.16429603099822998,9.747554948553443,9.747554948553443,7.724114507436752,14.92304814606905,624,100624,200624,18321194,sfo,2320,2320,290,"[290, 290, 290, 290, 290, 290, 290, 290]",1572864,290,290,-0.7803292870521545,0.08438780158758163,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,312,312,156,8,y_bar,0.1,0.1,0.1,2,1.0,0.15464472770690918,10.004026297479868,10.004026297479868,7.924975462257862,15.485476028174162,624,100624,200624,18321194,sfo,2512,2512,314,"[314, 314, 314, 314, 314, 314, 314, 314]",1703936,314,314,-0.7981747388839722,0.06914716958999634,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,336,336,168,8,y_bar,0.1,0.1,0.1,2,1.0,0.14923354983329773,10.337100749835372,10.337100749835372,8.18725649267435,16.061037527397275,624,100624,200624,18321194,sfo,2704,2704,338,"[338, 338, 338, 338, 338, 338, 338, 338]",1835008,338,338,-0.810839831829071,0.05596219748258591,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,360,360,180,8,y_bar,0.1,0.1,0.1,2,1.0,0.11902348697185516,10.675916358828545,10.675916358828545,8.397993115708232,16.644581923261285,624,100624,200624,18321194,sfo,2896,2896,362,"[362, 362, 362, 362, 362, 362, 362, 362]",1966080,362,362,-0.8189027309417725,0.045456837862730026,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,384,384,192,8,y_bar,0.1,0.1,0.1,2,1.0,0.1337110996246338,11.064246440306306,11.064246440306306,8.659526780247688,17.163871044293046,624,100624,200624,18321194,sfo,3088,3088,386,"[386, 386, 386, 386, 386, 386, 386, 386]",2097152,386,386,-0.8241256475448608,0.03690223768353462,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,408,408,204,8,y_bar,0.1,0.1,0.1,2,1.0,0.15768398344516754,11.453775398433208,11.453775398433208,8.99081233330071,17.702669713646173,624,100624,200624,18321194,sfo,3280,3280,410,"[410, 410, 410, 410, 410, 410, 410, 410]",2228224,410,410,-0.8276822566986084,0.03010593168437481,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,432,432,216,8,y_bar,0.1,0.1,0.1,2,1.0,0.12061640620231628,11.991766409948468,11.991766409948468,9.336244106292725,18.08719632588327,624,100624,200624,18321194,sfo,3472,3472,434,"[434, 434, 434, 434, 434, 434, 434, 434]",2359296,434,434,-0.8301565647125244,0.024435406550765038,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,456,456,228,8,y_bar,0.1,0.1,0.1,2,1.0,0.14360812306404114,12.498276468366385,12.498276468366385,9.710329657420516,18.5699060857296,624,100624,200624,18321194,sfo,3664,3664,458,"[458, 458, 458, 458, 458, 458, 458, 458]",2490368,458,458,-0.8318532705307007,0.01984304189682007,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,480,480,240,8,y_bar,0.1,0.1,0.1,2,1.0,0.16847552359104156,13.00590149499476,13.00590149499476,10.093566160649061,19.049091149121523,624,100624,200624,18321194,sfo,3856,3856,482,"[482, 482, 482, 482, 482, 482, 482, 482]",2621440,482,482,-0.8328078985214233,0.01649240404367447,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,504,504,252,8,y_bar,0.1,0.1,0.1,2,1.0,0.1297318935394287,13.512963300570846,13.512963300570846,10.463865472003818,19.499978840351105,624,100624,200624,18321194,sfo,4048,4048,506,"[506, 506, 506, 506, 506, 506, 506, 506]",2752512,506,506,-0.8329477310180664,0.016323868185281754,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,528,528,264,8,y_bar,0.1,0.1,0.1,2,1.0,0.14469565451145172,13.967901039868593,13.967901039868593,10.703119851648808,19.96456729993224,624,100624,200624,18321194,sfo,4240,4240,530,"[530, 530, 530, 530, 530, 530, 530, 530]",2883584,530,530,-0.8330256938934326,0.015587075613439083,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,552,552,276,8,y_bar,0.1,0.1,0.1,2,1.0,0.15084095299243927,14.379825055599213,14.379825055599213,11.060150081291795,20.500946586951613,624,100624,200624,18321194,sfo,4432,4432,554,"[554, 554, 554, 554, 554, 554, 554, 554]",3014656,554,554,-0.833908200263977,0.012238172814249992,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,576,576,288,8,y_bar,0.1,0.1,0.1,2,1.0,0.1206064522266388,14.844002334401011,14.844002334401011,11.400351038202643,21.036335788667202,624,100624,200624,18321194,sfo,4624,4624,578,"[578, 578, 578, 578, 578, 578, 578, 578]",3145728,578,578,-0.8339962363243103,0.01197598036378622,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,600,600,300,8,y_bar,0.1,0.1,0.1,2,1.0,0.13963305950164795,15.300481686368585,15.300481686368585,11.658763376995921,21.501124773174524,624,100624,200624,18321194,sfo,4816,4816,602,"[602, 602, 602, 602, 602, 602, 602, 602]",3276800,602,602,-0.8341078162193298,0.01108868233859539,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,624,624,312,8,y_bar,0.1,0.1,0.1,2,1.0,0.14096419513225555,15.725708292797208,15.725708292797208,11.976518042385578,22.04120476730168,624,100624,200624,18321194,sfo,5008,5008,626,"[626, 626, 626, 626, 626, 626, 626, 626]",3407872,626,626,-0.8344306349754333,0.009858645498752594,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,648,648,324,8,y_bar,0.1,0.1,0.1,2,1.0,0.08577722311019897,16.267464188858867,16.267464188858867,12.295361334457994,22.508253248408437,624,100624,200624,18321194,sfo,5200,5200,650,"[650, 650, 650, 650, 650, 650, 650, 650]",3538944,650,650,-0.8344562649726868,0.009763825684785843,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,672,672,336,8,y_bar,0.1,0.1,0.1,2,1.0,0.1445803940296173,16.89345022663474,16.89345022663474,12.782226907089353,22.994950683787465,624,100624,200624,18321194,sfo,5392,5392,674,"[674, 674, 674, 674, 674, 674, 674, 674]",3670016,674,674,-0.8346343636512756,0.008997425436973572,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,696,696,348,8,y_bar,0.1,0.1,0.1,2,1.0,0.11470942944288254,17.49714725278318,17.49714725278318,13.242332719266415,23.386086812242866,624,100624,200624,18321194,sfo,5584,5584,698,"[698, 698, 698, 698, 698, 698, 698, 698]",3801088,698,698,-0.8346927165985107,0.008872776292264462,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,720,720,360,8,y_bar,0.1,0.1,0.1,2,1.0,0.10470917075872421,18.173570834100246,18.173570834100246,13.693636506795883,23.714532816782594,624,100624,200624,18321194,sfo,5776,5776,722,"[722, 722, 722, 722, 722, 722, 722, 722]",3932160,722,722,-0.8347582221031189,0.008484738878905773,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,744,744,372,8,y_bar,0.1,0.1,0.1,2,1.0,0.08743947744369507,18.836661886423826,18.836661886423826,14.14757115393877,24.031766194850206,624,100624,200624,18321194,sfo,5968,5968,746,"[746, 746, 746, 746, 746, 746, 746, 746]",4063232,746,746,-0.8345531225204468,0.009775460697710514,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,768,768,384,8,y_bar,0.1,0.1,0.1,2,1.0,0.09190521389245987,19.43072966299951,19.43072966299951,14.524793827906251,24.436220349743962,624,100624,200624,18321194,sfo,6160,6160,770,"[770, 770, 770, 770, 770, 770, 770, 770]",4194304,770,770,-0.8347150683403015,0.00857758242636919,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,792,792,396,8,y_bar,0.1,0.1,0.1,2,1.0,0.10982432216405869,20.01506270840764,20.01506270840764,14.820336682721972,24.862773183733225,624,100624,200624,18321194,sfo,6352,6352,794,"[794, 794, 794, 794, 794, 794, 794, 794]",4325376,794,794,-0.834674596786499,0.008738996461033821,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,816,816,408,8,y_bar,0.1,0.1,0.1,2,1.0,0.12734319269657135,20.59231821447611,20.59231821447611,15.256573302671313,25.249385256320238,624,100624,200624,18321194,sfo,6544,6544,818,"[818, 818, 818, 818, 818, 818, 818, 818]",4456448,818,818,-0.8345550894737244,0.00915017444640398,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,840,840,420,8,y_bar,0.1,0.1,0.1,2,1.0,0.11120104789733887,21.078491499647498,21.078491499647498,15.53097876906395,25.707848271355033,624,100624,200624,18321194,sfo,6736,6736,842,"[842, 842, 842, 842, 842, 842, 842, 842]",4587520,842,842,-0.8347678184509277,0.008515821769833565,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,864,864,432,8,y_bar,0.1,0.1,0.1,2,1.0,0.12791186571121216,21.42242594435811,21.42242594435811,15.813936099410057,26.25230138003826,624,100624,200624,18321194,sfo,6928,6928,866,"[866, 866, 866, 866, 866, 866, 866, 866]",4718592,866,866,-0.8345897793769836,0.009280203841626644,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,888,888,444,8,y_bar,0.1,0.1,0.1,2,1.0,0.12262413650751114,21.76449692994356,21.76449692994356,15.983391826972365,26.859045354649425,624,100624,200624,18321194,sfo,7120,7120,890,"[890, 890, 890, 890, 890, 890, 890, 890]",4849664,890,890,-0.8346268534660339,0.009114237502217293,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,912,912,456,8,y_bar,0.1,0.1,0.1,2,1.0,0.11445526033639908,22.053219944238663,22.053219944238663,16.146661512553692,27.49575579725206,624,100624,200624,18321194,sfo,7312,7312,914,"[914, 914, 914, 914, 914, 914, 914, 914]",4980736,914,914,-0.8346589207649231,0.009412344545125961,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,936,936,468,8,y_bar,0.1,0.1,0.1,2,1.0,0.13202489912509918,22.41660487651825,22.41660487651825,16.330907829105854,28.046891387552023,624,100624,200624,18321194,sfo,7504,7504,938,"[938, 938, 938, 938, 938, 938, 938, 938]",5111808,938,938,-0.8345674276351929,0.00935592595487833,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,960,960,480,8,y_bar,0.1,0.1,0.1,2,1.0,0.10695367306470871,22.75412054732442,22.75412054732442,16.545276595279574,28.60814431682229,624,100624,200624,18321194,sfo,7696,7696,962,"[962, 962, 962, 962, 962, 962, 962, 962]",5242880,962,962,-0.834502637386322,0.009633921086788177,0.1,formal,formal/partials/NOG-FO__m8__seed624__cfg2178ffc339c5.json
NOG-FO,NOG-opt,24,24,12,8,y_bar,0.1,0.1,0.1,2,1.0,0.33074602484703064,0.35518728010356426,0.35518728010356426,0.24696819111704826,1.7332155164331198,625,100625,200625,539265341,sfo,208,208,26,"[26, 26, 26, 26, 26, 26, 26, 26]",131072,26,26,-0.08991464227437973,0.2481890767812729,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,48,48,24,8,y_bar,0.1,0.1,0.1,2,1.0,0.3435477614402771,0.7199920229613781,0.7199920229613781,0.5469825733453035,2.2534382324665785,625,100625,200625,539265341,sfo,400,400,50,"[50, 50, 50, 50, 50, 50, 50, 50]",262144,50,50,-0.18567052483558655,0.24306565523147583,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,72,72,36,8,y_bar,0.1,0.1,0.1,2,1.0,0.32773828506469727,1.0026917643845081,1.0026917643845081,0.7719951905310154,2.824175538495183,625,100625,200625,539265341,sfo,592,592,74,"[74, 74, 74, 74, 74, 74, 74, 74]",393216,74,74,-0.2748821973800659,0.23498356342315674,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,96,96,48,8,y_bar,0.1,0.1,0.1,2,1.0,0.3541863262653351,1.310511751100421,1.310511751100421,0.9642403572797775,3.3090687729418278,625,100625,200625,539265341,sfo,784,784,98,"[98, 98, 98, 98, 98, 98, 98, 98]",524288,98,98,-0.3683679401874542,0.22275257110595703,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,120,120,60,8,y_bar,0.1,0.1,0.1,2,1.0,0.29657140374183655,1.7017117496579885,1.7017117496579885,1.2159645222127438,3.8080188799649477,625,100625,200625,539265341,sfo,976,976,122,"[122, 122, 122, 122, 122, 122, 122, 122]",655360,122,122,-0.4460698366165161,0.2091641128063202,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,144,144,72,8,y_bar,0.1,0.1,0.1,2,1.0,0.27357396483421326,2.1053825318813324,2.1053825318813324,1.4947693385183811,4.296354757621884,625,100625,200625,539265341,sfo,1168,1168,146,"[146, 146, 146, 146, 146, 146, 146, 146]",786432,146,146,-0.5249579548835754,0.19161495566368103,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,168,168,84,8,y_bar,0.1,0.1,0.1,2,1.0,0.2695421278476715,2.535420425236225,2.535420425236225,1.778959458693862,4.698923012241721,625,100625,200625,539265341,sfo,1360,1360,170,"[170, 170, 170, 170, 170, 170, 170, 170]",917504,170,170,-0.588880181312561,0.173960879445076,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,192,192,96,8,y_bar,0.1,0.1,0.1,2,1.0,0.2470855861902237,3.0654276870191097,3.0654276870191097,1.957325654104352,5.172690695151687,625,100625,200625,539265341,sfo,1552,1552,194,"[194, 194, 194, 194, 194, 194, 194, 194]",1048576,194,194,-0.6461997628211975,0.1545848250389099,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,216,216,108,8,y_bar,0.1,0.1,0.1,2,1.0,0.20746996998786926,3.5502217803150415,3.5502217803150415,2.3675782699137926,5.601655226200819,625,100625,200625,539265341,sfo,1744,1744,218,"[218, 218, 218, 218, 218, 218, 218, 218]",1179648,218,218,-0.6929082870483398,0.1354992687702179,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,240,240,120,8,y_bar,0.1,0.1,0.1,2,1.0,0.16757036745548248,4.044331798329949,4.044331798329949,2.7014776952564716,6.0136520098894835,625,100625,200625,539265341,sfo,1936,1936,242,"[242, 242, 242, 242, 242, 242, 242, 242]",1310720,242,242,-0.7330735921859741,0.11557688564062119,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,264,264,132,8,y_bar,0.1,0.1,0.1,2,1.0,0.17201192677021027,4.625249374657869,4.625249374657869,3.2183692064136267,6.430675206705928,625,100625,200625,539265341,sfo,2128,2128,266,"[266, 266, 266, 266, 266, 266, 266, 266]",1441792,266,266,-0.763142466545105,0.09739289432764053,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,288,288,144,8,y_bar,0.1,0.1,0.1,2,1.0,0.20347262918949127,5.087029285728931,5.087029285728931,3.537710953503847,6.970626840367913,625,100625,200625,539265341,sfo,2320,2320,290,"[290, 290, 290, 290, 290, 290, 290, 290]",1572864,290,290,-0.786283552646637,0.08048772066831589,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,312,312,156,8,y_bar,0.1,0.1,0.1,2,1.0,0.16118018329143524,5.492610327899456,5.492610327899456,3.726569404825568,7.348322279751301,625,100625,200625,539265341,sfo,2512,2512,314,"[314, 314, 314, 314, 314, 314, 314, 314]",1703936,314,314,-0.802302360534668,0.06615103036165237,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,336,336,168,8,y_bar,0.1,0.1,0.1,2,1.0,0.12778784334659576,6.021310277283192,6.021310277283192,4.106611959636211,7.7269095573574305,625,100625,200625,539265341,sfo,2704,2704,338,"[338, 338, 338, 338, 338, 338, 338, 338]",1835008,338,338,-0.8134099245071411,0.054262880235910416,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,360,360,180,8,y_bar,0.1,0.1,0.1,2,1.0,0.12896670401096344,6.532718451693654,6.532718451693654,4.553451946005225,8.130456317216158,625,100625,200625,539265341,sfo,2896,2896,362,"[362, 362, 362, 362, 362, 362, 362, 362]",1966080,362,362,-0.820902943611145,0.04394351318478584,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,384,384,192,8,y_bar,0.1,0.1,0.1,2,1.0,0.15572300553321838,7.024644684046507,7.024644684046507,4.834587875753641,8.596200754866004,625,100625,200625,539265341,sfo,3088,3088,386,"[386, 386, 386, 386, 386, 386, 386, 386]",2097152,386,386,-0.8254954218864441,0.03652827441692352,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,408,408,204,8,y_bar,0.1,0.1,0.1,2,1.0,0.12768174707889557,7.5329032856971025,7.5329032856971025,5.275338700041175,9.065286975353956,625,100625,200625,539265341,sfo,3280,3280,410,"[410, 410, 410, 410, 410, 410, 410, 410]",2228224,410,410,-0.8273880481719971,0.033199723809957504,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,432,432,216,8,y_bar,0.1,0.1,0.1,2,1.0,0.1582532525062561,8.235605215653777,8.235605215653777,5.828226529061794,9.475233977660537,625,100625,200625,539265341,sfo,3472,3472,434,"[434, 434, 434, 434, 434, 434, 434, 434]",2359296,434,434,-0.8304187655448914,0.026730341836810112,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
NOG-FO,NOG-opt,456,456,228,8,y_bar,0.1,0.1,0.1,2,1.0,0.11810335516929626,8.832347167655826,8.832347167655826,6.260354191064835,9.881039502099156,625,100625,200625,539265341,sfo,3664,3664,458,"[458, 458, 458, 458, 458, 458, 458, 458]",2490368,458,458,-0.8320552706718445,0.02239246480166912,0.1,formal,formal/partials/NOG-FO__m8__seed625__cfga56da2886666.json
