stage,method,formal_seed,epsilon,hit,hit_iteration,hit_depth,hit_work,hit_epsilon,max_depth,max_work
formal,NOG-FO-NONOPT,630,0.2,True,72.0,74.0,592.0,0.19819265604019165,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.1,True,144.0,146.0,1168.0,0.07867121696472168,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.05,True,168.0,170.0,1360.0,0.04718706011772156,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.03,True,192.0,194.0,1552.0,0.02984580211341381,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.02,True,216.0,218.0,1744.0,0.015338636003434658,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.015,True,240.0,242.0,1936.0,0.013989635743200779,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.01,False,,,,0.013080243021249771,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.009,False,,,,0.013080243021249771,962.0,7696.0
formal,NOG-FO-NONOPT,630,0.008,False,,,,0.013080243021249771,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.2,True,72.0,74.0,592.0,0.19896498322486877,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.1,True,144.0,146.0,1168.0,0.07714025676250458,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.05,True,168.0,170.0,1360.0,0.04589838162064552,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.03,True,192.0,194.0,1552.0,0.02355062961578369,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.02,True,216.0,218.0,1744.0,0.017443956807255745,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.015,True,240.0,242.0,1936.0,0.01414636243134737,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.01,False,,,,0.0117378244176507,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.009,False,,,,0.0117378244176507,962.0,7696.0
formal,NOG-FO-NONOPT,631,0.008,False,,,,0.0117378244176507,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.2,True,72.0,74.0,592.0,0.19481077790260315,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.1,True,144.0,146.0,1168.0,0.08249326050281525,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.05,True,168.0,170.0,1360.0,0.049650888890028,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.03,True,192.0,194.0,1552.0,0.026164885610342026,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.02,True,216.0,218.0,1744.0,0.018037499859929085,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.015,True,264.0,266.0,2128.0,0.012784152291715145,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.01,False,,,,0.01369287446141243,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.009,False,,,,0.01369287446141243,962.0,7696.0
formal,NOG-FO-NONOPT,632,0.008,False,,,,0.01369287446141243,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.2,True,72.0,74.0,592.0,0.19694779813289642,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.1,True,144.0,146.0,1168.0,0.08415445685386658,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.05,True,192.0,194.0,1552.0,0.03237289935350418,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.03,True,216.0,218.0,1744.0,0.022782841697335243,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.02,True,240.0,242.0,1936.0,0.01769142411649227,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.015,True,336.0,338.0,2704.0,0.014433528296649456,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.01,False,,,,0.014623272232711315,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.009,False,,,,0.014623272232711315,962.0,7696.0
formal,NOG-FO-NONOPT,633,0.008,False,,,,0.014623272232711315,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.2,True,72.0,74.0,592.0,0.19541391730308533,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.1,True,144.0,146.0,1168.0,0.07949686050415039,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.05,True,168.0,170.0,1360.0,0.04906599596142769,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.03,True,216.0,218.0,1744.0,0.02571006678044796,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.02,True,240.0,242.0,1936.0,0.019840918481349945,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.015,True,312.0,314.0,2512.0,0.013030541129410267,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.01,False,,,,0.01201891154050827,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.009,False,,,,0.01201891154050827,962.0,7696.0
formal,NOG-FO-NONOPT,634,0.008,False,,,,0.01201891154050827,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.2,True,72.0,74.0,592.0,0.19520020484924316,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.1,True,144.0,146.0,1168.0,0.07674824446439743,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.05,True,168.0,170.0,1360.0,0.04723019525408745,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.03,True,216.0,218.0,1744.0,0.0163097120821476,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.02,True,216.0,218.0,1744.0,0.0163097120821476,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.015,True,264.0,266.0,2128.0,0.013261140324175358,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.01,False,,,,0.011809451505541801,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.009,False,,,,0.011809451505541801,962.0,7696.0
formal,NOG-FO-NONOPT,635,0.008,False,,,,0.011809451505541801,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.2,True,72.0,74.0,592.0,0.19698792695999146,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.1,True,144.0,146.0,1168.0,0.07646746188402176,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.05,True,168.0,170.0,1360.0,0.04786209762096405,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.03,True,192.0,194.0,1552.0,0.026138460263609886,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.02,True,216.0,218.0,1744.0,0.015764551237225533,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.015,True,240.0,242.0,1936.0,0.014254620298743248,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.01,False,,,,0.013087533414363861,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.009,False,,,,0.013087533414363861,962.0,7696.0
formal,NOG-FO-NONOPT,636,0.008,False,,,,0.013087533414363861,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.2,True,72.0,74.0,592.0,0.19708915054798126,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.1,True,144.0,146.0,1168.0,0.08210664242506027,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.05,True,192.0,194.0,1552.0,0.027887219563126564,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.03,True,192.0,194.0,1552.0,0.027887219563126564,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.02,True,216.0,218.0,1744.0,0.017011554911732674,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.015,True,288.0,290.0,2320.0,0.014309396035969257,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.01,False,,,,0.012886389158666134,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.009,False,,,,0.012886389158666134,962.0,7696.0
formal,NOG-FO-NONOPT,637,0.008,False,,,,0.012886389158666134,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.2,True,72.0,74.0,592.0,0.1962883472442627,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.1,True,144.0,146.0,1168.0,0.08153794705867767,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.05,True,192.0,194.0,1552.0,0.03021162934601307,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.03,True,216.0,218.0,1744.0,0.02224881388247013,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.02,True,240.0,242.0,1936.0,0.015837859362363815,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.015,True,264.0,266.0,2128.0,0.014981278218328953,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.01,False,,,,0.013760831207036972,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.009,False,,,,0.013760831207036972,962.0,7696.0
formal,NOG-FO-NONOPT,638,0.008,False,,,,0.013760831207036972,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.2,True,72.0,74.0,592.0,0.19851325452327728,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.1,True,144.0,146.0,1168.0,0.07998966425657272,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.05,True,168.0,170.0,1360.0,0.045892950147390366,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.03,True,192.0,194.0,1552.0,0.02916126698255539,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.02,True,216.0,218.0,1744.0,0.018409347161650658,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.015,True,336.0,338.0,2704.0,0.013010276481509209,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.01,False,,,,0.01514455396682024,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.009,False,,,,0.01514455396682024,962.0,7696.0
formal,NOG-FO-NONOPT,639,0.008,False,,,,0.01514455396682024,962.0,7696.0
pilot,NOG-FO,600,0.2,True,144.0,146.0,1168.0,0.19310788810253143,962.0,7696.0
pilot,NOG-FO,600,0.1,True,264.0,266.0,2128.0,0.09670218825340271,962.0,7696.0
pilot,NOG-FO,600,0.05,True,360.0,362.0,2896.0,0.03938717022538185,962.0,7696.0
pilot,NOG-FO,600,0.03,True,408.0,410.0,3280.0,0.026906078681349754,962.0,7696.0
pilot,NOG-FO,600,0.02,True,480.0,482.0,3856.0,0.017595767974853516,962.0,7696.0
pilot,NOG-FO,600,0.015,True,504.0,506.0,4048.0,0.014079093933105469,962.0,7696.0
pilot,NOG-FO,600,0.01,True,672.0,674.0,5392.0,0.009824377484619617,962.0,7696.0
pilot,NOG-FO,600,0.009,False,,,,0.010087192989885807,962.0,7696.0
pilot,NOG-FO,600,0.008,False,,,,0.010087192989885807,962.0,7696.0
pilot,NOG-FO,601,0.2,True,144.0,146.0,1168.0,0.1924300491809845,962.0,7696.0
pilot,NOG-FO,601,0.1,True,264.0,266.0,2128.0,0.09459716081619263,962.0,7696.0
pilot,NOG-FO,601,0.05,True,360.0,362.0,2896.0,0.0437091700732708,962.0,7696.0
pilot,NOG-FO,601,0.03,True,408.0,410.0,3280.0,0.02967292256653309,962.0,7696.0
pilot,NOG-FO,601,0.02,True,480.0,482.0,3856.0,0.01788753643631935,962.0,7696.0
pilot,NOG-FO,601,0.015,True,528.0,530.0,4240.0,0.014388011768460274,962.0,7696.0
pilot,NOG-FO,601,0.01,True,600.0,602.0,4816.0,0.009394004009664059,962.0,7696.0
pilot,NOG-FO,601,0.009,True,840.0,842.0,6736.0,0.008781865239143372,962.0,7696.0
pilot,NOG-FO,601,0.008,False,,,,0.0102279307320714,962.0,7696.0
pilot,NOG-FO,602,0.2,True,144.0,146.0,1168.0,0.19303463399410248,962.0,7696.0
pilot,NOG-FO,602,0.1,True,264.0,266.0,2128.0,0.09990543127059937,962.0,7696.0
pilot,NOG-FO,602,0.05,True,360.0,362.0,2896.0,0.04824552312493324,962.0,7696.0
pilot,NOG-FO,602,0.03,True,432.0,434.0,3472.0,0.026944808661937714,962.0,7696.0
pilot,NOG-FO,602,0.02,True,504.0,506.0,4048.0,0.015549052506685257,962.0,7696.0
pilot,NOG-FO,602,0.015,True,528.0,530.0,4240.0,0.01255464181303978,962.0,7696.0
pilot,NOG-FO,602,0.01,True,624.0,626.0,5008.0,0.00993404258042574,962.0,7696.0
pilot,NOG-FO,602,0.009,True,744.0,746.0,5968.0,0.00869730394333601,962.0,7696.0
pilot,NOG-FO,602,0.008,False,,,,0.009396621026098728,962.0,7696.0
pilot,NOG-FO,603,0.2,True,144.0,146.0,1168.0,0.19186560809612274,962.0,7696.0
pilot,NOG-FO,603,0.1,True,264.0,266.0,2128.0,0.09786739945411682,962.0,7696.0
pilot,NOG-FO,603,0.05,True,360.0,362.0,2896.0,0.041363753378391266,962.0,7696.0
pilot,NOG-FO,603,0.03,True,408.0,410.0,3280.0,0.02624629996716976,962.0,7696.0
pilot,NOG-FO,603,0.02,True,456.0,458.0,3664.0,0.01947629451751709,962.0,7696.0
pilot,NOG-FO,603,0.015,True,504.0,506.0,4048.0,0.014074652455747128,962.0,7696.0
pilot,NOG-FO,603,0.01,True,648.0,650.0,5200.0,0.009983642026782036,962.0,7696.0
pilot,NOG-FO,603,0.009,False,,,,0.011736699379980564,962.0,7696.0
pilot,NOG-FO,603,0.008,False,,,,0.011736699379980564,962.0,7696.0
pilot,NOG-FO,604,0.2,True,144.0,146.0,1168.0,0.19178040325641632,962.0,7696.0
pilot,NOG-FO,604,0.1,True,264.0,266.0,2128.0,0.09508296847343445,962.0,7696.0
pilot,NOG-FO,604,0.05,True,360.0,362.0,2896.0,0.043623700737953186,962.0,7696.0
pilot,NOG-FO,604,0.03,True,432.0,434.0,3472.0,0.024280846118927002,962.0,7696.0
pilot,NOG-FO,604,0.02,True,456.0,458.0,3664.0,0.01963082142174244,962.0,7696.0
pilot,NOG-FO,604,0.015,True,528.0,530.0,4240.0,0.014007318764925003,962.0,7696.0
pilot,NOG-FO,604,0.01,True,600.0,602.0,4816.0,0.00920649990439415,962.0,7696.0
pilot,NOG-FO,604,0.009,False,,,,0.01072168629616499,962.0,7696.0
pilot,NOG-FO,604,0.008,False,,,,0.01072168629616499,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.2,True,72.0,74.0,592.0,0.19819000363349915,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.1,True,144.0,146.0,1168.0,0.08139649778604507,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.05,True,168.0,170.0,1360.0,0.049463964998722076,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.03,True,192.0,194.0,1552.0,0.02930709533393383,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.02,True,216.0,218.0,1744.0,0.018403466790914536,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.015,True,240.0,242.0,1936.0,0.012068070471286774,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.01,False,,,,0.01263867411762476,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.009,False,,,,0.01263867411762476,962.0,7696.0
pilot,NOG-FO-NONOPT,600,0.008,False,,,,0.01263867411762476,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.2,True,72.0,74.0,592.0,0.19619666039943695,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.1,True,144.0,146.0,1168.0,0.08225566893815994,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.05,True,192.0,194.0,1552.0,0.029601410031318665,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.03,True,192.0,194.0,1552.0,0.029601410031318665,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.02,True,216.0,218.0,1744.0,0.018181212246418,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.015,True,240.0,242.0,1936.0,0.014552724547684193,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.01,False,,,,0.014005213975906372,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.009,False,,,,0.014005213975906372,962.0,7696.0
pilot,NOG-FO-NONOPT,601,0.008,False,,,,0.014005213975906372,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.2,True,72.0,74.0,592.0,0.1980551779270172,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.1,True,144.0,146.0,1168.0,0.0827580913901329,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.05,True,192.0,194.0,1552.0,0.03454591706395149,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.03,True,216.0,218.0,1744.0,0.024598699063062668,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.02,True,240.0,242.0,1936.0,0.019207417964935303,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.015,True,312.0,314.0,2512.0,0.013123299926519394,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.01,False,,,,0.0121931042522192,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.009,False,,,,0.0121931042522192,962.0,7696.0
pilot,NOG-FO-NONOPT,602,0.008,False,,,,0.0121931042522192,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.2,True,72.0,74.0,592.0,0.19571608304977417,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.1,True,144.0,146.0,1168.0,0.08360829204320908,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.05,True,192.0,194.0,1552.0,0.032145775854587555,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.03,True,216.0,218.0,1744.0,0.022234726697206497,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.02,True,240.0,242.0,1936.0,0.01630501262843609,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.015,True,288.0,290.0,2320.0,0.013249940238893032,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.01,False,,,,0.017817001789808273,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.009,False,,,,0.017817001789808273,962.0,7696.0
pilot,NOG-FO-NONOPT,603,0.008,False,,,,0.017817001789808273,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.2,True,72.0,74.0,592.0,0.19773592054843903,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.1,True,144.0,146.0,1168.0,0.08203741163015366,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.05,True,168.0,170.0,1360.0,0.048458509147167206,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.03,True,192.0,194.0,1552.0,0.029850978404283524,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.02,True,240.0,242.0,1936.0,0.016619959846138954,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.015,True,264.0,266.0,2128.0,0.013715791516005993,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.01,False,,,,0.015056557022035122,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.009,False,,,,0.015056557022035122,962.0,7696.0
pilot,NOG-FO-NONOPT,604,0.008,False,,,,0.015056557022035122,962.0,7696.0
