method,epsilon,region,formal_seed,hit,first_hit_iteration,first_hit_depth,first_hit_total_work,first_hit_per_worker_work,first_hit_training_time,censoring_depth,censoring_total_work,censoring_per_worker_work,censoring_training_time,final_stat_proxy
NOG-FO,0.008,fine,9,True,2328,2330,1192960,149120,25.4418664497789,61442,31458304,3932288,655.1763893093448,0.00751452473923564
NOG-FO,0.008,fine,10,True,120,122,62464,7808,1.4493599529378116,61442,31458304,3932288,644.3078520887066,0.006466542836278677
NOG-FO,0.008,fine,11,True,168,170,87040,10880,2.0508676695171744,61442,31458304,3932288,658.7783926553093,0.005979974754154682
NOG-FO,0.008,fine,12,True,168,170,87040,10880,1.9075815440155566,61442,31458304,3932288,650.4519777970854,0.006614966318011284
NOG-FO,0.008,fine,13,True,1944,1946,996352,124544,21.335386829916388,61442,31458304,3932288,655.5416335512418,0.007288845721632242
NOG-FO,0.008,fine,14,True,216,218,111616,13952,2.588704817695543,61442,31458304,3932288,655.3996875155717,0.006958466488867998
NOG-FO,0.008,fine,15,True,216,218,111616,13952,2.4982217559590936,61442,31458304,3932288,660.0217481611762,0.006687046494334936
NOG-FO,0.008,fine,16,True,120,122,62464,7808,1.5055716403294355,61442,31458304,3932288,666.8074724886101,0.0068082138895988464
NOG-FO,0.008,fine,17,True,120,122,62464,7808,1.4579994101077318,61442,31458304,3932288,642.3440226453822,0.007238667458295822
NOG-FO,0.008,fine,18,True,216,218,111616,13952,2.5049062778707594,61442,31458304,3932288,652.374241894111,0.007087454665452242
NOG-FO,0.008,fine,19,True,2616,2618,1340416,167552,28.1144201757852,61442,31458304,3932288,646.6911719036289,0.007029640953987837
NOG-FO,0.007,fine,0,True,216,218,111616,13952,2.779137494508177,61442,31458304,3932288,656.3708682809956,0.006724645849317312
NOG-FO,0.007,fine,1,True,6408,6410,3281920,410240,68.39260437665507,61442,31458304,3932288,649.8601421914063,0.006369575392454863
NOG-FO,0.007,fine,2,True,312,314,160768,20096,3.4830668475478888,61442,31458304,3932288,653.8731739306822,0.006733762566000223
NOG-FO,0.007,fine,3,True,168,170,87040,10880,2.0008617625571787,61442,31458304,3932288,648.2452485784888,0.0074996985495090485
NOG-FO,0.007,fine,4,True,3816,3818,1954816,244352,41.16820796648972,61442,31458304,3932288,647.7081150158774,0.007654862478375435
NOG-FO,0.007,fine,5,True,216,218,111616,13952,2.7003121017478406,61442,31458304,3932288,651.5756758386269,0.006679874379187822
NOG-FO,0.007,fine,6,True,2808,2810,1438720,179840,29.91280412580818,61442,31458304,3932288,649.4307274809107,0.006209922954440117
NOG-FO,0.007,fine,7,True,168,170,87040,10880,2.0003329410683364,61442,31458304,3932288,654.1344398951624,0.006934375036507845
NOG-FO,0.007,fine,8,True,1128,1130,578560,72320,12.856448287144303,61442,31458304,3932288,653.7205309583806,0.00636958796530962
NOG-FO,0.007,fine,9,False,,,,,,61442,31458304,3932288,655.1763893093448,0.00751452473923564
NOG-FO,0.007,fine,10,True,984,986,504832,63104,10.923399790422991,61442,31458304,3932288,644.3078520887066,0.006466542836278677
NOG-FO,0.007,fine,11,True,2664,2666,1364992,170624,28.88879214785993,61442,31458304,3932288,658.7783926553093,0.005979974754154682
NOG-FO,0.007,fine,12,True,3336,3338,1709056,213632,35.82618836383335,61442,31458304,3932288,650.4519777970854,0.006614966318011284
NOG-FO,0.007,fine,13,True,9144,9146,4682752,585344,97.8693965410348,61442,31458304,3932288,655.5416335512418,0.007288845721632242
NOG-FO,0.007,fine,14,True,13176,13178,6747136,843392,140.82572223152965,61442,31458304,3932288,655.3996875155717,0.006958466488867998
NOG-FO,0.007,fine,15,True,5832,5834,2987008,373376,63.349310057004914,61442,31458304,3932288,660.0217481611762,0.006687046494334936
NOG-FO,0.007,fine,16,True,1800,1802,922624,115328,20.00886633549817,61442,31458304,3932288,666.8074724886101,0.0068082138895988464
NOG-FO,0.007,fine,17,True,3144,3146,1610752,201344,33.387369292322546,61442,31458304,3932288,642.3440226453822,0.007238667458295822
NOG-FO,0.007,fine,18,True,25032,25034,12817408,1602176,265.79302968643606,61442,31458304,3932288,652.374241894111,0.007087454665452242
NOG-FO,0.007,fine,19,True,9144,9146,4682752,585344,96.64263326348737,61442,31458304,3932288,646.6911719036289,0.007029640953987837
NOG-FO,0.006,fine,0,False,,,,,,61442,31458304,3932288,656.3708682809956,0.006724645849317312
NOG-FO,0.006,fine,1,True,24360,24362,12473344,1559168,257.3664980288595,61442,31458304,3932288,649.8601421914063,0.006369575392454863
NOG-FO,0.006,fine,2,False,,,,,,61442,31458304,3932288,653.8731739306822,0.006733762566000223
NOG-FO,0.006,fine,3,False,,,,,,61442,31458304,3932288,648.2452485784888,0.0074996985495090485
NOG-FO,0.006,fine,4,False,,,,,,61442,31458304,3932288,647.7081150158774,0.007654862478375435
NOG-FO,0.006,fine,5,True,10584,10586,5420032,677504,112.74291649321094,61442,31458304,3932288,651.5756758386269,0.006679874379187822
NOG-FO,0.006,fine,6,True,8904,8906,4559872,569984,94.50429138890468,61442,31458304,3932288,649.4307274809107,0.006209922954440117
NOG-FO,0.006,fine,7,False,,,,,,61442,31458304,3932288,654.1344398951624,0.006934375036507845
NOG-FO,0.006,fine,8,True,42984,42986,22008832,2751104,457.28213761770166,61442,31458304,3932288,653.7205309583806,0.00636958796530962
NOG-FO,0.006,fine,9,False,,,,,,61442,31458304,3932288,655.1763893093448,0.00751452473923564
NOG-FO,0.006,fine,10,False,,,,,,61442,31458304,3932288,644.3078520887066,0.006466542836278677
NOG-FO,0.006,fine,11,True,24696,24698,12645376,1580672,263.668367204722,61442,31458304,3932288,658.7783926553093,0.005979974754154682
NOG-FO,0.006,fine,12,False,,,,,,61442,31458304,3932288,650.4519777970854,0.006614966318011284
NOG-FO,0.006,fine,13,False,,,,,,61442,31458304,3932288,655.5416335512418,0.007288845721632242
NOG-FO,0.006,fine,14,False,,,,,,61442,31458304,3932288,655.3996875155717,0.006958466488867998
NOG-FO,0.006,fine,15,True,26568,26570,13603840,1700480,286.21473485580646,61442,31458304,3932288,660.0217481611762,0.006687046494334936
NOG-FO,0.006,fine,16,True,6264,6266,3208192,401024,68.48867322225124,61442,31458304,3932288,666.8074724886101,0.0068082138895988464
NOG-FO,0.006,fine,17,False,,,,,,61442,31458304,3932288,642.3440226453822,0.007238667458295822
NOG-FO,0.006,fine,18,False,,,,,,61442,31458304,3932288,652.374241894111,0.007087454665452242
NOG-FO,0.006,fine,19,False,,,,,,61442,31458304,3932288,646.6911719036289,0.007029640953987837
NOG-FO,0.005,fine,0,False,,,,,,61442,31458304,3932288,656.3708682809956,0.006724645849317312
NOG-FO,0.005,fine,1,False,,,,,,61442,31458304,3932288,649.8601421914063,0.006369575392454863
NOG-FO,0.005,fine,2,False,,,,,,61442,31458304,3932288,653.8731739306822,0.006733762566000223
NOG-FO,0.005,fine,3,False,,,,,,61442,31458304,3932288,648.2452485784888,0.0074996985495090485
NOG-FO,0.005,fine,4,False,,,,,,61442,31458304,3932288,647.7081150158774,0.007654862478375435
NOG-FO,0.005,fine,5,False,,,,,,61442,31458304,3932288,651.5756758386269,0.006679874379187822
NOG-FO,0.005,fine,6,False,,,,,,61442,31458304,3932288,649.4307274809107,0.006209922954440117
NOG-FO,0.005,fine,7,False,,,,,,61442,31458304,3932288,654.1344398951624,0.006934375036507845
NOG-FO,0.005,fine,8,False,,,,,,61442,31458304,3932288,653.7205309583806,0.00636958796530962
NOG-FO,0.005,fine,9,False,,,,,,61442,31458304,3932288,655.1763893093448,0.00751452473923564
NOG-FO,0.005,fine,10,False,,,,,,61442,31458304,3932288,644.3078520887066,0.006466542836278677
NOG-FO,0.005,fine,11,False,,,,,,61442,31458304,3932288,658.7783926553093,0.005979974754154682
NOG-FO,0.005,fine,12,False,,,,,,61442,31458304,3932288,650.4519777970854,0.006614966318011284
NOG-FO,0.005,fine,13,False,,,,,,61442,31458304,3932288,655.5416335512418,0.007288845721632242
NOG-FO,0.005,fine,14,False,,,,,,61442,31458304,3932288,655.3996875155717,0.006958466488867998
NOG-FO,0.005,fine,15,False,,,,,,61442,31458304,3932288,660.0217481611762,0.006687046494334936
NOG-FO,0.005,fine,16,False,,,,,,61442,31458304,3932288,666.8074724886101,0.0068082138895988464
NOG-FO,0.005,fine,17,False,,,,,,61442,31458304,3932288,642.3440226453822,0.007238667458295822
NOG-FO,0.005,fine,18,False,,,,,,61442,31458304,3932288,652.374241894111,0.007087454665452242
NOG-FO,0.005,fine,19,False,,,,,,61442,31458304,3932288,646.6911719036289,0.007029640953987837
NOG-FO,0.004,fine,0,False,,,,,,61442,31458304,3932288,656.3708682809956,0.006724645849317312
NOG-FO,0.004,fine,1,False,,,,,,61442,31458304,3932288,649.8601421914063,0.006369575392454863
NOG-FO,0.004,fine,2,False,,,,,,61442,31458304,3932288,653.8731739306822,0.006733762566000223
NOG-FO,0.004,fine,3,False,,,,,,61442,31458304,3932288,648.2452485784888,0.0074996985495090485
NOG-FO,0.004,fine,4,False,,,,,,61442,31458304,3932288,647.7081150158774,0.007654862478375435
NOG-FO,0.004,fine,5,False,,,,,,61442,31458304,3932288,651.5756758386269,0.006679874379187822
NOG-FO,0.004,fine,6,False,,,,,,61442,31458304,3932288,649.4307274809107,0.006209922954440117
NOG-FO,0.004,fine,7,False,,,,,,61442,31458304,3932288,654.1344398951624,0.006934375036507845
NOG-FO,0.004,fine,8,False,,,,,,61442,31458304,3932288,653.7205309583806,0.00636958796530962
NOG-FO,0.004,fine,9,False,,,,,,61442,31458304,3932288,655.1763893093448,0.00751452473923564
NOG-FO,0.004,fine,10,False,,,,,,61442,31458304,3932288,644.3078520887066,0.006466542836278677
NOG-FO,0.004,fine,11,False,,,,,,61442,31458304,3932288,658.7783926553093,0.005979974754154682
NOG-FO,0.004,fine,12,False,,,,,,61442,31458304,3932288,650.4519777970854,0.006614966318011284
NOG-FO,0.004,fine,13,False,,,,,,61442,31458304,3932288,655.5416335512418,0.007288845721632242
NOG-FO,0.004,fine,14,False,,,,,,61442,31458304,3932288,655.3996875155717,0.006958466488867998
NOG-FO,0.004,fine,15,False,,,,,,61442,31458304,3932288,660.0217481611762,0.006687046494334936
NOG-FO,0.004,fine,16,False,,,,,,61442,31458304,3932288,666.8074724886101,0.0068082138895988464
NOG-FO,0.004,fine,17,False,,,,,,61442,31458304,3932288,642.3440226453822,0.007238667458295822
NOG-FO,0.004,fine,18,False,,,,,,61442,31458304,3932288,652.374241894111,0.007087454665452242
NOG-FO,0.004,fine,19,False,,,,,,61442,31458304,3932288,646.6911719036289,0.007029640953987837
NOG-FO,0.003,fine,0,False,,,,,,61442,31458304,3932288,656.3708682809956,0.006724645849317312
NOG-FO,0.003,fine,1,False,,,,,,61442,31458304,3932288,649.8601421914063,0.006369575392454863
NOG-FO,0.003,fine,2,False,,,,,,61442,31458304,3932288,653.8731739306822,0.006733762566000223
NOG-FO,0.003,fine,3,False,,,,,,61442,31458304,3932288,648.2452485784888,0.0074996985495090485
NOG-FO,0.003,fine,4,False,,,,,,61442,31458304,3932288,647.7081150158774,0.007654862478375435
NOG-FO,0.003,fine,5,False,,,,,,61442,31458304,3932288,651.5756758386269,0.006679874379187822
NOG-FO,0.003,fine,6,False,,,,,,61442,31458304,3932288,649.4307274809107,0.006209922954440117
NOG-FO,0.003,fine,7,False,,,,,,61442,31458304,3932288,654.1344398951624,0.006934375036507845
NOG-FO,0.003,fine,8,False,,,,,,61442,31458304,3932288,653.7205309583806,0.00636958796530962
NOG-FO,0.003,fine,9,False,,,,,,61442,31458304,3932288,655.1763893093448,0.00751452473923564
NOG-FO,0.003,fine,10,False,,,,,,61442,31458304,3932288,644.3078520887066,0.006466542836278677
NOG-FO,0.003,fine,11,False,,,,,,61442,31458304,3932288,658.7783926553093,0.005979974754154682
NOG-FO,0.003,fine,12,False,,,,,,61442,31458304,3932288,650.4519777970854,0.006614966318011284
NOG-FO,0.003,fine,13,False,,,,,,61442,31458304,3932288,655.5416335512418,0.007288845721632242
NOG-FO,0.003,fine,14,False,,,,,,61442,31458304,3932288,655.3996875155717,0.006958466488867998
NOG-FO,0.003,fine,15,False,,,,,,61442,31458304,3932288,660.0217481611762,0.006687046494334936
NOG-FO,0.003,fine,16,False,,,,,,61442,31458304,3932288,666.8074724886101,0.0068082138895988464
NOG-FO,0.003,fine,17,False,,,,,,61442,31458304,3932288,642.3440226453822,0.007238667458295822
NOG-FO,0.003,fine,18,False,,,,,,61442,31458304,3932288,652.374241894111,0.007087454665452242
NOG-FO,0.003,fine,19,False,,,,,,61442,31458304,3932288,646.6911719036289,0.007029640953987837
NOG-FO,0.002,fine,0,False,,,,,,61442,31458304,3932288,656.3708682809956,0.006724645849317312
NOG-FO,0.002,fine,1,False,,,,,,61442,31458304,3932288,649.8601421914063,0.006369575392454863
NOG-FO,0.002,fine,2,False,,,,,,61442,31458304,3932288,653.8731739306822,0.006733762566000223
NOG-FO,0.002,fine,3,False,,,,,,61442,31458304,3932288,648.2452485784888,0.0074996985495090485
NOG-FO,0.002,fine,4,False,,,,,,61442,31458304,3932288,647.7081150158774,0.007654862478375435
NOG-FO,0.002,fine,5,False,,,,,,61442,31458304,3932288,651.5756758386269,0.006679874379187822
NOG-FO,0.002,fine,6,False,,,,,,61442,31458304,3932288,649.4307274809107,0.006209922954440117
NOG-FO,0.002,fine,7,False,,,,,,61442,31458304,3932288,654.1344398951624,0.006934375036507845
NOG-FO,0.002,fine,8,False,,,,,,61442,31458304,3932288,653.7205309583806,0.00636958796530962
NOG-FO,0.002,fine,9,False,,,,,,61442,31458304,3932288,655.1763893093448,0.00751452473923564
NOG-FO,0.002,fine,10,False,,,,,,61442,31458304,3932288,644.3078520887066,0.006466542836278677
NOG-FO,0.002,fine,11,False,,,,,,61442,31458304,3932288,658.7783926553093,0.005979974754154682
NOG-FO,0.002,fine,12,False,,,,,,61442,31458304,3932288,650.4519777970854,0.006614966318011284
NOG-FO,0.002,fine,13,False,,,,,,61442,31458304,3932288,655.5416335512418,0.007288845721632242
NOG-FO,0.002,fine,14,False,,,,,,61442,31458304,3932288,655.3996875155717,0.006958466488867998
NOG-FO,0.002,fine,15,False,,,,,,61442,31458304,3932288,660.0217481611762,0.006687046494334936
NOG-FO,0.002,fine,16,False,,,,,,61442,31458304,3932288,666.8074724886101,0.0068082138895988464
NOG-FO,0.002,fine,17,False,,,,,,61442,31458304,3932288,642.3440226453822,0.007238667458295822
NOG-FO,0.002,fine,18,False,,,,,,61442,31458304,3932288,652.374241894111,0.007087454665452242
NOG-FO,0.002,fine,19,False,,,,,,61442,31458304,3932288,646.6911719036289,0.007029640953987837
ME-DOL-FO,0.2,coarse,0,True,6,6,48,6,0.20061599160544574,960,7680,960,5.619653919246048,0.00981074757874012
ME-DOL-FO,0.2,coarse,1,True,6,6,48,6,0.19032223103567958,960,7680,960,5.473725878633559,0.01070725079625845
ME-DOL-FO,0.2,coarse,2,True,6,6,48,6,0.24733216664753854,960,7680,960,4.9051444788929075,0.009842638857662678
ME-DOL-FO,0.2,coarse,3,True,6,6,48,6,0.37128787604160607,960,7680,960,5.814155967440456,0.01026351097971201
ME-DOL-FO,0.2,coarse,4,True,6,6,48,6,0.1734518010634929,960,7680,960,5.724755852250382,0.010973257012665272
ME-DOL-FO,0.2,coarse,5,True,6,6,48,6,0.459078160347417,960,7680,960,5.918814341304824,0.010130628943443298
ME-DOL-FO,0.2,coarse,6,True,6,6,48,6,0.1903954588342458,960,7680,960,5.692733055679128,0.01135508343577385
ME-DOL-FO,0.2,coarse,7,True,6,6,48,6,0.19843793311156332,960,7680,960,6.114894749363884,0.00992777943611145
ME-DOL-FO,0.2,coarse,8,True,6,6,48,6,0.1960906849708408,960,7680,960,6.3447257180232555,0.010931376367807388
ME-DOL-FO,0.2,coarse,9,True,6,6,48,6,0.28930157027207315,960,7680,960,6.004584766225889,0.01314530149102211
ME-DOL-FO,0.2,coarse,10,True,6,6,48,6,0.17209872184321284,960,7680,960,5.605810607317835,0.00981428474187851
ME-DOL-FO,0.2,coarse,11,True,6,6,48,6,0.19565735128708184,960,7680,960,6.055385150481015,0.011108482256531715
ME-DOL-FO,0.2,coarse,12,True,6,6,48,6,0.19480005581863225,960,7680,960,6.040397927165031,0.011537396349012852
ME-DOL-FO,0.2,coarse,13,True,6,6,48,6,0.2626910221297294,960,7680,960,6.021906105801463,0.013255325146019459
ME-DOL-FO,0.2,coarse,14,True,6,6,48,6,0.17722053895704448,960,7680,960,5.62617699848488,0.010869720950722694
ME-DOL-FO,0.2,coarse,15,True,6,6,48,6,0.2094923888798803,960,7680,960,5.90634257812053,0.011273362673819065
ME-DOL-FO,0.2,coarse,16,True,6,6,48,6,0.22481558308936656,960,7680,960,6.004513045074418,0.010119886137545109
ME-DOL-FO,0.2,coarse,17,True,6,6,48,6,0.574282948160544,960,7680,960,6.011719849891961,0.011077127419412136
ME-DOL-FO,0.2,coarse,18,True,6,6,48,6,0.5151899657212198,960,7680,960,5.9709628145210445,0.010189010761678219
ME-DOL-FO,0.2,coarse,19,True,6,6,48,6,0.21357330027967691,960,7680,960,5.6951033915393054,0.011461683548986912
ME-DOL-FO,0.15,coarse,0,True,6,6,48,6,0.20061599160544574,960,7680,960,5.619653919246048,0.00981074757874012
ME-DOL-FO,0.15,coarse,1,True,6,6,48,6,0.19032223103567958,960,7680,960,5.473725878633559,0.01070725079625845
ME-DOL-FO,0.15,coarse,2,True,6,6,48,6,0.24733216664753854,960,7680,960,4.9051444788929075,0.009842638857662678
ME-DOL-FO,0.15,coarse,3,True,6,6,48,6,0.37128787604160607,960,7680,960,5.814155967440456,0.01026351097971201
ME-DOL-FO,0.15,coarse,4,True,6,6,48,6,0.1734518010634929,960,7680,960,5.724755852250382,0.010973257012665272
ME-DOL-FO,0.15,coarse,5,True,6,6,48,6,0.459078160347417,960,7680,960,5.918814341304824,0.010130628943443298
ME-DOL-FO,0.15,coarse,6,True,6,6,48,6,0.1903954588342458,960,7680,960,5.692733055679128,0.01135508343577385
ME-DOL-FO,0.15,coarse,7,True,6,6,48,6,0.19843793311156332,960,7680,960,6.114894749363884,0.00992777943611145
ME-DOL-FO,0.15,coarse,8,True,6,6,48,6,0.1960906849708408,960,7680,960,6.3447257180232555,0.010931376367807388
ME-DOL-FO,0.15,coarse,9,True,6,6,48,6,0.28930157027207315,960,7680,960,6.004584766225889,0.01314530149102211
ME-DOL-FO,0.15,coarse,10,True,6,6,48,6,0.17209872184321284,960,7680,960,5.605810607317835,0.00981428474187851
ME-DOL-FO,0.15,coarse,11,True,6,6,48,6,0.19565735128708184,960,7680,960,6.055385150481015,0.011108482256531715
ME-DOL-FO,0.15,coarse,12,True,6,6,48,6,0.19480005581863225,960,7680,960,6.040397927165031,0.011537396349012852
ME-DOL-FO,0.15,coarse,13,True,6,6,48,6,0.2626910221297294,960,7680,960,6.021906105801463,0.013255325146019459
ME-DOL-FO,0.15,coarse,14,True,6,6,48,6,0.17722053895704448,960,7680,960,5.62617699848488,0.010869720950722694
ME-DOL-FO,0.15,coarse,15,True,6,6,48,6,0.2094923888798803,960,7680,960,5.90634257812053,0.011273362673819065
ME-DOL-FO,0.15,coarse,16,True,6,6,48,6,0.22481558308936656,960,7680,960,6.004513045074418,0.010119886137545109
ME-DOL-FO,0.15,coarse,17,True,6,6,48,6,0.574282948160544,960,7680,960,6.011719849891961,0.011077127419412136
ME-DOL-FO,0.15,coarse,18,True,6,6,48,6,0.5151899657212198,960,7680,960,5.9709628145210445,0.010189010761678219
ME-DOL-FO,0.15,coarse,19,True,6,6,48,6,0.21357330027967691,960,7680,960,5.6951033915393054,0.011461683548986912
ME-DOL-FO,0.1,coarse,0,True,6,6,48,6,0.20061599160544574,960,7680,960,5.619653919246048,0.00981074757874012
ME-DOL-FO,0.1,coarse,1,True,6,6,48,6,0.19032223103567958,960,7680,960,5.473725878633559,0.01070725079625845
ME-DOL-FO,0.1,coarse,2,True,6,6,48,6,0.24733216664753854,960,7680,960,4.9051444788929075,0.009842638857662678
ME-DOL-FO,0.1,coarse,3,True,6,6,48,6,0.37128787604160607,960,7680,960,5.814155967440456,0.01026351097971201
ME-DOL-FO,0.1,coarse,4,True,6,6,48,6,0.1734518010634929,960,7680,960,5.724755852250382,0.010973257012665272
ME-DOL-FO,0.1,coarse,5,True,6,6,48,6,0.459078160347417,960,7680,960,5.918814341304824,0.010130628943443298
ME-DOL-FO,0.1,coarse,6,True,6,6,48,6,0.1903954588342458,960,7680,960,5.692733055679128,0.01135508343577385
ME-DOL-FO,0.1,coarse,7,True,6,6,48,6,0.19843793311156332,960,7680,960,6.114894749363884,0.00992777943611145
ME-DOL-FO,0.1,coarse,8,True,6,6,48,6,0.1960906849708408,960,7680,960,6.3447257180232555,0.010931376367807388
ME-DOL-FO,0.1,coarse,9,True,6,6,48,6,0.28930157027207315,960,7680,960,6.004584766225889,0.01314530149102211
ME-DOL-FO,0.1,coarse,10,True,6,6,48,6,0.17209872184321284,960,7680,960,5.605810607317835,0.00981428474187851
ME-DOL-FO,0.1,coarse,11,True,6,6,48,6,0.19565735128708184,960,7680,960,6.055385150481015,0.011108482256531715
ME-DOL-FO,0.1,coarse,12,True,6,6,48,6,0.19480005581863225,960,7680,960,6.040397927165031,0.011537396349012852
ME-DOL-FO,0.1,coarse,13,True,6,6,48,6,0.2626910221297294,960,7680,960,6.021906105801463,0.013255325146019459
ME-DOL-FO,0.1,coarse,14,True,6,6,48,6,0.17722053895704448,960,7680,960,5.62617699848488,0.010869720950722694
ME-DOL-FO,0.1,coarse,15,True,6,6,48,6,0.2094923888798803,960,7680,960,5.90634257812053,0.011273362673819065
ME-DOL-FO,0.1,coarse,16,True,6,6,48,6,0.22481558308936656,960,7680,960,6.004513045074418,0.010119886137545109
ME-DOL-FO,0.1,coarse,17,True,6,6,48,6,0.574282948160544,960,7680,960,6.011719849891961,0.011077127419412136
ME-DOL-FO,0.1,coarse,18,True,6,6,48,6,0.5151899657212198,960,7680,960,5.9709628145210445,0.010189010761678219
ME-DOL-FO,0.1,coarse,19,True,6,6,48,6,0.21357330027967691,960,7680,960,5.6951033915393054,0.011461683548986912
ME-DOL-FO,0.075,coarse,0,True,6,6,48,6,0.20061599160544574,960,7680,960,5.619653919246048,0.00981074757874012
ME-DOL-FO,0.075,coarse,1,True,6,6,48,6,0.19032223103567958,960,7680,960,5.473725878633559,0.01070725079625845
ME-DOL-FO,0.075,coarse,2,True,6,6,48,6,0.24733216664753854,960,7680,960,4.9051444788929075,0.009842638857662678
ME-DOL-FO,0.075,coarse,3,True,6,6,48,6,0.37128787604160607,960,7680,960,5.814155967440456,0.01026351097971201
ME-DOL-FO,0.075,coarse,4,True,6,6,48,6,0.1734518010634929,960,7680,960,5.724755852250382,0.010973257012665272
ME-DOL-FO,0.075,coarse,5,True,6,6,48,6,0.459078160347417,960,7680,960,5.918814341304824,0.010130628943443298
ME-DOL-FO,0.075,coarse,6,True,6,6,48,6,0.1903954588342458,960,7680,960,5.692733055679128,0.01135508343577385
ME-DOL-FO,0.075,coarse,7,True,6,6,48,6,0.19843793311156332,960,7680,960,6.114894749363884,0.00992777943611145
ME-DOL-FO,0.075,coarse,8,True,6,6,48,6,0.1960906849708408,960,7680,960,6.3447257180232555,0.010931376367807388
ME-DOL-FO,0.075,coarse,9,True,6,6,48,6,0.28930157027207315,960,7680,960,6.004584766225889,0.01314530149102211
ME-DOL-FO,0.075,coarse,10,True,6,6,48,6,0.17209872184321284,960,7680,960,5.605810607317835,0.00981428474187851
ME-DOL-FO,0.075,coarse,11,True,6,6,48,6,0.19565735128708184,960,7680,960,6.055385150481015,0.011108482256531715
ME-DOL-FO,0.075,coarse,12,True,6,6,48,6,0.19480005581863225,960,7680,960,6.040397927165031,0.011537396349012852
ME-DOL-FO,0.075,coarse,13,True,6,6,48,6,0.2626910221297294,960,7680,960,6.021906105801463,0.013255325146019459
ME-DOL-FO,0.075,coarse,14,True,6,6,48,6,0.17722053895704448,960,7680,960,5.62617699848488,0.010869720950722694
ME-DOL-FO,0.075,coarse,15,True,6,6,48,6,0.2094923888798803,960,7680,960,5.90634257812053,0.011273362673819065
ME-DOL-FO,0.075,coarse,16,True,6,6,48,6,0.22481558308936656,960,7680,960,6.004513045074418,0.010119886137545109
ME-DOL-FO,0.075,coarse,17,True,6,6,48,6,0.574282948160544,960,7680,960,6.011719849891961,0.011077127419412136
ME-DOL-FO,0.075,coarse,18,True,6,6,48,6,0.5151899657212198,960,7680,960,5.9709628145210445,0.010189010761678219
ME-DOL-FO,0.075,coarse,19,True,6,6,48,6,0.21357330027967691,960,7680,960,5.6951033915393054,0.011461683548986912
ME-DOL-FO,0.05,coarse,0,True,6,6,48,6,0.20061599160544574,960,7680,960,5.619653919246048,0.00981074757874012
ME-DOL-FO,0.05,coarse,1,True,6,6,48,6,0.19032223103567958,960,7680,960,5.473725878633559,0.01070725079625845
ME-DOL-FO,0.05,coarse,2,True,6,6,48,6,0.24733216664753854,960,7680,960,4.9051444788929075,0.009842638857662678
ME-DOL-FO,0.05,coarse,3,True,6,6,48,6,0.37128787604160607,960,7680,960,5.814155967440456,0.01026351097971201
ME-DOL-FO,0.05,coarse,4,True,6,6,48,6,0.1734518010634929,960,7680,960,5.724755852250382,0.010973257012665272
ME-DOL-FO,0.05,coarse,5,True,6,6,48,6,0.459078160347417,960,7680,960,5.918814341304824,0.010130628943443298
ME-DOL-FO,0.05,coarse,6,True,6,6,48,6,0.1903954588342458,960,7680,960,5.692733055679128,0.01135508343577385
ME-DOL-FO,0.05,coarse,7,True,6,6,48,6,0.19843793311156332,960,7680,960,6.114894749363884,0.00992777943611145
ME-DOL-FO,0.05,coarse,8,True,6,6,48,6,0.1960906849708408,960,7680,960,6.3447257180232555,0.010931376367807388
ME-DOL-FO,0.05,coarse,9,True,6,6,48,6,0.28930157027207315,960,7680,960,6.004584766225889,0.01314530149102211
ME-DOL-FO,0.05,coarse,10,True,6,6,48,6,0.17209872184321284,960,7680,960,5.605810607317835,0.00981428474187851
ME-DOL-FO,0.05,coarse,11,True,6,6,48,6,0.19565735128708184,960,7680,960,6.055385150481015,0.011108482256531715
ME-DOL-FO,0.05,coarse,12,True,6,6,48,6,0.19480005581863225,960,7680,960,6.040397927165031,0.011537396349012852
ME-DOL-FO,0.05,coarse,13,True,6,6,48,6,0.2626910221297294,960,7680,960,6.021906105801463,0.013255325146019459
ME-DOL-FO,0.05,coarse,14,True,6,6,48,6,0.17722053895704448,960,7680,960,5.62617699848488,0.010869720950722694
ME-DOL-FO,0.05,coarse,15,True,6,6,48,6,0.2094923888798803,960,7680,960,5.90634257812053,0.011273362673819065
ME-DOL-FO,0.05,coarse,16,True,6,6,48,6,0.22481558308936656,960,7680,960,6.004513045074418,0.010119886137545109
ME-DOL-FO,0.05,coarse,17,True,6,6,48,6,0.574282948160544,960,7680,960,6.011719849891961,0.011077127419412136
ME-DOL-FO,0.05,coarse,18,True,6,6,48,6,0.5151899657212198,960,7680,960,5.9709628145210445,0.010189010761678219
ME-DOL-FO,0.05,coarse,19,True,6,6,48,6,0.21357330027967691,960,7680,960,5.6951033915393054,0.011461683548986912
ME-DOL-FO,0.03,medium,0,True,6,6,48,6,0.20442493027076125,960,7680,960,6.377372458344325,0.00873547699302435
ME-DOL-FO,0.03,medium,1,True,6,6,48,6,0.5530815722886473,960,7680,960,6.044881360605359,0.009280621074140072
ME-DOL-FO,0.03,medium,2,True,6,6,48,6,0.4875285914167762,960,7680,960,5.855695016216487,0.009079072624444962
ME-DOL-FO,0.03,medium,3,True,6,6,48,6,0.2037905496545136,960,7680,960,5.682932683732361,0.008954036980867386
ME-DOL-FO,0.03,medium,4,True,6,6,48,6,0.1955596541520208,960,7680,960,6.246523048263043,0.00987778976559639
