task_id,method,epsilon,region,worker_count,formal_seed,source,hit,first_hit_depth,first_hit_total_work,first_hit_per_worker_work,first_hit_training_time,censoring_depth,censoring_total_work,censoring_per_worker_work,censoring_training_time,final_stat_proxy
ME-DOL-FO__coarse__m8__seed8,ME-DOL-FO,0.1,coarse,8,8,reuse-formal,True,6,48,6,0.1960906849708408,960,7680,960,6.3447257180232555,0.010931376367807388
ME-DOL-FO__coarse__m8__seed9,ME-DOL-FO,0.1,coarse,8,9,reuse-formal,True,6,48,6,0.28930157027207315,960,7680,960,6.004584766225889,0.01314530149102211
ME-DOL-FO__medium__m1__seed0,ME-DOL-FO,0.01,medium,1,0,run,False,,,,,960,960,960,1.81288353796117,0.010322626680135727
ME-DOL-FO__medium__m1__seed1,ME-DOL-FO,0.01,medium,1,1,run,False,,,,,960,960,960,1.6984310548286885,0.012121405452489853
ME-DOL-FO__medium__m1__seed2,ME-DOL-FO,0.01,medium,1,2,run,False,,,,,960,960,960,1.6833042595535517,0.011410974897444248
ME-DOL-FO__medium__m1__seed3,ME-DOL-FO,0.01,medium,1,3,run,False,,,,,960,960,960,1.8058213903568685,0.012415852397680283
ME-DOL-FO__medium__m1__seed4,ME-DOL-FO,0.01,medium,1,4,run,False,,,,,960,960,960,1.638544567860663,0.011157199740409851
ME-DOL-FO__medium__m1__seed5,ME-DOL-FO,0.01,medium,1,5,run,False,,,,,960,960,960,1.5896726581268013,0.011586262844502926
ME-DOL-FO__medium__m1__seed6,ME-DOL-FO,0.01,medium,1,6,run,False,,,,,960,960,960,1.8056209897622466,0.01301566418260336
ME-DOL-FO__medium__m1__seed7,ME-DOL-FO,0.01,medium,1,7,run,False,,,,,960,960,960,1.8966997920069844,0.010777943767607212
ME-DOL-FO__medium__m1__seed8,ME-DOL-FO,0.01,medium,1,8,run,False,,,,,960,960,960,1.5566616388969123,0.011653926223516464
ME-DOL-FO__medium__m1__seed9,ME-DOL-FO,0.01,medium,1,9,run,False,,,,,960,960,960,1.6026611842680722,0.012685904279351234
ME-DOL-FO__medium__m2__seed0,ME-DOL-FO,0.01,medium,2,0,run,True,870,1740,870,2.037811269517988,960,1920,960,2.2357164912391454,0.00999115128070116
ME-DOL-FO__medium__m2__seed1,ME-DOL-FO,0.01,medium,2,1,run,False,,,,,960,1920,960,2.170435669599101,0.010483182966709137
ME-DOL-FO__medium__m2__seed2,ME-DOL-FO,0.01,medium,2,2,run,False,,,,,960,1920,960,2.050836060428992,0.010241426527500153
ME-DOL-FO__medium__m2__seed3,ME-DOL-FO,0.01,medium,2,3,run,True,342,684,342,0.8603097358718514,960,1920,960,2.2262319980654866,0.010310361161828041
ME-DOL-FO__medium__m2__seed4,ME-DOL-FO,0.01,medium,2,4,run,False,,,,,960,1920,960,2.2409003872890025,0.010127737186849117
ME-DOL-FO__medium__m2__seed5,ME-DOL-FO,0.01,medium,2,5,run,True,630,1260,630,1.4002362568862736,960,1920,960,2.094645334640518,0.00964604876935482
ME-DOL-FO__medium__m2__seed6,ME-DOL-FO,0.01,medium,2,6,run,False,,,,,960,1920,960,2.105658848537132,0.011035189032554626
ME-DOL-FO__medium__m2__seed7,ME-DOL-FO,0.01,medium,2,7,run,True,150,300,150,0.36990514025092125,960,1920,960,2.284911494003609,0.009802273474633694
ME-DOL-FO__medium__m2__seed8,ME-DOL-FO,0.01,medium,2,8,run,False,,,,,960,1920,960,2.1594352966640145,0.010106856934726238
ME-DOL-FO__medium__m2__seed9,ME-DOL-FO,0.01,medium,2,9,run,False,,,,,960,1920,960,2.1655285665765405,0.011265167035162449
ME-DOL-FO__medium__m4__seed0,ME-DOL-FO,0.01,medium,4,0,run,True,54,216,54,0.4347593525890261,960,3840,960,4.260385053465143,0.008800733834505081
ME-DOL-FO__medium__m4__seed1,ME-DOL-FO,0.01,medium,4,1,run,True,918,3672,918,3.9555163984186947,960,3840,960,4.334961648099124,0.009609374217689037
ME-DOL-FO__medium__m4__seed2,ME-DOL-FO,0.01,medium,4,2,run,True,150,600,150,0.6679028684739023,960,3840,960,4.272007929626852,0.009136414155364037
ME-DOL-FO__medium__m4__seed3,ME-DOL-FO,0.01,medium,4,3,run,True,438,1752,438,1.9188937437720597,960,3840,960,4.042324085719883,0.008985924534499645
ME-DOL-FO__medium__m4__seed4,ME-DOL-FO,0.01,medium,4,4,run,True,630,2520,630,2.97504306724295,960,3840,960,4.352195693878457,0.009732158854603767
ME-DOL-FO__medium__m4__seed5,ME-DOL-FO,0.01,medium,4,5,run,True,534,2136,534,2.397583821322769,960,3840,960,4.160677608568221,0.009560607373714447
ME-DOL-FO__medium__m4__seed6,ME-DOL-FO,0.01,medium,4,6,run,False,,,,,960,3840,960,4.151893079979345,0.010393068194389343
ME-DOL-FO__medium__m4__seed7,ME-DOL-FO,0.01,medium,4,7,run,True,150,600,150,0.7324410679284483,960,3840,960,4.093875900609419,0.009062390774488449
ME-DOL-FO__medium__m4__seed8,ME-DOL-FO,0.01,medium,4,8,run,False,,,,,960,3840,960,4.06172473100014,0.010088100098073483
ME-DOL-FO__medium__m4__seed9,ME-DOL-FO,0.01,medium,4,9,run,False,,,,,960,3840,960,4.04306379891932,0.0116020068526268
ME-DOL-FO__medium__m8__seed0,ME-DOL-FO,0.01,medium,8,0,reuse-formal,True,54,432,54,0.4806557802949101,960,7680,960,6.377372458344325,0.00873547699302435
ME-DOL-FO__medium__m8__seed1,ME-DOL-FO,0.01,medium,8,1,reuse-formal,True,390,3120,390,2.695428280159831,960,7680,960,6.044881360605359,0.009280621074140072
ME-DOL-FO__medium__m8__seed2,ME-DOL-FO,0.01,medium,8,2,reuse-formal,True,54,432,54,0.7407698633614928,960,7680,960,5.855695016216487,0.009079072624444962
ME-DOL-FO__medium__m8__seed3,ME-DOL-FO,0.01,medium,8,3,reuse-formal,True,294,2352,294,1.8678470968734473,960,7680,960,5.682932683732361,0.008954036980867386
ME-DOL-FO__medium__m8__seed4,ME-DOL-FO,0.01,medium,8,4,reuse-formal,False,,,,,960,7680,960,6.246523048263043,0.00987778976559639
ME-DOL-FO__medium__m8__seed5,ME-DOL-FO,0.01,medium,8,5,reuse-formal,True,102,816,102,1.082609653007239,960,7680,960,5.995144642656669,0.008707178756594658
ME-DOL-FO__medium__m8__seed6,ME-DOL-FO,0.01,medium,8,6,reuse-formal,True,918,7344,918,5.297861054772511,960,7680,960,5.577900092350319,0.009819275699555874
ME-DOL-FO__medium__m8__seed7,ME-DOL-FO,0.01,medium,8,7,reuse-formal,True,150,1200,150,1.0551766965072602,960,7680,960,5.652636245591566,0.008575590327382088
ME-DOL-FO__medium__m8__seed8,ME-DOL-FO,0.01,medium,8,8,reuse-formal,True,870,6960,870,6.1414279052987695,960,7680,960,6.66517380066216,0.01006839144974947
ME-DOL-FO__medium__m8__seed9,ME-DOL-FO,0.01,medium,8,9,reuse-formal,False,,,,,960,7680,960,6.106260675238445,0.011210224591195583
ME-DOL-FO__fine__m1__seed0,ME-DOL-FO,0.005,fine,1,0,run,False,,,,,61440,61440,61440,82.50010717404075,0.010243963450193405
ME-DOL-FO__fine__m1__seed1,ME-DOL-FO,0.005,fine,1,1,run,False,,,,,61440,61440,61440,81.70088724792004,0.011579693295061588
ME-DOL-FO__fine__m1__seed2,ME-DOL-FO,0.005,fine,1,2,run,False,,,,,61440,61440,61440,83.30056952359155,0.012498915195465088
ME-DOL-FO__fine__m1__seed3,ME-DOL-FO,0.005,fine,1,3,run,False,,,,,61440,61440,61440,82.29131091339514,0.011048142798244953
ME-DOL-FO__fine__m1__seed4,ME-DOL-FO,0.005,fine,1,4,run,False,,,,,61440,61440,61440,81.53640644391999,0.010553299449384212
ME-DOL-FO__fine__m1__seed5,ME-DOL-FO,0.005,fine,1,5,run,False,,,,,61440,61440,61440,83.4626370430924,0.009936690330505371
ME-DOL-FO__fine__m1__seed6,ME-DOL-FO,0.005,fine,1,6,run,False,,,,,61440,61440,61440,82.13481146958657,0.009600169025361538
ME-DOL-FO__fine__m1__seed7,ME-DOL-FO,0.005,fine,1,7,run,False,,,,,61440,61440,61440,82.7937077425886,0.010624843649566174
ME-DOL-FO__fine__m1__seed8,ME-DOL-FO,0.005,fine,1,8,run,False,,,,,61440,61440,61440,80.57556792907417,0.009672902524471283
ME-DOL-FO__fine__m1__seed9,ME-DOL-FO,0.005,fine,1,9,run,False,,,,,61440,61440,61440,81.94888065452687,0.011635497212409973
ME-DOL-FO__fine__m2__seed0,ME-DOL-FO,0.005,fine,2,0,run,False,,,,,61440,122880,61440,134.83509087050334,0.00986409280449152
ME-DOL-FO__fine__m2__seed1,ME-DOL-FO,0.005,fine,2,1,run,False,,,,,61440,122880,61440,134.78272774536163,0.008677076548337936
ME-DOL-FO__fine__m2__seed2,ME-DOL-FO,0.005,fine,2,2,run,False,,,,,61440,122880,61440,133.20735690766014,0.010862810537219048
ME-DOL-FO__fine__m2__seed3,ME-DOL-FO,0.005,fine,2,3,run,False,,,,,61440,122880,61440,134.61317597329617,0.008968234062194824
ME-DOL-FO__fine__m2__seed4,ME-DOL-FO,0.005,fine,2,4,run,False,,,,,61440,122880,61440,133.37677019415423,0.008955343626439571
ME-DOL-FO__fine__m2__seed5,ME-DOL-FO,0.005,fine,2,5,run,False,,,,,61440,122880,61440,135.05623706895858,0.00874245073646307
ME-DOL-FO__fine__m2__seed6,ME-DOL-FO,0.005,fine,2,6,run,False,,,,,61440,122880,61440,131.37669549882412,0.008303046226501465
ME-DOL-FO__fine__m2__seed7,ME-DOL-FO,0.005,fine,2,7,run,False,,,,,61440,122880,61440,130.62922404054552,0.007797903846949339
ME-DOL-FO__fine__m2__seed8,ME-DOL-FO,0.005,fine,2,8,run,False,,,,,61440,122880,61440,130.80427486030385,0.008083195425570011
ME-DOL-FO__fine__m2__seed9,ME-DOL-FO,0.005,fine,2,9,run,False,,,,,61440,122880,61440,129.1807441553101,0.01068348903208971
ME-DOL-FO__fine__m4__seed0,ME-DOL-FO,0.005,fine,4,0,run,False,,,,,61440,245760,61440,228.31486160401255,0.008145822212100029
ME-DOL-FO__fine__m4__seed1,ME-DOL-FO,0.005,fine,4,1,run,False,,,,,61440,245760,61440,217.73265012772754,0.008714964613318443
ME-DOL-FO__fine__m4__seed2,ME-DOL-FO,0.005,fine,4,2,run,False,,,,,61440,245760,61440,219.7222986209672,0.008774572052061558
ME-DOL-FO__fine__m4__seed3,ME-DOL-FO,0.005,fine,4,3,run,False,,,,,61440,245760,61440,216.83040153910406,0.00815956387668848
ME-DOL-FO__fine__m4__seed4,ME-DOL-FO,0.005,fine,4,4,run,False,,,,,61440,245760,61440,220.25392985413782,0.007886790670454502
ME-DOL-FO__fine__m4__seed5,ME-DOL-FO,0.005,fine,4,5,run,False,,,,,61440,245760,61440,226.23320224601775,0.00822477787733078
ME-DOL-FO__fine__m4__seed6,ME-DOL-FO,0.005,fine,4,6,run,False,,,,,61440,245760,61440,209.79262878536247,0.007521415129303932
ME-DOL-FO__fine__m4__seed7,ME-DOL-FO,0.005,fine,4,7,run,False,,,,,61440,245760,61440,209.44760920433328,0.008367410860955715
ME-DOL-FO__fine__m4__seed8,ME-DOL-FO,0.005,fine,4,8,run,False,,,,,61440,245760,61440,208.67704934859648,0.007365751545876265
ME-DOL-FO__fine__m4__seed9,ME-DOL-FO,0.005,fine,4,9,run,False,,,,,61440,245760,61440,215.988720609108,0.008202770724892616
ME-DOL-FO__fine__m8__seed0,ME-DOL-FO,0.005,fine,8,0,reuse-formal,False,,,,,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO__fine__m8__seed1,ME-DOL-FO,0.005,fine,8,1,reuse-formal,False,,,,,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO__fine__m8__seed2,ME-DOL-FO,0.005,fine,8,2,reuse-formal,False,,,,,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO__fine__m8__seed3,ME-DOL-FO,0.005,fine,8,3,reuse-formal,False,,,,,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO__fine__m8__seed4,ME-DOL-FO,0.005,fine,8,4,reuse-formal,False,,,,,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO__fine__m8__seed5,ME-DOL-FO,0.005,fine,8,5,reuse-formal,False,,,,,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO__fine__m8__seed6,ME-DOL-FO,0.005,fine,8,6,reuse-formal,False,,,,,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO__fine__m8__seed7,ME-DOL-FO,0.005,fine,8,7,reuse-formal,False,,,,,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO__fine__m8__seed8,ME-DOL-FO,0.005,fine,8,8,reuse-formal,False,,,,,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO__fine__m8__seed9,ME-DOL-FO,0.005,fine,8,9,reuse-formal,False,,,,,61440,491520,61440,352.1305502501782,0.008909923955798149
