formal_config_id,method,formal_seed,worker_count,rounds,checkpoint_count,partial_sha256,config_sha256,expected_config_sha256,final_depth,final_total_work,final_per_worker_work,final_eval_work,passed,errors,region,task_id
ME-DOL-FO__fine,ME-DOL-FO,4,8,61440,1281,17e2bfae25e4bc807eac99a54627ce8099529e8a3a8a41e6b684538d7bb526ee,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed4
ME-DOL-FO__fine,ME-DOL-FO,5,8,61440,1281,0fdd6d554a4950c17616e3a2ea365d883d15a3081e4828e8e3db2bacbacb1d98,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed5
ME-DOL-FO__fine,ME-DOL-FO,6,8,61440,1281,1b9404c8a494873e8697d5eb4b3a6d1961a5f348965d4978b6e15e876487d865,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed6
ME-DOL-FO__fine,ME-DOL-FO,7,8,61440,1281,8af19f6eec452a9e13b9de5b6c031127805ed38530fe6ebd07c2a3bd49e9dc86,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed7
ME-DOL-FO__fine,ME-DOL-FO,8,8,61440,1281,9ea9c0fe987c8b0c7a39b610187cfc683d6fc2231b1b6eb8b1c89b318d2f54bb,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed8
ME-DOL-FO__fine,ME-DOL-FO,9,8,61440,1281,523da9de9928940fad8856d266007c5cda9b43b7aad4817664b0bbc5230bfa09,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed9
ME-DOL-FO__fine,ME-DOL-FO,10,8,61440,1281,f243982d27d260fa430ecae95806aa4aaee4f514b72519a8916e69fa65a5d723,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed10
ME-DOL-FO__fine,ME-DOL-FO,11,8,61440,1281,d3365cc9681beebb89d55eaa2c55d15dab4c26b584d1f1d74374fdf678736ebc,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed11
ME-DOL-FO__fine,ME-DOL-FO,12,8,61440,1281,ec7ed488a64b680993aa6a62f7dade3c350c1910d9873da70f03cf46bd20d0cc,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed12
ME-DOL-FO__fine,ME-DOL-FO,13,8,61440,1281,7fd65aecdb9325fba26ba9d60cf994ff8adb6a0ff781648ecaf37dc013b8624a,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed13
ME-DOL-FO__fine,ME-DOL-FO,14,8,61440,1281,dc4090a13825c7e4cfa13c7dad97984a9b654fc7010d8e8a9085bfadfb5618ee,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed14
ME-DOL-FO__fine,ME-DOL-FO,15,8,61440,1281,60fca10a53a76b5bc7f16e84e864c1e3b34e06b2f0a85cd3ff35717d2f45f482,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed15
ME-DOL-FO__fine,ME-DOL-FO,16,8,61440,1281,bd229dd4c008ca8b3f561776ff74cd8c438913f913a9ea738a63a5885957913f,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed16
ME-DOL-FO__fine,ME-DOL-FO,17,8,61440,1281,45c1be911281b5c3d6c0de53b5a6a8dc8fcec149e0489b7fe8d19b900dd755ce,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed17
ME-DOL-FO__fine,ME-DOL-FO,18,8,61440,1281,ffd974d36f68bb914281a19f90aeb763c5d1bfbf82f7370f68b923f7e032c58d,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed18
ME-DOL-FO__fine,ME-DOL-FO,19,8,61440,1281,b93ffb177d7fa555d1fd0883a962c20161520c04efacd922a005c865bf890a5b,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,fine,ME-DOL-FO__fine__seed19
