dataset,method,objective_mean,objective_std,stat_proxy_mean,stat_proxy_std,train_accuracy_mean,train_accuracy_std,depth_mean,total_work_mean,seeds
a9a,NOG-ZO,0.41855186223983765,,0.022089187055826187,,0.7925125360488892,,7680.0,983040.0,1
ijcnn1,NOG-ZO,0.19283384084701538,,0.016722964122891426,,0.9040408134460449,,7680.0,983040.0,1
