scope,method,epsilon,formal_seed,data_B_total,hit,first_hit_depth,first_hit_total_work,censoring_depth,censoring_total_work,final_stat_proxy
primary,NOG-FO,0.00875,39,32,True,650,20800,15362,491584,0.005151279270648956
primary,NOG-FO,0.00875,40,32,True,650,20800,15362,491584,0.0050801727920770645
primary,NOG-FO,0.00875,41,32,True,626,20032,15362,491584,0.005363438744097948
primary,NOG-FO,0.00875,42,32,True,674,21568,15362,491584,0.005425501614809036
primary,NOG-FO,0.00875,43,32,True,626,20032,15362,491584,0.0063233752734959126
primary,NOG-FO,0.00875,44,32,True,650,20800,15362,491584,0.005614523775875568
primary,NOG-FO,0.00875,45,32,True,626,20032,15362,491584,0.0049708206206560135
primary,NOG-FO,0.00875,46,32,True,650,20800,15362,491584,0.005540818907320499
primary,NOG-FO,0.00875,47,32,True,626,20032,15362,491584,0.004926380235701799
primary,NOG-FO,0.00875,48,32,True,626,20032,15362,491584,0.005595148541033268
primary,NOG-FO,0.00875,49,32,True,674,21568,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.00875,20,32,True,312,9984,15360,491520,0.007408784702420235
primary,ME-DOL-FO,0.00875,21,32,True,360,11520,15360,491520,0.006780536845326424
primary,ME-DOL-FO,0.00875,22,32,True,288,9216,15360,491520,0.006837442982941866
primary,ME-DOL-FO,0.00875,23,32,True,384,12288,15360,491520,0.007320919074118137
primary,ME-DOL-FO,0.00875,24,32,True,312,9984,15360,491520,0.006922985427081585
primary,ME-DOL-FO,0.00875,25,32,True,360,11520,15360,491520,0.007145357318222523
primary,ME-DOL-FO,0.00875,26,32,True,360,11520,15360,491520,0.007143888622522354
primary,ME-DOL-FO,0.00875,27,32,True,288,9216,15360,491520,0.007710553240031004
primary,ME-DOL-FO,0.00875,28,32,True,312,9984,15360,491520,0.006623066030442715
primary,ME-DOL-FO,0.00875,29,32,True,384,12288,15360,491520,0.008929075673222542
primary,ME-DOL-FO,0.00875,30,32,True,360,11520,15360,491520,0.00878112856298685
primary,ME-DOL-FO,0.00875,31,32,True,288,9216,15360,491520,0.007126675918698311
primary,ME-DOL-FO,0.00875,32,32,True,312,9984,15360,491520,0.007924375124275684
primary,ME-DOL-FO,0.00875,33,32,True,336,10752,15360,491520,0.00745540764182806
primary,ME-DOL-FO,0.00875,34,32,True,312,9984,15360,491520,0.008109373971819878
primary,ME-DOL-FO,0.00875,35,32,True,408,13056,15360,491520,0.008279915899038315
primary,ME-DOL-FO,0.00875,36,32,True,264,8448,15360,491520,0.007424409035593271
primary,ME-DOL-FO,0.00875,37,32,True,312,9984,15360,491520,0.00696494011208415
primary,ME-DOL-FO,0.00875,38,32,True,360,11520,15360,491520,0.008183176629245281
primary,ME-DOL-FO,0.00875,39,32,True,336,10752,15360,491520,0.007814537733793259
primary,ME-DOL-FO,0.00875,40,32,True,264,8448,15360,491520,0.006567697506397963
primary,ME-DOL-FO,0.00875,41,32,True,312,9984,15360,491520,0.007621251046657562
primary,ME-DOL-FO,0.00875,42,32,True,336,10752,15360,491520,0.007578411139547825
primary,ME-DOL-FO,0.00875,43,32,True,288,9216,15360,491520,0.007110272534191608
primary,ME-DOL-FO,0.00875,44,32,True,336,10752,15360,491520,0.007802268024533987
primary,ME-DOL-FO,0.00875,45,32,True,336,10752,15360,491520,0.007773191202431917
primary,ME-DOL-FO,0.00875,46,32,True,264,8448,15360,491520,0.008108350448310375
primary,ME-DOL-FO,0.00875,47,32,True,312,9984,15360,491520,0.007363087963312864
primary,ME-DOL-FO,0.00875,48,32,True,288,9216,15360,491520,0.007276996038854122
primary,ME-DOL-FO,0.00875,49,32,True,336,10752,15360,491520,0.008645471185445786
primary,NOG-FO,0.0085,20,32,True,650,20800,15362,491584,0.005998559296131134
primary,NOG-FO,0.0085,21,32,True,674,21568,15362,491584,0.0046880291774868965
primary,NOG-FO,0.0085,22,32,True,626,20032,15362,491584,0.0057872869074344635
primary,NOG-FO,0.0085,23,32,True,722,23104,15362,491584,0.005244918167591095
primary,NOG-FO,0.0085,24,32,True,626,20032,15362,491584,0.006087501998990774
primary,NOG-FO,0.0085,25,32,True,650,20800,15362,491584,0.00489584356546402
primary,NOG-FO,0.0085,26,32,True,674,21568,15362,491584,0.0059431674890220165
primary,NOG-FO,0.0085,27,32,True,674,21568,15362,491584,0.00491165928542614
primary,NOG-FO,0.0085,28,32,True,626,20032,15362,491584,0.005798894912004471
primary,NOG-FO,0.0085,29,32,True,674,21568,15362,491584,0.005476533900946379
primary,NOG-FO,0.0085,30,32,True,626,20032,15362,491584,0.005004546605050564
primary,NOG-FO,0.0085,31,32,True,674,21568,15362,491584,0.005383715964853764
primary,NOG-FO,0.0085,32,32,True,698,22336,15362,491584,0.005433218088001013
primary,NOG-FO,0.0085,33,32,True,698,22336,15362,491584,0.005673905834555626
primary,NOG-FO,0.0085,34,32,True,674,21568,15362,491584,0.005512638948857784
primary,NOG-FO,0.0085,35,32,True,722,23104,15362,491584,0.005661352537572384
primary,NOG-FO,0.0085,36,32,True,698,22336,15362,491584,0.0055730026215314865
primary,NOG-FO,0.0085,37,32,True,674,21568,15362,491584,0.005038395989686251
primary,NOG-FO,0.0085,38,32,True,698,22336,15362,491584,0.0054754395969212055
primary,NOG-FO,0.0085,39,32,True,650,20800,15362,491584,0.005151279270648956
primary,NOG-FO,0.0085,40,32,True,674,21568,15362,491584,0.0050801727920770645
primary,NOG-FO,0.0085,41,32,True,626,20032,15362,491584,0.005363438744097948
primary,NOG-FO,0.0085,42,32,True,674,21568,15362,491584,0.005425501614809036
primary,NOG-FO,0.0085,43,32,True,626,20032,15362,491584,0.0063233752734959126
primary,NOG-FO,0.0085,44,32,True,674,21568,15362,491584,0.005614523775875568
primary,NOG-FO,0.0085,45,32,True,626,20032,15362,491584,0.0049708206206560135
primary,NOG-FO,0.0085,46,32,True,650,20800,15362,491584,0.005540818907320499
primary,NOG-FO,0.0085,47,32,True,650,20800,15362,491584,0.004926380235701799
primary,NOG-FO,0.0085,48,32,True,674,21568,15362,491584,0.005595148541033268
primary,NOG-FO,0.0085,49,32,True,674,21568,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.0085,20,32,True,312,9984,15360,491520,0.007408784702420235
primary,ME-DOL-FO,0.0085,21,32,True,432,13824,15360,491520,0.006780536845326424
primary,ME-DOL-FO,0.0085,22,32,True,288,9216,15360,491520,0.006837442982941866
primary,ME-DOL-FO,0.0085,23,32,True,408,13056,15360,491520,0.007320919074118137
primary,ME-DOL-FO,0.0085,24,32,True,312,9984,15360,491520,0.006922985427081585
primary,ME-DOL-FO,0.0085,25,32,True,384,12288,15360,491520,0.007145357318222523
primary,ME-DOL-FO,0.0085,26,32,True,360,11520,15360,491520,0.007143888622522354
primary,ME-DOL-FO,0.0085,27,32,True,288,9216,15360,491520,0.007710553240031004
primary,ME-DOL-FO,0.0085,28,32,True,360,11520,15360,491520,0.006623066030442715
primary,ME-DOL-FO,0.0085,29,32,True,384,12288,15360,491520,0.008929075673222542
primary,ME-DOL-FO,0.0085,30,32,True,360,11520,15360,491520,0.00878112856298685
primary,ME-DOL-FO,0.0085,31,32,True,288,9216,15360,491520,0.007126675918698311
primary,ME-DOL-FO,0.0085,32,32,True,312,9984,15360,491520,0.007924375124275684
primary,ME-DOL-FO,0.0085,33,32,True,336,10752,15360,491520,0.00745540764182806
primary,ME-DOL-FO,0.0085,34,32,True,360,11520,15360,491520,0.008109373971819878
primary,ME-DOL-FO,0.0085,35,32,True,408,13056,15360,491520,0.008279915899038315
primary,ME-DOL-FO,0.0085,36,32,True,288,9216,15360,491520,0.007424409035593271
primary,ME-DOL-FO,0.0085,37,32,True,312,9984,15360,491520,0.00696494011208415
primary,ME-DOL-FO,0.0085,38,32,True,384,12288,15360,491520,0.008183176629245281
primary,ME-DOL-FO,0.0085,39,32,True,384,12288,15360,491520,0.007814537733793259
primary,ME-DOL-FO,0.0085,40,32,True,264,8448,15360,491520,0.006567697506397963
primary,ME-DOL-FO,0.0085,41,32,True,312,9984,15360,491520,0.007621251046657562
primary,ME-DOL-FO,0.0085,42,32,True,336,10752,15360,491520,0.007578411139547825
primary,ME-DOL-FO,0.0085,43,32,True,312,9984,15360,491520,0.007110272534191608
primary,ME-DOL-FO,0.0085,44,32,True,384,12288,15360,491520,0.007802268024533987
primary,ME-DOL-FO,0.0085,45,32,True,336,10752,15360,491520,0.007773191202431917
primary,ME-DOL-FO,0.0085,46,32,True,288,9216,15360,491520,0.008108350448310375
primary,ME-DOL-FO,0.0085,47,32,True,312,9984,15360,491520,0.007363087963312864
primary,ME-DOL-FO,0.0085,48,32,True,288,9216,15360,491520,0.007276996038854122
primary,ME-DOL-FO,0.0085,49,32,True,336,10752,15360,491520,0.008645471185445786
primary,NOG-FO,0.00825,20,32,True,674,21568,15362,491584,0.005998559296131134
primary,NOG-FO,0.00825,21,32,True,698,22336,15362,491584,0.0046880291774868965
primary,NOG-FO,0.00825,22,32,True,626,20032,15362,491584,0.0057872869074344635
primary,NOG-FO,0.00825,23,32,True,722,23104,15362,491584,0.005244918167591095
primary,NOG-FO,0.00825,24,32,True,626,20032,15362,491584,0.006087501998990774
primary,NOG-FO,0.00825,25,32,True,650,20800,15362,491584,0.00489584356546402
primary,NOG-FO,0.00825,26,32,True,698,22336,15362,491584,0.0059431674890220165
primary,NOG-FO,0.00825,27,32,True,674,21568,15362,491584,0.00491165928542614
primary,NOG-FO,0.00825,28,32,True,626,20032,15362,491584,0.005798894912004471
primary,NOG-FO,0.00825,29,32,True,674,21568,15362,491584,0.005476533900946379
primary,NOG-FO,0.00825,30,32,True,650,20800,15362,491584,0.005004546605050564
primary,NOG-FO,0.00825,31,32,True,674,21568,15362,491584,0.005383715964853764
primary,NOG-FO,0.00825,32,32,True,698,22336,15362,491584,0.005433218088001013
primary,NOG-FO,0.00825,33,32,True,746,23872,15362,491584,0.005673905834555626
primary,NOG-FO,0.00825,34,32,True,674,21568,15362,491584,0.005512638948857784
primary,NOG-FO,0.00825,35,32,True,722,23104,15362,491584,0.005661352537572384
primary,NOG-FO,0.00825,36,32,True,698,22336,15362,491584,0.0055730026215314865
primary,NOG-FO,0.00825,37,32,True,674,21568,15362,491584,0.005038395989686251
primary,NOG-FO,0.00825,38,32,True,698,22336,15362,491584,0.0054754395969212055
primary,NOG-FO,0.00825,39,32,True,650,20800,15362,491584,0.005151279270648956
primary,NOG-FO,0.00825,40,32,True,674,21568,15362,491584,0.0050801727920770645
primary,NOG-FO,0.00825,41,32,True,626,20032,15362,491584,0.005363438744097948
primary,NOG-FO,0.00825,42,32,True,674,21568,15362,491584,0.005425501614809036
primary,NOG-FO,0.00825,43,32,True,626,20032,15362,491584,0.0063233752734959126
primary,NOG-FO,0.00825,44,32,True,674,21568,15362,491584,0.005614523775875568
primary,NOG-FO,0.00825,45,32,True,626,20032,15362,491584,0.0049708206206560135
primary,NOG-FO,0.00825,46,32,True,650,20800,15362,491584,0.005540818907320499
primary,NOG-FO,0.00825,47,32,True,650,20800,15362,491584,0.004926380235701799
primary,NOG-FO,0.00825,48,32,True,674,21568,15362,491584,0.005595148541033268
primary,NOG-FO,0.00825,49,32,True,698,22336,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.00825,20,32,True,312,9984,15360,491520,0.007408784702420235
primary,ME-DOL-FO,0.00825,21,32,True,432,13824,15360,491520,0.006780536845326424
primary,ME-DOL-FO,0.00825,22,32,True,384,12288,15360,491520,0.006837442982941866
primary,ME-DOL-FO,0.00825,23,32,True,408,13056,15360,491520,0.007320919074118137
primary,ME-DOL-FO,0.00825,24,32,True,384,12288,15360,491520,0.006922985427081585
primary,ME-DOL-FO,0.00825,25,32,True,528,16896,15360,491520,0.007145357318222523
primary,ME-DOL-FO,0.00825,26,32,True,360,11520,15360,491520,0.007143888622522354
primary,ME-DOL-FO,0.00825,27,32,True,288,9216,15360,491520,0.007710553240031004
primary,ME-DOL-FO,0.00825,28,32,True,384,12288,15360,491520,0.006623066030442715
primary,ME-DOL-FO,0.00825,29,32,True,384,12288,15360,491520,0.008929075673222542
primary,ME-DOL-FO,0.00825,30,32,True,384,12288,15360,491520,0.00878112856298685
primary,ME-DOL-FO,0.00825,31,32,True,384,12288,15360,491520,0.007126675918698311
primary,ME-DOL-FO,0.00825,32,32,True,312,9984,15360,491520,0.007924375124275684
primary,ME-DOL-FO,0.00825,33,32,True,336,10752,15360,491520,0.00745540764182806
primary,ME-DOL-FO,0.00825,34,32,True,360,11520,15360,491520,0.008109373971819878
primary,ME-DOL-FO,0.00825,35,32,True,408,13056,15360,491520,0.008279915899038315
primary,ME-DOL-FO,0.00825,36,32,True,288,9216,15360,491520,0.007424409035593271
primary,ME-DOL-FO,0.00825,37,32,True,312,9984,15360,491520,0.00696494011208415
primary,ME-DOL-FO,0.00825,38,32,True,384,12288,15360,491520,0.008183176629245281
primary,ME-DOL-FO,0.00825,39,32,True,384,12288,15360,491520,0.007814537733793259
primary,ME-DOL-FO,0.00825,40,32,True,264,8448,15360,491520,0.006567697506397963
primary,ME-DOL-FO,0.00825,41,32,True,408,13056,15360,491520,0.007621251046657562
primary,ME-DOL-FO,0.00825,42,32,True,360,11520,15360,491520,0.007578411139547825
primary,ME-DOL-FO,0.00825,43,32,True,312,9984,15360,491520,0.007110272534191608
primary,ME-DOL-FO,0.00825,44,32,True,384,12288,15360,491520,0.007802268024533987
primary,ME-DOL-FO,0.00825,45,32,True,336,10752,15360,491520,0.007773191202431917
primary,ME-DOL-FO,0.00825,46,32,True,288,9216,15360,491520,0.008108350448310375
primary,ME-DOL-FO,0.00825,47,32,True,312,9984,15360,491520,0.007363087963312864
primary,ME-DOL-FO,0.00825,48,32,True,312,9984,15360,491520,0.007276996038854122
primary,ME-DOL-FO,0.00825,49,32,True,360,11520,15360,491520,0.008645471185445786
primary,NOG-FO,0.008,20,32,True,674,21568,15362,491584,0.005998559296131134
primary,NOG-FO,0.008,21,32,True,698,22336,15362,491584,0.0046880291774868965
primary,NOG-FO,0.008,22,32,True,650,20800,15362,491584,0.0057872869074344635
primary,NOG-FO,0.008,23,32,True,746,23872,15362,491584,0.005244918167591095
primary,NOG-FO,0.008,24,32,True,650,20800,15362,491584,0.006087501998990774
primary,NOG-FO,0.008,25,32,True,650,20800,15362,491584,0.00489584356546402
primary,NOG-FO,0.008,26,32,True,698,22336,15362,491584,0.0059431674890220165
primary,NOG-FO,0.008,27,32,True,674,21568,15362,491584,0.00491165928542614
primary,NOG-FO,0.008,28,32,True,626,20032,15362,491584,0.005798894912004471
primary,NOG-FO,0.008,29,32,True,674,21568,15362,491584,0.005476533900946379
primary,NOG-FO,0.008,30,32,True,650,20800,15362,491584,0.005004546605050564
primary,NOG-FO,0.008,31,32,True,674,21568,15362,491584,0.005383715964853764
primary,NOG-FO,0.008,32,32,True,698,22336,15362,491584,0.005433218088001013
primary,NOG-FO,0.008,33,32,True,746,23872,15362,491584,0.005673905834555626
primary,NOG-FO,0.008,34,32,True,674,21568,15362,491584,0.005512638948857784
primary,NOG-FO,0.008,35,32,True,794,25408,15362,491584,0.005661352537572384
primary,NOG-FO,0.008,36,32,True,698,22336,15362,491584,0.0055730026215314865
primary,NOG-FO,0.008,37,32,True,674,21568,15362,491584,0.005038395989686251
primary,NOG-FO,0.008,38,32,True,698,22336,15362,491584,0.0054754395969212055
primary,NOG-FO,0.008,39,32,True,674,21568,15362,491584,0.005151279270648956
primary,NOG-FO,0.008,40,32,True,674,21568,15362,491584,0.0050801727920770645
primary,NOG-FO,0.008,41,32,True,626,20032,15362,491584,0.005363438744097948
primary,NOG-FO,0.008,42,32,True,698,22336,15362,491584,0.005425501614809036
primary,NOG-FO,0.008,43,32,True,650,20800,15362,491584,0.0063233752734959126
primary,NOG-FO,0.008,44,32,True,698,22336,15362,491584,0.005614523775875568
primary,NOG-FO,0.008,45,32,True,650,20800,15362,491584,0.0049708206206560135
primary,NOG-FO,0.008,46,32,True,650,20800,15362,491584,0.005540818907320499
primary,NOG-FO,0.008,47,32,True,650,20800,15362,491584,0.004926380235701799
primary,NOG-FO,0.008,48,32,True,674,21568,15362,491584,0.005595148541033268
primary,NOG-FO,0.008,49,32,True,746,23872,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.008,20,32,True,336,10752,15360,491520,0.007408784702420235
primary,ME-DOL-FO,0.008,21,32,True,504,16128,15360,491520,0.006780536845326424
primary,ME-DOL-FO,0.008,22,32,True,384,12288,15360,491520,0.006837442982941866
primary,ME-DOL-FO,0.008,23,32,True,432,13824,15360,491520,0.007320919074118137
primary,ME-DOL-FO,0.008,24,32,True,384,12288,15360,491520,0.006922985427081585
primary,ME-DOL-FO,0.008,25,32,True,528,16896,15360,491520,0.007145357318222523
primary,ME-DOL-FO,0.008,26,32,True,360,11520,15360,491520,0.007143888622522354
primary,ME-DOL-FO,0.008,27,32,True,288,9216,15360,491520,0.007710553240031004
primary,ME-DOL-FO,0.008,28,32,True,408,13056,15360,491520,0.006623066030442715
primary,ME-DOL-FO,0.008,29,32,True,384,12288,15360,491520,0.008929075673222542
primary,ME-DOL-FO,0.008,30,32,True,408,13056,15360,491520,0.00878112856298685
primary,ME-DOL-FO,0.008,31,32,True,384,12288,15360,491520,0.007126675918698311
primary,ME-DOL-FO,0.008,32,32,True,312,9984,15360,491520,0.007924375124275684
primary,ME-DOL-FO,0.008,33,32,True,480,15360,15360,491520,0.00745540764182806
primary,ME-DOL-FO,0.008,34,32,True,360,11520,15360,491520,0.008109373971819878
primary,ME-DOL-FO,0.008,35,32,True,408,13056,15360,491520,0.008279915899038315
primary,ME-DOL-FO,0.008,36,32,True,312,9984,15360,491520,0.007424409035593271
primary,ME-DOL-FO,0.008,37,32,True,312,9984,15360,491520,0.00696494011208415
primary,ME-DOL-FO,0.008,38,32,True,456,14592,15360,491520,0.008183176629245281
primary,ME-DOL-FO,0.008,39,32,True,384,12288,15360,491520,0.007814537733793259
primary,ME-DOL-FO,0.008,40,32,True,264,8448,15360,491520,0.006567697506397963
primary,ME-DOL-FO,0.008,41,32,True,408,13056,15360,491520,0.007621251046657562
primary,ME-DOL-FO,0.008,42,32,True,360,11520,15360,491520,0.007578411139547825
primary,ME-DOL-FO,0.008,43,32,True,312,9984,15360,491520,0.007110272534191608
primary,ME-DOL-FO,0.008,44,32,True,384,12288,15360,491520,0.007802268024533987
primary,ME-DOL-FO,0.008,45,32,True,600,19200,15360,491520,0.007773191202431917
primary,ME-DOL-FO,0.008,46,32,True,312,9984,15360,491520,0.008108350448310375
primary,ME-DOL-FO,0.008,47,32,True,480,15360,15360,491520,0.007363087963312864
primary,ME-DOL-FO,0.008,48,32,True,336,10752,15360,491520,0.007276996038854122
primary,ME-DOL-FO,0.008,49,32,True,384,12288,15360,491520,0.008645471185445786
primary,NOG-FO,0.00775,20,32,True,674,21568,15362,491584,0.005998559296131134
primary,NOG-FO,0.00775,21,32,True,698,22336,15362,491584,0.0046880291774868965
primary,NOG-FO,0.00775,22,32,True,650,20800,15362,491584,0.0057872869074344635
primary,NOG-FO,0.00775,23,32,True,746,23872,15362,491584,0.005244918167591095
primary,NOG-FO,0.00775,24,32,True,698,22336,15362,491584,0.006087501998990774
primary,NOG-FO,0.00775,25,32,True,650,20800,15362,491584,0.00489584356546402
primary,NOG-FO,0.00775,26,32,True,698,22336,15362,491584,0.0059431674890220165
primary,NOG-FO,0.00775,27,32,True,698,22336,15362,491584,0.00491165928542614
primary,NOG-FO,0.00775,28,32,True,626,20032,15362,491584,0.005798894912004471
primary,NOG-FO,0.00775,29,32,True,674,21568,15362,491584,0.005476533900946379
primary,NOG-FO,0.00775,30,32,True,674,21568,15362,491584,0.005004546605050564
primary,NOG-FO,0.00775,31,32,True,698,22336,15362,491584,0.005383715964853764
primary,NOG-FO,0.00775,32,32,True,722,23104,15362,491584,0.005433218088001013
primary,NOG-FO,0.00775,33,32,True,746,23872,15362,491584,0.005673905834555626
primary,NOG-FO,0.00775,34,32,True,674,21568,15362,491584,0.005512638948857784
primary,NOG-FO,0.00775,35,32,True,818,26176,15362,491584,0.005661352537572384
primary,NOG-FO,0.00775,36,32,True,698,22336,15362,491584,0.0055730026215314865
primary,NOG-FO,0.00775,37,32,True,674,21568,15362,491584,0.005038395989686251
primary,NOG-FO,0.00775,38,32,True,698,22336,15362,491584,0.0054754395969212055
primary,NOG-FO,0.00775,39,32,True,746,23872,15362,491584,0.005151279270648956
primary,NOG-FO,0.00775,40,32,True,674,21568,15362,491584,0.0050801727920770645
primary,NOG-FO,0.00775,41,32,True,650,20800,15362,491584,0.005363438744097948
primary,NOG-FO,0.00775,42,32,True,698,22336,15362,491584,0.005425501614809036
primary,NOG-FO,0.00775,43,32,True,650,20800,15362,491584,0.0063233752734959126
primary,NOG-FO,0.00775,44,32,True,698,22336,15362,491584,0.005614523775875568
primary,NOG-FO,0.00775,45,32,True,674,21568,15362,491584,0.0049708206206560135
primary,NOG-FO,0.00775,46,32,True,650,20800,15362,491584,0.005540818907320499
primary,NOG-FO,0.00775,47,32,True,650,20800,15362,491584,0.004926380235701799
primary,NOG-FO,0.00775,48,32,True,674,21568,15362,491584,0.005595148541033268
primary,NOG-FO,0.00775,49,32,True,746,23872,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.00775,20,32,True,336,10752,15360,491520,0.007408784702420235
primary,ME-DOL-FO,0.00775,21,32,True,504,16128,15360,491520,0.006780536845326424
primary,ME-DOL-FO,0.00775,22,32,True,384,12288,15360,491520,0.006837442982941866
primary,ME-DOL-FO,0.00775,23,32,True,456,14592,15360,491520,0.007320919074118137
primary,ME-DOL-FO,0.00775,24,32,True,384,12288,15360,491520,0.006922985427081585
primary,ME-DOL-FO,0.00775,25,32,True,528,16896,15360,491520,0.007145357318222523
primary,ME-DOL-FO,0.00775,26,32,True,432,13824,15360,491520,0.007143888622522354
primary,ME-DOL-FO,0.00775,27,32,True,288,9216,15360,491520,0.007710553240031004
primary,ME-DOL-FO,0.00775,28,32,True,432,13824,15360,491520,0.006623066030442715
primary,ME-DOL-FO,0.00775,29,32,True,408,13056,15360,491520,0.008929075673222542
primary,ME-DOL-FO,0.00775,30,32,True,408,13056,15360,491520,0.00878112856298685
primary,ME-DOL-FO,0.00775,31,32,True,384,12288,15360,491520,0.007126675918698311
primary,ME-DOL-FO,0.00775,32,32,True,552,17664,15360,491520,0.007924375124275684
primary,ME-DOL-FO,0.00775,33,32,True,528,16896,15360,491520,0.00745540764182806
primary,ME-DOL-FO,0.00775,34,32,True,360,11520,15360,491520,0.008109373971819878
primary,ME-DOL-FO,0.00775,35,32,True,624,19968,15360,491520,0.008279915899038315
primary,ME-DOL-FO,0.00775,36,32,True,336,10752,15360,491520,0.007424409035593271
primary,ME-DOL-FO,0.00775,37,32,True,360,11520,15360,491520,0.00696494011208415
primary,ME-DOL-FO,0.00775,38,32,True,456,14592,15360,491520,0.008183176629245281
primary,ME-DOL-FO,0.00775,39,32,True,384,12288,15360,491520,0.007814537733793259
primary,ME-DOL-FO,0.00775,40,32,True,264,8448,15360,491520,0.006567697506397963
primary,ME-DOL-FO,0.00775,41,32,True,456,14592,15360,491520,0.007621251046657562
primary,ME-DOL-FO,0.00775,42,32,True,360,11520,15360,491520,0.007578411139547825
primary,ME-DOL-FO,0.00775,43,32,True,360,11520,15360,491520,0.007110272534191608
primary,ME-DOL-FO,0.00775,44,32,True,384,12288,15360,491520,0.007802268024533987
primary,ME-DOL-FO,0.00775,45,32,True,648,20736,15360,491520,0.007773191202431917
primary,ME-DOL-FO,0.00775,46,32,True,312,9984,15360,491520,0.008108350448310375
primary,ME-DOL-FO,0.00775,47,32,True,552,17664,15360,491520,0.007363087963312864
primary,ME-DOL-FO,0.00775,48,32,True,336,10752,15360,491520,0.007276996038854122
primary,ME-DOL-FO,0.00775,49,32,True,384,12288,15360,491520,0.008645471185445786
primary,NOG-FO,0.0075,20,32,True,674,21568,15362,491584,0.005998559296131134
primary,NOG-FO,0.0075,21,32,True,722,23104,15362,491584,0.0046880291774868965
primary,NOG-FO,0.0075,22,32,True,650,20800,15362,491584,0.0057872869074344635
primary,NOG-FO,0.0075,23,32,True,770,24640,15362,491584,0.005244918167591095
primary,NOG-FO,0.0075,24,32,True,722,23104,15362,491584,0.006087501998990774
primary,NOG-FO,0.0075,25,32,True,650,20800,15362,491584,0.00489584356546402
primary,NOG-FO,0.0075,26,32,True,698,22336,15362,491584,0.0059431674890220165
primary,NOG-FO,0.0075,27,32,True,698,22336,15362,491584,0.00491165928542614
primary,NOG-FO,0.0075,28,32,True,674,21568,15362,491584,0.005798894912004471
primary,NOG-FO,0.0075,29,32,True,698,22336,15362,491584,0.005476533900946379
primary,NOG-FO,0.0075,30,32,True,674,21568,15362,491584,0.005004546605050564
primary,NOG-FO,0.0075,31,32,True,698,22336,15362,491584,0.005383715964853764
primary,NOG-FO,0.0075,32,32,True,722,23104,15362,491584,0.005433218088001013
primary,NOG-FO,0.0075,33,32,True,746,23872,15362,491584,0.005673905834555626
primary,NOG-FO,0.0075,34,32,True,698,22336,15362,491584,0.005512638948857784
primary,NOG-FO,0.0075,35,32,True,842,26944,15362,491584,0.005661352537572384
primary,NOG-FO,0.0075,36,32,True,698,22336,15362,491584,0.0055730026215314865
primary,NOG-FO,0.0075,37,32,True,698,22336,15362,491584,0.005038395989686251
primary,NOG-FO,0.0075,38,32,True,722,23104,15362,491584,0.0054754395969212055
primary,NOG-FO,0.0075,39,32,True,746,23872,15362,491584,0.005151279270648956
primary,NOG-FO,0.0075,40,32,True,746,23872,15362,491584,0.0050801727920770645
primary,NOG-FO,0.0075,41,32,True,698,22336,15362,491584,0.005363438744097948
primary,NOG-FO,0.0075,42,32,True,698,22336,15362,491584,0.005425501614809036
primary,NOG-FO,0.0075,43,32,True,650,20800,15362,491584,0.0063233752734959126
primary,NOG-FO,0.0075,44,32,True,722,23104,15362,491584,0.005614523775875568
primary,NOG-FO,0.0075,45,32,True,674,21568,15362,491584,0.0049708206206560135
primary,NOG-FO,0.0075,46,32,True,674,21568,15362,491584,0.005540818907320499
primary,NOG-FO,0.0075,47,32,True,674,21568,15362,491584,0.004926380235701799
primary,NOG-FO,0.0075,48,32,True,674,21568,15362,491584,0.005595148541033268
primary,NOG-FO,0.0075,49,32,True,746,23872,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.0075,20,32,True,456,14592,15360,491520,0.007408784702420235
primary,ME-DOL-FO,0.0075,21,32,True,504,16128,15360,491520,0.006780536845326424
primary,ME-DOL-FO,0.0075,22,32,True,600,19200,15360,491520,0.006837442982941866
primary,ME-DOL-FO,0.0075,23,32,True,528,16896,15360,491520,0.007320919074118137
primary,ME-DOL-FO,0.0075,24,32,True,480,15360,15360,491520,0.006922985427081585
primary,ME-DOL-FO,0.0075,25,32,True,528,16896,15360,491520,0.007145357318222523
primary,ME-DOL-FO,0.0075,26,32,True,504,16128,15360,491520,0.007143888622522354
primary,ME-DOL-FO,0.0075,27,32,True,312,9984,15360,491520,0.007710553240031004
primary,ME-DOL-FO,0.0075,28,32,True,432,13824,15360,491520,0.006623066030442715
primary,ME-DOL-FO,0.0075,29,32,True,408,13056,15360,491520,0.008929075673222542
primary,ME-DOL-FO,0.0075,30,32,True,480,15360,15360,491520,0.00878112856298685
primary,ME-DOL-FO,0.0075,31,32,True,408,13056,15360,491520,0.007126675918698311
primary,ME-DOL-FO,0.0075,32,32,True,552,17664,15360,491520,0.007924375124275684
primary,ME-DOL-FO,0.0075,33,32,True,528,16896,15360,491520,0.00745540764182806
primary,ME-DOL-FO,0.0075,34,32,True,360,11520,15360,491520,0.008109373971819878
primary,ME-DOL-FO,0.0075,35,32,True,624,19968,15360,491520,0.008279915899038315
primary,ME-DOL-FO,0.0075,36,32,True,336,10752,15360,491520,0.007424409035593271
