scope,method,epsilon,formal_seed,data_B_total,hit,first_hit_depth,first_hit_total_work,censoring_depth,censoring_total_work,final_stat_proxy
primary,ME-DOL-FO,0.0075,37,32,True,576,18432,15360,491520,0.00696494011208415
primary,ME-DOL-FO,0.0075,38,32,True,456,14592,15360,491520,0.008183176629245281
primary,ME-DOL-FO,0.0075,39,32,True,528,16896,15360,491520,0.007814537733793259
primary,ME-DOL-FO,0.0075,40,32,True,288,9216,15360,491520,0.006567697506397963
primary,ME-DOL-FO,0.0075,41,32,True,456,14592,15360,491520,0.007621251046657562
primary,ME-DOL-FO,0.0075,42,32,True,384,12288,15360,491520,0.007578411139547825
primary,ME-DOL-FO,0.0075,43,32,True,360,11520,15360,491520,0.007110272534191608
primary,ME-DOL-FO,0.0075,44,32,True,576,18432,15360,491520,0.007802268024533987
primary,ME-DOL-FO,0.0075,45,32,True,960,30720,15360,491520,0.007773191202431917
primary,ME-DOL-FO,0.0075,46,32,True,312,9984,15360,491520,0.008108350448310375
primary,ME-DOL-FO,0.0075,47,32,True,624,19968,15360,491520,0.007363087963312864
primary,ME-DOL-FO,0.0075,48,32,True,360,11520,15360,491520,0.007276996038854122
primary,ME-DOL-FO,0.0075,49,32,True,408,13056,15360,491520,0.008645471185445786
diagnostic_midpoint,NOG-FO,0.007375,20,32,True,674,21568,15362,491584,0.005998559296131134
diagnostic_midpoint,NOG-FO,0.007375,21,32,True,794,25408,15362,491584,0.0046880291774868965
diagnostic_midpoint,NOG-FO,0.007375,22,32,True,650,20800,15362,491584,0.0057872869074344635
diagnostic_midpoint,NOG-FO,0.007375,23,32,True,770,24640,15362,491584,0.005244918167591095
diagnostic_midpoint,NOG-FO,0.007375,24,32,True,722,23104,15362,491584,0.006087501998990774
diagnostic_midpoint,NOG-FO,0.007375,25,32,True,650,20800,15362,491584,0.00489584356546402
diagnostic_midpoint,NOG-FO,0.007375,26,32,True,698,22336,15362,491584,0.0059431674890220165
diagnostic_midpoint,NOG-FO,0.007375,27,32,True,698,22336,15362,491584,0.00491165928542614
diagnostic_midpoint,NOG-FO,0.007375,28,32,True,698,22336,15362,491584,0.005798894912004471
diagnostic_midpoint,NOG-FO,0.007375,29,32,True,698,22336,15362,491584,0.005476533900946379
diagnostic_midpoint,NOG-FO,0.007375,30,32,True,674,21568,15362,491584,0.005004546605050564
diagnostic_midpoint,NOG-FO,0.007375,31,32,True,698,22336,15362,491584,0.005383715964853764
diagnostic_midpoint,NOG-FO,0.007375,32,32,True,722,23104,15362,491584,0.005433218088001013
diagnostic_midpoint,NOG-FO,0.007375,33,32,True,746,23872,15362,491584,0.005673905834555626
diagnostic_midpoint,NOG-FO,0.007375,34,32,True,698,22336,15362,491584,0.005512638948857784
diagnostic_midpoint,NOG-FO,0.007375,35,32,True,842,26944,15362,491584,0.005661352537572384
diagnostic_midpoint,NOG-FO,0.007375,36,32,True,698,22336,15362,491584,0.0055730026215314865
diagnostic_midpoint,NOG-FO,0.007375,37,32,True,698,22336,15362,491584,0.005038395989686251
diagnostic_midpoint,NOG-FO,0.007375,38,32,True,722,23104,15362,491584,0.0054754395969212055
diagnostic_midpoint,NOG-FO,0.007375,39,32,True,746,23872,15362,491584,0.005151279270648956
diagnostic_midpoint,NOG-FO,0.007375,40,32,True,770,24640,15362,491584,0.0050801727920770645
diagnostic_midpoint,NOG-FO,0.007375,41,32,True,722,23104,15362,491584,0.005363438744097948
diagnostic_midpoint,NOG-FO,0.007375,42,32,True,698,22336,15362,491584,0.005425501614809036
diagnostic_midpoint,NOG-FO,0.007375,43,32,True,650,20800,15362,491584,0.0063233752734959126
diagnostic_midpoint,NOG-FO,0.007375,44,32,True,722,23104,15362,491584,0.005614523775875568
diagnostic_midpoint,NOG-FO,0.007375,45,32,True,674,21568,15362,491584,0.0049708206206560135
diagnostic_midpoint,NOG-FO,0.007375,46,32,True,674,21568,15362,491584,0.005540818907320499
diagnostic_midpoint,NOG-FO,0.007375,47,32,True,674,21568,15362,491584,0.004926380235701799
diagnostic_midpoint,NOG-FO,0.007375,48,32,True,674,21568,15362,491584,0.005595148541033268
diagnostic_midpoint,NOG-FO,0.007375,49,32,True,746,23872,15362,491584,0.006439909338951111
diagnostic_midpoint,ME-DOL-FO,0.007375,20,64,True,312,19968,15360,983040,0.005570479203015566
diagnostic_midpoint,ME-DOL-FO,0.007375,21,64,True,336,21504,15360,983040,0.005668870639055967
diagnostic_midpoint,ME-DOL-FO,0.007375,22,64,True,312,19968,15360,983040,0.005442481022328138
diagnostic_midpoint,ME-DOL-FO,0.007375,23,64,True,288,18432,15360,983040,0.005275927949696779
diagnostic_midpoint,ME-DOL-FO,0.007375,24,64,True,288,18432,15360,983040,0.005863068159669638
diagnostic_midpoint,ME-DOL-FO,0.007375,25,64,True,312,19968,15360,983040,0.006130516529083252
diagnostic_midpoint,ME-DOL-FO,0.007375,26,64,True,360,23040,15360,983040,0.005064827390015125
diagnostic_midpoint,ME-DOL-FO,0.007375,27,64,True,288,18432,15360,983040,0.005589026492089033
diagnostic_midpoint,ME-DOL-FO,0.007375,28,64,True,288,18432,15360,983040,0.005605578422546387
diagnostic_midpoint,ME-DOL-FO,0.007375,29,64,True,288,18432,15360,983040,0.007184998132288456
diagnostic_midpoint,ME-DOL-FO,0.007375,30,64,True,288,18432,15360,983040,0.006190476473420858
diagnostic_midpoint,ME-DOL-FO,0.007375,31,64,True,360,23040,15360,983040,0.004964986350387335
diagnostic_midpoint,ME-DOL-FO,0.007375,32,64,True,288,18432,15360,983040,0.005443183705210686
diagnostic_midpoint,ME-DOL-FO,0.007375,33,64,True,336,21504,15360,983040,0.006677491590380669
diagnostic_midpoint,ME-DOL-FO,0.007375,34,64,True,312,19968,15360,983040,0.005881947465240955
diagnostic_midpoint,ME-DOL-FO,0.007375,35,64,True,408,26112,15360,983040,0.006921966560184956
diagnostic_midpoint,ME-DOL-FO,0.007375,36,64,True,288,18432,15360,983040,0.005350233521312475
diagnostic_midpoint,ME-DOL-FO,0.007375,37,64,True,312,19968,15360,983040,0.00539304269477725
diagnostic_midpoint,ME-DOL-FO,0.007375,38,64,True,312,19968,15360,983040,0.006547445897012949
diagnostic_midpoint,ME-DOL-FO,0.007375,39,64,True,384,24576,15360,983040,0.006189566105604172
diagnostic_midpoint,ME-DOL-FO,0.007375,40,64,True,288,18432,15360,983040,0.005712239071726799
diagnostic_midpoint,ME-DOL-FO,0.007375,41,64,True,288,18432,15360,983040,0.006134189665317535
diagnostic_midpoint,ME-DOL-FO,0.007375,42,64,True,336,21504,15360,983040,0.005591271445155144
diagnostic_midpoint,ME-DOL-FO,0.007375,43,64,True,288,18432,15360,983040,0.005338758230209351
diagnostic_midpoint,ME-DOL-FO,0.007375,44,64,True,336,21504,15360,983040,0.0054246303625404835
diagnostic_midpoint,ME-DOL-FO,0.007375,45,64,True,312,19968,15360,983040,0.005649339407682419
diagnostic_midpoint,ME-DOL-FO,0.007375,46,64,True,288,18432,15360,983040,0.006037094630300999
diagnostic_midpoint,ME-DOL-FO,0.007375,47,64,True,312,19968,15360,983040,0.005778148304671049
diagnostic_midpoint,ME-DOL-FO,0.007375,48,64,True,288,18432,15360,983040,0.005798129830509424
diagnostic_midpoint,ME-DOL-FO,0.007375,49,64,True,312,19968,15360,983040,0.005556458607316017
primary,NOG-FO,0.00725,20,32,True,722,23104,15362,491584,0.005998559296131134
primary,NOG-FO,0.00725,21,32,True,794,25408,15362,491584,0.0046880291774868965
primary,NOG-FO,0.00725,22,32,True,674,21568,15362,491584,0.0057872869074344635
primary,NOG-FO,0.00725,23,32,True,770,24640,15362,491584,0.005244918167591095
primary,NOG-FO,0.00725,24,32,True,722,23104,15362,491584,0.006087501998990774
primary,NOG-FO,0.00725,25,32,True,722,23104,15362,491584,0.00489584356546402
primary,NOG-FO,0.00725,26,32,True,722,23104,15362,491584,0.0059431674890220165
primary,NOG-FO,0.00725,27,32,True,698,22336,15362,491584,0.00491165928542614
primary,NOG-FO,0.00725,28,32,True,698,22336,15362,491584,0.005798894912004471
primary,NOG-FO,0.00725,29,32,True,698,22336,15362,491584,0.005476533900946379
primary,NOG-FO,0.00725,30,32,True,674,21568,15362,491584,0.005004546605050564
primary,NOG-FO,0.00725,31,32,True,698,22336,15362,491584,0.005383715964853764
primary,NOG-FO,0.00725,32,32,True,746,23872,15362,491584,0.005433218088001013
primary,NOG-FO,0.00725,33,32,True,770,24640,15362,491584,0.005673905834555626
primary,NOG-FO,0.00725,34,32,True,698,22336,15362,491584,0.005512638948857784
primary,NOG-FO,0.00725,35,32,True,866,27712,15362,491584,0.005661352537572384
primary,NOG-FO,0.00725,36,32,True,698,22336,15362,491584,0.0055730026215314865
primary,NOG-FO,0.00725,37,32,True,698,22336,15362,491584,0.005038395989686251
primary,NOG-FO,0.00725,38,32,True,722,23104,15362,491584,0.0054754395969212055
primary,NOG-FO,0.00725,39,32,True,746,23872,15362,491584,0.005151279270648956
primary,NOG-FO,0.00725,40,32,True,770,24640,15362,491584,0.0050801727920770645
primary,NOG-FO,0.00725,41,32,True,722,23104,15362,491584,0.005363438744097948
primary,NOG-FO,0.00725,42,32,True,698,22336,15362,491584,0.005425501614809036
primary,NOG-FO,0.00725,43,32,True,650,20800,15362,491584,0.0063233752734959126
primary,NOG-FO,0.00725,44,32,True,746,23872,15362,491584,0.005614523775875568
primary,NOG-FO,0.00725,45,32,True,674,21568,15362,491584,0.0049708206206560135
primary,NOG-FO,0.00725,46,32,True,722,23104,15362,491584,0.005540818907320499
primary,NOG-FO,0.00725,47,32,True,698,22336,15362,491584,0.004926380235701799
primary,NOG-FO,0.00725,48,32,True,674,21568,15362,491584,0.005595148541033268
primary,NOG-FO,0.00725,49,32,True,746,23872,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.00725,20,64,True,312,19968,15360,983040,0.005570479203015566
primary,ME-DOL-FO,0.00725,21,64,True,336,21504,15360,983040,0.005668870639055967
primary,ME-DOL-FO,0.00725,22,64,True,312,19968,15360,983040,0.005442481022328138
primary,ME-DOL-FO,0.00725,23,64,True,312,19968,15360,983040,0.005275927949696779
primary,ME-DOL-FO,0.00725,24,64,True,288,18432,15360,983040,0.005863068159669638
primary,ME-DOL-FO,0.00725,25,64,True,312,19968,15360,983040,0.006130516529083252
primary,ME-DOL-FO,0.00725,26,64,True,360,23040,15360,983040,0.005064827390015125
primary,ME-DOL-FO,0.00725,27,64,True,288,18432,15360,983040,0.005589026492089033
primary,ME-DOL-FO,0.00725,28,64,True,288,18432,15360,983040,0.005605578422546387
primary,ME-DOL-FO,0.00725,29,64,True,288,18432,15360,983040,0.007184998132288456
primary,ME-DOL-FO,0.00725,30,64,True,288,18432,15360,983040,0.006190476473420858
primary,ME-DOL-FO,0.00725,31,64,True,360,23040,15360,983040,0.004964986350387335
primary,ME-DOL-FO,0.00725,32,64,True,288,18432,15360,983040,0.005443183705210686
primary,ME-DOL-FO,0.00725,33,64,True,336,21504,15360,983040,0.006677491590380669
primary,ME-DOL-FO,0.00725,34,64,True,312,19968,15360,983040,0.005881947465240955
primary,ME-DOL-FO,0.00725,35,64,True,408,26112,15360,983040,0.006921966560184956
primary,ME-DOL-FO,0.00725,36,64,True,288,18432,15360,983040,0.005350233521312475
primary,ME-DOL-FO,0.00725,37,64,True,312,19968,15360,983040,0.00539304269477725
primary,ME-DOL-FO,0.00725,38,64,True,312,19968,15360,983040,0.006547445897012949
primary,ME-DOL-FO,0.00725,39,64,True,384,24576,15360,983040,0.006189566105604172
primary,ME-DOL-FO,0.00725,40,64,True,288,18432,15360,983040,0.005712239071726799
primary,ME-DOL-FO,0.00725,41,64,True,288,18432,15360,983040,0.006134189665317535
primary,ME-DOL-FO,0.00725,42,64,True,336,21504,15360,983040,0.005591271445155144
primary,ME-DOL-FO,0.00725,43,64,True,288,18432,15360,983040,0.005338758230209351
primary,ME-DOL-FO,0.00725,44,64,True,336,21504,15360,983040,0.0054246303625404835
primary,ME-DOL-FO,0.00725,45,64,True,312,19968,15360,983040,0.005649339407682419
primary,ME-DOL-FO,0.00725,46,64,True,288,18432,15360,983040,0.006037094630300999
primary,ME-DOL-FO,0.00725,47,64,True,312,19968,15360,983040,0.005778148304671049
primary,ME-DOL-FO,0.00725,48,64,True,288,18432,15360,983040,0.005798129830509424
primary,ME-DOL-FO,0.00725,49,64,True,312,19968,15360,983040,0.005556458607316017
primary,NOG-FO,0.007,20,32,True,722,23104,15362,491584,0.005998559296131134
primary,NOG-FO,0.007,21,32,True,794,25408,15362,491584,0.0046880291774868965
primary,NOG-FO,0.007,22,32,True,698,22336,15362,491584,0.0057872869074344635
primary,NOG-FO,0.007,23,32,True,770,24640,15362,491584,0.005244918167591095
primary,NOG-FO,0.007,24,32,True,722,23104,15362,491584,0.006087501998990774
primary,NOG-FO,0.007,25,32,True,746,23872,15362,491584,0.00489584356546402
primary,NOG-FO,0.007,26,32,True,722,23104,15362,491584,0.0059431674890220165
primary,NOG-FO,0.007,27,32,True,698,22336,15362,491584,0.00491165928542614
primary,NOG-FO,0.007,28,32,True,698,22336,15362,491584,0.005798894912004471
primary,NOG-FO,0.007,29,32,True,722,23104,15362,491584,0.005476533900946379
primary,NOG-FO,0.007,30,32,True,674,21568,15362,491584,0.005004546605050564
primary,NOG-FO,0.007,31,32,True,698,22336,15362,491584,0.005383715964853764
primary,NOG-FO,0.007,32,32,True,794,25408,15362,491584,0.005433218088001013
primary,NOG-FO,0.007,33,32,True,770,24640,15362,491584,0.005673905834555626
primary,NOG-FO,0.007,34,32,True,698,22336,15362,491584,0.005512638948857784
primary,NOG-FO,0.007,35,32,True,866,27712,15362,491584,0.005661352537572384
primary,NOG-FO,0.007,36,32,True,722,23104,15362,491584,0.0055730026215314865
primary,NOG-FO,0.007,37,32,True,698,22336,15362,491584,0.005038395989686251
primary,NOG-FO,0.007,38,32,True,722,23104,15362,491584,0.0054754395969212055
primary,NOG-FO,0.007,39,32,True,746,23872,15362,491584,0.005151279270648956
primary,NOG-FO,0.007,40,32,True,770,24640,15362,491584,0.0050801727920770645
primary,NOG-FO,0.007,41,32,True,722,23104,15362,491584,0.005363438744097948
primary,NOG-FO,0.007,42,32,True,698,22336,15362,491584,0.005425501614809036
primary,NOG-FO,0.007,43,32,True,674,21568,15362,491584,0.0063233752734959126
primary,NOG-FO,0.007,44,32,True,746,23872,15362,491584,0.005614523775875568
primary,NOG-FO,0.007,45,32,True,674,21568,15362,491584,0.0049708206206560135
primary,NOG-FO,0.007,46,32,True,746,23872,15362,491584,0.005540818907320499
primary,NOG-FO,0.007,47,32,True,698,22336,15362,491584,0.004926380235701799
primary,NOG-FO,0.007,48,32,True,722,23104,15362,491584,0.005595148541033268
primary,NOG-FO,0.007,49,32,True,770,24640,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.007,20,64,True,312,19968,15360,983040,0.005570479203015566
primary,ME-DOL-FO,0.007,21,64,True,336,21504,15360,983040,0.005668870639055967
primary,ME-DOL-FO,0.007,22,64,True,312,19968,15360,983040,0.005442481022328138
primary,ME-DOL-FO,0.007,23,64,True,312,19968,15360,983040,0.005275927949696779
primary,ME-DOL-FO,0.007,24,64,True,312,19968,15360,983040,0.005863068159669638
primary,ME-DOL-FO,0.007,25,64,True,312,19968,15360,983040,0.006130516529083252
primary,ME-DOL-FO,0.007,26,64,True,360,23040,15360,983040,0.005064827390015125
primary,ME-DOL-FO,0.007,27,64,True,288,18432,15360,983040,0.005589026492089033
primary,ME-DOL-FO,0.007,28,64,True,288,18432,15360,983040,0.005605578422546387
primary,ME-DOL-FO,0.007,29,64,True,288,18432,15360,983040,0.007184998132288456
primary,ME-DOL-FO,0.007,30,64,True,312,19968,15360,983040,0.006190476473420858
primary,ME-DOL-FO,0.007,31,64,True,384,24576,15360,983040,0.004964986350387335
primary,ME-DOL-FO,0.007,32,64,True,312,19968,15360,983040,0.005443183705210686
primary,ME-DOL-FO,0.007,33,64,True,336,21504,15360,983040,0.006677491590380669
primary,ME-DOL-FO,0.007,34,64,True,312,19968,15360,983040,0.005881947465240955
primary,ME-DOL-FO,0.007,35,64,True,408,26112,15360,983040,0.006921966560184956
primary,ME-DOL-FO,0.007,36,64,True,288,18432,15360,983040,0.005350233521312475
primary,ME-DOL-FO,0.007,37,64,True,336,21504,15360,983040,0.00539304269477725
primary,ME-DOL-FO,0.007,38,64,True,336,21504,15360,983040,0.006547445897012949
primary,ME-DOL-FO,0.007,39,64,True,384,24576,15360,983040,0.006189566105604172
primary,ME-DOL-FO,0.007,40,64,True,288,18432,15360,983040,0.005712239071726799
primary,ME-DOL-FO,0.007,41,64,True,312,19968,15360,983040,0.006134189665317535
primary,ME-DOL-FO,0.007,42,64,True,360,23040,15360,983040,0.005591271445155144
primary,ME-DOL-FO,0.007,43,64,True,312,19968,15360,983040,0.005338758230209351
primary,ME-DOL-FO,0.007,44,64,True,336,21504,15360,983040,0.0054246303625404835
primary,ME-DOL-FO,0.007,45,64,True,336,21504,15360,983040,0.005649339407682419
primary,ME-DOL-FO,0.007,46,64,True,288,18432,15360,983040,0.006037094630300999
primary,ME-DOL-FO,0.007,47,64,True,312,19968,15360,983040,0.005778148304671049
primary,ME-DOL-FO,0.007,48,64,True,312,19968,15360,983040,0.005798129830509424
primary,ME-DOL-FO,0.007,49,64,True,312,19968,15360,983040,0.005556458607316017
primary,NOG-FO,0.00675,20,32,True,722,23104,15362,491584,0.005998559296131134
primary,NOG-FO,0.00675,21,32,True,794,25408,15362,491584,0.0046880291774868965
primary,NOG-FO,0.00675,22,32,True,698,22336,15362,491584,0.0057872869074344635
primary,NOG-FO,0.00675,23,32,True,770,24640,15362,491584,0.005244918167591095
primary,NOG-FO,0.00675,24,32,True,746,23872,15362,491584,0.006087501998990774
primary,NOG-FO,0.00675,25,32,True,746,23872,15362,491584,0.00489584356546402
primary,NOG-FO,0.00675,26,32,True,722,23104,15362,491584,0.0059431674890220165
primary,NOG-FO,0.00675,27,32,True,698,22336,15362,491584,0.00491165928542614
primary,NOG-FO,0.00675,28,32,True,698,22336,15362,491584,0.005798894912004471
primary,NOG-FO,0.00675,29,32,True,722,23104,15362,491584,0.005476533900946379
primary,NOG-FO,0.00675,30,32,True,674,21568,15362,491584,0.005004546605050564
primary,NOG-FO,0.00675,31,32,True,722,23104,15362,491584,0.005383715964853764
primary,NOG-FO,0.00675,32,32,True,818,26176,15362,491584,0.005433218088001013
primary,NOG-FO,0.00675,33,32,True,794,25408,15362,491584,0.005673905834555626
primary,NOG-FO,0.00675,34,32,True,698,22336,15362,491584,0.005512638948857784
primary,NOG-FO,0.00675,35,32,True,866,27712,15362,491584,0.005661352537572384
primary,NOG-FO,0.00675,36,32,True,722,23104,15362,491584,0.0055730026215314865
primary,NOG-FO,0.00675,37,32,True,698,22336,15362,491584,0.005038395989686251
primary,NOG-FO,0.00675,38,32,True,722,23104,15362,491584,0.0054754395969212055
primary,NOG-FO,0.00675,39,32,True,746,23872,15362,491584,0.005151279270648956
primary,NOG-FO,0.00675,40,32,True,770,24640,15362,491584,0.0050801727920770645
primary,NOG-FO,0.00675,41,32,True,746,23872,15362,491584,0.005363438744097948
primary,NOG-FO,0.00675,42,32,True,698,22336,15362,491584,0.005425501614809036
primary,NOG-FO,0.00675,43,32,True,722,23104,15362,491584,0.0063233752734959126
primary,NOG-FO,0.00675,44,32,True,746,23872,15362,491584,0.005614523775875568
primary,NOG-FO,0.00675,45,32,True,698,22336,15362,491584,0.0049708206206560135
primary,NOG-FO,0.00675,46,32,True,770,24640,15362,491584,0.005540818907320499
primary,NOG-FO,0.00675,47,32,True,698,22336,15362,491584,0.004926380235701799
primary,NOG-FO,0.00675,48,32,True,722,23104,15362,491584,0.005595148541033268
primary,NOG-FO,0.00675,49,32,True,770,24640,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.00675,20,64,True,312,19968,15360,983040,0.005570479203015566
primary,ME-DOL-FO,0.00675,21,64,True,360,23040,15360,983040,0.005668870639055967
primary,ME-DOL-FO,0.00675,22,64,True,336,21504,15360,983040,0.005442481022328138
primary,ME-DOL-FO,0.00675,23,64,True,312,19968,15360,983040,0.005275927949696779
primary,ME-DOL-FO,0.00675,24,64,True,360,23040,15360,983040,0.005863068159669638
primary,ME-DOL-FO,0.00675,25,64,True,336,21504,15360,983040,0.006130516529083252
primary,ME-DOL-FO,0.00675,26,64,True,384,24576,15360,983040,0.005064827390015125
primary,ME-DOL-FO,0.00675,27,64,True,336,21504,15360,983040,0.005589026492089033
primary,ME-DOL-FO,0.00675,28,64,True,312,19968,15360,983040,0.005605578422546387
primary,ME-DOL-FO,0.00675,29,64,True,288,18432,15360,983040,0.007184998132288456
primary,ME-DOL-FO,0.00675,30,64,True,360,23040,15360,983040,0.006190476473420858
primary,ME-DOL-FO,0.00675,31,64,True,384,24576,15360,983040,0.004964986350387335
primary,ME-DOL-FO,0.00675,32,64,True,312,19968,15360,983040,0.005443183705210686
primary,ME-DOL-FO,0.00675,33,64,True,336,21504,15360,983040,0.006677491590380669
primary,ME-DOL-FO,0.00675,34,64,True,312,19968,15360,983040,0.005881947465240955
primary,ME-DOL-FO,0.00675,35,64,True,432,27648,15360,983040,0.006921966560184956
primary,ME-DOL-FO,0.00675,36,64,True,288,18432,15360,983040,0.005350233521312475
primary,ME-DOL-FO,0.00675,37,64,True,336,21504,15360,983040,0.00539304269477725
primary,ME-DOL-FO,0.00675,38,64,True,384,24576,15360,983040,0.006547445897012949
primary,ME-DOL-FO,0.00675,39,64,True,384,24576,15360,983040,0.006189566105604172
primary,ME-DOL-FO,0.00675,40,64,True,288,18432,15360,983040,0.005712239071726799
primary,ME-DOL-FO,0.00675,41,64,True,408,26112,15360,983040,0.006134189665317535
primary,ME-DOL-FO,0.00675,42,64,True,360,23040,15360,983040,0.005591271445155144
primary,ME-DOL-FO,0.00675,43,64,True,336,21504,15360,983040,0.005338758230209351
primary,ME-DOL-FO,0.00675,44,64,True,384,24576,15360,983040,0.0054246303625404835
primary,ME-DOL-FO,0.00675,45,64,True,360,23040,15360,983040,0.005649339407682419
primary,ME-DOL-FO,0.00675,46,64,True,288,18432,15360,983040,0.006037094630300999
primary,ME-DOL-FO,0.00675,47,64,True,312,19968,15360,983040,0.005778148304671049
primary,ME-DOL-FO,0.00675,48,64,True,312,19968,15360,983040,0.005798129830509424
primary,ME-DOL-FO,0.00675,49,64,True,312,19968,15360,983040,0.005556458607316017
primary,NOG-FO,0.0065,20,32,True,794,25408,15362,491584,0.005998559296131134
primary,NOG-FO,0.0065,21,32,True,794,25408,15362,491584,0.0046880291774868965
primary,NOG-FO,0.0065,22,32,True,698,22336,15362,491584,0.0057872869074344635
primary,NOG-FO,0.0065,23,32,True,794,25408,15362,491584,0.005244918167591095
primary,NOG-FO,0.0065,24,32,True,746,23872,15362,491584,0.006087501998990774
primary,NOG-FO,0.0065,25,32,True,746,23872,15362,491584,0.00489584356546402
primary,NOG-FO,0.0065,26,32,True,722,23104,15362,491584,0.0059431674890220165
primary,NOG-FO,0.0065,27,32,True,722,23104,15362,491584,0.00491165928542614
primary,NOG-FO,0.0065,28,32,True,698,22336,15362,491584,0.005798894912004471
primary,NOG-FO,0.0065,29,32,True,722,23104,15362,491584,0.005476533900946379
primary,NOG-FO,0.0065,30,32,True,674,21568,15362,491584,0.005004546605050564
primary,NOG-FO,0.0065,31,32,True,722,23104,15362,491584,0.005383715964853764
primary,NOG-FO,0.0065,32,32,True,842,26944,15362,491584,0.005433218088001013
primary,NOG-FO,0.0065,33,32,True,794,25408,15362,491584,0.005673905834555626
primary,NOG-FO,0.0065,34,32,True,698,22336,15362,491584,0.005512638948857784
primary,NOG-FO,0.0065,35,32,True,890,28480,15362,491584,0.005661352537572384
primary,NOG-FO,0.0065,36,32,True,722,23104,15362,491584,0.0055730026215314865
primary,NOG-FO,0.0065,37,32,True,698,22336,15362,491584,0.005038395989686251
primary,NOG-FO,0.0065,38,32,True,722,23104,15362,491584,0.0054754395969212055
primary,NOG-FO,0.0065,39,32,True,866,27712,15362,491584,0.005151279270648956
primary,NOG-FO,0.0065,40,32,True,818,26176,15362,491584,0.0050801727920770645
primary,NOG-FO,0.0065,41,32,True,770,24640,15362,491584,0.005363438744097948
primary,NOG-FO,0.0065,42,32,True,722,23104,15362,491584,0.005425501614809036
primary,NOG-FO,0.0065,43,32,True,770,24640,15362,491584,0.0063233752734959126
primary,NOG-FO,0.0065,44,32,True,746,23872,15362,491584,0.005614523775875568
primary,NOG-FO,0.0065,45,32,True,698,22336,15362,491584,0.0049708206206560135
primary,NOG-FO,0.0065,46,32,True,770,24640,15362,491584,0.005540818907320499
primary,NOG-FO,0.0065,47,32,True,722,23104,15362,491584,0.004926380235701799
primary,NOG-FO,0.0065,48,32,True,722,23104,15362,491584,0.005595148541033268
primary,NOG-FO,0.0065,49,32,True,770,24640,15362,491584,0.006439909338951111
primary,ME-DOL-FO,0.0065,20,64,True,312,19968,15360,983040,0.005570479203015566
primary,ME-DOL-FO,0.0065,21,64,True,360,23040,15360,983040,0.005668870639055967
primary,ME-DOL-FO,0.0065,22,64,True,336,21504,15360,983040,0.005442481022328138
primary,ME-DOL-FO,0.0065,23,64,True,336,21504,15360,983040,0.005275927949696779
primary,ME-DOL-FO,0.0065,24,64,True,360,23040,15360,983040,0.005863068159669638
primary,ME-DOL-FO,0.0065,25,64,True,336,21504,15360,983040,0.006130516529083252
primary,ME-DOL-FO,0.0065,26,64,True,384,24576,15360,983040,0.005064827390015125
primary,ME-DOL-FO,0.0065,27,64,True,384,24576,15360,983040,0.005589026492089033
primary,ME-DOL-FO,0.0065,28,64,True,312,19968,15360,983040,0.005605578422546387
primary,ME-DOL-FO,0.0065,29,64,True,384,24576,15360,983040,0.007184998132288456
primary,ME-DOL-FO,0.0065,30,64,True,360,23040,15360,983040,0.006190476473420858
primary,ME-DOL-FO,0.0065,31,64,True,384,24576,15360,983040,0.004964986350387335
primary,ME-DOL-FO,0.0065,32,64,True,432,27648,15360,983040,0.005443183705210686
primary,ME-DOL-FO,0.0065,33,64,True,456,29184,15360,983040,0.006677491590380669
primary,ME-DOL-FO,0.0065,34,64,True,312,19968,15360,983040,0.005881947465240955
primary,ME-DOL-FO,0.0065,35,64,True,432,27648,15360,983040,0.006921966560184956
primary,ME-DOL-FO,0.0065,36,64,True,288,18432,15360,983040,0.005350233521312475
primary,ME-DOL-FO,0.0065,37,64,True,360,23040,15360,983040,0.00539304269477725
primary,ME-DOL-FO,0.0065,38,64,True,384,24576,15360,983040,0.006547445897012949
primary,ME-DOL-FO,0.0065,39,64,True,384,24576,15360,983040,0.006189566105604172
primary,ME-DOL-FO,0.0065,40,64,True,288,18432,15360,983040,0.005712239071726799
primary,ME-DOL-FO,0.0065,41,64,True,408,26112,15360,983040,0.006134189665317535
primary,ME-DOL-FO,0.0065,42,64,True,384,24576,15360,983040,0.005591271445155144
primary,ME-DOL-FO,0.0065,43,64,True,336,21504,15360,983040,0.005338758230209351
primary,ME-DOL-FO,0.0065,44,64,True,384,24576,15360,983040,0.0054246303625404835
primary,ME-DOL-FO,0.0065,45,64,True,360,23040,15360,983040,0.005649339407682419
primary,ME-DOL-FO,0.0065,46,64,True,288,18432,15360,983040,0.006037094630300999
primary,ME-DOL-FO,0.0065,47,64,True,312,19968,15360,983040,0.005778148304671049
primary,ME-DOL-FO,0.0065,48,64,True,312,19968,15360,983040,0.005798129830509424
primary,ME-DOL-FO,0.0065,49,64,True,336,21504,15360,983040,0.005556458607316017
primary,NOG-FO,0.00625,20,32,True,818,26176,15362,491584,0.005998559296131134
primary,NOG-FO,0.00625,21,32,True,890,28480,15362,491584,0.0046880291774868965
primary,NOG-FO,0.00625,22,32,True,722,23104,15362,491584,0.0057872869074344635
