method,formal_seed,epsilon,hit,first_hit_depth,first_hit_work,first_hit_stat_proxy,censor_depth,censor_work,capped_depth,capped_work
DGFM,0,0.09,True,936.0,119808.0,0.0892543941736221,7680.0,983040.0,936.0,119808.0
DGFM,0,0.08,True,1016.0,130048.0,0.0798311978578567,7680.0,983040.0,1016.0,130048.0
DGFM,0,0.07,True,1080.0,138240.0,0.0687909424304962,7680.0,983040.0,1080.0,138240.0
DGFM,0,0.06,True,1160.0,148480.0,0.0598307438194751,7680.0,983040.0,1160.0,148480.0
DGFM,0,0.05,True,1312.0,167936.0,0.0493481233716011,7680.0,983040.0,1312.0,167936.0
DGFM,0,0.04,True,1464.0,187392.0,0.0398218929767608,7680.0,983040.0,1464.0,187392.0
DGFM,0,0.03,True,1712.0,219136.0,0.0299846194684505,7680.0,983040.0,1712.0,219136.0
DGFM,0,0.025,True,1872.0,239616.0,0.0249330718070268,7680.0,983040.0,1872.0,239616.0
DGFM,0,0.02,True,2080.0,266240.0,0.0198306906968355,7680.0,983040.0,2080.0,266240.0
DGFM,0,0.018,True,2176.0,278528.0,0.0179310161620378,7680.0,983040.0,2176.0,278528.0
DGFM,0,0.016,True,2320.0,296960.0,0.0157778393477201,7680.0,983040.0,2320.0,296960.0
DGFM,0,0.015,True,2552.0,326656.0,0.0149722835049033,7680.0,983040.0,2552.0,326656.0
DGFM,0,0.014,True,2736.0,350208.0,0.0137082496657967,7680.0,983040.0,2736.0,350208.0
DGFM,0,0.013,True,2800.0,358400.0,0.0128704123198986,7680.0,983040.0,2800.0,358400.0
DGFM,0,0.012,True,3000.0,384000.0,0.0119653651490807,7680.0,983040.0,3000.0,384000.0
DGFM,0,0.0115,True,4320.0,552960.0,0.0114726405590772,7680.0,983040.0,4320.0,552960.0
DGFM,0,0.011,True,6152.0,787456.0,0.010920769535005,7680.0,983040.0,6152.0,787456.0
DGFM,0,0.01075,True,6176.0,790528.0,0.0106943519786,7680.0,983040.0,6176.0,790528.0
DGFM,0,0.0105,True,7376.0,944128.0,0.0104996664449572,7680.0,983040.0,7376.0,944128.0
DGFM,0,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,0,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.2,True,384.0,49152.0,0.1986111551523208,7680.0,983040.0,384.0,49152.0
DGFM,1,0.18,True,480.0,61440.0,0.1779780089855194,7680.0,983040.0,480.0,61440.0
DGFM,1,0.16,True,568.0,72704.0,0.1593776941299438,7680.0,983040.0,568.0,72704.0
DGFM,1,0.14,True,664.0,84992.0,0.1392532587051391,7680.0,983040.0,664.0,84992.0
DGFM,1,0.12,True,760.0,97280.0,0.1198515594005584,7680.0,983040.0,760.0,97280.0
DGFM,1,0.1,True,880.0,112640.0,0.0994618088006973,7680.0,983040.0,880.0,112640.0
DGFM,1,0.09,True,952.0,121856.0,0.0892834663391113,7680.0,983040.0,952.0,121856.0
DGFM,1,0.08,True,1008.0,129024.0,0.0796668753027916,7680.0,983040.0,1008.0,129024.0
DGFM,1,0.07,True,1096.0,140288.0,0.0688288435339927,7680.0,983040.0,1096.0,140288.0
DGFM,1,0.06,True,1216.0,155648.0,0.0595535188913345,7680.0,983040.0,1216.0,155648.0
DGFM,1,0.05,True,1336.0,171008.0,0.0492375865578651,7680.0,983040.0,1336.0,171008.0
DGFM,1,0.04,True,1464.0,187392.0,0.0393709056079387,7680.0,983040.0,1464.0,187392.0
DGFM,1,0.03,True,1664.0,212992.0,0.0294868145138025,7680.0,983040.0,1664.0,212992.0
DGFM,1,0.025,True,1864.0,238592.0,0.0245439689606428,7680.0,983040.0,1864.0,238592.0
DGFM,1,0.02,True,2008.0,257024.0,0.0198813620954751,7680.0,983040.0,2008.0,257024.0
DGFM,1,0.018,True,2120.0,271360.0,0.017874427139759,7680.0,983040.0,2120.0,271360.0
DGFM,1,0.016,True,2240.0,286720.0,0.015824569389224,7680.0,983040.0,2240.0,286720.0
DGFM,1,0.015,True,2328.0,297984.0,0.0149305379018187,7680.0,983040.0,2328.0,297984.0
DGFM,1,0.014,True,2672.0,342016.0,0.0139576951041817,7680.0,983040.0,2672.0,342016.0
DGFM,1,0.013,True,3096.0,396288.0,0.012782254256308,7680.0,983040.0,3096.0,396288.0
DGFM,1,0.012,True,3664.0,468992.0,0.0117362905293703,7680.0,983040.0,3664.0,468992.0
DGFM,1,0.0115,True,3784.0,484352.0,0.0114939864724874,7680.0,983040.0,3784.0,484352.0
DGFM,1,0.011,True,4120.0,527360.0,0.0109235299751162,7680.0,983040.0,4120.0,527360.0
DGFM,1,0.01075,True,4136.0,529408.0,0.0106683522462844,7680.0,983040.0,4136.0,529408.0
DGFM,1,0.0105,True,4192.0,536576.0,0.0104675479233264,7680.0,983040.0,4192.0,536576.0
DGFM,1,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,1,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.2,True,360.0,46080.0,0.1992821991443634,7680.0,983040.0,360.0,46080.0
DGFM,2,0.18,True,440.0,56320.0,0.1799883246421814,7680.0,983040.0,440.0,56320.0
DGFM,2,0.16,True,536.0,68608.0,0.1588145345449447,7680.0,983040.0,536.0,68608.0
DGFM,2,0.14,True,624.0,79872.0,0.1388256251811981,7680.0,983040.0,624.0,79872.0
DGFM,2,0.12,True,736.0,94208.0,0.1189117282629013,7680.0,983040.0,736.0,94208.0
DGFM,2,0.1,True,840.0,107520.0,0.0992074608802795,7680.0,983040.0,840.0,107520.0
DGFM,2,0.09,True,896.0,114688.0,0.0896273329854011,7680.0,983040.0,896.0,114688.0
DGFM,2,0.08,True,976.0,124928.0,0.0792872235178947,7680.0,983040.0,976.0,124928.0
DGFM,2,0.07,True,1072.0,137216.0,0.0690743550658226,7680.0,983040.0,1072.0,137216.0
DGFM,2,0.06,True,1160.0,148480.0,0.0587109997868537,7680.0,983040.0,1160.0,148480.0
DGFM,2,0.05,True,1280.0,163840.0,0.0495153777301311,7680.0,983040.0,1280.0,163840.0
DGFM,2,0.04,True,1416.0,181248.0,0.0399228520691394,7680.0,983040.0,1416.0,181248.0
DGFM,2,0.03,True,1608.0,205824.0,0.0297200195491313,7680.0,983040.0,1608.0,205824.0
DGFM,2,0.025,True,1752.0,224256.0,0.0249253325164318,7680.0,983040.0,1752.0,224256.0
DGFM,2,0.02,True,1888.0,241664.0,0.0199163425713777,7680.0,983040.0,1888.0,241664.0
DGFM,2,0.018,True,1984.0,253952.0,0.017989644780755,7680.0,983040.0,1984.0,253952.0
DGFM,2,0.016,True,2152.0,275456.0,0.0157526861876249,7680.0,983040.0,2152.0,275456.0
DGFM,2,0.015,True,2200.0,281600.0,0.0146412663161754,7680.0,983040.0,2200.0,281600.0
DGFM,2,0.014,True,2240.0,286720.0,0.0136779630556702,7680.0,983040.0,2240.0,286720.0
DGFM,2,0.013,True,2304.0,294912.0,0.0128997480496764,7680.0,983040.0,2304.0,294912.0
DGFM,2,0.012,True,2616.0,334848.0,0.0119808251038193,7680.0,983040.0,2616.0,334848.0
DGFM,2,0.0115,True,2872.0,367616.0,0.0114547172561287,7680.0,983040.0,2872.0,367616.0
DGFM,2,0.011,True,4264.0,545792.0,0.0108918892219662,7680.0,983040.0,4264.0,545792.0
DGFM,2,0.01075,True,4288.0,548864.0,0.0104402126744389,7680.0,983040.0,4288.0,548864.0
DGFM,2,0.0105,True,4288.0,548864.0,0.0104402126744389,7680.0,983040.0,4288.0,548864.0
DGFM,2,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,2,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.2,True,368.0,47104.0,0.1990066915750503,7680.0,983040.0,368.0,47104.0
DGFM,3,0.18,True,464.0,59392.0,0.1782517433166504,7680.0,983040.0,464.0,59392.0
DGFM,3,0.16,True,552.0,70656.0,0.1598235517740249,7680.0,983040.0,552.0,70656.0
DGFM,3,0.14,True,656.0,83968.0,0.1394097357988357,7680.0,983040.0,656.0,83968.0
DGFM,3,0.12,True,760.0,97280.0,0.1194877475500106,7680.0,983040.0,760.0,97280.0
DGFM,3,0.1,True,864.0,110592.0,0.0991887226700782,7680.0,983040.0,864.0,110592.0
DGFM,3,0.09,True,936.0,119808.0,0.0898376926779747,7680.0,983040.0,936.0,119808.0
DGFM,3,0.08,True,1000.0,128000.0,0.0787996277213096,7680.0,983040.0,1000.0,128000.0
DGFM,3,0.07,True,1072.0,137216.0,0.0694901794195175,7680.0,983040.0,1072.0,137216.0
DGFM,3,0.06,True,1160.0,148480.0,0.0597025416791439,7680.0,983040.0,1160.0,148480.0
DGFM,3,0.05,True,1296.0,165888.0,0.0497208535671234,7680.0,983040.0,1296.0,165888.0
DGFM,3,0.04,True,1440.0,184320.0,0.0396829470992088,7680.0,983040.0,1440.0,184320.0
DGFM,3,0.03,True,1720.0,220160.0,0.0296646319329738,7680.0,983040.0,1720.0,220160.0
DGFM,3,0.025,True,1832.0,234496.0,0.0248299911618232,7680.0,983040.0,1832.0,234496.0
DGFM,3,0.02,True,2048.0,262144.0,0.0197249911725521,7680.0,983040.0,2048.0,262144.0
DGFM,3,0.018,True,2176.0,278528.0,0.0178392268717288,7680.0,983040.0,2176.0,278528.0
DGFM,3,0.016,True,2472.0,316416.0,0.0158363915979862,7680.0,983040.0,2472.0,316416.0
DGFM,3,0.015,True,2656.0,339968.0,0.0149127142503857,7680.0,983040.0,2656.0,339968.0
DGFM,3,0.014,True,2752.0,352256.0,0.0139947459101676,7680.0,983040.0,2752.0,352256.0
DGFM,3,0.013,True,2864.0,366592.0,0.0129610113799571,7680.0,983040.0,2864.0,366592.0
DGFM,3,0.012,True,2920.0,373760.0,0.0119495829567313,7680.0,983040.0,2920.0,373760.0
DGFM,3,0.0115,True,5752.0,736256.0,0.0114761656150221,7680.0,983040.0,5752.0,736256.0
DGFM,3,0.011,True,6136.0,785408.0,0.0109358327463269,7680.0,983040.0,6136.0,785408.0
DGFM,3,0.01075,True,6200.0,793600.0,0.0106818741187453,7680.0,983040.0,6200.0,793600.0
DGFM,3,0.0105,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,3,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.2,True,352.0,45056.0,0.1989909559488296,7680.0,983040.0,352.0,45056.0
DGFM,4,0.18,True,448.0,57344.0,0.178399920463562,7680.0,983040.0,448.0,57344.0
DGFM,4,0.16,True,528.0,67584.0,0.1599552035331726,7680.0,983040.0,528.0,67584.0
DGFM,4,0.14,True,632.0,80896.0,0.1391370147466659,7680.0,983040.0,632.0,80896.0
DGFM,4,0.12,True,736.0,94208.0,0.1192185059189796,7680.0,983040.0,736.0,94208.0
DGFM,4,0.1,True,856.0,109568.0,0.0999515727162361,7680.0,983040.0,856.0,109568.0
DGFM,4,0.09,True,920.0,117760.0,0.0899829566478729,7680.0,983040.0,920.0,117760.0
DGFM,4,0.08,True,1008.0,129024.0,0.0787379965186119,7680.0,983040.0,1008.0,129024.0
DGFM,4,0.07,True,1096.0,140288.0,0.069888487458229,7680.0,983040.0,1096.0,140288.0
DGFM,4,0.06,True,1200.0,153600.0,0.0594658404588699,7680.0,983040.0,1200.0,153600.0
DGFM,4,0.05,True,1352.0,173056.0,0.0494939498603343,7680.0,983040.0,1352.0,173056.0
DGFM,4,0.04,True,1512.0,193536.0,0.0396621972322464,7680.0,983040.0,1512.0,193536.0
DGFM,4,0.03,True,1744.0,223232.0,0.0294234734028577,7680.0,983040.0,1744.0,223232.0
DGFM,4,0.025,True,1896.0,242688.0,0.0248318668454885,7680.0,983040.0,1896.0,242688.0
DGFM,4,0.02,True,2072.0,265216.0,0.0198140386492013,7680.0,983040.0,2072.0,265216.0
DGFM,4,0.018,True,2248.0,287744.0,0.0173433236777782,7680.0,983040.0,2248.0,287744.0
DGFM,4,0.016,True,2432.0,311296.0,0.0159499030560255,7680.0,983040.0,2432.0,311296.0
DGFM,4,0.015,True,2496.0,319488.0,0.0148312430828809,7680.0,983040.0,2496.0,319488.0
DGFM,4,0.014,True,2600.0,332800.0,0.0139631694182753,7680.0,983040.0,2600.0,332800.0
DGFM,4,0.013,True,2736.0,350208.0,0.0129389706999063,7680.0,983040.0,2736.0,350208.0
DGFM,4,0.012,True,3296.0,421888.0,0.0117954686284065,7680.0,983040.0,3296.0,421888.0
DGFM,4,0.0115,True,4848.0,620544.0,0.0113297374919056,7680.0,983040.0,4848.0,620544.0
DGFM,4,0.011,True,5672.0,726016.0,0.0109108295291662,7680.0,983040.0,5672.0,726016.0
DGFM,4,0.01075,True,5688.0,728064.0,0.0107036456465721,7680.0,983040.0,5688.0,728064.0
DGFM,4,0.0105,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,4,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.2,True,360.0,46080.0,0.1998713314533233,7680.0,983040.0,360.0,46080.0
DGFM,5,0.18,True,456.0,58368.0,0.1786955296993255,7680.0,983040.0,456.0,58368.0
DGFM,5,0.16,True,544.0,69632.0,0.1595414578914642,7680.0,983040.0,544.0,69632.0
DGFM,5,0.14,True,632.0,80896.0,0.139210045337677,7680.0,983040.0,632.0,80896.0
DGFM,5,0.12,True,728.0,93184.0,0.1197320446372032,7680.0,983040.0,728.0,93184.0
DGFM,5,0.1,True,856.0,109568.0,0.0995853915810585,7680.0,983040.0,856.0,109568.0
DGFM,5,0.09,True,920.0,117760.0,0.0891996026039123,7680.0,983040.0,920.0,117760.0
DGFM,5,0.08,True,984.0,125952.0,0.0791615173220634,7680.0,983040.0,984.0,125952.0
DGFM,5,0.07,True,1064.0,136192.0,0.069457471370697,7680.0,983040.0,1064.0,136192.0
DGFM,5,0.06,True,1160.0,148480.0,0.0596669875085353,7680.0,983040.0,1160.0,148480.0
DGFM,5,0.05,True,1272.0,162816.0,0.0495460741221904,7680.0,983040.0,1272.0,162816.0
DGFM,5,0.04,True,1400.0,179200.0,0.0398677997291088,7680.0,983040.0,1400.0,179200.0
DGFM,5,0.03,True,1608.0,205824.0,0.029869845137,7680.0,983040.0,1608.0,205824.0
DGFM,5,0.025,True,1744.0,223232.0,0.0245417356491088,7680.0,983040.0,1744.0,223232.0
DGFM,5,0.02,True,1976.0,252928.0,0.0199736692011356,7680.0,983040.0,1976.0,252928.0
DGFM,5,0.018,True,2144.0,274432.0,0.0178894437849521,7680.0,983040.0,2144.0,274432.0
DGFM,5,0.016,True,2240.0,286720.0,0.0157268662005662,7680.0,983040.0,2240.0,286720.0
DGFM,5,0.015,True,2320.0,296960.0,0.0147552983835339,7680.0,983040.0,2320.0,296960.0
DGFM,5,0.014,True,2376.0,304128.0,0.0139043917879462,7680.0,983040.0,2376.0,304128.0
DGFM,5,0.013,True,2488.0,318464.0,0.0129364300519227,7680.0,983040.0,2488.0,318464.0
DGFM,5,0.012,True,2896.0,370688.0,0.0119784492999315,7680.0,983040.0,2896.0,370688.0
DGFM,5,0.0115,True,2968.0,379904.0,0.0113601656630635,7680.0,983040.0,2968.0,379904.0
DGFM,5,0.011,True,4696.0,601088.0,0.0109640387818217,7680.0,983040.0,4696.0,601088.0
DGFM,5,0.01075,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.0105,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,5,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.2,True,368.0,47104.0,0.1988881081342697,7680.0,983040.0,368.0,47104.0
DGFM,6,0.18,True,456.0,58368.0,0.1797897666692733,7680.0,983040.0,456.0,58368.0
DGFM,6,0.16,True,552.0,70656.0,0.158485472202301,7680.0,983040.0,552.0,70656.0
DGFM,6,0.14,True,648.0,82944.0,0.1388217806816101,7680.0,983040.0,648.0,82944.0
DGFM,6,0.12,True,736.0,94208.0,0.1189086511731147,7680.0,983040.0,736.0,94208.0
DGFM,6,0.1,True,848.0,108544.0,0.0999387428164482,7680.0,983040.0,848.0,108544.0
DGFM,6,0.09,True,936.0,119808.0,0.0889305025339126,7680.0,983040.0,936.0,119808.0
DGFM,6,0.08,True,1008.0,129024.0,0.0799217894673347,7680.0,983040.0,1008.0,129024.0
DGFM,6,0.07,True,1080.0,138240.0,0.0689964666962623,7680.0,983040.0,1080.0,138240.0
DGFM,6,0.06,True,1168.0,149504.0,0.0595868304371833,7680.0,983040.0,1168.0,149504.0
DGFM,6,0.05,True,1280.0,163840.0,0.0493964366614818,7680.0,983040.0,1280.0,163840.0
DGFM,6,0.04,True,1440.0,184320.0,0.0398337319493293,7680.0,983040.0,1440.0,184320.0
DGFM,6,0.03,True,1632.0,208896.0,0.0299626216292381,7680.0,983040.0,1632.0,208896.0
DGFM,6,0.025,True,1784.0,228352.0,0.0248030200600624,7680.0,983040.0,1784.0,228352.0
DGFM,6,0.02,True,1944.0,248832.0,0.019908171147108,7680.0,983040.0,1944.0,248832.0
DGFM,6,0.018,True,2128.0,272384.0,0.0179562885314226,7680.0,983040.0,2128.0,272384.0
DGFM,6,0.016,True,2264.0,289792.0,0.0159989856183528,7680.0,983040.0,2264.0,289792.0
DGFM,6,0.015,True,2432.0,311296.0,0.0146021582186222,7680.0,983040.0,2432.0,311296.0
DGFM,6,0.014,True,2640.0,337920.0,0.0139374183490872,7680.0,983040.0,2640.0,337920.0
DGFM,6,0.013,True,2752.0,352256.0,0.0129650169983506,7680.0,983040.0,2752.0,352256.0
DGFM,6,0.012,True,4576.0,585728.0,0.0119818430393934,7680.0,983040.0,4576.0,585728.0
DGFM,6,0.0115,True,6128.0,784384.0,0.011400387622416,7680.0,983040.0,6128.0,784384.0
DGFM,6,0.011,True,6440.0,824320.0,0.0109123522415757,7680.0,983040.0,6440.0,824320.0
DGFM,6,0.01075,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.0105,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,6,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.2,True,368.0,47104.0,0.1997931897640228,7680.0,983040.0,368.0,47104.0
DGFM,7,0.18,True,464.0,59392.0,0.1776699274778366,7680.0,983040.0,464.0,59392.0
DGFM,7,0.16,True,544.0,69632.0,0.1591380685567855,7680.0,983040.0,544.0,69632.0
DGFM,7,0.14,True,648.0,82944.0,0.1386953592300415,7680.0,983040.0,648.0,82944.0
DGFM,7,0.12,True,752.0,96256.0,0.1196791231632232,7680.0,983040.0,752.0,96256.0
DGFM,7,0.1,True,872.0,111616.0,0.0987727716565132,7680.0,983040.0,872.0,111616.0
DGFM,7,0.09,True,944.0,120832.0,0.0889292508363723,7680.0,983040.0,944.0,120832.0
DGFM,7,0.08,True,1016.0,130048.0,0.0797840282320976,7680.0,983040.0,1016.0,130048.0
DGFM,7,0.07,True,1104.0,141312.0,0.0695694684982299,7680.0,983040.0,1104.0,141312.0
DGFM,7,0.06,True,1192.0,152576.0,0.0598750822246074,7680.0,983040.0,1192.0,152576.0
DGFM,7,0.05,True,1320.0,168960.0,0.0499310530722141,7680.0,983040.0,1320.0,168960.0
DGFM,7,0.04,True,1448.0,185344.0,0.0394947826862335,7680.0,983040.0,1448.0,185344.0
DGFM,7,0.03,True,1632.0,208896.0,0.0294479522854089,7680.0,983040.0,1632.0,208896.0
DGFM,7,0.025,True,1784.0,228352.0,0.0249595064669847,7680.0,983040.0,1784.0,228352.0
DGFM,7,0.02,True,2016.0,258048.0,0.0198651403188705,7680.0,983040.0,2016.0,258048.0
DGFM,7,0.018,True,2112.0,270336.0,0.0178027469664812,7680.0,983040.0,2112.0,270336.0
DGFM,7,0.016,True,2256.0,288768.0,0.0158805549144744,7680.0,983040.0,2256.0,288768.0
DGFM,7,0.015,True,2328.0,297984.0,0.0148632004857063,7680.0,983040.0,2328.0,297984.0
DGFM,7,0.014,True,2504.0,320512.0,0.0139679685235023,7680.0,983040.0,2504.0,320512.0
DGFM,7,0.013,True,2744.0,351232.0,0.0129693802446126,7680.0,983040.0,2744.0,351232.0
DGFM,7,0.012,True,3744.0,479232.0,0.0119734061881899,7680.0,983040.0,3744.0,479232.0
DGFM,7,0.0115,True,4336.0,555008.0,0.0114085068926215,7680.0,983040.0,4336.0,555008.0
DGFM,7,0.011,True,5744.0,735232.0,0.010968760587275,7680.0,983040.0,5744.0,735232.0
DGFM,7,0.01075,True,5752.0,736256.0,0.0106413168832659,7680.0,983040.0,5752.0,736256.0
DGFM,7,0.0105,True,5808.0,743424.0,0.0104344831779599,7680.0,983040.0,5808.0,743424.0
DGFM,7,0.01025,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.01,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.0095,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.009,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.008,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.007,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.006,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.005,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.004,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.003,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,7,0.002,False,,,,7680.0,983040.0,7680.0,983040.0
DGFM,8,0.2,True,376.0,48128.0,0.1994337290525436,7680.0,983040.0,376.0,48128.0
DGFM,8,0.18,True,456.0,58368.0,0.1794043928384781,7680.0,983040.0,456.0,58368.0
DGFM,8,0.16,True,544.0,69632.0,0.1598512083292007,7680.0,983040.0,544.0,69632.0
DGFM,8,0.14,True,640.0,81920.0,0.138710007071495,7680.0,983040.0,640.0,81920.0
DGFM,8,0.12,True,744.0,95232.0,0.1189934015274047,7680.0,983040.0,744.0,95232.0
DGFM,8,0.1,True,856.0,109568.0,0.0983748212456703,7680.0,983040.0,856.0,109568.0
DGFM,8,0.09,True,928.0,118784.0,0.0894843116402626,7680.0,983040.0,928.0,118784.0
DGFM,8,0.08,True,1000.0,128000.0,0.0796119645237922,7680.0,983040.0,1000.0,128000.0
DGFM,8,0.07,True,1096.0,140288.0,0.0696336776018142,7680.0,983040.0,1096.0,140288.0
DGFM,8,0.06,True,1184.0,151552.0,0.0599926002323627,7680.0,983040.0,1184.0,151552.0
DGFM,8,0.05,True,1296.0,165888.0,0.0488876961171627,7680.0,983040.0,1296.0,165888.0
DGFM,8,0.04,True,1440.0,184320.0,0.0396690070629119,7680.0,983040.0,1440.0,184320.0
DGFM,8,0.03,True,1688.0,216064.0,0.0297823082655668,7680.0,983040.0,1688.0,216064.0
DGFM,8,0.025,True,1824.0,233472.0,0.0248336680233478,7680.0,983040.0,1824.0,233472.0
DGFM,8,0.02,True,2072.0,265216.0,0.0197285655885934,7680.0,983040.0,2072.0,265216.0
DGFM,8,0.018,True,2192.0,280576.0,0.0177988745272159,7680.0,983040.0,2192.0,280576.0
