method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,small_batch,large_batch,restart_period,restart_mixing_rounds,candidate_id,candidate_parameters,batch_size,epoch_length,domain_radius,theory_multiplier
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.3839898109436035,100,100100,200100,119421887,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7314746379852295,0.0101968506351113,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.91471266746521,100,100100,200100,119421887,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.7314774990081787,0.0099839884787797,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.4535017013549805,100,100100,200100,119421887,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7314786911010742,0.0101108802482485,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,4.979841470718384,100,100100,200100,119421887,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7314828634262085,0.0113747837021946,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,480,480,8,epoch_w_bar,5.384593486785889,100,100100,200100,119421887,sfo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",90112,480,480,0.731482207775116,0.0096794739365577,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.1852221488952636,101,100101,200101,443464863,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.726706862449646,0.012245237827301,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.7095940113067627,101,100101,200101,443464863,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7267151474952698,0.0113045321777462,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2090668678283691,101,100101,200101,443464863,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.7267175912857056,0.0110423481091856,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.8187777996063232,101,100101,200101,443464863,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7267194390296936,0.0104558719322085,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.3653392791748047,101,100101,200101,443464863,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7267206907272339,0.0113494917750358,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.906937837600708,101,100101,200101,443464863,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.7267232537269592,0.0107682663947343,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.4502906799316406,101,100101,200101,443464863,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7267239689826965,0.0106033058837056,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.978070735931397,101,100101,200101,443464863,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.7267231345176697,0.0101193003356456,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.503087043762207,101,100101,200101,443464863,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7267232537269592,0.0117315538227558,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,5.007711172103882,101,100101,200101,443464863,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7267242670059204,0.0118753444403409,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,480,480,8,epoch_w_bar,5.4341795444488525,101,100101,200101,443464863,sfo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",90112,480,480,0.7267249226570129,0.0102647924795746,0.1,0.0002126293179499,,,,,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.1399221420288086,100,100100,200100,969222037,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7314600348472595,0.0102665787562727,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.4823458194732666,100,100100,200100,969222037,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7314897775650024,0.0106135969981551,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.803802490234375,100,100100,200100,969222037,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.7315018177032471,0.0108209289610385,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.1273295879364014,100,100100,200100,969222037,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7315075993537903,0.010670724324882,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.4482851028442385,100,100100,200100,969222037,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7315158843994141,0.0102088693529367,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.7729361057281494,100,100100,200100,969222037,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.7315216064453125,0.0121017154306173,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,2.0994985103607178,100,100100,200100,969222037,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.7315307259559631,0.0102733382955193,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.425091505050659,100,100100,200100,969222037,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.7315378189086914,0.0101039409637451,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.749443292617798,100,100100,200100,969222037,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7315353751182556,0.0104983961209654,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,3.071573495864868,100,100100,200100,969222037,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.7315415143966675,0.0114239389076828,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,480,480,8,epoch_w_bar,3.327505588531494,100,100100,200100,969222037,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,480,480,0.7315447330474854,0.0098501536995172,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.1343424320220947,101,100101,200101,478642035,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7267107367515564,0.0122237000614404,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.4603557586669922,101,100101,200101,478642035,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7267377972602844,0.0113489627838134,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.7748711109161377,101,100101,200101,478642035,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.726751983165741,0.0110564231872558,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.0901188850402832,101,100101,200101,478642035,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7267594933509827,0.0105421254411339,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.4042387008666992,101,100101,200101,478642035,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7267670631408691,0.011329430155456,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.717289924621582,101,100101,200101,478642035,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.726772129535675,0.0109084071591496,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,2.030139446258545,101,100101,200101,478642035,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.726780354976654,0.0107788071036338,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.346630096435547,101,100101,200101,478642035,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.7267923355102539,0.0103712994605302,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.6541459560394287,101,100101,200101,478642035,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7267962694168091,0.0118529014289379,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,2.9802114963531494,101,100101,200101,478642035,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.7267923951148987,0.0119987307116389,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-ZO,ME-DOL,480,480,8,epoch_w_bar,3.2420809268951416,101,100101,200101,478642035,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,480,480,0.7267988324165344,0.0105188228189945,0.1,0.0002126293179499,,,,,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}",,12.0,0.0007365695637359,1.0
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.3437411785125732,100,100100,200100,119421887,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7314541935920715,0.0103050731122493,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.8913929462432861,100,100100,200100,119421887,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7314573526382446,0.0105481669306755,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.404576063156128,100,100100,200100,119421887,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.7314585447311401,0.0107798241078853,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.9505770206451416,100,100100,200100,119421887,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.731459379196167,0.0106710363179445,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.498882293701172,100,100100,200100,119421887,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7314594984054565,0.0102569097653031,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,3.0385453701019287,100,100100,200100,119421887,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.7314591407775879,0.011905487626791,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.582866668701172,100,100100,200100,119421887,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7314600348472595,0.0102781811729073,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,4.116151571273804,100,100100,200100,119421887,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.7314608693122864,0.010142576880753,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.652646064758301,100,100100,200100,119421887,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7314613461494446,0.0102421334013342,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,5.198036193847656,100,100100,200100,119421887,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7314625978469849,0.0114686097949743,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,480,480,8,epoch_w_bar,5.632853984832764,100,100100,200100,119421887,sfo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",90112,480,480,0.7314623594284058,0.0098373889923095,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.1908543109893798,101,100101,200101,443464863,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7267047762870789,0.0122566102072596,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.7558975219726562,101,100101,200101,443464863,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7267073392868042,0.0113570056855678,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2681033611297607,101,100101,200101,443464863,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.7267080545425415,0.0110737858340144,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.806339263916016,101,100101,200101,443464863,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7267086505889893,0.0105321398004889,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.34101939201355,101,100101,200101,443464863,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7267090082168579,0.0114903980866074,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.883946418762207,101,100101,200101,443464863,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.72670978307724,0.010888666845858,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.424208641052246,101,100101,200101,443464863,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7267100214958191,0.0107185551896691,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.9351918697357178,101,100101,200101,443464863,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.72670978307724,0.0102923633530735,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.46864128112793,101,100101,200101,443464863,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7267098426818848,0.0118798520416021,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,4.998785972595215,101,100101,200101,443464863,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7267102003097534,0.0121360281482338,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-FO,ME-DOL,480,480,8,epoch_w_bar,5.413597583770752,101,100101,200101,443464863,sfo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",90112,480,480,0.7267103791236877,0.0104754846543073,0.1,6.378879538497859e-05,,,,,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.1338860988616943,100,100100,200100,969222037,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7314555644989014,0.010285354219377,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.4716241359710693,100,100100,200100,969222037,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7314645051956177,0.0105678830295801,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.8069009780883789,100,100100,200100,969222037,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.7314682006835938,0.0108086820691823,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.124171257019043,100,100100,200100,969222037,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7314698696136475,0.0106514152139425,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.4412095546722412,100,100100,200100,969222037,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7314724326133728,0.0102976262569427,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.7612831592559814,100,100100,200100,969222037,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.7314741015434265,0.0119784967973828,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,2.0758538246154785,100,100100,200100,969222037,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.731476902961731,0.0102905733510851,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.391143560409546,100,100100,200100,969222037,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.7314789295196533,0.0102016916498541,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.706259489059448,100,100100,200100,969222037,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7314782738685608,0.0103656658902764,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,3.024531126022339,100,100100,200100,969222037,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.7314801812171936,0.0114454505965113,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,480,480,8,epoch_w_bar,3.277094841003418,100,100100,200100,969222037,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,480,480,0.73148113489151,0.0099362079054117,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.12978196144104,101,100101,200101,478642035,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7267060279846191,0.012244607321918,0.1,6.378879538497859e-05,,,,,ME-DOL-ZO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}",,12.0,0.0002209708691207,0.3
