method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,small_batch,large_batch,restart_period,restart_mixing_rounds,candidate_id,candidate_parameters,batch_size,epoch_length,domain_radius,theory_multiplier
DGFM+,DGFM+,192,192,8,x_bar,13.911096334457396,101,100101,200101,845318908,szo,63488,63488,7936,"[7936, 7936, 7936, 7936, 7936, 7936, 7936, 7936]",40960,400,400,0.7267749309539795,0.0115642081946134,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,240,240,8,x_bar,17.367552518844604,101,100101,200101,845318908,szo,79360,79360,9920,"[9920, 9920, 9920, 9920, 9920, 9920, 9920, 9920]",49152,500,500,0.7267744541168213,0.010583589784801,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,288,288,8,x_bar,20.82521247863769,101,100101,200101,845318908,szo,95232,95232,11904,"[11904, 11904, 11904, 11904, 11904, 11904, 11904, 11904]",57344,600,600,0.7267727851867676,0.011968214996159,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,336,336,8,x_bar,24.31805658340454,101,100101,200101,845318908,szo,111104,111104,13888,"[13888, 13888, 13888, 13888, 13888, 13888, 13888, 13888]",65536,700,700,0.7267734408378601,0.0107834879308938,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,384,384,8,x_bar,27.815597534179688,101,100101,200101,845318908,szo,126976,126976,15872,"[15872, 15872, 15872, 15872, 15872, 15872, 15872, 15872]",73728,800,800,0.7267836928367615,0.0109572252258658,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,432,432,8,x_bar,31.276700019836422,101,100101,200101,845318908,szo,142848,142848,17856,"[17856, 17856, 17856, 17856, 17856, 17856, 17856, 17856]",81920,900,900,0.7267959713935852,0.0115647763013839,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,480,480,8,x_bar,34.77714991569519,101,100101,200101,845318908,szo,158720,158720,19840,"[19840, 19840, 19840, 19840, 19840, 19840, 19840, 19840]",90112,1000,1000,0.7268092036247253,0.0103706670925021,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2812600135803222,100,100100,200100,1225827990,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,4,4,0.7314557433128357,0.0098437778651714,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,48,48,8,x_bar,3.0824873447418213,100,100100,200100,1225827990,szo,13824,13824,1728,"[1728, 1728, 1728, 1728, 1728, 1728, 1728, 1728]",16384,100,100,0.7315212488174438,0.0113385915756225,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,96,96,8,x_bar,6.118496894836426,100,100100,200100,1225827990,szo,27648,27648,3456,"[3456, 3456, 3456, 3456, 3456, 3456, 3456, 3456]",24576,200,200,0.7315481305122375,0.0108960904181003,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,144,144,8,x_bar,9.150238752365112,100,100100,200100,1225827990,szo,41472,41472,5184,"[5184, 5184, 5184, 5184, 5184, 5184, 5184, 5184]",32768,300,300,0.7315659523010254,0.0099807307124137,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,192,192,8,x_bar,12.220606088638306,100,100100,200100,1225827990,szo,55296,55296,6912,"[6912, 6912, 6912, 6912, 6912, 6912, 6912, 6912]",40960,400,400,0.7315952181816101,0.0110246380791068,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,240,240,8,x_bar,15.292535781860352,100,100100,200100,1225827990,szo,69120,69120,8640,"[8640, 8640, 8640, 8640, 8640, 8640, 8640, 8640]",49152,500,500,0.7316074371337891,0.0105657009407877,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,288,288,8,x_bar,18.396798610687256,100,100100,200100,1225827990,szo,82944,82944,10368,"[10368, 10368, 10368, 10368, 10368, 10368, 10368, 10368]",57344,600,600,0.7316206097602844,0.0102775832638144,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,336,336,8,x_bar,21.44703221321106,100,100100,200100,1225827990,szo,96768,96768,12096,"[12096, 12096, 12096, 12096, 12096, 12096, 12096, 12096]",65536,700,700,0.7316502332687378,0.0111489035189151,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,384,384,8,x_bar,24.462286233901978,100,100100,200100,1225827990,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",73728,800,800,0.7316602468490601,0.0106621868908405,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,432,432,8,x_bar,27.52541208267212,100,100100,200100,1225827990,szo,124416,124416,15552,"[15552, 15552, 15552, 15552, 15552, 15552, 15552, 15552]",81920,900,900,0.731669008731842,0.0102936811745166,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,480,480,8,x_bar,30.559248447418213,100,100100,200100,1225827990,szo,138240,138240,17280,"[17280, 17280, 17280, 17280, 17280, 17280, 17280, 17280]",90112,1000,1000,0.7316809892654419,0.0103827491402626,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2776470184326172,101,100101,200101,845318908,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,4,4,0.7267057299613953,0.0103715909644961,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,48,48,8,x_bar,3.0874886512756348,101,100101,200101,845318908,szo,13824,13824,1728,"[1728, 1728, 1728, 1728, 1728, 1728, 1728, 1728]",16384,100,100,0.7267658114433289,0.0101844975724816,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,96,96,8,x_bar,6.076284646987915,101,100101,200101,845318908,szo,27648,27648,3456,"[3456, 3456, 3456, 3456, 3456, 3456, 3456, 3456]",24576,200,200,0.726781964302063,0.0111995916813611,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,144,144,8,x_bar,9.064385652542114,101,100101,200101,845318908,szo,41472,41472,5184,"[5184, 5184, 5184, 5184, 5184, 5184, 5184, 5184]",32768,300,300,0.7267966866493225,0.0118558127433061,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,192,192,8,x_bar,12.06398344039917,101,100101,200101,845318908,szo,55296,55296,6912,"[6912, 6912, 6912, 6912, 6912, 6912, 6912, 6912]",40960,400,400,0.7268169522285461,0.0115396175533533,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,240,240,8,x_bar,15.08712124824524,101,100101,200101,845318908,szo,69120,69120,8640,"[8640, 8640, 8640, 8640, 8640, 8640, 8640, 8640]",49152,500,500,0.7268299460411072,0.0107603007927536,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,288,288,8,x_bar,18.206358671188354,101,100101,200101,845318908,szo,82944,82944,10368,"[10368, 10368, 10368, 10368, 10368, 10368, 10368, 10368]",57344,600,600,0.7268337607383728,0.0122598335146904,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,336,336,8,x_bar,21.30672812461853,101,100101,200101,845318908,szo,96768,96768,12096,"[12096, 12096, 12096, 12096, 12096, 12096, 12096, 12096]",65536,700,700,0.7268351912498474,0.0107298269867897,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,384,384,8,x_bar,24.342064142227173,101,100101,200101,845318908,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",73728,800,800,0.726844072341919,0.0109467832371592,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,432,432,8,x_bar,27.398884534835812,101,100101,200101,845318908,szo,124416,124416,15552,"[15552, 15552, 15552, 15552, 15552, 15552, 15552, 15552]",81920,900,900,0.7268573045730591,0.0114736463874578,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,480,480,8,x_bar,30.43824863433838,101,100101,200101,845318908,szo,138240,138240,17280,"[17280, 17280, 17280, 17280, 17280, 17280, 17280, 17280]",90112,1000,1000,0.7268749475479126,0.0102747026830911,0.1,0.001,8.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2871997356414795,100,100100,200100,1225827990,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,4,4,0.7314557433128357,0.0098437778651714,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.560063600540161,100,100100,200100,1225827990,szo,25600,25600,3200,"[3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200]",16384,100,100,0.7315212488174438,0.0113429361954331,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,11.142033815383911,100,100100,200100,1225827990,szo,51200,51200,6400,"[6400, 6400, 6400, 6400, 6400, 6400, 6400, 6400]",24576,200,200,0.7315481305122375,0.0108961025252938,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,16.626033544540405,100,100100,200100,1225827990,szo,76800,76800,9600,"[9600, 9600, 9600, 9600, 9600, 9600, 9600, 9600]",32768,300,300,0.7315659523010254,0.0099807251244783,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.13780117034912,100,100100,200100,1225827990,szo,102400,102400,12800,"[12800, 12800, 12800, 12800, 12800, 12800, 12800, 12800]",40960,400,400,0.7315952181816101,0.0110246399417519,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,27.63975715637207,100,100100,200100,1225827990,szo,128000,128000,16000,"[16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000]",49152,500,500,0.7316073775291443,0.0105656795203685,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,33.104387521743774,100,100100,200100,1225827990,szo,153600,153600,19200,"[19200, 19200, 19200, 19200, 19200, 19200, 19200, 19200]",57344,600,600,0.731620728969574,0.0102775627747178,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,38.55845856666565,100,100100,200100,1225827990,szo,179200,179200,22400,"[22400, 22400, 22400, 22400, 22400, 22400, 22400, 22400]",65536,700,700,0.731650173664093,0.0111488914117217,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,44.01842665672302,100,100100,200100,1225827990,szo,204800,204800,25600,"[25600, 25600, 25600, 25600, 25600, 25600, 25600, 25600]",73728,800,800,0.7316602468490601,0.0106618870049715,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,49.47609257698059,100,100100,200100,1225827990,szo,230400,230400,28800,"[28800, 28800, 28800, 28800, 28800, 28800, 28800, 28800]",81920,900,900,0.7316690683364868,0.0102876871824264,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,55.01920819282532,100,100100,200100,1225827990,szo,256000,256000,32000,"[32000, 32000, 32000, 32000, 32000, 32000, 32000, 32000]",90112,1000,1000,0.7316810488700867,0.0103833125904202,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2734999656677246,101,100101,200101,845318908,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,4,4,0.7267057299613953,0.0103715909644961,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.490564346313477,101,100101,200101,845318908,szo,25600,25600,3200,"[3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200]",16384,100,100,0.7267658114433289,0.0101841278374195,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,10.95966124534607,101,100101,200101,845318908,szo,51200,51200,6400,"[6400, 6400, 6400, 6400, 6400, 6400, 6400, 6400]",24576,200,200,0.7267819046974182,0.0112004969269037,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,16.598881006240845,101,100101,200101,845318908,szo,76800,76800,9600,"[9600, 9600, 9600, 9600, 9600, 9600, 9600, 9600]",32768,300,300,0.726796567440033,0.0118527580052614,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.053155183792114,101,100101,200101,845318908,szo,102400,102400,12800,"[12800, 12800, 12800, 12800, 12800, 12800, 12800, 12800]",40960,400,400,0.7268168926239014,0.0115396538749337,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,27.510180950164795,101,100101,200101,845318908,szo,128000,128000,16000,"[16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000]",49152,500,500,0.7268298864364624,0.0107603427022695,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,32.98719596862793,101,100101,200101,845318908,szo,153600,153600,19200,"[19200, 19200, 19200, 19200, 19200, 19200, 19200, 19200]",57344,600,600,0.7268336415290833,0.0122667392715811,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,38.469913482666016,101,100101,200101,845318908,szo,179200,179200,22400,"[22400, 22400, 22400, 22400, 22400, 22400, 22400, 22400]",65536,700,700,0.7268351912498474,0.0107294470071792,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,44.000924825668335,101,100101,200101,845318908,szo,204800,204800,25600,"[25600, 25600, 25600, 25600, 25600, 25600, 25600, 25600]",73728,800,800,0.7268440127372742,0.010946799069643,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,49.54563283920288,101,100101,200101,845318908,szo,230400,230400,28800,"[28800, 28800, 28800, 28800, 28800, 28800, 28800, 28800]",81920,900,900,0.7268572449684143,0.0114714242517948,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,55.10217547416687,101,100101,200101,845318908,szo,256000,256000,32000,"[32000, 32000, 32000, 32000, 32000, 32000, 32000, 32000]",90112,1000,1000,0.7268749475479126,0.0102747287601232,0.1,0.001,16.0,64.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2736153602600097,100,100100,200100,1225827990,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.7314557433128357,0.0098437778651714,0.1,0.001,16.0,64.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.518816709518433,100,100100,200100,1225827990,szo,25088,25088,3136,"[3136, 3136, 3136, 3136, 3136, 3136, 3136, 3136]",16384,96,96,0.7315528392791748,0.0113279819488525,0.1,0.001,16.0,64.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,10.933256149291992,100,100100,200100,1225827990,szo,50176,50176,6272,"[6272, 6272, 6272, 6272, 6272, 6272, 6272, 6272]",24576,192,192,0.7315844893455505,0.0109890941530466,0.1,0.001,16.0,64.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
