method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,10.383396863937378,5,100005,200005,1976000430,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3819848299026489,0.0166003964841365,0.002,0.8364915251731873,0.8389533758163452,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,15.495555639266968,5,100005,200005,1976000430,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3826498389244079,0.0121899303048849,0.002,0.8352323174476624,0.8395676016807556,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,20.877344131469727,5,100005,200005,1976000430,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3796086013317108,0.0162874199450016,0.002,0.8374435901641846,0.8421472907066345,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,26.07585096359253,5,100005,200005,1976000430,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3771204054355621,0.011006761342287,0.002,0.8361536860466003,0.8419016003608704,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,31.681903839111328,5,100005,200005,1976000430,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.377109169960022,0.024688933044672,0.002,0.8383035063743591,0.8418402075767517,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,37.09949016571045,5,100005,200005,1976000430,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3808819055557251,0.0180043131113052,0.002,0.8380270600318909,0.8379706144332886,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,42.56650352478027,5,100005,200005,1976000430,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3745463490486145,0.0183606911450624,0.002,0.8384877443313599,0.8430072069168091,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,47.97039866447449,5,100005,200005,1976000430,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3779840767383575,0.0171427652239799,0.002,0.8379042148590088,0.84128737449646,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,53.89961767196655,5,100005,200005,1976000430,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3760477006435394,0.0075365439988672,0.002,0.8389177322387695,0.8417787551879883,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,0,0,,8,x0_exact,,,,,,,0.0,6,100006,200006,2107195894,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.36373570561408997,0.002,0.24080955982208252,0.23622627556324005,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.002,0.002,0.001,,0.5,,0.2760133743286133,6,100006,200006,2107195894,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9297077059745787,0.3637357056140899,0.002,0.7587912082672119,0.76297527551651,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,384,384,,8,x_bar,0.002,0.002,0.001,,0.5,,5.174888372421265,6,100006,200006,2107195894,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.4159097671508789,0.0247310660779476,0.002,0.8196001648902893,0.8233523964881897,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,9.796135425567629,6,100006,200006,2107195894,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3768984377384186,0.0130385421216487,0.002,0.8360001444816589,0.8390762209892273,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,14.675457954406738,6,100006,200006,2107195894,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3833744823932647,0.0240299832075834,0.002,0.8347716331481934,0.840181827545166,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,19.470473766326904,6,100006,200006,2107195894,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3789528310298919,0.017817061394453,0.002,0.8367372155189514,0.8425158262252808,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,24.27239227294922,6,100006,200006,2107195894,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3761469721794128,0.0163355711847543,0.002,0.8374128341674805,0.8430685997009277,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,28.987185955047607,6,100006,200006,2107195894,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3746966421604156,0.0147898197174072,0.002,0.8389791250228882,0.8417787551879883,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,34.27875852584839,6,100006,200006,2107195894,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3772595226764679,0.0142907295376062,0.002,0.838057816028595,0.8433757424354553,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,39.4779155254364,6,100006,200006,2107195894,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3844074606895447,0.0132098132744431,0.002,0.8372285962104797,0.8420244455337524,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,44.5690860748291,6,100006,200006,2107195894,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.379070907831192,0.0130392480641603,0.002,0.8380885124206543,0.843559980392456,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,49.9963915348053,6,100006,200006,2107195894,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3767834007740021,0.0116485059261322,0.002,0.8398083448410034,0.8460168242454529,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,0,0,,8,x0_exact,,,,,,,0.0,7,100007,200007,1364551163,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3529757559299469,0.002,0.24080955982208252,0.23622627556324005,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.002,0.002,0.001,,0.5,,0.2037312984466552,7,100007,200007,1364551163,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.924769401550293,0.3529757559299469,0.002,0.7573784589767456,0.7614397406578064,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,384,384,,8,x_bar,0.002,0.002,0.001,,0.5,,7.504863977432251,7,100007,200007,1364551163,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.402153342962265,0.022951541468501,0.002,0.8290286064147949,0.8315213918685913,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,12.803042888641356,7,100007,200007,1364551163,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3743820190429687,0.0127419233322143,0.002,0.8397469520568848,0.8452797532081604,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,18.004456520080566,7,100007,200007,1364551163,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3728797137737274,0.019369876012206,0.002,0.8394091129302979,0.8434985280036926,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,23.38713788986206,7,100007,200007,1364551163,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3816514611244201,0.0355930291116237,0.002,0.8345566987991333,0.8396904468536377,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,28.475935697555546,7,100007,200007,1364551163,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3748086094856262,0.0211435128003358,0.002,0.8397161960601807,0.8420244455337524,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,33.47016978263855,7,100007,200007,1364551163,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3719731271266937,0.0145453475415706,0.002,0.8409754037857056,0.8434985280036926,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,38.46826553344727,7,100007,200007,1364551163,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3722589612007141,0.0130917243659496,0.002,0.840115487575531,0.8425158262252808,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,43.60739636421204,7,100007,200007,1364551163,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3691336214542389,0.0126088568940758,0.002,0.8433402180671692,0.8449112176895142,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,48.79520201683045,7,100007,200007,1364551163,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3743042051792145,0.0306607130914926,0.002,0.8410061001777649,0.8446041345596313,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,54.09883832931519,7,100007,200007,1364551163,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3727771043777466,0.0104015544056892,0.002,0.8423267006874084,0.8439285159111023,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,0,0,,8,x0_exact,,,,,,,0.0,8,100008,200008,89558907,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3570674657821655,0.002,0.24080955982208252,0.23622627556324005,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.002,0.002,0.001,,0.5,,0.2920901775360107,8,100008,200008,89558907,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9572778344154358,0.3570674657821655,0.002,0.7628450989723206,0.7672133445739746,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,384,384,,8,x_bar,0.002,0.002,0.001,,0.5,,4.99082088470459,8,100008,200008,89558907,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.3932571411132812,0.0343982353806495,0.002,0.8258960247039795,0.828327476978302,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,9.394054651260376,8,100008,200008,89558907,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3841697871685028,0.0144042214378714,0.002,0.834280252456665,0.835329532623291,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,14.088531970977783,8,100008,200008,89558907,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3771186470985412,0.017612487077713,0.002,0.8374742865562439,0.840181827545166,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,18.679770469665527,8,100008,200008,89558907,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3763316571712494,0.0346792563796043,0.002,0.8372285962104797,0.8387691378593445,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,23.374979257583615,8,100008,200008,89558907,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3724556565284729,0.0097330827265977,0.002,0.8399619460105896,0.8416559100151062,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,28.075725317001343,8,100008,200008,89558907,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3732805252075195,0.0163607969880104,0.002,0.8401461839675903,0.8419016003608704,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,32.67924618721008,8,100008,200008,89558907,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3758346140384674,0.0131712611764669,0.002,0.8398391008377075,0.8450340628623962,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,37.391088008880615,8,100008,200008,89558907,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3723589479923248,0.0175974834710359,0.002,0.8410675525665283,0.8449112176895142,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,42.094826221466064,8,100008,200008,89558907,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3746146857738495,0.0102579072117805,0.002,0.8391327261924744,0.8431914448738098,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,46.90040683746338,8,100008,200008,89558907,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3755195736885071,0.0235994197428226,0.002,0.8399926424026489,0.843559980392456,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,0,0,,8,x0_exact,,,,,,,0.0,9,100009,200009,1151502582,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.35547125339508057,0.002,0.24080955982208252,0.23622627556324005,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.002,0.002,0.001,,0.5,,0.2944326400756836,9,100009,200009,1151502582,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9375360012054444,0.3554712533950805,0.002,0.7593439817428589,0.763528048992157,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,384,384,,8,x_bar,0.002,0.002,0.001,,0.5,,5.088968753814697,9,100009,200009,1151502582,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.4158767759799957,0.0398692488670349,0.002,0.8260188698768616,0.8303543925285339,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,9.710907936096191,9,100009,200009,1151502582,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3837352097034454,0.0337491184473037,0.002,0.834740936756134,0.8377249836921692,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,14.494245052337646,9,100009,200009,1151502582,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3826355338096618,0.0152357770130038,0.002,0.8334817886352539,0.8370493054389954,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,19.003071069717407,9,100009,200009,1151502582,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3739141523838043,0.0140997925773262,0.002,0.8387027382850647,0.8400589823722839,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,23.60041642189026,9,100009,200009,1151502582,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3752544820308685,0.0193509124219417,0.002,0.8375664353370667,0.8395676016807556,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,28.21715331077576,9,100009,200009,1151502582,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3774519562721252,0.0229054763913154,0.002,0.8386105895042419,0.8393219113349915,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,32.80763268470764,9,100009,200009,1151502582,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.371383398771286,0.0107162371277809,0.002,0.8389484286308289,0.8455254435539246,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,37.421419858932495,9,100009,200009,1151502582,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3771653175354004,0.0150806214660406,0.002,0.8378735184669495,0.8401203751564026,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,42.01186180114746,9,100009,200009,1151502582,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3795069754123688,0.0311780329793691,0.002,0.8388562798500061,0.8442970514297485,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,46.70157504081726,9,100009,200009,1151502582,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3716666996479034,0.0179111342877149,0.002,0.8413746356964111,0.848289430141449,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,0,0,,8,x0_exact,,,,,,,0.0,10,100010,200010,1386140980,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3605231046676636,0.002,0.24080955982208252,0.23622627556324005,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.002,0.002,0.001,,0.5,,0.2960107326507568,10,100010,200010,1386140980,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9452054500579834,0.3605231046676636,0.002,0.757992684841156,0.7622995972633362,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,384,384,,8,x_bar,0.002,0.002,0.001,,0.5,,5.189761400222778,10,100010,200010,1386140980,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.4007728099822998,0.0418854467570781,0.002,0.8316083550453186,0.8369879126548767,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,9.590936660766602,10,100010,200010,1386140980,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3785499334335327,0.0201462041586637,0.002,0.8372899889945984,0.8417787551879883,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,14.270487070083618,10,100010,200010,1386140980,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3789146244525909,0.016151076182723,0.002,0.838180661201477,0.8403660655021667,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,18.870904445648197,10,100010,200010,1386140980,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3773212730884552,0.0113293705508112,0.002,0.837597131729126,0.8404275178909302,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
