formal_config_id,method,formal_seed,worker_count,parameters,iteration,depth,total_work,per_worker_work,eval_work,training_time,communication_time,evaluation_time,objective,stat_proxy
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",888,888,7104,888,155648,26.35341005027294,2.807975262403488,0.8300559222698212,0.7328618168830872,0.009344745427370071
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",936,936,7488,936,163840,27.78838822245598,2.9747637659311295,0.8755206614732742,0.7328643798828125,0.009373115375638008
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",984,984,7872,984,172032,29.233008563518524,3.1097487062215805,0.9236867278814316,0.7328391075134277,0.009042649529874325
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1032,1032,8256,1032,180224,30.653725668787956,3.2398930490016937,0.9665548354387283,0.7328205704689026,0.008985385298728943
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1080,1080,8640,1080,188416,32.01811257004738,3.3994259387254715,1.0175544917583466,0.7328134775161743,0.00893914420157671
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1128,1128,9024,1128,196608,33.42668342590332,3.5457910299301147,1.058627411723137,0.7328165173530579,0.008857883512973785
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1176,1176,9408,1176,204800,34.781199127435684,3.6946014910936356,1.0977126359939575,0.7328301668167114,0.008812645450234413
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1224,1224,9792,1224,212992,36.140416875481606,3.866297408938408,1.150208905339241,0.7328333258628845,0.008892335928976536
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1272,1272,10176,1272,221184,37.622504234313965,4.032749488949776,1.1996880769729614,0.7328310012817383,0.008672649040818214
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1320,1320,10560,1320,229376,39.00041081011295,4.18648199737072,1.2531872391700745,0.7328307628631592,0.008701076731085777
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1368,1368,10944,1368,237568,40.40937066078186,4.335211470723152,1.298119530081749,0.7328291535377502,0.00863356702029705
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1416,1416,11328,1416,245760,41.91542689502239,4.4970689713954926,1.337935745716095,0.7328162789344788,0.008677227422595024
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1464,1464,11712,1464,253952,43.343788743019104,4.650871887803078,1.390808567404747,0.7328202724456787,0.008557536639273167
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1512,1512,12096,1512,262144,44.7618291079998,4.8078078627586365,1.4295958578586578,0.7328222393989563,0.008582809008657932
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1560,1560,12480,1560,270336,46.04635062813759,4.960361763834953,1.4727160930633545,0.7328076958656311,0.008688408881425858
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1608,1608,12864,1608,278528,58.941402554512024,5.346018388867378,1.527641385793686,0.7327890396118164,0.008436095900833607
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1656,1656,13248,1656,286720,70.69448064267635,5.67756225168705,1.9269881695508957,0.7327861189842224,0.008492573164403439
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1704,1704,13632,1704,294912,73.665432959795,5.881727516651154,1.9842397570610046,0.7327718734741211,0.008251220919191837
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1752,1752,14016,1752,303104,103.98507994413376,6.416361838579178,2.153479442000389,0.7327666282653809,0.008290749974548817
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1800,1800,14400,1800,311296,112.56418788433075,6.619204491376877,2.19707290828228,0.7327460050582886,0.008159732446074486
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1848,1848,14784,1848,319488,114.29113993048668,6.7646093517541885,2.24960033595562,0.7327401041984558,0.008067771792411804
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1896,1896,15168,1896,327680,116.1684987694025,6.93672202527523,2.297148495912552,0.7327209711074829,0.008078466169536114
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1944,1944,15552,1944,335872,118.07081635296345,7.099665746092796,2.346119835972786,0.7327195405960083,0.008157667703926563
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1992,1992,15936,1992,344064,119.59674552083015,7.2523249834775925,2.3873609453439713,0.7327181696891785,0.00821643602102995
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2040,2040,16320,2040,352256,121.93028512597084,7.430275842547417,2.43922883272171,0.7327125072479248,0.0081750163808465
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2088,2088,16704,2088,360448,124.53813244402409,7.604885116219521,2.487344339489937,0.7327080368995667,0.008189198561012745
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2136,2136,17088,2136,368640,127.02490776777267,7.800615906715393,2.55402809381485,0.7327103614807129,0.00821155495941639
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2184,2184,17472,2184,376832,129.7409032136202,7.966978564858437,2.611317351460457,0.73270583152771,0.008150076493620872
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2232,2232,17856,2232,385024,132.52756893634796,8.133557617664337,2.669409602880478,0.7327151298522949,0.008209768682718277
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2280,2280,18240,2280,393216,135.37688548862934,8.28010219335556,2.738285154104233,0.7326996326446533,0.008196098729968071
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2328,2328,18624,2328,401408,138.3697074353695,8.473930358886719,2.8009517043828964,0.7326887249946594,0.008178898133337498
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2376,2376,19008,2376,409600,141.2267239242792,8.641791328787804,2.8595030307769775,0.7326696515083313,0.008090921677649021
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2424,2424,19392,2424,417792,144.10127989947796,8.837741538882256,2.9242614805698395,0.7326727509498596,0.008161002770066261
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2472,2472,19776,2472,425984,146.75672371685505,9.046131938695908,2.9859992414712906,0.7326745390892029,0.008104518055915833
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2520,2520,20160,2520,434176,149.45948392152786,9.21563695371151,3.0476910024881363,0.7326717376708984,0.008290061727166176
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2568,2568,20544,2568,442368,152.21206709742546,9.423430994153023,3.117648735642433,0.7326555252075195,0.008327056653797626
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2616,2616,20928,2616,450560,155.00793533027172,9.634087353944778,3.1725087761878967,0.7326562404632568,0.008324229158461094
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2664,2664,21312,2664,458752,158.08157287538052,9.823863744735718,3.236030265688896,0.7326607704162598,0.008442684076726437
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2712,2712,21696,2712,466944,161.27367478609085,9.99653248488903,3.2933037281036377,0.7326429486274719,0.00840530451387167
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2760,2760,22080,2760,475136,164.21726320683956,10.189066246151924,3.353812873363495,0.7326334118843079,0.008223221637308598
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2808,2808,22464,2808,483328,167.03008742630482,10.384032011032104,3.4169385582208633,0.7326322793960571,0.008276822045445442
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2856,2856,22848,2856,491520,169.8870837688446,10.581466361880302,3.4714085161685944,0.7326321005821228,0.008229517377912998
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2904,2904,23232,2904,499712,172.65853475034237,10.786481276154518,3.5213936269283295,0.7326311469078064,0.008226364850997925
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2952,2952,23616,2952,507904,175.39719907939434,10.973181426525116,3.5772399306297302,0.7326488494873047,0.008436853997409344
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3000,3000,24000,3000,516096,178.190991461277,11.185102462768555,3.6447956562042236,0.7326486706733704,0.008539509028196335
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3048,3048,24384,3048,524288,181.03740313649178,11.388200595974922,3.695635586977005,0.7326380014419556,0.008407480083405972
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3096,3096,24768,3096,532480,183.87049293518066,11.606246769428253,3.745715156197548,0.732611894607544,0.008433939889073372
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3144,3144,25152,3144,540672,186.79973819851875,11.785496309399605,3.806470662355423,0.7326014041900635,0.008349339477717876
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3192,3192,25536,3192,548864,189.67734497785568,11.95486056804657,3.8640343993902206,0.7326112389564514,0.008312963880598545
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3240,3240,25920,3240,557056,192.3379030227661,12.140513479709625,3.9198634326457977,0.7326019406318665,0.008218403905630112
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3288,3288,26304,3288,565248,194.8084298968315,12.29277728497982,3.9745882749557495,0.7326052784919739,0.008387873880565166
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3336,3336,26688,3336,573440,197.47063782811165,12.494004040956497,4.035420641303062,0.7325983047485352,0.008481435477733612
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3384,3384,27072,3384,581632,200.19710271060467,12.669701337814331,4.092867583036423,0.732570230960846,0.008272121660411358
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3432,3432,27456,3432,589824,203.01627537608147,12.85052439570427,4.155318230390549,0.7325592041015625,0.008281699381768703
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3480,3480,27840,3480,598016,205.72622826695442,13.028409227728844,4.20472414791584,0.7325470447540283,0.008297203108668327
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3528,3528,28224,3528,606208,208.97090837359428,13.22353482246399,4.275339379906654,0.7325570583343506,0.00826987437903881
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3576,3576,28608,3576,614400,213.4674329161644,13.424392268061638,4.357031852006912,0.7325738668441772,0.008297005668282509
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3624,3624,28992,3624,622592,217.0774627327919,13.643614813685417,4.424386143684387,0.7325783371925354,0.008227747865021229
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3672,3672,29376,3672,630784,221.03222362697124,13.806943908333778,4.498110115528107,0.732566237449646,0.007967728190124035
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3720,3720,29760,3720,638976,224.83710259199142,13.982065364718437,4.561512157320976,0.7325655221939087,0.00795733742415905
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3768,3768,30144,3768,647168,227.9011443555355,14.155295982956886,4.616171911358833,0.7325541377067566,0.00788616482168436
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3816,3816,30528,3816,655360,230.77237229049206,14.32307642698288,4.678014814853668,0.732535183429718,0.00781973171979189
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,1,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3840,3840,30720,3840,663552,232.16990068554878,14.406125500798225,4.735996186733246,0.7325319647789001,0.007832998409867287
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",24,24,192,24,8192,1.760468527674675,0.10534456372261047,0.06812289357185364,0.7267434597015381,0.010020313784480095
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",72,72,576,72,16384,5.644877329468727,0.2769424617290497,0.14040839672088623,0.7268214225769043,0.009880708530545235
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",120,120,960,120,24576,8.542695000767708,0.4140435755252838,0.20171105861663818,0.7268343567848206,0.00986876618117094
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",168,168,1344,168,32768,11.717826843261719,0.5504008084535599,0.2515413761138916,0.7268429398536682,0.009644703939557076
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",216,216,1728,216,40960,14.648779585957527,0.7021637260913849,0.30453844368457794,0.7268580794334412,0.00970988254994154
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",264,264,2112,264,49152,17.336399540305138,0.875900074839592,0.3578620105981827,0.726870596408844,0.009682555682957172
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",312,312,2496,312,57344,19.054000735282898,1.01382876932621,0.40367749333381653,0.7268661856651306,0.00942682009190321
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",360,360,2880,360,65536,21.365998029708862,1.159627079963684,0.4464974105358124,0.7268571257591248,0.009221573360264301
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",408,408,3264,408,73728,22.961241245269775,1.300808921456337,0.4876919835805893,0.7268657684326172,0.009085536003112793
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",456,456,3648,456,81920,24.53428342938423,1.4501084983348846,0.5395069271326065,0.7268657684326172,0.00907875970005989
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",504,504,4032,504,90112,26.032667860388756,1.5746629238128662,0.586227223277092,0.7268686294555664,0.009118824265897274
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",552,552,4416,552,98304,27.53008235991001,1.7065534889698029,0.6269860416650772,0.7268780469894409,0.009120168164372444
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",600,600,4800,600,106496,29.69162718951702,1.8622430711984634,0.6953308135271072,0.7268692851066589,0.009137840010225773
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",648,648,5184,648,114688,32.69257614016533,2.0261747241020203,0.7503964155912399,0.7268766164779663,0.009000473655760288
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",696,696,5568,696,122880,34.49052466452122,2.157018169760704,0.792147234082222,0.7268821001052856,0.008880243636667728
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",744,744,5952,744,131072,36.005828499794006,2.327142521739006,0.8406948000192642,0.7268839478492737,0.008784891106188297
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",792,792,6336,792,139264,37.537189707159996,2.465410500764847,0.8921074569225311,0.726888120174408,0.008872140198946
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",840,840,6720,840,147456,38.9604597389698,2.617773175239563,0.9378238320350647,0.7268929481506348,0.008926980197429657
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",888,888,7104,888,155648,40.45592254400253,2.7684952467679977,0.982488140463829,0.7269027233123779,0.008963551372289658
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",936,936,7488,936,163840,41.971371084451675,2.929146870970726,1.0261761844158173,0.7269138693809509,0.009040052071213722
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",984,984,7872,984,172032,43.349203035235405,3.0665099918842316,1.0761880427598953,0.7269185185432434,0.0090266028419137
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1032,1032,8256,1032,180224,44.78611142933369,3.21010123193264,1.120843917131424,0.7269110679626465,0.009068572893738747
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1080,1080,8640,1080,188416,46.18729719519615,3.344819724559784,1.1627601087093353,0.7269142866134644,0.009155570529401302
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1128,1128,9024,1128,196608,47.58257885277271,3.4748557806015015,1.2119939178228378,0.726915180683136,0.009092450141906738
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1176,1176,9408,1176,204800,48.995869651436806,3.607045501470566,1.2640012204647064,0.7269065380096436,0.009014599025249481
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1224,1224,9792,1224,212992,50.44124713540077,3.743616744875908,1.303257942199707,0.7269203662872314,0.008961791172623634
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1272,1272,10176,1272,221184,51.86016257107258,3.8690643310546875,1.3478919565677643,0.7269370555877686,0.008866122923791409
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,2,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1320,1320,10560,1320,229376,53.316043987870216,3.998017281293869,1.4004766643047333,0.7269455194473267,0.008786036632955074
