formal_config_id,method,formal_seed,worker_count,parameters,iteration,depth,total_work,per_worker_work,eval_work,training_time,communication_time,evaluation_time,objective,stat_proxy
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2328,2328,18624,2328,401408,62.996940076351166,6.672619134187698,2.0442389398813248,0.7205091714859009,0.008789975196123123
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2376,2376,19008,2376,409600,64.31413798034191,6.8074855506420135,2.084405019879341,0.7204903960227966,0.00871759932488203
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2424,2424,19392,2424,417792,65.52458453178406,6.941008061170578,2.1260230094194412,0.7204792499542236,0.008615587837994099
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2472,2472,19776,2472,425984,66.71680974960327,7.079308211803436,2.1649788320064545,0.7204769849777222,0.008585912175476551
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2520,2520,20160,2520,434176,67.89561718702316,7.207782551646233,2.206877827644348,0.7204704284667969,0.008726588450372219
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2568,2568,20544,2568,442368,69.07791465520859,7.342319741845131,2.2478509694337845,0.7204722762107849,0.00877084769308567
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2616,2616,20928,2616,450560,70.28754699230194,7.47548471391201,2.2893285900354385,0.7204632759094238,0.008703157305717468
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2664,2664,21312,2664,458752,71.57986730337143,7.606908559799194,2.328971639275551,0.7204636335372925,0.008829407393932343
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2712,2712,21696,2712,466944,72.75125150382519,7.723058834671974,2.369918569922447,0.7204657793045044,0.008788171224296093
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2760,2760,22080,2760,475136,74.0072864741087,7.855379223823547,2.4173552691936493,0.7204610109329224,0.008665621280670166
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2808,2808,22464,2808,483328,75.28444366157055,7.986073732376099,2.4583179354667664,0.7204410433769226,0.008597723208367825
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2856,2856,22848,2856,491520,76.54784482717514,8.112417548894882,2.500258132815361,0.7204370498657227,0.008608262985944748
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2904,2904,23232,2904,499712,77.72580428421497,8.244048237800598,2.541881114244461,0.7204467058181763,0.008662440814077854
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",2952,2952,23616,2952,507904,78.98055060207844,8.374719798564911,2.5806543827056885,0.7204486727714539,0.008651790209114552
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3000,3000,24000,3000,516096,80.304912135005,8.507239997386932,2.6210744380950928,0.7204465270042419,0.008577406406402588
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3048,3048,24384,3048,524288,81.52218124270439,8.618235260248184,2.661131128668785,0.7204428315162659,0.008607459254562855
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3096,3096,24768,3096,532480,82.76359282433987,8.753550291061401,2.705323562026024,0.720443069934845,0.008508791215717793
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3144,3144,25152,3144,540672,83.90250954031944,8.888896614313126,2.7454733103513718,0.7204480767250061,0.008657567203044891
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3192,3192,25536,3192,548864,85.13219431042671,9.0271255671978,2.7898911833763123,0.7204535603523254,0.008668750524520874
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3240,3240,25920,3240,557056,86.38574813306332,9.14718022942543,2.852981522679329,0.7204481363296509,0.00868245866149664
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3288,3288,26304,3288,565248,87.57257318496704,9.27216324210167,2.8911010175943375,0.7204410433769226,0.008706958964467049
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3336,3336,26688,3336,573440,88.81740008294582,9.387712821364403,2.92977973818779,0.7204548120498657,0.008723288774490356
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3384,3384,27072,3384,581632,90.18235050141811,9.509495124220848,2.9709349423646927,0.7204480767250061,0.008563520386815071
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3432,3432,27456,3432,589824,91.46710705757141,9.640138685703278,3.012523129582405,0.7204447388648987,0.008518127724528313
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3480,3480,27840,3480,598016,92.72351104021072,9.764519318938255,3.0510512739419937,0.7204411029815674,0.008416267111897469
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3528,3528,28224,3528,606208,93.95510171353817,9.894565030932426,3.0923397094011307,0.7204340100288391,0.00844875629991293
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3576,3576,28608,3576,614400,95.31292568147182,10.016831547021866,3.1329696774482727,0.7204356789588928,0.00839877501130104
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3624,3624,28992,3624,622592,96.6737578958273,10.142640560865402,3.171852245926857,0.7204234004020691,0.008335947059094906
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3672,3672,29376,3672,630784,97.92733597755432,10.271801799535751,3.213181897997856,0.7204163074493408,0.008386448957026005
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3720,3720,29760,3720,638976,99.17668887972832,10.400307402014732,3.2597764134407043,0.7204139828681946,0.008402756415307522
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3768,3768,30144,3768,647168,100.44786502420902,10.536456421017647,3.304249197244644,0.7204136848449707,0.008405336178839207
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3816,3816,30528,3816,655360,101.70449031889439,10.680051296949387,3.3470124900341034,0.7204006314277649,0.00841539166867733
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0__rounds-3840__frozen-4192f5a77b5c,ME-DOL-FO,4,8,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",3840,3840,30720,3840,663552,102.32659009099007,10.747253134846687,3.3943452686071396,0.7203955054283142,0.008506285026669502
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",6,6,48,6,8192,0.43154090642929077,0.051782190799713135,0.04053960740566254,0.7177984118461609,0.010033338330686092
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",54,54,432,54,16384,1.6577043682336807,0.1850450038909912,0.08048918843269348,0.7179386615753174,0.009647752158343792
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",102,102,816,102,24576,2.9109166711568832,0.3125269263982773,0.12281504273414612,0.7179579734802246,0.009555971249938011
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",150,150,1200,150,32768,4.099122688174248,0.4360310584306717,0.16309978067874908,0.718004584312439,0.00973608996719122
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",198,198,1584,198,40960,5.395390719175339,0.5603770017623901,0.20249810814857483,0.7180227637290955,0.009745142422616482
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",246,246,1968,246,49152,6.701743081212044,0.6833165735006332,0.24340462684631348,0.7180197238922119,0.009489867836236954
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",294,294,2352,294,57344,8.001870185136795,0.8354010432958603,0.2878660261631012,0.7180149555206299,0.009332900866866112
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",342,342,2736,342,65536,9.262226670980453,0.9739713221788406,0.32619720697402954,0.718016505241394,0.00938600953668356
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",390,390,3120,390,73728,10.525607913732529,1.1129337400197983,0.3780342936515808,0.7179957628250122,0.009032695554196835
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",438,438,3504,438,81920,11.89774939417839,1.2571146488189697,0.4189942926168442,0.7179934978485107,0.008878328837454319
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",486,486,3888,486,90112,13.188129991292953,1.414266511797905,0.46014004945755005,0.7180132269859314,0.008791226893663406
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",534,534,4272,534,98304,14.462962463498116,1.5436443388462067,0.5002811104059219,0.7179865837097168,0.00859767571091652
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",582,582,4656,582,106496,15.654841959476471,1.6821501851081848,0.5374210774898529,0.7180250287055969,0.009004959836602211
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",630,630,5040,630,114688,16.932868540287018,1.815602496266365,0.5780492424964905,0.718022882938385,0.009145050309598446
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",678,678,5424,678,122880,18.159242749214172,1.963294804096222,0.6200913190841675,0.71799635887146,0.009018396027386189
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",726,726,5808,726,131072,19.362798377871513,2.1035178005695343,0.6619651168584824,0.7179659605026245,0.009024640545248985
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",774,774,6192,774,139264,20.656139492988586,2.2239890843629837,0.6994411498308182,0.7179796695709229,0.009022685699164867
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",822,822,6576,822,147456,21.97573408484459,2.3524658381938934,0.7523818165063858,0.7179632186889648,0.008906543254852295
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",870,870,6960,870,155648,23.257066160440445,2.506302371621132,0.7932197153568268,0.7179356217384338,0.008652454242110252
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",918,918,7344,918,163840,24.499747395515442,2.6348601579666138,0.8357335329055786,0.7179717421531677,0.008965018205344677
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",966,966,7728,966,172032,25.766031742095947,2.773066908121109,0.8762769103050232,0.7179698944091797,0.00897930096834898
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1014,1014,8112,1014,180224,27.00167727470398,2.91472952067852,0.9190284609794617,0.7179462313652039,0.008878832682967186
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1062,1062,8496,1062,188416,28.287519574165344,3.056794822216034,0.9643516540527344,0.7179585695266724,0.00890983734279871
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1110,1110,8880,1110,196608,29.53906087577343,3.189894661307335,1.009356826543808,0.7179401516914368,0.008645987138152122
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1158,1158,9264,1158,204800,30.794014915823936,3.3122439086437225,1.0471516251564026,0.7179343104362488,0.00850351806730032
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1206,1206,9648,1206,212992,31.96691456437111,3.451176792383194,1.091563418507576,0.7179021835327148,0.008278092369437218
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1254,1254,10032,1254,221184,33.29565292596817,3.5850141644477844,1.1316161304712296,0.7179203033447266,0.008442009799182415
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1302,1302,10416,1302,229376,34.56458416581154,3.711047723889351,1.1733303666114807,0.7179223895072937,0.00837045069783926
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1350,1350,10800,1350,237568,35.83133524656296,3.835056573152542,1.2128726094961166,0.7178921699523926,0.008198244497179985
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1398,1398,11184,1398,245760,37.072768956422806,3.965380907058716,1.2511402517557144,0.7178783416748047,0.008209818042814732
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1446,1446,11568,1446,253952,38.29900002479553,4.105512380599976,1.2933835238218307,0.7178808450698853,0.007990730926394463
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1494,1494,11952,1494,262144,39.58106088638306,4.255634143948555,1.3321059942245483,0.7178606390953064,0.008038721047341824
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1542,1542,12336,1542,270336,40.772087007761,4.3782122284173965,1.3733151406049728,0.7178785800933838,0.008034742437303066
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1590,1590,12720,1590,278528,42.000542625784874,4.512941271066666,1.415155604481697,0.7178979516029358,0.00808617565780878
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1638,1638,13104,1638,286720,43.23799255490303,4.629662707448006,1.4524686634540558,0.7179070115089417,0.00816430989652872
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1686,1686,13488,1686,294912,44.40713630616665,4.760518983006477,1.4917989522218704,0.7178720235824585,0.007985878735780716
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1734,1734,13872,1734,303104,45.606200367212296,4.891210004687309,1.5334181636571884,0.7178492546081543,0.007996976375579834
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1782,1782,14256,1782,311296,46.89099597930908,5.032990962266922,1.5721436142921448,0.7178585529327393,0.007997485809028149
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1830,1830,14640,1830,319488,48.1549534201622,5.174008414149284,1.6102956235408783,0.7178757786750793,0.008153891190886497
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1878,1878,15024,1878,327680,49.46131053566933,5.318926692008972,1.652274265885353,0.7178841829299927,0.008199724368751049
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,0,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1920,1920,15360,1920,335872,50.529128313064575,5.426912620663643,1.6906443685293198,0.7179004549980164,0.008232464082539082
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",6,6,48,6,8192,0.393706738948822,0.04139187932014465,0.04188910126686096,0.7328100800514221,0.010938777588307858
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",54,54,432,54,16384,1.6602651476860046,0.1819554567337036,0.08885557949542999,0.73294597864151,0.010557582601904869
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",102,102,816,102,24576,2.884980395436287,0.3033359795808792,0.12830469012260437,0.7329773902893066,0.010358531959354877
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",150,150,1200,150,32768,4.13760407269001,0.4473668336868286,0.1719217151403427,0.7329815626144409,0.010154947638511658
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",198,198,1584,198,40960,5.515627443790436,0.572608008980751,0.23408009111881256,0.732952892780304,0.009803703986108303
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",246,246,1968,246,49152,6.869885727763176,0.7010108977556229,0.2761422395706177,0.7329567670822144,0.00946742296218872
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",294,294,2352,294,57344,8.214148491621017,0.8242048472166061,0.32090620696544647,0.7329506874084473,0.009180407039821148
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",342,342,2736,342,65536,9.596491932868958,0.9697543829679489,0.36406877636909485,0.7329551577568054,0.008818874135613441
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",390,390,3120,390,73728,10.916186451911926,1.1146048605442047,0.4061334431171417,0.732976496219635,0.008628511801362038
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",438,438,3504,438,81920,12.372703045606613,1.252882719039917,0.4522315561771393,0.7329306602478027,0.008652002550661564
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",486,486,3888,486,90112,13.725160017609596,1.3868179321289062,0.509379118680954,0.7329353094100952,0.008609024807810783
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",534,534,4272,534,98304,15.15331868827343,1.5132369995117188,0.5504380613565445,0.732933521270752,0.00861906073987484
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",582,582,4656,582,106496,16.445507168769836,1.6518413871526718,0.5893736183643341,0.7329251170158386,0.008626384660601616
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",630,630,5040,630,114688,17.666252583265305,1.8036317825317383,0.6281558275222778,0.7329307198524475,0.00903548114001751
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",678,678,5424,678,122880,18.887974217534065,1.9270093739032745,0.6700742989778519,0.7328877449035645,0.008784501813352108
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",726,726,5808,726,131072,20.181690633296967,2.0641935020685196,0.7118601500988007,0.7328596115112305,0.00878644548356533
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",774,774,6192,774,139264,21.49066688120365,2.20400907099247,0.7491304725408554,0.7328857779502869,0.008887882344424725
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0__rounds-1920__frozen-753f0e310e01,ME-DOL-FO,1,8,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",822,822,6576,822,147456,22.783901259303093,2.3455705493688583,0.78762286901474,0.7328993082046509,0.009159451350569725
