dataset,method,objective_mean,objective_std,stat_proxy_mean,stat_proxy_std,train_accuracy_mean,train_accuracy_std,depth_mean,total_work_mean,seeds
a9a,NOG-ZO,0.4175543487071991,,0.02207021974027157,,0.7976413369178772,,7680.0,983040.0,1
ijcnn1,NOG-ZO,0.1918693482875824,,0.010353511199355125,,0.9040207862854004,,7680.0,983040.0,1
