method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier,candidate_id,candidate_parameters
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.1399221420288086,100,100100,200100,969222037,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7314600348472595,0.010266578756272793,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.4823458194732666,100,100100,200100,969222037,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7314897775650024,0.010613596998155117,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.803802490234375,100,100100,200100,969222037,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.7315018177032471,0.01082092896103859,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.1273295879364014,100,100100,200100,969222037,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7315075993537903,0.01067072432488203,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.4482851028442383,100,100100,200100,969222037,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7315158843994141,0.010208869352936745,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.7729361057281494,100,100100,200100,969222037,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.7315216064453125,0.012101715430617332,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,2.0994985103607178,100,100100,200100,969222037,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.7315307259559631,0.010273338295519352,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.425091505050659,100,100100,200100,969222037,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.7315378189086914,0.010103940963745117,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.749443292617798,100,100100,200100,969222037,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7315353751182556,0.01049839612096548,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,3.071573495864868,100,100100,200100,969222037,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.7315415143966675,0.011423938907682896,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,480,480,8,epoch_w_bar,3.327505588531494,100,100100,200100,969222037,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,480,480,0.7315447330474854,0.00985015369951725,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.13434243202209473,101,100101,200101,478642035,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7267107367515564,0.012223700061440468,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.4603557586669922,101,100101,200101,478642035,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7267377972602844,0.011348962783813477,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.7748711109161377,101,100101,200101,478642035,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.726751983165741,0.01105642318725586,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.0901188850402832,101,100101,200101,478642035,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7267594933509827,0.010542125441133976,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.4042387008666992,101,100101,200101,478642035,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7267670631408691,0.011329430155456066,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.717289924621582,101,100101,200101,478642035,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.726772129535675,0.010908407159149647,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,2.030139446258545,101,100101,200101,478642035,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.726780354976654,0.01077880710363388,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.346630096435547,101,100101,200101,478642035,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.7267923355102539,0.010371299460530281,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.6541459560394287,101,100101,200101,478642035,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7267962694168091,0.011852901428937912,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,2.9802114963531494,101,100101,200101,478642035,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.7267923951148987,0.011998730711638927,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-ZO,ME-DOL,480,480,8,epoch_w_bar,3.2420809268951416,101,100101,200101,478642035,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,480,480,0.7267988324165344,0.010518822818994522,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-ZO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
