method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier,candidate_id,candidate_parameters
ME-DOL-FO,ME-DOL,480,480,8,epoch_w_bar,5.632853984832764,100,100100,200100,119421887,sfo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",90112,480,480,0.7314623594284058,0.00983738899230957,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.19085431098937988,101,100101,200101,443464863,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7267047762870789,0.012256610207259655,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.7558975219726562,101,100101,200101,443464863,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7267073392868042,0.011357005685567856,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2681033611297607,101,100101,200101,443464863,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.7267080545425415,0.011073785834014416,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.8063392639160156,101,100101,200101,443464863,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7267086505889893,0.010532139800488949,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.34101939201355,101,100101,200101,443464863,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7267090082168579,0.011490398086607456,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.883946418762207,101,100101,200101,443464863,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.72670978307724,0.010888666845858097,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.424208641052246,101,100101,200101,443464863,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7267100214958191,0.010718555189669132,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.9351918697357178,101,100101,200101,443464863,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.72670978307724,0.010292363353073597,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.46864128112793,101,100101,200101,443464863,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7267098426818848,0.011879852041602135,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,4.998785972595215,101,100101,200101,443464863,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7267102003097534,0.01213602814823389,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
ME-DOL-FO,ME-DOL,480,480,8,epoch_w_bar,5.413597583770752,101,100101,200101,443464863,sfo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",90112,480,480,0.7267103791236877,0.010475484654307365,0.1,12,0.00022097086912079608,6.378879538497859e-05,0.3,ME-DOL-FO__theory_multiplier-0p3,"{""theory_multiplier"": 0.3}"
