method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier,candidate_id,candidate_parameters
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.19348669052124023,100,100100,200100,119421887,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7314555048942566,0.010295866057276726,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.7277040481567383,100,100100,200100,119421887,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7314660549163818,0.010546562261879444,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2613275051116943,100,100100,200100,119421887,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.731469988822937,0.01074301078915596,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.8136601448059082,100,100100,200100,119421887,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7314725518226624,0.010563472285866737,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.3261218070983887,100,100100,200100,119421887,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7314727902412415,0.010155846364796162,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.8555450439453125,100,100100,200100,119421887,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.7314714789390564,0.011814398691058159,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.3839898109436035,100,100100,200100,119421887,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7314746379852295,0.010196850635111332,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.91471266746521,100,100100,200100,119421887,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.7314774990081787,0.009983988478779793,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.4535017013549805,100,100100,200100,119421887,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7314786911010742,0.010110880248248577,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,4.979841470718384,100,100100,200100,119421887,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7314828634262085,0.01137478370219469,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,480,480,8,epoch_w_bar,5.384593486785889,100,100100,200100,119421887,sfo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",90112,480,480,0.731482207775116,0.00967947393655777,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.18522214889526367,101,100101,200101,443464863,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.726706862449646,0.012245237827301025,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.7095940113067627,101,100101,200101,443464863,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7267151474952698,0.011304532177746296,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2090668678283691,101,100101,200101,443464863,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.7267175912857056,0.011042348109185696,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.8187777996063232,101,100101,200101,443464863,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7267194390296936,0.010455871932208538,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.3653392791748047,101,100101,200101,443464863,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7267206907272339,0.011349491775035858,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.906937837600708,101,100101,200101,443464863,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.7267232537269592,0.010768266394734383,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.4502906799316406,101,100101,200101,443464863,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7267239689826965,0.010603305883705616,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.9780707359313965,101,100101,200101,443464863,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.7267231345176697,0.010119300335645676,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.503087043762207,101,100101,200101,443464863,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7267232537269592,0.011731553822755814,0.1,12,0.000736569563735987,0.00021262931794992866,1.0,ME-DOL-FO__theory_multiplier-1p0,"{""theory_multiplier"": 1.0}"
