method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-FO,NOG,12,12,1,4,y_bar,0.1,12,0.3,0.009250586852431297,0.4460434913635254,3,100003,200003,810120864,sfo,7168,7168,1792,"[1792, 1792, 1792, 1792]",8192,14,14,0.7295831441879272,0.009907427243888378
NOG-FO,NOG,60,60,5,4,y_bar,0.1,12,0.3,0.008249936625361443,1.9488985538482666,3,100003,200003,810120864,sfo,31744,31744,7936,"[7936, 7936, 7936, 7936]",16384,62,62,0.7295360565185547,0.008202742785215378
NOG-FO,NOG,108,108,9,4,y_bar,0.1,12,0.3,0.007836846634745598,3.5558691024780273,3,100003,200003,810120864,sfo,56320,56320,14080,"[14080, 14080, 14080, 14080]",24576,110,110,0.7294436097145081,0.008429311215877533
NOG-FO,NOG,156,156,13,4,y_bar,0.1,12,0.3,0.007408293429762125,5.180400371551514,3,100003,200003,810120864,sfo,80896,80896,20224,"[20224, 20224, 20224, 20224]",32768,158,158,0.729341447353363,0.006081209052354097
NOG-FO,NOG,204,204,17,4,y_bar,0.1,12,0.3,0.007552098948508501,6.898883581161499,3,100003,200003,810120864,sfo,105472,105472,26368,"[26368, 26368, 26368, 26368]",40960,206,206,0.7292470335960388,0.00725965341553092
NOG-FO,NOG,252,252,21,4,y_bar,0.1,12,0.3,0.008016233332455158,8.464422702789307,3,100003,200003,810120864,sfo,130048,130048,32512,"[32512, 32512, 32512, 32512]",49152,254,254,0.7291280627250671,0.006994008552283049
NOG-FO,NOG,300,300,25,4,y_bar,0.1,12,0.3,0.00765291228890419,10.055723667144775,3,100003,200003,810120864,sfo,154624,154624,38656,"[38656, 38656, 38656, 38656]",57344,302,302,0.7290045619010925,0.007508600130677223
NOG-FO,NOG,348,348,29,4,y_bar,0.1,12,0.3,0.007798701524734497,11.787960052490234,3,100003,200003,810120864,sfo,179200,179200,44800,"[44800, 44800, 44800, 44800]",65536,350,350,0.7288864850997925,0.007791940588504076
NOG-FO,NOG,396,396,33,4,y_bar,0.1,12,0.3,0.008456163108348846,13.457032442092896,3,100003,200003,810120864,sfo,203776,203776,50944,"[50944, 50944, 50944, 50944]",73728,398,398,0.7287210822105408,0.00811435841023922
NOG-FO,NOG,444,444,37,4,y_bar,0.1,12,0.3,0.00688287615776062,15.141003608703613,3,100003,200003,810120864,sfo,228352,228352,57088,"[57088, 57088, 57088, 57088]",81920,446,446,0.7285796403884888,0.007376481778919697
NOG-FO,NOG,492,492,41,4,y_bar,0.1,12,0.3,0.00714254193007946,16.828771591186523,3,100003,200003,810120864,sfo,252928,252928,63232,"[63232, 63232, 63232, 63232]",90112,494,494,0.7284558415412903,0.008208626881241798
NOG-FO,NOG,540,540,45,4,y_bar,0.1,12,0.3,0.008233043365180492,18.419597387313843,3,100003,200003,810120864,sfo,277504,277504,69376,"[69376, 69376, 69376, 69376]",98304,542,542,0.7283399105072021,0.006971001159399748
NOG-FO,NOG,588,588,49,4,y_bar,0.1,12,0.3,0.008204054087400436,20.00421905517578,3,100003,200003,810120864,sfo,302080,302080,75520,"[75520, 75520, 75520, 75520]",106496,590,590,0.7282474637031555,0.006691922899335623
NOG-FO,NOG,636,636,53,4,y_bar,0.1,12,0.3,0.007425935473293066,21.633976221084595,3,100003,200003,810120864,sfo,326656,326656,81664,"[81664, 81664, 81664, 81664]",114688,638,638,0.728179395198822,0.008061978965997696
NOG-FO,NOG,684,684,57,4,y_bar,0.1,12,0.3,0.007271934766322374,23.12055516242981,3,100003,200003,810120864,sfo,351232,351232,87808,"[87808, 87808, 87808, 87808]",122880,686,686,0.728114664554596,0.007815269753336906
NOG-FO,NOG,732,732,61,4,y_bar,0.1,12,0.3,0.007444927003234625,24.79943537712097,3,100003,200003,810120864,sfo,375808,375808,93952,"[93952, 93952, 93952, 93952]",131072,734,734,0.7279948592185974,0.007310065906494856
NOG-FO,NOG,780,780,65,4,y_bar,0.1,12,0.3,0.00716352416202426,26.465381622314453,3,100003,200003,810120864,sfo,400384,400384,100096,"[100096, 100096, 100096, 100096]",139264,782,782,0.7279172539710999,0.00783205684274435
NOG-FO,NOG,828,828,69,4,y_bar,0.1,12,0.3,0.008161983452737331,28.09220027923584,3,100003,200003,810120864,sfo,424960,424960,106240,"[106240, 106240, 106240, 106240]",147456,830,830,0.7278581857681274,0.007130301557481289
NOG-FO,NOG,876,876,73,4,y_bar,0.1,12,0.3,0.008534146472811699,29.709026098251343,3,100003,200003,810120864,sfo,449536,449536,112384,"[112384, 112384, 112384, 112384]",155648,878,878,0.7277545928955078,0.006686782464385033
NOG-FO,NOG,924,924,77,4,y_bar,0.1,12,0.3,0.007877921685576439,31.42377495765686,3,100003,200003,810120864,sfo,474112,474112,118528,"[118528, 118528, 118528, 118528]",163840,926,926,0.7276456356048584,0.006976407486945391
NOG-FO,NOG,960,960,80,4,y_bar,0.1,12,0.3,0.008022821508347988,32.78468704223633,3,100003,200003,810120864,sfo,492544,492544,123136,"[123136, 123136, 123136, 123136]",172032,962,962,0.7275988459587097,0.0071942973881959915
