method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.18899750709533691,3,100003,200003,2118281078,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7295251488685608,0.01043205987662077,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.7148013114929199,3,100003,200003,2118281078,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7295581698417664,0.010522574186325073,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2324087619781494,3,100003,200003,2118281078,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.729560136795044,0.011138010770082474,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.7422661781311035,3,100003,200003,2118281078,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7295728325843811,0.009231874719262123,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.261884927749634,3,100003,200003,2118281078,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7295868396759033,0.010514577850699425,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.7345120906829834,3,100003,200003,2118281078,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.7295961976051331,0.010321710258722305,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.241075038909912,3,100003,200003,2118281078,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7295933365821838,0.010160528123378754,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.7146549224853516,3,100003,200003,2118281078,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.729595959186554,0.009547119028866291,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.221340179443359,3,100003,200003,2118281078,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7295945882797241,0.010571151040494442,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,4.7093634605407715,3,100003,200003,2118281078,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7295882105827332,0.010378087870776653,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,492,492,8,epoch_w_bar,5.2238569259643555,3,100003,200003,2118281078,sfo,3936,3936,492,"[492, 492, 492, 492, 492, 492, 492, 492]",90112,492,492,0.7295880317687988,0.00895690731704235,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,540,540,8,epoch_w_bar,5.739445924758911,3,100003,200003,2118281078,sfo,4320,4320,540,"[540, 540, 540, 540, 540, 540, 540, 540]",98304,540,540,0.7295941114425659,0.009064528159797192,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,588,588,8,epoch_w_bar,6.251612663269043,3,100003,200003,2118281078,sfo,4704,4704,588,"[588, 588, 588, 588, 588, 588, 588, 588]",106496,588,588,0.7295886278152466,0.00924035906791687,0.1,12,0.002209708691207961,0.000637887953849786,3.0
