method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,4,y_bar,0.1,12,0.3,0.06730575859546661,0.27515149116516113,2,100002,200002,39788718,szo,14336,14336,3584,"[3584, 3584, 3584, 3584]",8192,14,14,0.7175451517105103,0.012280897237360477
NOG-ZO,NOG,60,60,5,4,y_bar,0.1,12,0.3,0.08580273389816284,1.1731822490692139,2,100002,200002,39788718,szo,63488,63488,15872,"[15872, 15872, 15872, 15872]",16384,62,62,0.7176088690757751,0.012002279050648212
NOG-ZO,NOG,108,108,9,4,y_bar,0.1,12,0.3,0.07813505083322525,2.0662283897399902,2,100002,200002,39788718,szo,112640,112640,28160,"[28160, 28160, 28160, 28160]",24576,110,110,0.7175970077514648,0.01095112506300211
NOG-ZO,NOG,156,156,13,4,y_bar,0.1,12,0.3,0.07678041607141495,2.989955425262451,2,100002,200002,39788718,szo,161792,161792,40448,"[40448, 40448, 40448, 40448]",32768,158,158,0.7176485657691956,0.011617874726653099
NOG-ZO,NOG,204,204,17,4,y_bar,0.1,12,0.3,0.07242044806480408,3.8965418338775635,2,100002,200002,39788718,szo,210944,210944,52736,"[52736, 52736, 52736, 52736]",40960,206,206,0.7176205515861511,0.011661375872790813
NOG-ZO,NOG,252,252,21,4,y_bar,0.1,12,0.3,0.08058952540159225,4.8025336265563965,2,100002,200002,39788718,szo,260096,260096,65024,"[65024, 65024, 65024, 65024]",49152,254,254,0.7176228165626526,0.010275599546730518
NOG-ZO,NOG,300,300,25,4,y_bar,0.1,12,0.3,0.07193000614643097,5.744641542434692,2,100002,200002,39788718,szo,309248,309248,77312,"[77312, 77312, 77312, 77312]",57344,302,302,0.7176086902618408,0.011685107834637165
NOG-ZO,NOG,348,348,29,4,y_bar,0.1,12,0.3,0.06196695566177368,6.6611456871032715,2,100002,200002,39788718,szo,358400,358400,89600,"[89600, 89600, 89600, 89600]",65536,350,350,0.7175663113594055,0.010361835360527039
NOG-ZO,NOG,396,396,33,4,y_bar,0.1,12,0.3,0.08176042139530182,7.582253694534302,2,100002,200002,39788718,szo,407552,407552,101888,"[101888, 101888, 101888, 101888]",73728,398,398,0.7175663709640503,0.010436794720590115
NOG-ZO,NOG,444,444,37,4,y_bar,0.1,12,0.3,0.07564585655927658,8.475278377532959,2,100002,200002,39788718,szo,456704,456704,114176,"[114176, 114176, 114176, 114176]",81920,446,446,0.717510998249054,0.009348115883767605
NOG-ZO,NOG,492,492,41,4,y_bar,0.1,12,0.3,0.08227045834064484,9.382882595062256,2,100002,200002,39788718,szo,505856,505856,126464,"[126464, 126464, 126464, 126464]",90112,494,494,0.7175238132476807,0.00986635871231556
NOG-ZO,NOG,540,540,45,4,y_bar,0.1,12,0.3,0.07905381172895432,10.285261154174805,2,100002,200002,39788718,szo,555008,555008,138752,"[138752, 138752, 138752, 138752]",98304,542,542,0.7175445556640625,0.011132069863379002
NOG-ZO,NOG,588,588,49,4,y_bar,0.1,12,0.3,0.07768110930919647,11.191646337509155,2,100002,200002,39788718,szo,604160,604160,151040,"[151040, 151040, 151040, 151040]",106496,590,590,0.7175542116165161,0.009760763496160507
NOG-ZO,NOG,636,636,53,4,y_bar,0.1,12,0.3,0.07625672221183777,12.095425844192505,2,100002,200002,39788718,szo,653312,653312,163328,"[163328, 163328, 163328, 163328]",114688,638,638,0.7175017595291138,0.010080373845994473
NOG-ZO,NOG,684,684,57,4,y_bar,0.1,12,0.3,0.07310385257005692,12.988460779190063,2,100002,200002,39788718,szo,702464,702464,175616,"[175616, 175616, 175616, 175616]",122880,686,686,0.7175068259239197,0.009739743545651436
NOG-ZO,NOG,732,732,61,4,y_bar,0.1,12,0.3,0.06363096833229065,13.886401653289795,2,100002,200002,39788718,szo,751616,751616,187904,"[187904, 187904, 187904, 187904]",131072,734,734,0.7175179719924927,0.00994249526411295
NOG-ZO,NOG,780,780,65,4,y_bar,0.1,12,0.3,0.06881269067525864,14.772398710250854,2,100002,200002,39788718,szo,800768,800768,200192,"[200192, 200192, 200192, 200192]",139264,782,782,0.717498779296875,0.009553576819598675
NOG-ZO,NOG,828,828,69,4,y_bar,0.1,12,0.3,0.07826999574899673,15.661726713180542,2,100002,200002,39788718,szo,849920,849920,212480,"[212480, 212480, 212480, 212480]",147456,830,830,0.7174956798553467,0.010515520349144936
NOG-ZO,NOG,876,876,73,4,y_bar,0.1,12,0.3,0.08499967306852341,16.547750234603882,2,100002,200002,39788718,szo,899072,899072,224768,"[224768, 224768, 224768, 224768]",155648,878,878,0.7174919843673706,0.010237187147140503
NOG-ZO,NOG,924,924,77,4,y_bar,0.1,12,0.3,0.0735422670841217,17.437188386917114,2,100002,200002,39788718,szo,948224,948224,237056,"[237056, 237056, 237056, 237056]",163840,926,926,0.7174863219261169,0.010280819609761238
NOG-ZO,NOG,960,960,80,4,y_bar,0.1,12,0.3,0.06507568061351776,18.12162446975708,2,100002,200002,39788718,szo,985088,985088,246272,"[246272, 246272, 246272, 246272]",172032,962,962,0.7174751162528992,0.009171835146844387
