method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier
ME-DOL-ZO,ME-DOL,492,492,8,epoch_w_bar,3.2523648738861084,0,100000,200000,729139937,szo,7872,7872,984,"[984, 984, 984, 984, 984, 984, 984, 984]",90112,492,492,0.7296711206436157,0.011504440568387508,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,540,540,8,epoch_w_bar,3.563551902770996,0,100000,200000,729139937,szo,8640,8640,1080,"[1080, 1080, 1080, 1080, 1080, 1080, 1080, 1080]",98304,540,540,0.7296777963638306,0.010687935166060925,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,588,588,8,epoch_w_bar,3.872607946395874,0,100000,200000,729139937,szo,9408,9408,1176,"[1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176]",106496,588,588,0.7296808362007141,0.011127490550279617,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,636,636,8,epoch_w_bar,4.182675361633301,0,100000,200000,729139937,szo,10176,10176,1272,"[1272, 1272, 1272, 1272, 1272, 1272, 1272, 1272]",114688,636,636,0.7296913266181946,0.01124949473887682,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,684,684,8,epoch_w_bar,4.492380857467651,0,100000,200000,729139937,szo,10944,10944,1368,"[1368, 1368, 1368, 1368, 1368, 1368, 1368, 1368]",122880,684,684,0.7296894192695618,0.010876818560063839,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,732,732,8,epoch_w_bar,4.795724391937256,0,100000,200000,729139937,szo,11712,11712,1464,"[1464, 1464, 1464, 1464, 1464, 1464, 1464, 1464]",131072,732,732,0.7296992540359497,0.010596171952784061,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,780,780,8,epoch_w_bar,5.106005430221558,0,100000,200000,729139937,szo,12480,12480,1560,"[1560, 1560, 1560, 1560, 1560, 1560, 1560, 1560]",139264,780,780,0.7297074794769287,0.01099312398582697,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,828,828,8,epoch_w_bar,5.421671390533447,0,100000,200000,729139937,szo,13248,13248,1656,"[1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656]",147456,828,828,0.7297073602676392,0.010541688650846481,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,876,876,8,epoch_w_bar,5.7285356521606445,0,100000,200000,729139937,szo,14016,14016,1752,"[1752, 1752, 1752, 1752, 1752, 1752, 1752, 1752]",155648,876,876,0.7297266721725464,0.010737973265349865,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,924,924,8,epoch_w_bar,6.039355039596558,0,100000,200000,729139937,szo,14784,14784,1848,"[1848, 1848, 1848, 1848, 1848, 1848, 1848, 1848]",163840,924,924,0.7297455668449402,0.011242859065532684,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,960,960,8,epoch_w_bar,6.2870025634765625,0,100000,200000,729139937,szo,15360,15360,1920,"[1920, 1920, 1920, 1920, 1920, 1920, 1920, 1920]",172032,960,960,0.7297479510307312,0.011738098226487637,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
