method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.12259817123413086,0,100000,200000,729139937,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7295563220977783,0.009867050684988499,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.4328451156616211,0,100000,200000,729139937,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7295777201652527,0.0104069160297513,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.7366664409637451,0,100000,200000,729139937,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.7295898795127869,0.011155103333294392,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.0497782230377197,0,100000,200000,729139937,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7296032309532166,0.00975153036415577,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.3600339889526367,0,100000,200000,729139937,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7296201586723328,0.011554180644452572,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.6673214435577393,0,100000,200000,729139937,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.7296327948570251,0.010645212605595589,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,1.9860212802886963,0,100000,200000,729139937,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.7296470403671265,0.011026459746062756,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.2938568592071533,0,100000,200000,729139937,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.72965407371521,0.01072998158633709,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.612900733947754,0,100000,200000,729139937,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7296565175056458,0.009568773210048676,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,2.939473867416382,0,100000,200000,729139937,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.7296634316444397,0.010185767896473408,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
