method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-FO,NOG,12,12,1,8,y_bar,0.1,12,0.3,0.010302660055458546,0.8774855136871338,4,100004,200004,1333647735,sfo,7168,7168,896,"[896, 896, 896, 896, 896, 896, 896, 896]",8192,14,14,0.7274634838104248,0.010236140340566635
NOG-FO,NOG,60,60,5,8,y_bar,0.1,12,0.3,0.007597071584314108,3.875392198562622,4,100004,200004,1333647735,sfo,31744,31744,3968,"[3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968]",16384,62,62,0.7274487614631653,0.008078863844275475
NOG-FO,NOG,108,108,9,8,y_bar,0.1,12,0.3,0.008094624616205692,7.023717880249023,4,100004,200004,1333647735,sfo,56320,56320,7040,"[7040, 7040, 7040, 7040, 7040, 7040, 7040, 7040]",24576,110,110,0.727317214012146,0.007319140713661909
NOG-FO,NOG,156,156,13,8,y_bar,0.1,12,0.3,0.006971033755689859,10.229016065597534,4,100004,200004,1333647735,sfo,80896,80896,10112,"[10112, 10112, 10112, 10112, 10112, 10112, 10112, 10112]",32768,158,158,0.7272412180900574,0.00809160154312849
NOG-FO,NOG,204,204,17,8,y_bar,0.1,12,0.3,0.008006250485777855,13.395735263824463,4,100004,200004,1333647735,sfo,105472,105472,13184,"[13184, 13184, 13184, 13184, 13184, 13184, 13184, 13184]",40960,206,206,0.7271292805671692,0.007255692034959793
NOG-FO,NOG,252,252,21,8,y_bar,0.1,12,0.3,0.0076311007142066956,16.457903146743774,4,100004,200004,1333647735,sfo,130048,130048,16256,"[16256, 16256, 16256, 16256, 16256, 16256, 16256, 16256]",49152,254,254,0.7270152568817139,0.007751796394586563
NOG-FO,NOG,300,300,25,8,y_bar,0.1,12,0.3,0.00734679726883769,19.718957901000977,4,100004,200004,1333647735,sfo,154624,154624,19328,"[19328, 19328, 19328, 19328, 19328, 19328, 19328, 19328]",57344,302,302,0.7268983721733093,0.006761780008673668
NOG-FO,NOG,348,348,29,8,y_bar,0.1,12,0.3,0.00655817985534668,22.92395329475403,4,100004,200004,1333647735,sfo,179200,179200,22400,"[22400, 22400, 22400, 22400, 22400, 22400, 22400, 22400]",65536,350,350,0.7267410159111023,0.007779387291520834
NOG-FO,NOG,396,396,33,8,y_bar,0.1,12,0.3,0.007981504313647747,26.039899110794067,4,100004,200004,1333647735,sfo,203776,203776,25472,"[25472, 25472, 25472, 25472, 25472, 25472, 25472, 25472]",73728,398,398,0.7266632318496704,0.007353761699050665
NOG-FO,NOG,444,444,37,8,y_bar,0.1,12,0.3,0.007211701013147831,29.073915719985962,4,100004,200004,1333647735,sfo,228352,228352,28544,"[28544, 28544, 28544, 28544, 28544, 28544, 28544, 28544]",81920,446,446,0.726521909236908,0.006870641838759184
NOG-FO,NOG,492,492,41,8,y_bar,0.1,12,0.3,0.00779824610799551,32.191516160964966,4,100004,200004,1333647735,sfo,252928,252928,31616,"[31616, 31616, 31616, 31616, 31616, 31616, 31616, 31616]",90112,494,494,0.7264024615287781,0.007244385778903961
NOG-FO,NOG,540,540,45,8,y_bar,0.1,12,0.3,0.008753988891839981,35.38877725601196,4,100004,200004,1333647735,sfo,277504,277504,34688,"[34688, 34688, 34688, 34688, 34688, 34688, 34688, 34688]",98304,542,542,0.7262593507766724,0.007631516549736261
NOG-FO,NOG,588,588,49,8,y_bar,0.1,12,0.3,0.008281785994768143,38.53768491744995,4,100004,200004,1333647735,sfo,302080,302080,37760,"[37760, 37760, 37760, 37760, 37760, 37760, 37760, 37760]",106496,590,590,0.7260985374450684,0.008014795370399952
NOG-FO,NOG,636,636,53,8,y_bar,0.1,12,0.3,0.008000535890460014,41.63793659210205,4,100004,200004,1333647735,sfo,326656,326656,40832,"[40832, 40832, 40832, 40832, 40832, 40832, 40832, 40832]",114688,638,638,0.725972592830658,0.006533578969538212
NOG-FO,NOG,684,684,57,8,y_bar,0.1,12,0.3,0.007981894537806511,44.834152698516846,4,100004,200004,1333647735,sfo,351232,351232,43904,"[43904, 43904, 43904, 43904, 43904, 43904, 43904, 43904]",122880,686,686,0.7258267402648926,0.007175394333899021
NOG-FO,NOG,732,732,61,8,y_bar,0.1,12,0.3,0.006477866321802139,48.2504026889801,4,100004,200004,1333647735,sfo,375808,375808,46976,"[46976, 46976, 46976, 46976, 46976, 46976, 46976, 46976]",131072,734,734,0.7257237434387207,0.007827051915228367
NOG-FO,NOG,780,780,65,8,y_bar,0.1,12,0.3,0.008267507888376713,51.30254626274109,4,100004,200004,1333647735,sfo,400384,400384,50048,"[50048, 50048, 50048, 50048, 50048, 50048, 50048, 50048]",139264,782,782,0.7256256937980652,0.00722438283264637
NOG-FO,NOG,828,828,69,8,y_bar,0.1,12,0.3,0.007826898247003555,54.37880563735962,4,100004,200004,1333647735,sfo,424960,424960,53120,"[53120, 53120, 53120, 53120, 53120, 53120, 53120, 53120]",147456,830,830,0.725551962852478,0.0065033952705562115
NOG-FO,NOG,876,876,73,8,y_bar,0.1,12,0.3,0.0076970309019088745,57.33894872665405,4,100004,200004,1333647735,sfo,449536,449536,56192,"[56192, 56192, 56192, 56192, 56192, 56192, 56192, 56192]",155648,878,878,0.7254292368888855,0.007419615983963013
NOG-FO,NOG,924,924,77,8,y_bar,0.1,12,0.3,0.009142503142356873,60.55005121231079,4,100004,200004,1333647735,sfo,474112,474112,59264,"[59264, 59264, 59264, 59264, 59264, 59264, 59264, 59264]",163840,926,926,0.7253061532974243,0.007660601753741503
NOG-FO,NOG,960,960,80,8,y_bar,0.1,12,0.3,0.00849831011146307,63.019548654556274,4,100004,200004,1333647735,sfo,492544,492544,61568,"[61568, 61568, 61568, 61568, 61568, 61568, 61568, 61568]",172032,962,962,0.7252592444419861,0.007400864735245705
