method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,4,y_bar,0.1,12,0.3,0.06295192986726761,0.26706504821777344,1,100001,200001,10169594,szo,14336,14336,3584,"[3584, 3584, 3584, 3584]",8192,14,14,0.7327103614807129,0.010760487988591194
NOG-ZO,NOG,60,60,5,4,y_bar,0.1,12,0.3,0.072278693318367,1.164006233215332,1,100001,200001,10169594,szo,63488,63488,15872,"[15872, 15872, 15872, 15872]",16384,62,62,0.7328090667724609,0.010367881506681442
NOG-ZO,NOG,108,108,9,4,y_bar,0.1,12,0.3,0.07012245059013367,2.0578291416168213,1,100001,200001,10169594,szo,112640,112640,28160,"[28160, 28160, 28160, 28160]",24576,110,110,0.7328572273254395,0.009725402109324932
NOG-ZO,NOG,156,156,13,4,y_bar,0.1,12,0.3,0.07124459743499756,3.0091423988342285,1,100001,200001,10169594,szo,161792,161792,40448,"[40448, 40448, 40448, 40448]",32768,158,158,0.7329273223876953,0.0096930842846632
NOG-ZO,NOG,204,204,17,4,y_bar,0.1,12,0.3,0.06166071444749832,3.9027533531188965,1,100001,200001,10169594,szo,210944,210944,52736,"[52736, 52736, 52736, 52736]",40960,206,206,0.732930600643158,0.010028238408267498
NOG-ZO,NOG,252,252,21,4,y_bar,0.1,12,0.3,0.07924181967973709,4.798400163650513,1,100001,200001,10169594,szo,260096,260096,65024,"[65024, 65024, 65024, 65024]",49152,254,254,0.7329532504081726,0.010613635182380676
NOG-ZO,NOG,300,300,25,4,y_bar,0.1,12,0.3,0.06470665335655212,5.703176975250244,1,100001,200001,10169594,szo,309248,309248,77312,"[77312, 77312, 77312, 77312]",57344,302,302,0.7329887747764587,0.011539612896740437
NOG-ZO,NOG,348,348,29,4,y_bar,0.1,12,0.3,0.06664512306451797,6.606097936630249,1,100001,200001,10169594,szo,358400,358400,89600,"[89600, 89600, 89600, 89600]",65536,350,350,0.7329634428024292,0.009173350408673286
NOG-ZO,NOG,396,396,33,4,y_bar,0.1,12,0.3,0.07657107710838318,7.511678695678711,1,100001,200001,10169594,szo,407552,407552,101888,"[101888, 101888, 101888, 101888]",73728,398,398,0.7329359650611877,0.009449787437915802
NOG-ZO,NOG,444,444,37,4,y_bar,0.1,12,0.3,0.06845680624246597,8.440923690795898,1,100001,200001,10169594,szo,456704,456704,114176,"[114176, 114176, 114176, 114176]",81920,446,446,0.7329011559486389,0.01004219613969326
NOG-ZO,NOG,492,492,41,4,y_bar,0.1,12,0.3,0.06758778542280197,9.37175703048706,1,100001,200001,10169594,szo,505856,505856,126464,"[126464, 126464, 126464, 126464]",90112,494,494,0.732909083366394,0.009361262433230877
NOG-ZO,NOG,540,540,45,4,y_bar,0.1,12,0.3,0.07704339921474457,10.306455850601196,1,100001,200001,10169594,szo,555008,555008,138752,"[138752, 138752, 138752, 138752]",98304,542,542,0.7329254746437073,0.009141565300524235
NOG-ZO,NOG,588,588,49,4,y_bar,0.1,12,0.3,0.07101774960756302,11.233118295669556,1,100001,200001,10169594,szo,604160,604160,151040,"[151040, 151040, 151040, 151040]",106496,590,590,0.7329132556915283,0.008408736437559128
NOG-ZO,NOG,636,636,53,4,y_bar,0.1,12,0.3,0.06440737843513489,12.163382291793823,1,100001,200001,10169594,szo,653312,653312,163328,"[163328, 163328, 163328, 163328]",114688,638,638,0.7329277992248535,0.009231063537299633
NOG-ZO,NOG,684,684,57,4,y_bar,0.1,12,0.3,0.08218060433864594,13.097892045974731,1,100001,200001,10169594,szo,702464,702464,175616,"[175616, 175616, 175616, 175616]",122880,686,686,0.7329487204551697,0.009994284249842167
NOG-ZO,NOG,732,732,61,4,y_bar,0.1,12,0.3,0.07675465941429138,14.001733779907227,1,100001,200001,10169594,szo,751616,751616,187904,"[187904, 187904, 187904, 187904]",131072,734,734,0.7329745292663574,0.00925252865999937
NOG-ZO,NOG,780,780,65,4,y_bar,0.1,12,0.3,0.06894417852163315,14.901479959487915,1,100001,200001,10169594,szo,800768,800768,200192,"[200192, 200192, 200192, 200192]",139264,782,782,0.7329623699188232,0.009737341664731503
NOG-ZO,NOG,828,828,69,4,y_bar,0.1,12,0.3,0.07526122033596039,15.815686702728271,1,100001,200001,10169594,szo,849920,849920,212480,"[212480, 212480, 212480, 212480]",147456,830,830,0.7329813241958618,0.009751717559993267
NOG-ZO,NOG,876,876,73,4,y_bar,0.1,12,0.3,0.07416672259569168,16.70231318473816,1,100001,200001,10169594,szo,899072,899072,224768,"[224768, 224768, 224768, 224768]",155648,878,878,0.7329545021057129,0.009862556122243404
NOG-ZO,NOG,924,924,77,4,y_bar,0.1,12,0.3,0.07472006976604462,17.591593742370605,1,100001,200001,10169594,szo,948224,948224,237056,"[237056, 237056, 237056, 237056]",163840,926,926,0.7329340577125549,0.009037567302584648
NOG-ZO,NOG,960,960,80,4,y_bar,0.1,12,0.3,0.07595302164554596,18.287962675094604,1,100001,200001,10169594,szo,985088,985088,246272,"[246272, 246272, 246272, 246272]",172032,962,962,0.7329165935516357,0.009397309273481369
