method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,batch_size
DGFM,DGFM,1,1,8,x_bar,0.0619354248046875,3,100003,200003,1528288592,szo,16,16,2,"[2, 2, 2, 2, 2, 2, 2, 2]",8192,2,2,0.7295371294021606,0.01063893735408783,0.1,0.001,1
DGFM,DGFM,48,48,8,x_bar,0.3584165573120117,3,100003,200003,1528288592,szo,768,768,96,"[96, 96, 96, 96, 96, 96, 96, 96]",16384,96,96,0.7296393513679504,0.010744970291852951,0.1,0.001,1
DGFM,DGFM,96,96,8,x_bar,0.6599929332733154,3,100003,200003,1528288592,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",24576,192,192,0.7296695113182068,0.00999737624078989,0.1,0.001,1
DGFM,DGFM,144,144,8,x_bar,0.9501850605010986,3,100003,200003,1528288592,szo,2304,2304,288,"[288, 288, 288, 288, 288, 288, 288, 288]",32768,288,288,0.7296821475028992,0.010304669849574566,0.1,0.001,1
DGFM,DGFM,192,192,8,x_bar,1.236271858215332,3,100003,200003,1528288592,szo,3072,3072,384,"[384, 384, 384, 384, 384, 384, 384, 384]",40960,384,384,0.7296873927116394,0.009863934479653835,0.1,0.001,1
DGFM,DGFM,240,240,8,x_bar,1.5271434783935547,3,100003,200003,1528288592,szo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",49152,480,480,0.7296844124794006,0.010762030258774757,0.1,0.001,1
DGFM,DGFM,288,288,8,x_bar,1.8263263702392578,3,100003,200003,1528288592,szo,4608,4608,576,"[576, 576, 576, 576, 576, 576, 576, 576]",57344,576,576,0.7297174334526062,0.011016953736543655,0.1,0.001,1
DGFM,DGFM,336,336,8,x_bar,2.1185519695281982,3,100003,200003,1528288592,szo,5376,5376,672,"[672, 672, 672, 672, 672, 672, 672, 672]",65536,672,672,0.7297568917274475,0.010811387561261654,0.1,0.001,1
DGFM,DGFM,384,384,8,x_bar,2.4107463359832764,3,100003,200003,1528288592,szo,6144,6144,768,"[768, 768, 768, 768, 768, 768, 768, 768]",73728,768,768,0.7297781109809875,0.010814407840371132,0.1,0.001,1
DGFM,DGFM,432,432,8,x_bar,2.719967842102051,3,100003,200003,1528288592,szo,6912,6912,864,"[864, 864, 864, 864, 864, 864, 864, 864]",81920,864,864,0.7298188209533691,0.009764556773006916,0.1,0.001,1
DGFM,DGFM,480,480,8,x_bar,3.022019863128662,3,100003,200003,1528288592,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,960,960,0.7298386693000793,0.010841245763003826,0.1,0.001,1
DGFM,DGFM,528,528,8,x_bar,3.3261702060699463,3,100003,200003,1528288592,szo,8448,8448,1056,"[1056, 1056, 1056, 1056, 1056, 1056, 1056, 1056]",98304,1056,1056,0.7298719882965088,0.010560793802142143,0.1,0.001,1
DGFM,DGFM,576,576,8,x_bar,3.6214382648468018,3,100003,200003,1528288592,szo,9216,9216,1152,"[1152, 1152, 1152, 1152, 1152, 1152, 1152, 1152]",106496,1152,1152,0.7298751473426819,0.010613678023219109,0.1,0.001,1
DGFM,DGFM,624,624,8,x_bar,3.91546893119812,3,100003,200003,1528288592,szo,9984,9984,1248,"[1248, 1248, 1248, 1248, 1248, 1248, 1248, 1248]",114688,1248,1248,0.7299050688743591,0.01194001641124487,0.1,0.001,1
DGFM,DGFM,672,672,8,x_bar,4.220548391342163,3,100003,200003,1528288592,szo,10752,10752,1344,"[1344, 1344, 1344, 1344, 1344, 1344, 1344, 1344]",122880,1344,1344,0.7299355864524841,0.0114196902140975,0.1,0.001,1
DGFM,DGFM,720,720,8,x_bar,4.514862537384033,3,100003,200003,1528288592,szo,11520,11520,1440,"[1440, 1440, 1440, 1440, 1440, 1440, 1440, 1440]",131072,1440,1440,0.7299584150314331,0.01111126970499754,0.1,0.001,1
DGFM,DGFM,768,768,8,x_bar,4.809466600418091,3,100003,200003,1528288592,szo,12288,12288,1536,"[1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536]",139264,1536,1536,0.7299882173538208,0.011045743711292744,0.1,0.001,1
DGFM,DGFM,816,816,8,x_bar,5.098370313644409,3,100003,200003,1528288592,szo,13056,13056,1632,"[1632, 1632, 1632, 1632, 1632, 1632, 1632, 1632]",147456,1632,1632,0.7300074696540833,0.011344381608068943,0.1,0.001,1
DGFM,DGFM,864,864,8,x_bar,5.391677141189575,3,100003,200003,1528288592,szo,13824,13824,1728,"[1728, 1728, 1728, 1728, 1728, 1728, 1728, 1728]",155648,1728,1728,0.7300194501876831,0.010977567173540592,0.1,0.001,1
DGFM,DGFM,912,912,8,x_bar,5.686526536941528,3,100003,200003,1528288592,szo,14592,14592,1824,"[1824, 1824, 1824, 1824, 1824, 1824, 1824, 1824]",163840,1824,1824,0.7300300598144531,0.012054037302732468,0.1,0.001,1
DGFM,DGFM,960,960,8,x_bar,5.981048107147217,3,100003,200003,1528288592,szo,15360,15360,1920,"[1920, 1920, 1920, 1920, 1920, 1920, 1920, 1920]",172032,1920,1920,0.7300471663475037,0.010741784237325191,0.1,0.001,1
