method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,8,y_bar,0.1,12,0.3,0.08123590052127838,0.46971964836120605,3,100003,200003,1163900725,szo,14336,14336,1792,"[1792, 1792, 1792, 1792, 1792, 1792, 1792, 1792]",8192,14,14,0.7295821905136108,0.010443776845932007
NOG-ZO,NOG,60,60,5,8,y_bar,0.1,12,0.3,0.0693911463022232,2.154860496520996,3,100003,200003,1163900725,szo,63488,63488,7936,"[7936, 7936, 7936, 7936, 7936, 7936, 7936, 7936]",16384,62,62,0.7296974062919617,0.010368403978645802
NOG-ZO,NOG,108,108,9,8,y_bar,0.1,12,0.3,0.08042610436677933,3.8642845153808594,3,100003,200003,1163900725,szo,112640,112640,14080,"[14080, 14080, 14080, 14080, 14080, 14080, 14080, 14080]",24576,110,110,0.7297108173370361,0.010580376721918583
NOG-ZO,NOG,156,156,13,8,y_bar,0.1,12,0.3,0.0743560940027237,5.569045782089233,3,100003,200003,1163900725,szo,161792,161792,20224,"[20224, 20224, 20224, 20224, 20224, 20224, 20224, 20224]",32768,158,158,0.7297654747962952,0.009265011176466942
NOG-ZO,NOG,204,204,17,8,y_bar,0.1,12,0.3,0.07570519298315048,7.2640368938446045,3,100003,200003,1163900725,szo,210944,210944,26368,"[26368, 26368, 26368, 26368, 26368, 26368, 26368, 26368]",40960,206,206,0.72974693775177,0.009291662834584713
NOG-ZO,NOG,252,252,21,8,y_bar,0.1,12,0.3,0.07186926901340485,8.974851131439209,3,100003,200003,1163900725,szo,260096,260096,32512,"[32512, 32512, 32512, 32512, 32512, 32512, 32512, 32512]",49152,254,254,0.7297431826591492,0.009236936457455158
NOG-ZO,NOG,300,300,25,8,y_bar,0.1,12,0.3,0.07279325276613235,10.698813199996948,3,100003,200003,1163900725,szo,309248,309248,38656,"[38656, 38656, 38656, 38656, 38656, 38656, 38656, 38656]",57344,302,302,0.7297273874282837,0.009428171440958977
NOG-ZO,NOG,348,348,29,8,y_bar,0.1,12,0.3,0.07394653558731079,12.402959823608398,3,100003,200003,1163900725,szo,358400,358400,44800,"[44800, 44800, 44800, 44800, 44800, 44800, 44800, 44800]",65536,350,350,0.7297589778900146,0.009402791038155556
NOG-ZO,NOG,396,396,33,8,y_bar,0.1,12,0.3,0.08090661466121674,14.137403726577759,3,100003,200003,1163900725,szo,407552,407552,50944,"[50944, 50944, 50944, 50944, 50944, 50944, 50944, 50944]",73728,398,398,0.7297635674476624,0.010013042949140072
NOG-ZO,NOG,444,444,37,8,y_bar,0.1,12,0.3,0.07160114496946335,15.872199535369873,3,100003,200003,1163900725,szo,456704,456704,57088,"[57088, 57088, 57088, 57088, 57088, 57088, 57088, 57088]",81920,446,446,0.7297813892364502,0.009065128862857819
NOG-ZO,NOG,492,492,41,8,y_bar,0.1,12,0.3,0.07181829959154129,17.629719972610474,3,100003,200003,1163900725,szo,505856,505856,63232,"[63232, 63232, 63232, 63232, 63232, 63232, 63232, 63232]",90112,494,494,0.7297804355621338,0.008615469560027122
