method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-FO,NOG,12,12,1,8,y_bar,0.1,12,0.3,0.010075108148157597,0.8692691326141357,3,100003,200003,254086981,sfo,7168,7168,896,"[896, 896, 896, 896, 896, 896, 896, 896]",8192,14,14,0.729556143283844,0.00981208123266697
NOG-FO,NOG,60,60,5,8,y_bar,0.1,12,0.3,0.008620258420705795,4.068069934844971,3,100003,200003,254086981,sfo,31744,31744,3968,"[3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968]",16384,62,62,0.7295333743095398,0.007708923425525427
NOG-FO,NOG,108,108,9,8,y_bar,0.1,12,0.3,0.008795770816504955,7.213443756103516,3,100003,200003,254086981,sfo,56320,56320,7040,"[7040, 7040, 7040, 7040, 7040, 7040, 7040, 7040]",24576,110,110,0.7294350862503052,0.00861649215221405
NOG-FO,NOG,156,156,13,8,y_bar,0.1,12,0.3,0.006226597353816032,10.443549394607544,3,100003,200003,254086981,sfo,80896,80896,10112,"[10112, 10112, 10112, 10112, 10112, 10112, 10112, 10112]",32768,158,158,0.7292870879173279,0.006416175980120897
NOG-FO,NOG,204,204,17,8,y_bar,0.1,12,0.3,0.007954834029078484,13.644892930984497,3,100003,200003,254086981,sfo,105472,105472,13184,"[13184, 13184, 13184, 13184, 13184, 13184, 13184, 13184]",40960,206,206,0.7292018532752991,0.007719037588685751
NOG-FO,NOG,252,252,21,8,y_bar,0.1,12,0.3,0.008044691756367683,16.642147064208984,3,100003,200003,254086981,sfo,130048,130048,16256,"[16256, 16256, 16256, 16256, 16256, 16256, 16256, 16256]",49152,254,254,0.7291115522384644,0.0076505448669195175
NOG-FO,NOG,300,300,25,8,y_bar,0.1,12,0.3,0.007531683426350355,19.886921644210815,3,100003,200003,254086981,sfo,154624,154624,19328,"[19328, 19328, 19328, 19328, 19328, 19328, 19328, 19328]",57344,302,302,0.7290005683898926,0.007492312230169773
NOG-FO,NOG,348,348,29,8,y_bar,0.1,12,0.3,0.008292902261018753,23.177666902542114,3,100003,200003,254086981,sfo,179200,179200,22400,"[22400, 22400, 22400, 22400, 22400, 22400, 22400, 22400]",65536,350,350,0.7288460731506348,0.007476940285414457
NOG-FO,NOG,396,396,33,8,y_bar,0.1,12,0.3,0.0063467854633927345,26.29193353652954,3,100003,200003,254086981,sfo,203776,203776,25472,"[25472, 25472, 25472, 25472, 25472, 25472, 25472, 25472]",73728,398,398,0.7287489175796509,0.007427284959703684
NOG-FO,NOG,444,444,37,8,y_bar,0.1,12,0.3,0.008695279248058796,29.407780170440674,3,100003,200003,254086981,sfo,228352,228352,28544,"[28544, 28544, 28544, 28544, 28544, 28544, 28544, 28544]",81920,446,446,0.7286083698272705,0.007300106808543205
NOG-FO,NOG,492,492,41,8,y_bar,0.1,12,0.3,0.009004470892250538,32.35419535636902,3,100003,200003,254086981,sfo,252928,252928,31616,"[31616, 31616, 31616, 31616, 31616, 31616, 31616, 31616]",90112,494,494,0.7285063862800598,0.00851133931428194
NOG-FO,NOG,540,540,45,8,y_bar,0.1,12,0.3,0.007497801911085844,35.54388403892517,3,100003,200003,254086981,sfo,277504,277504,34688,"[34688, 34688, 34688, 34688, 34688, 34688, 34688, 34688]",98304,542,542,0.7283698916435242,0.006707762833684683
NOG-FO,NOG,588,588,49,8,y_bar,0.1,12,0.3,0.007183120585978031,38.69646668434143,3,100003,200003,254086981,sfo,302080,302080,37760,"[37760, 37760, 37760, 37760, 37760, 37760, 37760, 37760]",106496,590,590,0.7282702922821045,0.00707284826785326
NOG-FO,NOG,636,636,53,8,y_bar,0.1,12,0.3,0.007553395815193653,41.8581919670105,3,100003,200003,254086981,sfo,326656,326656,40832,"[40832, 40832, 40832, 40832, 40832, 40832, 40832, 40832]",114688,638,638,0.7281753420829773,0.008412032388150692
NOG-FO,NOG,684,684,57,8,y_bar,0.1,12,0.3,0.008226766251027584,45.099857807159424,3,100003,200003,254086981,sfo,351232,351232,43904,"[43904, 43904, 43904, 43904, 43904, 43904, 43904, 43904]",122880,686,686,0.7280391454696655,0.007599056698381901
NOG-FO,NOG,732,732,61,8,y_bar,0.1,12,0.3,0.007740152068436146,48.323325872421265,3,100003,200003,254086981,sfo,375808,375808,46976,"[46976, 46976, 46976, 46976, 46976, 46976, 46976, 46976]",131072,734,734,0.7279770970344543,0.007947164587676525
NOG-FO,NOG,780,780,65,8,y_bar,0.1,12,0.3,0.008729911409318447,51.557838916778564,3,100003,200003,254086981,sfo,400384,400384,50048,"[50048, 50048, 50048, 50048, 50048, 50048, 50048, 50048]",139264,782,782,0.7279132008552551,0.007481404580175877
NOG-FO,NOG,828,828,69,8,y_bar,0.1,12,0.3,0.007371071260422468,54.848204135894775,3,100003,200003,254086981,sfo,424960,424960,53120,"[53120, 53120, 53120, 53120, 53120, 53120, 53120, 53120]",147456,830,830,0.7278191447257996,0.007293486502021551
NOG-FO,NOG,876,876,73,8,y_bar,0.1,12,0.3,0.007760790642350912,58.16542315483093,3,100003,200003,254086981,sfo,449536,449536,56192,"[56192, 56192, 56192, 56192, 56192, 56192, 56192, 56192]",155648,878,878,0.7276999354362488,0.0072226691991090775
NOG-FO,NOG,924,924,77,8,y_bar,0.1,12,0.3,0.008291536010801792,61.35336494445801,3,100003,200003,254086981,sfo,474112,474112,59264,"[59264, 59264, 59264, 59264, 59264, 59264, 59264, 59264]",163840,926,926,0.7276285886764526,0.007420549634844065
NOG-FO,NOG,960,960,80,8,y_bar,0.1,12,0.3,0.007434322033077478,63.85578370094299,3,100003,200003,254086981,sfo,492544,492544,61568,"[61568, 61568, 61568, 61568, 61568, 61568, 61568, 61568]",172032,962,962,0.7275456786155701,0.007212131284177303
