method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-FO,NOG,12,12,1,8,y_bar,0.1,12,0.3,0.01319880597293377,0.8446235656738281,2,100002,200002,1095244158,sfo,7168,7168,896,"[896, 896, 896, 896, 896, 896, 896, 896]",8192,14,14,0.7174893617630005,0.011199246160686016
NOG-FO,NOG,60,60,5,8,y_bar,0.1,12,0.3,0.008433623239398003,4.0789690017700195,2,100002,200002,1095244158,sfo,31744,31744,3968,"[3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968]",16384,62,62,0.7172157764434814,0.008085926994681358
NOG-FO,NOG,108,108,9,8,y_bar,0.1,12,0.3,0.008313531056046486,7.246297597885132,2,100002,200002,1095244158,sfo,56320,56320,7040,"[7040, 7040, 7040, 7040, 7040, 7040, 7040, 7040]",24576,110,110,0.7169898152351379,0.0076140789315104485
NOG-FO,NOG,156,156,13,8,y_bar,0.1,12,0.3,0.00803289283066988,10.551194906234741,2,100002,200002,1095244158,sfo,80896,80896,10112,"[10112, 10112, 10112, 10112, 10112, 10112, 10112, 10112]",32768,158,158,0.7167587876319885,0.008306915871798992
NOG-FO,NOG,204,204,17,8,y_bar,0.1,12,0.3,0.009363208897411823,13.572170972824097,2,100002,200002,1095244158,sfo,105472,105472,13184,"[13184, 13184, 13184, 13184, 13184, 13184, 13184, 13184]",40960,206,206,0.7165613770484924,0.009277019649744034
NOG-FO,NOG,252,252,21,8,y_bar,0.1,12,0.3,0.00898694060742855,16.70734214782715,2,100002,200002,1095244158,sfo,130048,130048,16256,"[16256, 16256, 16256, 16256, 16256, 16256, 16256, 16256]",49152,254,254,0.716321587562561,0.008338904939591885
NOG-FO,NOG,300,300,25,8,y_bar,0.1,12,0.3,0.009019861929118633,19.89000630378723,2,100002,200002,1095244158,sfo,154624,154624,19328,"[19328, 19328, 19328, 19328, 19328, 19328, 19328, 19328]",57344,302,302,0.7160311937332153,0.008788302540779114
NOG-FO,NOG,348,348,29,8,y_bar,0.1,12,0.3,0.007847638800740242,22.998889446258545,2,100002,200002,1095244158,sfo,179200,179200,22400,"[22400, 22400, 22400, 22400, 22400, 22400, 22400, 22400]",65536,350,350,0.7157093286514282,0.007924637757241726
NOG-FO,NOG,396,396,33,8,y_bar,0.1,12,0.3,0.008624075911939144,26.149193048477173,2,100002,200002,1095244158,sfo,203776,203776,25472,"[25472, 25472, 25472, 25472, 25472, 25472, 25472, 25472]",73728,398,398,0.7154502868652344,0.008151727728545666
NOG-FO,NOG,444,444,37,8,y_bar,0.1,12,0.3,0.008625641465187073,29.252671718597412,2,100002,200002,1095244158,sfo,228352,228352,28544,"[28544, 28544, 28544, 28544, 28544, 28544, 28544, 28544]",81920,446,446,0.7152206301689148,0.0077722505666315556
NOG-FO,NOG,492,492,41,8,y_bar,0.1,12,0.3,0.008257633075118065,32.38437533378601,2,100002,200002,1095244158,sfo,252928,252928,31616,"[31616, 31616, 31616, 31616, 31616, 31616, 31616, 31616]",90112,494,494,0.7149342894554138,0.00793076679110527
NOG-FO,NOG,540,540,45,8,y_bar,0.1,12,0.3,0.008396881632506847,35.47166848182678,2,100002,200002,1095244158,sfo,277504,277504,34688,"[34688, 34688, 34688, 34688, 34688, 34688, 34688, 34688]",98304,542,542,0.7147426009178162,0.009329255670309067
