method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.13252711296081543,1,100001,200001,548805954,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.732654333114624,0.010693543590605259,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.44852137565612793,1,100001,200001,548805954,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7326903343200684,0.010529826395213604,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.7635135650634766,1,100001,200001,548805954,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.7327022552490234,0.010025170631706715,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.0858490467071533,1,100001,200001,548805954,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7327060103416443,0.010272834450006485,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.4106574058532715,1,100001,200001,548805954,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7327203750610352,0.010090255178511143,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.7312555313110352,1,100001,200001,548805954,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.7327263951301575,0.011022860184311867,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,2.061263084411621,1,100001,200001,548805954,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.732732892036438,0.012441463768482208,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.3845338821411133,1,100001,200001,548805954,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.7327471971511841,0.009527900256216526,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.708714485168457,1,100001,200001,548805954,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7327494621276855,0.010154526680707932,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,3.0290720462799072,1,100001,200001,548805954,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.7327572107315063,0.010545102879405022,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
