method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,2,y_bar,0.1,12,0.3,0.0914190411567688,0.16727590560913086,2,100002,200002,730580027,szo,14336,14336,7168,"[7168, 7168]",8192,14,14,0.7175604701042175,0.012181290425360203
NOG-ZO,NOG,60,60,5,2,y_bar,0.1,12,0.3,0.06886658817529678,0.6584303379058838,2,100002,200002,730580027,szo,63488,63488,31744,"[31744, 31744]",16384,62,62,0.7176582217216492,0.011760985478758812
NOG-ZO,NOG,108,108,9,2,y_bar,0.1,12,0.3,0.07192543894052505,1.148515224456787,2,100002,200002,730580027,szo,112640,112640,56320,"[56320, 56320]",24576,110,110,0.7176981568336487,0.01156249176710844
NOG-ZO,NOG,156,156,13,2,y_bar,0.1,12,0.3,0.08238115161657333,1.6300532817840576,2,100002,200002,730580027,szo,161792,161792,80896,"[80896, 80896]",32768,158,158,0.7177026271820068,0.012021039612591267
NOG-ZO,NOG,204,204,17,2,y_bar,0.1,12,0.3,0.08311837166547775,2.1182620525360107,2,100002,200002,730580027,szo,210944,210944,105472,"[105472, 105472]",40960,206,206,0.7176907658576965,0.011381261050701141
NOG-ZO,NOG,252,252,21,2,y_bar,0.1,12,0.3,0.08725301176309586,2.6001133918762207,2,100002,200002,730580027,szo,260096,260096,130048,"[130048, 130048]",49152,254,254,0.717677116394043,0.011159956455230713
NOG-ZO,NOG,300,300,25,2,y_bar,0.1,12,0.3,0.08529030531644821,3.0896964073181152,2,100002,200002,730580027,szo,309248,309248,154624,"[154624, 154624]",57344,302,302,0.7176802754402161,0.012270047329366207
NOG-ZO,NOG,348,348,29,2,y_bar,0.1,12,0.3,0.06656885147094727,3.5831198692321777,2,100002,200002,730580027,szo,358400,358400,179200,"[179200, 179200]",65536,350,350,0.7177020311355591,0.011105906218290329
NOG-ZO,NOG,396,396,33,2,y_bar,0.1,12,0.3,0.07550854235887527,4.075109243392944,2,100002,200002,730580027,szo,407552,407552,203776,"[203776, 203776]",73728,398,398,0.7177177667617798,0.01124588306993246
NOG-ZO,NOG,444,444,37,2,y_bar,0.1,12,0.3,0.0762406587600708,4.560497045516968,2,100002,200002,730580027,szo,456704,456704,228352,"[228352, 228352]",81920,446,446,0.7177205681800842,0.01127900741994381
NOG-ZO,NOG,492,492,41,2,y_bar,0.1,12,0.3,0.08037616312503815,5.0509302616119385,2,100002,200002,730580027,szo,505856,505856,252928,"[252928, 252928]",90112,494,494,0.7177737355232239,0.01155745331197977
NOG-ZO,NOG,540,540,45,2,y_bar,0.1,12,0.3,0.0746387243270874,5.534627676010132,2,100002,200002,730580027,szo,555008,555008,277504,"[277504, 277504]",98304,542,542,0.7177401185035706,0.012102355249226093
NOG-ZO,NOG,588,588,49,2,y_bar,0.1,12,0.3,0.07810971885919571,6.025440216064453,2,100002,200002,730580027,szo,604160,604160,302080,"[302080, 302080]",106496,590,590,0.7176880836486816,0.010900959372520447
NOG-ZO,NOG,636,636,53,2,y_bar,0.1,12,0.3,0.07622122019529343,6.507035732269287,2,100002,200002,730580027,szo,653312,653312,326656,"[326656, 326656]",114688,638,638,0.7176488637924194,0.010914534330368042
NOG-ZO,NOG,684,684,57,2,y_bar,0.1,12,0.3,0.08280336111783981,6.997375965118408,2,100002,200002,730580027,szo,702464,702464,351232,"[351232, 351232]",122880,686,686,0.7176122069358826,0.010459814220666885
NOG-ZO,NOG,732,732,61,2,y_bar,0.1,12,0.3,0.08364880084991455,7.478164911270142,2,100002,200002,730580027,szo,751616,751616,375808,"[375808, 375808]",131072,734,734,0.7175681591033936,0.01009015366435051
NOG-ZO,NOG,780,780,65,2,y_bar,0.1,12,0.3,0.05818619206547737,7.957298755645752,2,100002,200002,730580027,szo,800768,800768,400384,"[400384, 400384]",139264,782,782,0.7175204157829285,0.009369062259793282
NOG-ZO,NOG,828,828,69,2,y_bar,0.1,12,0.3,0.08362404257059097,8.440791606903076,2,100002,200002,730580027,szo,849920,849920,424960,"[424960, 424960]",147456,830,830,0.7174941897392273,0.010851302184164524
NOG-ZO,NOG,876,876,73,2,y_bar,0.1,12,0.3,0.09377622604370117,8.927184104919434,2,100002,200002,730580027,szo,899072,899072,449536,"[449536, 449536]",155648,878,878,0.7175290584564209,0.010376191698014736
NOG-ZO,NOG,924,924,77,2,y_bar,0.1,12,0.3,0.08198650926351547,9.407397270202637,2,100002,200002,730580027,szo,948224,948224,474112,"[474112, 474112]",163840,926,926,0.7175038456916809,0.00931102316826582
NOG-ZO,NOG,960,960,80,2,y_bar,0.1,12,0.3,0.07046792656183243,9.787257194519043,2,100002,200002,730580027,szo,985088,985088,492544,"[492544, 492544]",172032,962,962,0.7174777984619141,0.010398298501968384
