method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,8,y_bar,0.1,12,0.3,0.07234767079353333,0.4732186794281006,4,100004,200004,1021134146,szo,14336,14336,1792,"[1792, 1792, 1792, 1792, 1792, 1792, 1792, 1792]",8192,14,14,0.7275086045265198,0.011082222685217857
NOG-ZO,NOG,60,60,5,8,y_bar,0.1,12,0.3,0.07455983012914658,2.1647720336914062,4,100004,200004,1021134146,szo,63488,63488,7936,"[7936, 7936, 7936, 7936, 7936, 7936, 7936, 7936]",16384,62,62,0.7276343107223511,0.01149031613022089
NOG-ZO,NOG,108,108,9,8,y_bar,0.1,12,0.3,0.07752223312854767,3.846450090408325,4,100004,200004,1021134146,szo,112640,112640,14080,"[14080, 14080, 14080, 14080, 14080, 14080, 14080, 14080]",24576,110,110,0.7277165651321411,0.010858729481697083
NOG-ZO,NOG,156,156,13,8,y_bar,0.1,12,0.3,0.06571640074253082,5.552977561950684,4,100004,200004,1021134146,szo,161792,161792,20224,"[20224, 20224, 20224, 20224, 20224, 20224, 20224, 20224]",32768,158,158,0.727733314037323,0.011050493456423283
NOG-ZO,NOG,204,204,17,8,y_bar,0.1,12,0.3,0.07508710771799088,7.2705397605896,4,100004,200004,1021134146,szo,210944,210944,26368,"[26368, 26368, 26368, 26368, 26368, 26368, 26368, 26368]",40960,206,206,0.7277471423149109,0.011087702587246895
NOG-ZO,NOG,252,252,21,8,y_bar,0.1,12,0.3,0.07574104517698288,8.989214420318604,4,100004,200004,1021134146,szo,260096,260096,32512,"[32512, 32512, 32512, 32512, 32512, 32512, 32512, 32512]",49152,254,254,0.7277781963348389,0.011091111227869987
NOG-ZO,NOG,300,300,25,8,y_bar,0.1,12,0.3,0.0674867033958435,10.734057903289795,4,100004,200004,1021134146,szo,309248,309248,38656,"[38656, 38656, 38656, 38656, 38656, 38656, 38656, 38656]",57344,302,302,0.7277812361717224,0.010541076771914959
NOG-ZO,NOG,348,348,29,8,y_bar,0.1,12,0.3,0.07756281644105911,12.447357416152954,4,100004,200004,1021134146,szo,358400,358400,44800,"[44800, 44800, 44800, 44800, 44800, 44800, 44800, 44800]",65536,350,350,0.7277642488479614,0.010422145016491413
NOG-ZO,NOG,396,396,33,8,y_bar,0.1,12,0.3,0.08192852139472961,14.157899618148804,4,100004,200004,1021134146,szo,407552,407552,50944,"[50944, 50944, 50944, 50944, 50944, 50944, 50944, 50944]",73728,398,398,0.7277439832687378,0.010044220834970474
NOG-ZO,NOG,444,444,37,8,y_bar,0.1,12,0.3,0.06786590069532394,15.862213373184204,4,100004,200004,1021134146,szo,456704,456704,57088,"[57088, 57088, 57088, 57088, 57088, 57088, 57088, 57088]",81920,446,446,0.7277027368545532,0.009729077108204365
