method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,1,y_bar,0.1,12,0.3,0.055624399334192276,0.12141942977905273,0,100000,200000,494194606,szo,14336,14336,14336,[14336],8192,14,14,0.7295985221862793,0.009699615649878979
NOG-ZO,NOG,60,60,5,1,y_bar,0.1,12,0.3,0.06486306339502335,0.41431522369384766,0,100000,200000,494194606,szo,63488,63488,63488,[63488],16384,62,62,0.729699969291687,0.01005432941019535
NOG-ZO,NOG,108,108,9,1,y_bar,0.1,12,0.3,0.07415717840194702,0.6968486309051514,0,100000,200000,494194606,szo,112640,112640,112640,[112640],24576,110,110,0.7297577261924744,0.010854753665626049
NOG-ZO,NOG,156,156,13,1,y_bar,0.1,12,0.3,0.06467697024345398,0.993211030960083,0,100000,200000,494194606,szo,161792,161792,161792,[161792],32768,158,158,0.7298223972320557,0.009543268010020256
NOG-ZO,NOG,204,204,17,1,y_bar,0.1,12,0.3,0.0681479349732399,1.3087608814239502,0,100000,200000,494194606,szo,210944,210944,210944,[210944],40960,206,206,0.729779064655304,0.010436827316880226
NOG-ZO,NOG,252,252,21,1,y_bar,0.1,12,0.3,0.06740818917751312,1.6035423278808594,0,100000,200000,494194606,szo,260096,260096,260096,[260096],49152,254,254,0.729769229888916,0.009811042807996273
NOG-ZO,NOG,300,300,25,1,y_bar,0.1,12,0.3,0.06725546717643738,1.8908350467681885,0,100000,200000,494194606,szo,309248,309248,309248,[309248],57344,302,302,0.7297696471214294,0.009711148217320442
NOG-ZO,NOG,348,348,29,1,y_bar,0.1,12,0.3,0.05849253758788109,2.1744415760040283,0,100000,200000,494194606,szo,358400,358400,358400,[358400],65536,350,350,0.7297716736793518,0.009593330323696136
NOG-ZO,NOG,396,396,33,1,y_bar,0.1,12,0.3,0.06903325766324997,2.464916467666626,0,100000,200000,494194606,szo,407552,407552,407552,[407552],73728,398,398,0.7297893166542053,0.008639146573841572
NOG-ZO,NOG,444,444,37,1,y_bar,0.1,12,0.3,0.07764212787151337,2.7618396282196045,0,100000,200000,494194606,szo,456704,456704,456704,[456704],81920,446,446,0.7298015356063843,0.008533273823559284
NOG-ZO,NOG,492,492,41,1,y_bar,0.1,12,0.3,0.08118273317813873,3.067715644836426,0,100000,200000,494194606,szo,505856,505856,505856,[505856],90112,494,494,0.7298011779785156,0.010031414218246937
NOG-ZO,NOG,540,540,45,1,y_bar,0.1,12,0.3,0.06868911534547806,3.3678221702575684,0,100000,200000,494194606,szo,555008,555008,555008,[555008],98304,542,542,0.7297909259796143,0.009432509541511536
NOG-ZO,NOG,588,588,49,1,y_bar,0.1,12,0.3,0.06905356794595718,3.650467872619629,0,100000,200000,494194606,szo,604160,604160,604160,[604160],106496,590,590,0.7298155426979065,0.009267132729291916
NOG-ZO,NOG,636,636,53,1,y_bar,0.1,12,0.3,0.05597341060638428,3.9443106651306152,0,100000,200000,494194606,szo,653312,653312,653312,[653312],114688,638,638,0.7297866940498352,0.00941263884305954
NOG-ZO,NOG,684,684,57,1,y_bar,0.1,12,0.3,0.06438135355710983,4.239702463150024,0,100000,200000,494194606,szo,702464,702464,702464,[702464],122880,686,686,0.7297969460487366,0.008582326583564281
NOG-ZO,NOG,732,732,61,1,y_bar,0.1,12,0.3,0.06772841513156891,4.532951593399048,0,100000,200000,494194606,szo,751616,751616,751616,[751616],131072,734,734,0.729830801486969,0.008937306702136993
NOG-ZO,NOG,780,780,65,1,y_bar,0.1,12,0.3,0.07527007907629013,4.824096441268921,0,100000,200000,494194606,szo,800768,800768,800768,[800768],139264,782,782,0.7298169732093811,0.009427034296095371
NOG-ZO,NOG,828,828,69,1,y_bar,0.1,12,0.3,0.07902112603187561,5.12112283706665,0,100000,200000,494194606,szo,849920,849920,849920,[849920],147456,830,830,0.7297938466072083,0.00898531824350357
NOG-ZO,NOG,876,876,73,1,y_bar,0.1,12,0.3,0.07531580328941345,5.417503356933594,0,100000,200000,494194606,szo,899072,899072,899072,[899072],155648,878,878,0.7297879457473755,0.00936011504381895
NOG-ZO,NOG,924,924,77,1,y_bar,0.1,12,0.3,0.06719766557216644,5.714928865432739,0,100000,200000,494194606,szo,948224,948224,948224,[948224],163840,926,926,0.7297681570053101,0.008601421490311623
NOG-ZO,NOG,960,960,80,1,y_bar,0.1,12,0.3,0.07472482323646545,5.957494497299194,0,100000,200000,494194606,szo,985088,985088,985088,[985088],172032,962,962,0.729763388633728,0.009586641564965248
