method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,2,y_bar,0.1,12,0.3,0.08666723221540451,0.17298412322998047,0,100000,200000,154970932,szo,14336,14336,7168,"[7168, 7168]",8192,14,14,0.7296123504638672,0.009878430515527725
NOG-ZO,NOG,60,60,5,2,y_bar,0.1,12,0.3,0.08019234240055084,0.6601266860961914,0,100000,200000,154970932,szo,63488,63488,31744,"[31744, 31744]",16384,62,62,0.7297768592834473,0.010398108512163162
NOG-ZO,NOG,108,108,9,2,y_bar,0.1,12,0.3,0.06900692731142044,1.1606760025024414,0,100000,200000,154970932,szo,112640,112640,56320,"[56320, 56320]",24576,110,110,0.7298023700714111,0.011273886077105999
NOG-ZO,NOG,156,156,13,2,y_bar,0.1,12,0.3,0.07154399156570435,1.6639134883880615,0,100000,200000,154970932,szo,161792,161792,80896,"[80896, 80896]",32768,158,158,0.7298887372016907,0.01013549230992794
NOG-ZO,NOG,204,204,17,2,y_bar,0.1,12,0.3,0.07305418699979782,2.16163969039917,0,100000,200000,154970932,szo,210944,210944,105472,"[105472, 105472]",40960,206,206,0.7298945784568787,0.011646831408143044
NOG-ZO,NOG,252,252,21,2,y_bar,0.1,12,0.3,0.07722502946853638,2.6467459201812744,0,100000,200000,154970932,szo,260096,260096,130048,"[130048, 130048]",49152,254,254,0.7299109101295471,0.011062117293477058
NOG-ZO,NOG,300,300,25,2,y_bar,0.1,12,0.3,0.09492779523134232,3.1522724628448486,0,100000,200000,154970932,szo,309248,309248,154624,"[154624, 154624]",57344,302,302,0.7299703359603882,0.011015795171260834
NOG-ZO,NOG,348,348,29,2,y_bar,0.1,12,0.3,0.0741301104426384,3.6385204792022705,0,100000,200000,154970932,szo,358400,358400,179200,"[179200, 179200]",65536,350,350,0.7299749255180359,0.010279865004122257
NOG-ZO,NOG,396,396,33,2,y_bar,0.1,12,0.3,0.07655221223831177,4.126553535461426,0,100000,200000,154970932,szo,407552,407552,203776,"[203776, 203776]",73728,398,398,0.7299874424934387,0.00954705011099577
NOG-ZO,NOG,444,444,37,2,y_bar,0.1,12,0.3,0.08120528608560562,4.612577199935913,0,100000,200000,154970932,szo,456704,456704,228352,"[228352, 228352]",81920,446,446,0.7299982905387878,0.0100232670083642
NOG-ZO,NOG,492,492,41,2,y_bar,0.1,12,0.3,0.07945412397384644,5.099457025527954,0,100000,200000,154970932,szo,505856,505856,252928,"[252928, 252928]",90112,494,494,0.729989230632782,0.011230329982936382
NOG-ZO,NOG,540,540,45,2,y_bar,0.1,12,0.3,0.08181691914796829,5.599564790725708,0,100000,200000,154970932,szo,555008,555008,277504,"[277504, 277504]",98304,542,542,0.7299803495407104,0.010111775249242783
NOG-ZO,NOG,588,588,49,2,y_bar,0.1,12,0.3,0.07471193373203278,6.095417499542236,0,100000,200000,154970932,szo,604160,604160,302080,"[302080, 302080]",106496,590,590,0.7299228310585022,0.01036696694791317
NOG-ZO,NOG,636,636,53,2,y_bar,0.1,12,0.3,0.08193343132734299,6.585993051528931,0,100000,200000,154970932,szo,653312,653312,326656,"[326656, 326656]",114688,638,638,0.7298849821090698,0.010131760500371456
NOG-ZO,NOG,684,684,57,2,y_bar,0.1,12,0.3,0.06818199902772903,7.0958311557769775,0,100000,200000,154970932,szo,702464,702464,351232,"[351232, 351232]",122880,686,686,0.7298710942268372,0.009412744082510471
NOG-ZO,NOG,732,732,61,2,y_bar,0.1,12,0.3,0.08592002093791962,7.589552164077759,0,100000,200000,154970932,szo,751616,751616,375808,"[375808, 375808]",131072,734,734,0.7298609614372253,0.009108006954193115
NOG-ZO,NOG,780,780,65,2,y_bar,0.1,12,0.3,0.07153580337762833,8.097694635391235,0,100000,200000,154970932,szo,800768,800768,400384,"[400384, 400384]",139264,782,782,0.7298307418823242,0.009527046233415604
NOG-ZO,NOG,828,828,69,2,y_bar,0.1,12,0.3,0.06723006814718246,8.601861238479614,0,100000,200000,154970932,szo,849920,849920,424960,"[424960, 424960]",147456,830,830,0.7298614382743835,0.008815459907054901
NOG-ZO,NOG,876,876,73,2,y_bar,0.1,12,0.3,0.07892533391714096,9.098539590835571,0,100000,200000,154970932,szo,899072,899072,449536,"[449536, 449536]",155648,878,878,0.7298543453216553,0.009390445426106453
NOG-ZO,NOG,924,924,77,2,y_bar,0.1,12,0.3,0.07414715737104416,9.59116792678833,0,100000,200000,154970932,szo,948224,948224,474112,"[474112, 474112]",163840,926,926,0.7298297882080078,0.009295645169913769
NOG-ZO,NOG,960,960,80,2,y_bar,0.1,12,0.3,0.08261588215827942,10.0303795337677,0,100000,200000,154970932,szo,985088,985088,492544,"[492544, 492544]",172032,962,962,0.7298141121864319,0.009602339006960392
