method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.18986845016479492,1,100001,200001,982006998,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7326535582542419,0.010678094811737537,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.6983604431152344,1,100001,200001,982006998,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7326789498329163,0.010505353100597858,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2198841571807861,1,100001,200001,982006998,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.7326828241348267,0.009749951772391796,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.709381103515625,1,100001,200001,982006998,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7326854467391968,0.010020271874964237,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.2075178623199463,1,100001,200001,982006998,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7326810359954834,0.009695030748844147,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.7011735439300537,1,100001,200001,982006998,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.7326859831809998,0.010428953915834427,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.1997201442718506,1,100001,200001,982006998,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7326909899711609,0.012011773884296417,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.6455893516540527,1,100001,200001,982006998,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.7326978445053101,0.009024880826473236,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.157221794128418,1,100001,200001,982006998,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7326998114585876,0.009509383700788021,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,4.675675630569458,1,100001,200001,982006998,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7327028512954712,0.009953456930816174,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,492,492,8,epoch_w_bar,5.194234609603882,1,100001,200001,982006998,sfo,3936,3936,492,"[492, 492, 492, 492, 492, 492, 492, 492]",90112,492,492,0.7327105402946472,0.009744556620717049,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,540,540,8,epoch_w_bar,5.692306280136108,1,100001,200001,982006998,sfo,4320,4320,540,"[540, 540, 540, 540, 540, 540, 540, 540]",98304,540,540,0.7327014207839966,0.009059729054570198,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,588,588,8,epoch_w_bar,6.237524509429932,1,100001,200001,982006998,sfo,4704,4704,588,"[588, 588, 588, 588, 588, 588, 588, 588]",106496,588,588,0.7326985001564026,0.009781202301383018,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,636,636,8,epoch_w_bar,6.7316060066223145,1,100001,200001,982006998,sfo,5088,5088,636,"[636, 636, 636, 636, 636, 636, 636, 636]",114688,636,636,0.7326924204826355,0.009434040635824203,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,684,684,8,epoch_w_bar,7.270330905914307,1,100001,200001,982006998,sfo,5472,5472,684,"[684, 684, 684, 684, 684, 684, 684, 684]",122880,684,684,0.7326961755752563,0.009347587823867798,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,732,732,8,epoch_w_bar,7.746315002441406,1,100001,200001,982006998,sfo,5856,5856,732,"[732, 732, 732, 732, 732, 732, 732, 732]",131072,732,732,0.7326987385749817,0.009866898879408836,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,780,780,8,epoch_w_bar,8.27829098701477,1,100001,200001,982006998,sfo,6240,6240,780,"[780, 780, 780, 780, 780, 780, 780, 780]",139264,780,780,0.7326962947845459,0.01006578654050827,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,828,828,8,epoch_w_bar,8.783802270889282,1,100001,200001,982006998,sfo,6624,6624,828,"[828, 828, 828, 828, 828, 828, 828, 828]",147456,828,828,0.7326949834823608,0.00986907072365284,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,876,876,8,epoch_w_bar,9.300916194915771,1,100001,200001,982006998,sfo,7008,7008,876,"[876, 876, 876, 876, 876, 876, 876, 876]",155648,876,876,0.7326975464820862,0.01022339891642332,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,924,924,8,epoch_w_bar,9.810791015625,1,100001,200001,982006998,sfo,7392,7392,924,"[924, 924, 924, 924, 924, 924, 924, 924]",163840,924,924,0.732704222202301,0.008786926046013832,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,960,960,8,epoch_w_bar,10.227836847305298,1,100001,200001,982006998,sfo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",172032,960,960,0.7327062487602234,0.009334273636341095,0.1,12,0.002209708691207961,0.000637887953849786,3.0
