method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,1,y_bar,0.1,12,0.3,0.08702949434518814,0.11755228042602539,3,100003,200003,1823049628,szo,14336,14336,14336,[14336],8192,14,14,0.7295777201652527,0.010325949639081955
NOG-ZO,NOG,60,60,5,1,y_bar,0.1,12,0.3,0.069948710501194,0.39816927909851074,3,100003,200003,1823049628,szo,63488,63488,63488,[63488],16384,62,62,0.7296881079673767,0.010382844135165215
NOG-ZO,NOG,108,108,9,1,y_bar,0.1,12,0.3,0.0728960782289505,0.678591251373291,3,100003,200003,1823049628,szo,112640,112640,112640,[112640],24576,110,110,0.72975093126297,0.010943478904664516
NOG-ZO,NOG,156,156,13,1,y_bar,0.1,12,0.3,0.07852037250995636,0.9581973552703857,3,100003,200003,1823049628,szo,161792,161792,161792,[161792],32768,158,158,0.7297329902648926,0.008844222873449326
NOG-ZO,NOG,204,204,17,1,y_bar,0.1,12,0.3,0.06576036661863327,1.232797622680664,3,100003,200003,1823049628,szo,210944,210944,210944,[210944],40960,206,206,0.7297616600990295,0.010360831394791603
NOG-ZO,NOG,252,252,21,1,y_bar,0.1,12,0.3,0.09314707666635513,1.5095970630645752,3,100003,200003,1823049628,szo,260096,260096,260096,[260096],49152,254,254,0.7297589778900146,0.00966951996088028
NOG-ZO,NOG,300,300,25,1,y_bar,0.1,12,0.3,0.06898289173841476,1.7937276363372803,3,100003,200003,1823049628,szo,309248,309248,309248,[309248],57344,302,302,0.7297743558883667,0.010121679864823818
NOG-ZO,NOG,348,348,29,1,y_bar,0.1,12,0.3,0.07455364614725113,2.067359685897827,3,100003,200003,1823049628,szo,358400,358400,358400,[358400],65536,350,350,0.7297271490097046,0.008581950329244137
NOG-ZO,NOG,396,396,33,1,y_bar,0.1,12,0.3,0.08093956112861633,2.343963623046875,3,100003,200003,1823049628,szo,407552,407552,407552,[407552],73728,398,398,0.7297415733337402,0.009313048794865608
NOG-ZO,NOG,444,444,37,1,y_bar,0.1,12,0.3,0.06690315902233124,2.616196393966675,3,100003,200003,1823049628,szo,456704,456704,456704,[456704],81920,446,446,0.7297472953796387,0.009564963169395924
NOG-ZO,NOG,492,492,41,1,y_bar,0.1,12,0.3,0.06810586899518967,2.896138906478882,3,100003,200003,1823049628,szo,505856,505856,505856,[505856],90112,494,494,0.7297512292861938,0.008109710179269314
NOG-ZO,NOG,540,540,45,1,y_bar,0.1,12,0.3,0.08677300065755844,3.1781299114227295,3,100003,200003,1823049628,szo,555008,555008,555008,[555008],98304,542,542,0.729775607585907,0.00858183205127716
NOG-ZO,NOG,588,588,49,1,y_bar,0.1,12,0.3,0.07787919789552689,3.4527781009674072,3,100003,200003,1823049628,szo,604160,604160,604160,[604160],106496,590,590,0.7297714352607727,0.009096718393266201
NOG-ZO,NOG,636,636,53,1,y_bar,0.1,12,0.3,0.06999358534812927,3.735553741455078,3,100003,200003,1823049628,szo,653312,653312,653312,[653312],114688,638,638,0.7297776937484741,0.010990883223712444
NOG-ZO,NOG,684,684,57,1,y_bar,0.1,12,0.3,0.06347205489873886,4.012166738510132,3,100003,200003,1823049628,szo,702464,702464,702464,[702464],122880,686,686,0.7298076748847961,0.010100163519382477
NOG-ZO,NOG,732,732,61,1,y_bar,0.1,12,0.3,0.08080937713384628,4.293741703033447,3,100003,200003,1823049628,szo,751616,751616,751616,[751616],131072,734,734,0.7298223972320557,0.00924877729266882
NOG-ZO,NOG,780,780,65,1,y_bar,0.1,12,0.3,0.07976316660642624,4.571808099746704,3,100003,200003,1823049628,szo,800768,800768,800768,[800768],139264,782,782,0.729831874370575,0.009773915633559227
NOG-ZO,NOG,828,828,69,1,y_bar,0.1,12,0.3,0.07743129879236221,4.858646869659424,3,100003,200003,1823049628,szo,849920,849920,849920,[849920],147456,830,830,0.7298026084899902,0.009233402088284492
NOG-ZO,NOG,876,876,73,1,y_bar,0.1,12,0.3,0.06372729688882828,5.137036323547363,3,100003,200003,1823049628,szo,899072,899072,899072,[899072],155648,878,878,0.7297883629798889,0.008457575924694538
NOG-ZO,NOG,924,924,77,1,y_bar,0.1,12,0.3,0.06725795567035675,5.4157867431640625,3,100003,200003,1823049628,szo,948224,948224,948224,[948224],163840,926,926,0.7297933101654053,0.008939788676798344
NOG-ZO,NOG,960,960,80,1,y_bar,0.1,12,0.3,0.06882978975772858,5.629636526107788,3,100003,200003,1823049628,szo,985088,985088,985088,[985088],172032,962,962,0.7297957539558411,0.009069531224668026
