method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,small_batch,large_batch,restart_period,restart_mixing_rounds
DGFM+,DGFM+,1,1,8,x_bar,0.2825334072113037,3,100003,200003,410831931,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.7295188307762146,0.010639774613082409,0.1,0.001,8,64,48,1
DGFM+,DGFM+,48,48,8,x_bar,2.910024642944336,3,100003,200003,410831931,szo,13056,13056,1632,"[1632, 1632, 1632, 1632, 1632, 1632, 1632, 1632]",16384,96,96,0.7296018600463867,0.010727543383836746,0.1,0.001,8,64,48,1
DGFM+,DGFM+,96,96,8,x_bar,5.770277738571167,3,100003,200003,410831931,szo,26112,26112,3264,"[3264, 3264, 3264, 3264, 3264, 3264, 3264, 3264]",24576,192,192,0.7296451330184937,0.009651771746575832,0.1,0.001,8,64,48,1
DGFM+,DGFM+,144,144,8,x_bar,8.62574577331543,3,100003,200003,410831931,szo,39168,39168,4896,"[4896, 4896, 4896, 4896, 4896, 4896, 4896, 4896]",32768,288,288,0.72965008020401,0.01056496798992157,0.1,0.001,8,64,48,1
DGFM+,DGFM+,192,192,8,x_bar,11.469802379608154,3,100003,200003,410831931,szo,52224,52224,6528,"[6528, 6528, 6528, 6528, 6528, 6528, 6528, 6528]",40960,384,384,0.7296608090400696,0.009795023128390312,0.1,0.001,8,64,48,1
DGFM+,DGFM+,240,240,8,x_bar,14.330659866333008,3,100003,200003,410831931,szo,65280,65280,8160,"[8160, 8160, 8160, 8160, 8160, 8160, 8160, 8160]",49152,480,480,0.7296997904777527,0.01050621084868908,0.1,0.001,8,64,48,1
DGFM+,DGFM+,288,288,8,x_bar,17.202435970306396,3,100003,200003,410831931,szo,78336,78336,9792,"[9792, 9792, 9792, 9792, 9792, 9792, 9792, 9792]",57344,576,576,0.7297307252883911,0.010710135102272034,0.1,0.001,8,64,48,1
DGFM+,DGFM+,336,336,8,x_bar,20.044774055480957,3,100003,200003,410831931,szo,91392,91392,11424,"[11424, 11424, 11424, 11424, 11424, 11424, 11424, 11424]",65536,672,672,0.7297410368919373,0.01052813045680523,0.1,0.001,8,64,48,1
DGFM+,DGFM+,384,384,8,x_bar,22.88618755340576,3,100003,200003,410831931,szo,104448,104448,13056,"[13056, 13056, 13056, 13056, 13056, 13056, 13056, 13056]",73728,768,768,0.7297638058662415,0.010845408774912357,0.1,0.001,8,64,48,1
DGFM+,DGFM+,432,432,8,x_bar,25.735657215118408,3,100003,200003,410831931,szo,117504,117504,14688,"[14688, 14688, 14688, 14688, 14688, 14688, 14688, 14688]",81920,864,864,0.729782223701477,0.010393110103905201,0.1,0.001,8,64,48,1
