method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,1,y_bar,0.1,12,0.3,0.07860416173934937,0.10953903198242188,1,100001,200001,455402669,szo,14336,14336,14336,[14336],8192,14,14,0.7327291369438171,0.0108156967908144
NOG-ZO,NOG,60,60,5,1,y_bar,0.1,12,0.3,0.06037959083914757,0.38707423210144043,1,100001,200001,455402669,szo,63488,63488,63488,[63488],16384,62,62,0.7328212857246399,0.010438185185194016
NOG-ZO,NOG,108,108,9,1,y_bar,0.1,12,0.3,0.08131338655948639,0.6719832420349121,1,100001,200001,455402669,szo,112640,112640,112640,[112640],24576,110,110,0.7328699231147766,0.009917481802403927
NOG-ZO,NOG,156,156,13,1,y_bar,0.1,12,0.3,0.06964588165283203,0.9538166522979736,1,100001,200001,455402669,szo,161792,161792,161792,[161792],32768,158,158,0.7329021692276001,0.010519657284021378
NOG-ZO,NOG,204,204,17,1,y_bar,0.1,12,0.3,0.06923354417085648,1.2446198463439941,1,100001,200001,455402669,szo,210944,210944,210944,[210944],40960,206,206,0.7329126596450806,0.009984041564166546
NOG-ZO,NOG,252,252,21,1,y_bar,0.1,12,0.3,0.07400646060705185,1.5266306400299072,1,100001,200001,455402669,szo,260096,260096,260096,[260096],49152,254,254,0.732893168926239,0.010514453984797001
NOG-ZO,NOG,300,300,25,1,y_bar,0.1,12,0.3,0.07930272072553635,1.8090887069702148,1,100001,200001,455402669,szo,309248,309248,309248,[309248],57344,302,302,0.732927680015564,0.011472966521978378
NOG-ZO,NOG,348,348,29,1,y_bar,0.1,12,0.3,0.07225750386714935,2.0881547927856445,1,100001,200001,455402669,szo,358400,358400,358400,[358400],65536,350,350,0.7329391837120056,0.008806541562080383
NOG-ZO,NOG,396,396,33,1,y_bar,0.1,12,0.3,0.07665745168924332,2.3972432613372803,1,100001,200001,455402669,szo,407552,407552,407552,[407552],73728,398,398,0.7329650521278381,0.009786823764443398
NOG-ZO,NOG,444,444,37,1,y_bar,0.1,12,0.3,0.06918717920780182,2.682291269302368,1,100001,200001,455402669,szo,456704,456704,456704,[456704],81920,446,446,0.732968270778656,0.010277194902300835
NOG-ZO,NOG,492,492,41,1,y_bar,0.1,12,0.3,0.06917555630207062,2.9627506732940674,1,100001,200001,455402669,szo,505856,505856,505856,[505856],90112,494,494,0.7329524159431458,0.00984538346529007
NOG-ZO,NOG,540,540,45,1,y_bar,0.1,12,0.3,0.07375865429639816,3.265953779220581,1,100001,200001,455402669,szo,555008,555008,555008,[555008],98304,542,542,0.7329158186912537,0.009232370182871819
NOG-ZO,NOG,588,588,49,1,y_bar,0.1,12,0.3,0.059244200587272644,3.558605432510376,1,100001,200001,455402669,szo,604160,604160,604160,[604160],106496,590,590,0.7328903079032898,0.00927688553929329
NOG-ZO,NOG,636,636,53,1,y_bar,0.1,12,0.3,0.06625628471374512,3.841390371322632,1,100001,200001,455402669,szo,653312,653312,653312,[653312],114688,638,638,0.7328855991363525,0.00960644893348217
NOG-ZO,NOG,684,684,57,1,y_bar,0.1,12,0.3,0.07341087609529495,4.142739534378052,1,100001,200001,455402669,szo,702464,702464,702464,[702464],122880,686,686,0.7329204082489014,0.009009743109345436
NOG-ZO,NOG,732,732,61,1,y_bar,0.1,12,0.3,0.08291009068489075,4.4310712814331055,1,100001,200001,455402669,szo,751616,751616,751616,[751616],131072,734,734,0.7329270243644714,0.010282470844686031
NOG-ZO,NOG,780,780,65,1,y_bar,0.1,12,0.3,0.07394993305206299,4.719013452529907,1,100001,200001,455402669,szo,800768,800768,800768,[800768],139264,782,782,0.7329273223876953,0.009486791677772999
NOG-ZO,NOG,828,828,69,1,y_bar,0.1,12,0.3,0.08078008890151978,5.01002836227417,1,100001,200001,455402669,szo,849920,849920,849920,[849920],147456,830,830,0.73296058177948,0.010070513002574444
NOG-ZO,NOG,876,876,73,1,y_bar,0.1,12,0.3,0.0742652490735054,5.307198524475098,1,100001,200001,455402669,szo,899072,899072,899072,[899072],155648,878,878,0.7329243421554565,0.009422093629837036
NOG-ZO,NOG,924,924,77,1,y_bar,0.1,12,0.3,0.06969901919364929,5.585278034210205,1,100001,200001,455402669,szo,948224,948224,948224,[948224],163840,926,926,0.7329269051551819,0.009146555326879025
NOG-ZO,NOG,960,960,80,1,y_bar,0.1,12,0.3,0.07070312649011612,5.822977542877197,1,100001,200001,455402669,szo,985088,985088,985088,[985088],172032,962,962,0.7329204678535461,0.009019345976412296
