method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-FO,NOG,12,12,1,4,y_bar,0.1,12,0.3,0.009063943289220333,0.45360231399536133,1,100001,200001,354853184,sfo,7168,7168,1792,"[1792, 1792, 1792, 1792]",8192,14,14,0.732703447341919,0.00994779635220766
NOG-FO,NOG,60,60,5,4,y_bar,0.1,12,0.3,0.007902644574642181,2.112767457962036,1,100001,200001,354853184,sfo,31744,31744,7936,"[7936, 7936, 7936, 7936]",16384,62,62,0.7326463460922241,0.007472014985978603
NOG-FO,NOG,108,108,9,4,y_bar,0.1,12,0.3,0.008788666687905788,3.7477385997772217,1,100001,200001,354853184,sfo,56320,56320,14080,"[14080, 14080, 14080, 14080]",24576,110,110,0.7325833439826965,0.0070009995251894
NOG-FO,NOG,156,156,13,4,y_bar,0.1,12,0.3,0.007958565838634968,5.343757152557373,1,100001,200001,354853184,sfo,80896,80896,20224,"[20224, 20224, 20224, 20224]",32768,158,158,0.7325000166893005,0.0076910750940442085
NOG-FO,NOG,204,204,17,4,y_bar,0.1,12,0.3,0.007827460765838623,6.933048725128174,1,100001,200001,354853184,sfo,105472,105472,26368,"[26368, 26368, 26368, 26368]",40960,206,206,0.7324531078338623,0.007519950158894062
NOG-FO,NOG,252,252,21,4,y_bar,0.1,12,0.3,0.007920215837657452,8.500092267990112,1,100001,200001,354853184,sfo,130048,130048,32512,"[32512, 32512, 32512, 32512]",49152,254,254,0.732345461845398,0.007536123041063547
NOG-FO,NOG,300,300,25,4,y_bar,0.1,12,0.3,0.007952618412673473,10.11073112487793,1,100001,200001,354853184,sfo,154624,154624,38656,"[38656, 38656, 38656, 38656]",57344,302,302,0.7322394847869873,0.008631838485598564
NOG-FO,NOG,348,348,29,4,y_bar,0.1,12,0.3,0.007891650311648846,11.678696155548096,1,100001,200001,354853184,sfo,179200,179200,44800,"[44800, 44800, 44800, 44800]",65536,350,350,0.7321790456771851,0.006130913272500038
NOG-FO,NOG,396,396,33,4,y_bar,0.1,12,0.3,0.007944920100271702,13.312489032745361,1,100001,200001,354853184,sfo,203776,203776,50944,"[50944, 50944, 50944, 50944]",73728,398,398,0.732088565826416,0.006785363424569368
NOG-FO,NOG,444,444,37,4,y_bar,0.1,12,0.3,0.008431782945990562,14.930903673171997,1,100001,200001,354853184,sfo,228352,228352,57088,"[57088, 57088, 57088, 57088]",81920,446,446,0.7319472432136536,0.007498830556869507
NOG-FO,NOG,492,492,41,4,y_bar,0.1,12,0.3,0.0072892941534519196,16.571358680725098,1,100001,200001,354853184,sfo,252928,252928,63232,"[63232, 63232, 63232, 63232]",90112,494,494,0.7318490147590637,0.006497499532997608
NOG-FO,NOG,540,540,45,4,y_bar,0.1,12,0.3,0.008146341890096664,18.240692138671875,1,100001,200001,354853184,sfo,277504,277504,69376,"[69376, 69376, 69376, 69376]",98304,542,542,0.7317628860473633,0.0066644917242228985
NOG-FO,NOG,588,588,49,4,y_bar,0.1,12,0.3,0.007265621796250343,19.974156618118286,1,100001,200001,354853184,sfo,302080,302080,75520,"[75520, 75520, 75520, 75520]",106496,590,590,0.7316474914550781,0.007046295329928398
NOG-FO,NOG,636,636,53,4,y_bar,0.1,12,0.3,0.008065559901297092,21.681344985961914,1,100001,200001,354853184,sfo,326656,326656,81664,"[81664, 81664, 81664, 81664]",114688,638,638,0.7315816283226013,0.008244255557656288
NOG-FO,NOG,684,684,57,4,y_bar,0.1,12,0.3,0.007578733377158642,23.337376832962036,1,100001,200001,354853184,sfo,351232,351232,87808,"[87808, 87808, 87808, 87808]",122880,686,686,0.731501042842865,0.0063737197779119015
NOG-FO,NOG,732,732,61,4,y_bar,0.1,12,0.3,0.007718943990767002,25.016212224960327,1,100001,200001,354853184,sfo,375808,375808,93952,"[93952, 93952, 93952, 93952]",131072,734,734,0.7314128875732422,0.007899035699665546
NOG-FO,NOG,780,780,65,4,y_bar,0.1,12,0.3,0.007703940849751234,26.58593511581421,1,100001,200001,354853184,sfo,400384,400384,100096,"[100096, 100096, 100096, 100096]",139264,782,782,0.7313469648361206,0.006544089410454035
NOG-FO,NOG,828,828,69,4,y_bar,0.1,12,0.3,0.007683848962187767,28.258845567703247,1,100001,200001,354853184,sfo,424960,424960,106240,"[106240, 106240, 106240, 106240]",147456,830,830,0.7312545776367188,0.0073651582933962345
NOG-FO,NOG,876,876,73,4,y_bar,0.1,12,0.3,0.007902441546320915,29.83759617805481,1,100001,200001,354853184,sfo,449536,449536,112384,"[112384, 112384, 112384, 112384]",155648,878,878,0.7311745882034302,0.007298665586858988
NOG-FO,NOG,924,924,77,4,y_bar,0.1,12,0.3,0.006967809051275253,31.426143169403076,1,100001,200001,354853184,sfo,474112,474112,118528,"[118528, 118528, 118528, 118528]",163840,926,926,0.7310912609100342,0.006740192417055368
NOG-FO,NOG,960,960,80,4,y_bar,0.1,12,0.3,0.007708752062171698,32.610981702804565,1,100001,200001,354853184,sfo,492544,492544,123136,"[123136, 123136, 123136, 123136]",172032,962,962,0.7310667037963867,0.0071625602431595325
