method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier
ME-DOL-ZO,ME-DOL,12,12,8,epoch_w_bar,0.13193106651306152,4,100004,200004,1095070260,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7274367809295654,0.011033687740564346,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,60,60,8,epoch_w_bar,0.44973087310791016,4,100004,200004,1095070260,szo,960,960,120,"[120, 120, 120, 120, 120, 120, 120, 120]",16384,60,60,0.7274714708328247,0.011440860107541084,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,108,108,8,epoch_w_bar,0.7701895236968994,4,100004,200004,1095070260,szo,1728,1728,216,"[216, 216, 216, 216, 216, 216, 216, 216]",24576,108,108,0.7274797558784485,0.010892948135733604,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,156,156,8,epoch_w_bar,1.0944244861602783,4,100004,200004,1095070260,szo,2496,2496,312,"[312, 312, 312, 312, 312, 312, 312, 312]",32768,156,156,0.7274951338768005,0.01052041258662939,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,204,204,8,epoch_w_bar,1.4065780639648438,4,100004,200004,1095070260,szo,3264,3264,408,"[408, 408, 408, 408, 408, 408, 408, 408]",40960,204,204,0.7275076508522034,0.011141983792185783,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,252,252,8,epoch_w_bar,1.7270843982696533,4,100004,200004,1095070260,szo,4032,4032,504,"[504, 504, 504, 504, 504, 504, 504, 504]",49152,252,252,0.7275139689445496,0.011139536276459694,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,300,300,8,epoch_w_bar,2.042585849761963,4,100004,200004,1095070260,szo,4800,4800,600,"[600, 600, 600, 600, 600, 600, 600, 600]",57344,300,300,0.7275257110595703,0.010294695384800434,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,348,348,8,epoch_w_bar,2.354973793029785,4,100004,200004,1095070260,szo,5568,5568,696,"[696, 696, 696, 696, 696, 696, 696, 696]",65536,348,348,0.727528989315033,0.011115474626421928,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,396,396,8,epoch_w_bar,2.6667978763580322,4,100004,200004,1095070260,szo,6336,6336,792,"[792, 792, 792, 792, 792, 792, 792, 792]",73728,396,396,0.7275300025939941,0.010670353658497334,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
ME-DOL-ZO,ME-DOL,444,444,8,epoch_w_bar,2.9774317741394043,4,100004,200004,1095070260,szo,7104,7104,888,"[888, 888, 888, 888, 888, 888, 888, 888]",81920,444,444,0.727540910243988,0.010841522365808487,0.1,12,0.000736569563735987,0.00021262931794992866,1.0
