method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,epoch_length,domain_radius,lr_or_eta,theory_multiplier
ME-DOL-FO,ME-DOL,12,12,8,epoch_w_bar,0.18334364891052246,4,100004,200004,643728399,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7274344563484192,0.011051568202674389,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,60,60,8,epoch_w_bar,0.6947102546691895,4,100004,200004,643728399,sfo,480,480,60,"[60, 60, 60, 60, 60, 60, 60, 60]",16384,60,60,0.7274642586708069,0.011296956799924374,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,108,108,8,epoch_w_bar,1.2293510437011719,4,100004,200004,643728399,sfo,864,864,108,"[108, 108, 108, 108, 108, 108, 108, 108]",24576,108,108,0.7274689078330994,0.010714144445955753,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,156,156,8,epoch_w_bar,1.750385046005249,4,100004,200004,643728399,sfo,1248,1248,156,"[156, 156, 156, 156, 156, 156, 156, 156]",32768,156,156,0.7274721264839172,0.010210038162767887,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,204,204,8,epoch_w_bar,2.28761625289917,4,100004,200004,643728399,sfo,1632,1632,204,"[204, 204, 204, 204, 204, 204, 204, 204]",40960,204,204,0.7274686694145203,0.010828136466443539,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,252,252,8,epoch_w_bar,2.772629976272583,4,100004,200004,643728399,sfo,2016,2016,252,"[252, 252, 252, 252, 252, 252, 252, 252]",49152,252,252,0.7274834513664246,0.010821206495165825,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,300,300,8,epoch_w_bar,3.2823221683502197,4,100004,200004,643728399,sfo,2400,2400,300,"[300, 300, 300, 300, 300, 300, 300, 300]",57344,300,300,0.7274855375289917,0.009938305243849754,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,348,348,8,epoch_w_bar,3.7861216068267822,4,100004,200004,643728399,sfo,2784,2784,348,"[348, 348, 348, 348, 348, 348, 348, 348]",65536,348,348,0.7274905443191528,0.010576017200946808,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,396,396,8,epoch_w_bar,4.2934019565582275,4,100004,200004,643728399,sfo,3168,3168,396,"[396, 396, 396, 396, 396, 396, 396, 396]",73728,396,396,0.7275044322013855,0.009977906942367554,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,444,444,8,epoch_w_bar,4.786523818969727,4,100004,200004,643728399,sfo,3552,3552,444,"[444, 444, 444, 444, 444, 444, 444, 444]",81920,444,444,0.7274995446205139,0.010049901902675629,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,492,492,8,epoch_w_bar,5.2923829555511475,4,100004,200004,643728399,sfo,3936,3936,492,"[492, 492, 492, 492, 492, 492, 492, 492]",90112,492,492,0.7275000214576721,0.01045733317732811,0.1,12,0.002209708691207961,0.000637887953849786,3.0
ME-DOL-FO,ME-DOL,540,540,8,epoch_w_bar,5.738305568695068,4,100004,200004,643728399,sfo,4320,4320,540,"[540, 540, 540, 540, 540, 540, 540, 540]",98304,540,540,0.7274976372718811,0.010194533504545689,0.1,12,0.002209708691207961,0.000637887953849786,3.0
