method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy
NOG-ZO,NOG,12,12,1,1,y_bar,0.1,12,0.3,0.08099998533725739,0.11871695518493652,4,100004,200004,580675833,szo,14336,14336,14336,[14336],8192,14,14,0.7274954319000244,0.011052863672375679
NOG-ZO,NOG,60,60,5,1,y_bar,0.1,12,0.3,0.06323029845952988,0.403888463973999,4,100004,200004,580675833,szo,63488,63488,63488,[63488],16384,62,62,0.7276193499565125,0.011112088337540627
NOG-ZO,NOG,108,108,9,1,y_bar,0.1,12,0.3,0.07095179706811905,0.68099045753479,4,100004,200004,580675833,szo,112640,112640,112640,[112640],24576,110,110,0.7276725769042969,0.010905920527875423
NOG-ZO,NOG,156,156,13,1,y_bar,0.1,12,0.3,0.07207697629928589,0.962956428527832,4,100004,200004,580675833,szo,161792,161792,161792,[161792],32768,158,158,0.7276846170425415,0.01092459075152874
NOG-ZO,NOG,204,204,17,1,y_bar,0.1,12,0.3,0.08030685037374496,1.23884916305542,4,100004,200004,580675833,szo,210944,210944,210944,[210944],40960,206,206,0.7276855111122131,0.010766132734715939
NOG-ZO,NOG,252,252,21,1,y_bar,0.1,12,0.3,0.06381760537624359,1.5226209163665771,4,100004,200004,580675833,szo,260096,260096,260096,[260096],49152,254,254,0.7276657223701477,0.010592509992420673
NOG-ZO,NOG,300,300,25,1,y_bar,0.1,12,0.3,0.07847856730222702,1.8007071018218994,4,100004,200004,580675833,szo,309248,309248,309248,[309248],57344,302,302,0.7276824116706848,0.009734215214848518
NOG-ZO,NOG,348,348,29,1,y_bar,0.1,12,0.3,0.07991651445627213,2.0860159397125244,4,100004,200004,580675833,szo,358400,358400,358400,[358400],65536,350,350,0.7276716232299805,0.010541487485170364
NOG-ZO,NOG,396,396,33,1,y_bar,0.1,12,0.3,0.06534972786903381,2.3753068447113037,4,100004,200004,580675833,szo,407552,407552,407552,[407552],73728,398,398,0.7276394963264465,0.009266878478229046
NOG-ZO,NOG,444,444,37,1,y_bar,0.1,12,0.3,0.07322818785905838,2.6573309898376465,4,100004,200004,580675833,szo,456704,456704,456704,[456704],81920,446,446,0.7276556491851807,0.009273453615605831
NOG-ZO,NOG,492,492,41,1,y_bar,0.1,12,0.3,0.07741259038448334,2.935918092727661,4,100004,200004,580675833,szo,505856,505856,505856,[505856],90112,494,494,0.727649986743927,0.010022774338722229
NOG-ZO,NOG,540,540,45,1,y_bar,0.1,12,0.3,0.07120930403470993,3.2106196880340576,4,100004,200004,580675833,szo,555008,555008,555008,[555008],98304,542,542,0.72765052318573,0.00983786303550005
NOG-ZO,NOG,588,588,49,1,y_bar,0.1,12,0.3,0.07621176540851593,3.489286184310913,4,100004,200004,580675833,szo,604160,604160,604160,[604160],106496,590,590,0.7276251316070557,0.01028446201235056
NOG-ZO,NOG,636,636,53,1,y_bar,0.1,12,0.3,0.0637778490781784,3.7669010162353516,4,100004,200004,580675833,szo,653312,653312,653312,[653312],114688,638,638,0.7276539206504822,0.009210341610014439
NOG-ZO,NOG,684,684,57,1,y_bar,0.1,12,0.3,0.07380468398332596,4.046850204467773,4,100004,200004,580675833,szo,702464,702464,702464,[702464],122880,686,686,0.7276317477226257,0.009379244409501553
NOG-ZO,NOG,732,732,61,1,y_bar,0.1,12,0.3,0.09246393293142319,4.336548566818237,4,100004,200004,580675833,szo,751616,751616,751616,[751616],131072,734,734,0.7276419401168823,0.009629283100366592
NOG-ZO,NOG,780,780,65,1,y_bar,0.1,12,0.3,0.0826248973608017,4.6184470653533936,4,100004,200004,580675833,szo,800768,800768,800768,[800768],139264,782,782,0.7276232838630676,0.00819426029920578
NOG-ZO,NOG,828,828,69,1,y_bar,0.1,12,0.3,0.06438048183917999,4.90025520324707,4,100004,200004,580675833,szo,849920,849920,849920,[849920],147456,830,830,0.7276514172554016,0.008095639757812023
NOG-ZO,NOG,876,876,73,1,y_bar,0.1,12,0.3,0.06654449552297592,5.170521020889282,4,100004,200004,580675833,szo,899072,899072,899072,[899072],155648,878,878,0.727636456489563,0.008817986585199833
NOG-ZO,NOG,924,924,77,1,y_bar,0.1,12,0.3,0.07145869731903076,5.452724456787109,4,100004,200004,580675833,szo,948224,948224,948224,[948224],163840,926,926,0.7276437282562256,0.00834084302186966
NOG-ZO,NOG,960,960,80,1,y_bar,0.1,12,0.3,0.07652192562818527,5.679553508758545,4,100004,200004,580675833,szo,985088,985088,985088,[985088],172032,962,962,0.7276483774185181,0.00880361907184124
