baseline,ratio_direction,epsilon,dimensions,formal_seeds,observed_depth_ratio_slope,depth_slope_ci_low,depth_slope_ci_high,depth_spearman,depth_ratio_d25,depth_ratio_d200,theory_depth_ratio_power,depth_positive_direction_supported,exact_depth_power_inside_ci,observed_work_ratio_slope,work_slope_ci_low,work_slope_ci_high,work_spearman,work_ratio_d25,work_ratio_d200,theory_work_ratio_power,work_positive_direction_supported,exact_work_power_inside_ci
ME-DOL-ZO,ME-DOL-ZO/NOG-ZO,0.05,"25,50,100,200",20,0.04827954465389306,0.03679113893562675,0.05999592172227135,0.7999999999999999,2.3119843527738277,2.5776881720430103,0.6666666666666666,True,False,0.048279544653892975,0.036918755646099734,0.05933575779884259,0.7999999999999999,0.5779960881934569,0.6444220430107526,0.0,True,False
ME-DOL-ZO,ME-DOL-ZO/NOG-ZO,0.03,"25,50,100,200",20,0.02645711453042718,0.016214464035169872,0.03711371988302748,0.39999999999999997,2.7516346153846163,2.95016960651289,0.6666666666666666,True,False,0.02645711453042723,0.016007303229168438,0.0380718469262199,0.39999999999999997,0.6879086538461541,0.7375424016282225,0.0,True,False
DGFM,DGFM/NOG-ZO,0.05,"25,50,100,200",20,-0.06300426890382131,-0.07204143963950199,-0.054228299011117684,-0.7999999999999999,6.32126600284495,5.555248335893497,1.1666666666666667,False,False,-0.06300426890382131,-0.0714240990638828,-0.05421080306546233,-0.7999999999999999,0.7901582503556187,0.6944060419866871,0.5,False,False
DGFM,DGFM/NOG-ZO,0.03,"25,50,100,200",20,-0.06200811879213978,-0.07115658208522672,-0.0524556197504379,-0.7999999999999999,7.561410256410258,6.669018543645409,1.1666666666666667,False,False,-0.06200811879213984,-0.0715757696147304,-0.05244249330506949,-0.7999999999999999,0.9451762820512822,0.8336273179556761,0.5,False,False
DGFM+,DGFM+/NOG-ZO,0.05,"25,50,100,200",20,-0.06838045631847305,-0.08496128621962803,-0.05242144077019443,-1.0,7.084779516358466,6.117229902713774,1.1666666666666667,False,False,-0.06859099472927042,-0.08509327275557857,-0.05245634848830517,-1.0,0.9427809388335706,0.8138568868407579,0.5,False,False
DGFM+,DGFM+/NOG-ZO,0.03,"25,50,100,200",20,-0.022032994947711392,-0.08138067579513954,0.03335340679118344,0.0,10.857051282051282,9.789348710990502,1.1666666666666667,False,False,-0.022166024178729662,-0.08229329070088204,0.03352635989064767,0.0,1.4439342948717946,1.3016049016282225,0.5,False,False
