dimension,method,formal_seed,epsilon,scope,hit,first_hit_depth,first_hit_work,first_hit_stat_proxy,censor_depth,censor_work,capped_depth,capped_work
25,DGFM+,17,0.01,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,18,0.05,primary,True,1056.0,143616.0,0.0494755953550338,7224.0,983040.0,1056.0,143616.0
25,DGFM+,18,0.03,primary,True,2208.0,300288.0,0.0299332998692989,7224.0,983040.0,2208.0,300288.0
25,DGFM+,18,0.02,descriptive,True,4160.0,566272.0,0.0198458842933177,7224.0,983040.0,4160.0,566272.0
25,DGFM+,18,0.018,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,18,0.016,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,18,0.015,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,18,0.01,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,19,0.05,primary,True,1120.0,152576.0,0.049228698015213,7224.0,983040.0,1120.0,152576.0
25,DGFM+,19,0.03,primary,True,1336.0,181760.0,0.0296124462038278,7224.0,983040.0,1336.0,181760.0
25,DGFM+,19,0.02,descriptive,True,2728.0,371456.0,0.0198754407465457,7224.0,983040.0,2728.0,371456.0
25,DGFM+,19,0.018,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,19,0.016,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,19,0.015,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
25,DGFM+,19,0.01,descriptive,False,,,,7224.0,983040.0,7224.0,983040.0
50,NOG-ZO,0,0.05,primary,True,184.0,188416.0,0.0434421822428703,960.0,983040.0,184.0,188416.0
50,NOG-ZO,0,0.03,primary,True,196.0,200704.0,0.0245085395872592,960.0,983040.0,196.0,200704.0
50,NOG-ZO,0,0.02,descriptive,True,200.0,204800.0,0.01950079575181,960.0,983040.0,200.0,204800.0
50,NOG-ZO,0,0.018,descriptive,True,204.0,208896.0,0.0155908409506082,960.0,983040.0,204.0,208896.0
50,NOG-ZO,0,0.016,descriptive,True,204.0,208896.0,0.0155908409506082,960.0,983040.0,204.0,208896.0
50,NOG-ZO,0,0.015,descriptive,True,208.0,212992.0,0.0131397387012839,960.0,983040.0,208.0,212992.0
50,NOG-ZO,0,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,1,0.05,primary,True,180.0,184320.0,0.0478734970092773,960.0,983040.0,180.0,184320.0
50,NOG-ZO,1,0.03,primary,True,192.0,196608.0,0.0285587199032306,960.0,983040.0,192.0,196608.0
50,NOG-ZO,1,0.02,descriptive,True,200.0,204800.0,0.0176074896007776,960.0,983040.0,200.0,204800.0
50,NOG-ZO,1,0.018,descriptive,True,200.0,204800.0,0.0176074896007776,960.0,983040.0,200.0,204800.0
50,NOG-ZO,1,0.016,descriptive,True,204.0,208896.0,0.0140854567289352,960.0,983040.0,204.0,208896.0
50,NOG-ZO,1,0.015,descriptive,True,204.0,208896.0,0.0140854567289352,960.0,983040.0,204.0,208896.0
50,NOG-ZO,1,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,2,0.05,primary,True,180.0,184320.0,0.0476466715335845,960.0,983040.0,180.0,184320.0
50,NOG-ZO,2,0.03,primary,True,192.0,196608.0,0.0284740570932626,960.0,983040.0,192.0,196608.0
50,NOG-ZO,2,0.02,descriptive,True,200.0,204800.0,0.018162528052926,960.0,983040.0,200.0,204800.0
50,NOG-ZO,2,0.018,descriptive,True,204.0,208896.0,0.0148597527295351,960.0,983040.0,204.0,208896.0
50,NOG-ZO,2,0.016,descriptive,True,204.0,208896.0,0.0148597527295351,960.0,983040.0,204.0,208896.0
50,NOG-ZO,2,0.015,descriptive,True,204.0,208896.0,0.0148597527295351,960.0,983040.0,204.0,208896.0
50,NOG-ZO,2,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,3,0.05,primary,True,180.0,184320.0,0.049790684133768,960.0,983040.0,180.0,184320.0
50,NOG-ZO,3,0.03,primary,True,196.0,200704.0,0.0244812257587909,960.0,983040.0,196.0,200704.0
50,NOG-ZO,3,0.02,descriptive,True,200.0,204800.0,0.01991325058043,960.0,983040.0,200.0,204800.0
50,NOG-ZO,3,0.018,descriptive,True,204.0,208896.0,0.0153570352122187,960.0,983040.0,204.0,208896.0
50,NOG-ZO,3,0.016,descriptive,True,204.0,208896.0,0.0153570352122187,960.0,983040.0,204.0,208896.0
50,NOG-ZO,3,0.015,descriptive,True,208.0,212992.0,0.0130361746996641,960.0,983040.0,208.0,212992.0
50,NOG-ZO,3,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,4,0.05,primary,True,180.0,184320.0,0.0440036281943321,960.0,983040.0,180.0,184320.0
50,NOG-ZO,4,0.03,primary,True,192.0,196608.0,0.0253445580601692,960.0,983040.0,192.0,196608.0
50,NOG-ZO,4,0.02,descriptive,True,196.0,200704.0,0.0195927135646343,960.0,983040.0,196.0,200704.0
50,NOG-ZO,4,0.018,descriptive,True,200.0,204800.0,0.0154975559562444,960.0,983040.0,200.0,204800.0
50,NOG-ZO,4,0.016,descriptive,True,200.0,204800.0,0.0154975559562444,960.0,983040.0,200.0,204800.0
50,NOG-ZO,4,0.015,descriptive,True,204.0,208896.0,0.0134511524811387,960.0,983040.0,204.0,208896.0
50,NOG-ZO,4,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,5,0.05,primary,True,180.0,184320.0,0.0482492409646511,960.0,983040.0,180.0,184320.0
50,NOG-ZO,5,0.03,primary,True,192.0,196608.0,0.0293252617120742,960.0,983040.0,192.0,196608.0
50,NOG-ZO,5,0.02,descriptive,True,200.0,204800.0,0.0184029582887887,960.0,983040.0,200.0,204800.0
50,NOG-ZO,5,0.018,descriptive,True,204.0,208896.0,0.0140918791294097,960.0,983040.0,204.0,208896.0
50,NOG-ZO,5,0.016,descriptive,True,204.0,208896.0,0.0140918791294097,960.0,983040.0,204.0,208896.0
50,NOG-ZO,5,0.015,descriptive,True,204.0,208896.0,0.0140918791294097,960.0,983040.0,204.0,208896.0
50,NOG-ZO,5,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,6,0.05,primary,True,180.0,184320.0,0.0495122522115707,960.0,983040.0,180.0,184320.0
50,NOG-ZO,6,0.03,primary,True,192.0,196608.0,0.0297106821089983,960.0,983040.0,192.0,196608.0
50,NOG-ZO,6,0.02,descriptive,True,200.0,204800.0,0.0183007810264825,960.0,983040.0,200.0,204800.0
50,NOG-ZO,6,0.018,descriptive,True,204.0,208896.0,0.0138837015256285,960.0,983040.0,204.0,208896.0
50,NOG-ZO,6,0.016,descriptive,True,204.0,208896.0,0.0138837015256285,960.0,983040.0,204.0,208896.0
50,NOG-ZO,6,0.015,descriptive,True,204.0,208896.0,0.0138837015256285,960.0,983040.0,204.0,208896.0
50,NOG-ZO,6,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,7,0.05,primary,True,180.0,184320.0,0.0498454086482524,960.0,983040.0,180.0,184320.0
50,NOG-ZO,7,0.03,primary,True,196.0,200704.0,0.0252113137394189,960.0,983040.0,196.0,200704.0
50,NOG-ZO,7,0.02,descriptive,True,204.0,208896.0,0.0160242039710283,960.0,983040.0,204.0,208896.0
50,NOG-ZO,7,0.018,descriptive,True,204.0,208896.0,0.0160242039710283,960.0,983040.0,204.0,208896.0
50,NOG-ZO,7,0.016,descriptive,True,208.0,212992.0,0.0138900764286518,960.0,983040.0,208.0,212992.0
50,NOG-ZO,7,0.015,descriptive,True,208.0,212992.0,0.0138900764286518,960.0,983040.0,208.0,212992.0
50,NOG-ZO,7,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,8,0.05,primary,True,184.0,188416.0,0.0457045324146747,960.0,983040.0,184.0,188416.0
50,NOG-ZO,8,0.03,primary,True,196.0,200704.0,0.0263846740126609,960.0,983040.0,196.0,200704.0
50,NOG-ZO,8,0.02,descriptive,True,204.0,208896.0,0.0161215085536241,960.0,983040.0,204.0,208896.0
50,NOG-ZO,8,0.018,descriptive,True,204.0,208896.0,0.0161215085536241,960.0,983040.0,204.0,208896.0
50,NOG-ZO,8,0.016,descriptive,True,208.0,212992.0,0.0126125728711485,960.0,983040.0,208.0,212992.0
50,NOG-ZO,8,0.015,descriptive,True,208.0,212992.0,0.0126125728711485,960.0,983040.0,208.0,212992.0
50,NOG-ZO,8,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,9,0.05,primary,True,184.0,188416.0,0.0446661822497844,960.0,983040.0,184.0,188416.0
50,NOG-ZO,9,0.03,primary,True,196.0,200704.0,0.0267458520829677,960.0,983040.0,196.0,200704.0
50,NOG-ZO,9,0.02,descriptive,True,204.0,208896.0,0.0164359752088785,960.0,983040.0,204.0,208896.0
50,NOG-ZO,9,0.018,descriptive,True,204.0,208896.0,0.0164359752088785,960.0,983040.0,204.0,208896.0
50,NOG-ZO,9,0.016,descriptive,True,208.0,212992.0,0.0138291763141751,960.0,983040.0,208.0,212992.0
50,NOG-ZO,9,0.015,descriptive,True,208.0,212992.0,0.0138291763141751,960.0,983040.0,208.0,212992.0
50,NOG-ZO,9,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,10,0.05,primary,True,180.0,184320.0,0.0470661260187625,960.0,983040.0,180.0,184320.0
50,NOG-ZO,10,0.03,primary,True,192.0,196608.0,0.0285587590187788,960.0,983040.0,192.0,196608.0
50,NOG-ZO,10,0.02,descriptive,True,200.0,204800.0,0.0173749532550573,960.0,983040.0,200.0,204800.0
50,NOG-ZO,10,0.018,descriptive,True,200.0,204800.0,0.0173749532550573,960.0,983040.0,200.0,204800.0
50,NOG-ZO,10,0.016,descriptive,True,204.0,208896.0,0.0131257744506001,960.0,983040.0,204.0,208896.0
50,NOG-ZO,10,0.015,descriptive,True,204.0,208896.0,0.0131257744506001,960.0,983040.0,204.0,208896.0
50,NOG-ZO,10,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,11,0.05,primary,True,180.0,184320.0,0.0458367988467216,960.0,983040.0,180.0,184320.0
50,NOG-ZO,11,0.03,primary,True,192.0,196608.0,0.0259301029145717,960.0,983040.0,192.0,196608.0
50,NOG-ZO,11,0.02,descriptive,True,200.0,204800.0,0.015610247850418,960.0,983040.0,200.0,204800.0
50,NOG-ZO,11,0.018,descriptive,True,200.0,204800.0,0.015610247850418,960.0,983040.0,200.0,204800.0
50,NOG-ZO,11,0.016,descriptive,True,200.0,204800.0,0.015610247850418,960.0,983040.0,200.0,204800.0
50,NOG-ZO,11,0.015,descriptive,True,204.0,208896.0,0.0125421592965722,960.0,983040.0,204.0,208896.0
50,NOG-ZO,11,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,12,0.05,primary,True,184.0,188416.0,0.0454707778990268,960.0,983040.0,184.0,188416.0
50,NOG-ZO,12,0.03,primary,True,196.0,200704.0,0.0259941797703504,960.0,983040.0,196.0,200704.0
50,NOG-ZO,12,0.02,descriptive,True,204.0,208896.0,0.0159706100821495,960.0,983040.0,204.0,208896.0
50,NOG-ZO,12,0.018,descriptive,True,204.0,208896.0,0.0159706100821495,960.0,983040.0,204.0,208896.0
50,NOG-ZO,12,0.016,descriptive,True,204.0,208896.0,0.0159706100821495,960.0,983040.0,204.0,208896.0
50,NOG-ZO,12,0.015,descriptive,True,208.0,212992.0,0.0133011387661099,960.0,983040.0,208.0,212992.0
50,NOG-ZO,12,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,13,0.05,primary,True,184.0,188416.0,0.0497883521020412,960.0,983040.0,184.0,188416.0
50,NOG-ZO,13,0.03,primary,True,200.0,204800.0,0.0256010945886373,960.0,983040.0,200.0,204800.0
50,NOG-ZO,13,0.02,descriptive,True,204.0,208896.0,0.0198791529983282,960.0,983040.0,204.0,208896.0
50,NOG-ZO,13,0.018,descriptive,True,208.0,212992.0,0.0155554581433534,960.0,983040.0,208.0,212992.0
50,NOG-ZO,13,0.016,descriptive,True,208.0,212992.0,0.0155554581433534,960.0,983040.0,208.0,212992.0
50,NOG-ZO,13,0.015,descriptive,True,212.0,217088.0,0.0126296821981668,960.0,983040.0,212.0,217088.0
50,NOG-ZO,13,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,14,0.05,primary,True,184.0,188416.0,0.0431990772485733,960.0,983040.0,184.0,188416.0
50,NOG-ZO,14,0.03,primary,True,196.0,200704.0,0.0265015270560979,960.0,983040.0,196.0,200704.0
50,NOG-ZO,14,0.02,descriptive,True,204.0,208896.0,0.0177310034632682,960.0,983040.0,204.0,208896.0
50,NOG-ZO,14,0.018,descriptive,True,204.0,208896.0,0.0177310034632682,960.0,983040.0,204.0,208896.0
50,NOG-ZO,14,0.016,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,14,0.015,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,14,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,15,0.05,primary,True,184.0,188416.0,0.0456633269786834,960.0,983040.0,184.0,188416.0
50,NOG-ZO,15,0.03,primary,True,196.0,200704.0,0.027047274634242,960.0,983040.0,196.0,200704.0
50,NOG-ZO,15,0.02,descriptive,True,204.0,208896.0,0.0166625790297985,960.0,983040.0,204.0,208896.0
50,NOG-ZO,15,0.018,descriptive,True,204.0,208896.0,0.0166625790297985,960.0,983040.0,204.0,208896.0
50,NOG-ZO,15,0.016,descriptive,True,208.0,212992.0,0.0127970166504383,960.0,983040.0,208.0,212992.0
50,NOG-ZO,15,0.015,descriptive,True,208.0,212992.0,0.0127970166504383,960.0,983040.0,208.0,212992.0
50,NOG-ZO,15,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,16,0.05,primary,True,184.0,188416.0,0.0426750518381595,960.0,983040.0,184.0,188416.0
50,NOG-ZO,16,0.03,primary,True,196.0,200704.0,0.0238695722073316,960.0,983040.0,196.0,200704.0
50,NOG-ZO,16,0.02,descriptive,True,200.0,204800.0,0.0191238578408956,960.0,983040.0,200.0,204800.0
50,NOG-ZO,16,0.018,descriptive,True,204.0,208896.0,0.015293838456273,960.0,983040.0,204.0,208896.0
50,NOG-ZO,16,0.016,descriptive,True,204.0,208896.0,0.015293838456273,960.0,983040.0,204.0,208896.0
50,NOG-ZO,16,0.015,descriptive,True,208.0,212992.0,0.012924050912261,960.0,983040.0,208.0,212992.0
50,NOG-ZO,16,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,17,0.05,primary,True,184.0,188416.0,0.0442997589707374,960.0,983040.0,184.0,188416.0
50,NOG-ZO,17,0.03,primary,True,196.0,200704.0,0.0258672125637531,960.0,983040.0,196.0,200704.0
50,NOG-ZO,17,0.02,descriptive,True,204.0,208896.0,0.0162283927202224,960.0,983040.0,204.0,208896.0
50,NOG-ZO,17,0.018,descriptive,True,204.0,208896.0,0.0162283927202224,960.0,983040.0,204.0,208896.0
50,NOG-ZO,17,0.016,descriptive,True,208.0,212992.0,0.0135618653148412,960.0,983040.0,208.0,212992.0
50,NOG-ZO,17,0.015,descriptive,True,208.0,212992.0,0.0135618653148412,960.0,983040.0,208.0,212992.0
50,NOG-ZO,17,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,18,0.05,primary,True,184.0,188416.0,0.0444575548171997,960.0,983040.0,184.0,188416.0
50,NOG-ZO,18,0.03,primary,True,196.0,200704.0,0.0268758665770292,960.0,983040.0,196.0,200704.0
50,NOG-ZO,18,0.02,descriptive,True,204.0,208896.0,0.017638687044382,960.0,983040.0,204.0,208896.0
50,NOG-ZO,18,0.018,descriptive,True,204.0,208896.0,0.017638687044382,960.0,983040.0,204.0,208896.0
50,NOG-ZO,18,0.016,descriptive,True,208.0,212992.0,0.0151556581258773,960.0,983040.0,208.0,212992.0
50,NOG-ZO,18,0.015,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,18,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,NOG-ZO,19,0.05,primary,True,184.0,188416.0,0.0448623485863208,960.0,983040.0,184.0,188416.0
50,NOG-ZO,19,0.03,primary,True,196.0,200704.0,0.0259258579462766,960.0,983040.0,196.0,200704.0
50,NOG-ZO,19,0.02,descriptive,True,204.0,208896.0,0.0162756107747554,960.0,983040.0,204.0,208896.0
50,NOG-ZO,19,0.018,descriptive,True,204.0,208896.0,0.0162756107747554,960.0,983040.0,204.0,208896.0
50,NOG-ZO,19,0.016,descriptive,True,208.0,212992.0,0.0133292451500892,960.0,983040.0,208.0,212992.0
50,NOG-ZO,19,0.015,descriptive,True,208.0,212992.0,0.0133292451500892,960.0,983040.0,208.0,212992.0
50,NOG-ZO,19,0.01,descriptive,False,,,,960.0,983040.0,960.0,983040.0
50,ME-DOL-ZO,0,0.05,primary,True,408.0,104448.0,0.0480545498430728,3840.0,983040.0,408.0,104448.0
50,ME-DOL-ZO,0,0.03,primary,True,516.0,132096.0,0.0296350978314876,3840.0,983040.0,516.0,132096.0
50,ME-DOL-ZO,0,0.02,descriptive,True,600.0,153600.0,0.0196104124188423,3840.0,983040.0,600.0,153600.0
50,ME-DOL-ZO,0,0.018,descriptive,True,624.0,159744.0,0.0171583946794271,3840.0,983040.0,624.0,159744.0
50,ME-DOL-ZO,0,0.016,descriptive,True,648.0,165888.0,0.0158843528479337,3840.0,983040.0,648.0,165888.0
50,ME-DOL-ZO,0,0.015,descriptive,True,804.0,205824.0,0.0149554666131734,3840.0,983040.0,804.0,205824.0
50,ME-DOL-ZO,0,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,1,0.05,primary,True,396.0,101376.0,0.0484434254467487,3840.0,983040.0,396.0,101376.0
50,ME-DOL-ZO,1,0.03,primary,True,504.0,129024.0,0.0287608355283737,3840.0,983040.0,504.0,129024.0
50,ME-DOL-ZO,1,0.02,descriptive,True,624.0,159744.0,0.0198854729533195,3840.0,983040.0,624.0,159744.0
50,ME-DOL-ZO,1,0.018,descriptive,True,684.0,175104.0,0.0174288600683212,3840.0,983040.0,684.0,175104.0
50,ME-DOL-ZO,1,0.016,descriptive,True,756.0,193536.0,0.0155906816944479,3840.0,983040.0,756.0,193536.0
50,ME-DOL-ZO,1,0.015,descriptive,True,816.0,208896.0,0.0149200391024351,3840.0,983040.0,816.0,208896.0
50,ME-DOL-ZO,1,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,2,0.05,primary,True,420.0,107520.0,0.0490714162588119,3840.0,983040.0,420.0,107520.0
50,ME-DOL-ZO,2,0.03,primary,True,600.0,153600.0,0.0294143408536911,3840.0,983040.0,600.0,153600.0
50,ME-DOL-ZO,2,0.02,descriptive,True,708.0,181248.0,0.0199965424835681,3840.0,983040.0,708.0,181248.0
50,ME-DOL-ZO,2,0.018,descriptive,True,756.0,193536.0,0.017593614757061,3840.0,983040.0,756.0,193536.0
50,ME-DOL-ZO,2,0.016,descriptive,True,816.0,208896.0,0.0155745288357138,3840.0,983040.0,816.0,208896.0
50,ME-DOL-ZO,2,0.015,descriptive,True,852.0,218112.0,0.0142255593091249,3840.0,983040.0,852.0,218112.0
50,ME-DOL-ZO,2,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,3,0.05,primary,True,420.0,107520.0,0.045827992260456,3840.0,983040.0,420.0,107520.0
50,ME-DOL-ZO,3,0.03,primary,True,528.0,135168.0,0.0293830744922161,3840.0,983040.0,528.0,135168.0
50,ME-DOL-ZO,3,0.02,descriptive,True,720.0,184320.0,0.0197297744452953,3840.0,983040.0,720.0,184320.0
50,ME-DOL-ZO,3,0.018,descriptive,True,816.0,208896.0,0.0177520494908094,3840.0,983040.0,816.0,208896.0
50,ME-DOL-ZO,3,0.016,descriptive,True,924.0,236544.0,0.015750354155898,3840.0,983040.0,924.0,236544.0
50,ME-DOL-ZO,3,0.015,descriptive,True,984.0,251904.0,0.0149326967075467,3840.0,983040.0,984.0,251904.0
50,ME-DOL-ZO,3,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,4,0.05,primary,True,420.0,107520.0,0.0475004464387893,3840.0,983040.0,420.0,107520.0
50,ME-DOL-ZO,4,0.03,primary,True,540.0,138240.0,0.0287477411329746,3840.0,983040.0,540.0,138240.0
50,ME-DOL-ZO,4,0.02,descriptive,True,660.0,168960.0,0.0189926661550998,3840.0,983040.0,660.0,168960.0
50,ME-DOL-ZO,4,0.018,descriptive,True,720.0,184320.0,0.0174677520990371,3840.0,983040.0,720.0,184320.0
50,ME-DOL-ZO,4,0.016,descriptive,True,768.0,196608.0,0.0157069601118564,3840.0,983040.0,768.0,196608.0
50,ME-DOL-ZO,4,0.015,descriptive,True,852.0,218112.0,0.0148359583690762,3840.0,983040.0,852.0,218112.0
50,ME-DOL-ZO,4,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,5,0.05,primary,True,408.0,104448.0,0.0486884824931621,3840.0,983040.0,408.0,104448.0
50,ME-DOL-ZO,5,0.03,primary,True,540.0,138240.0,0.0292646288871765,3840.0,983040.0,540.0,138240.0
50,ME-DOL-ZO,5,0.02,descriptive,True,648.0,165888.0,0.0195540804415941,3840.0,983040.0,648.0,165888.0
50,ME-DOL-ZO,5,0.018,descriptive,True,732.0,187392.0,0.0170503798872232,3840.0,983040.0,732.0,187392.0
50,ME-DOL-ZO,5,0.016,descriptive,True,768.0,196608.0,0.0152263892814517,3840.0,983040.0,768.0,196608.0
50,ME-DOL-ZO,5,0.015,descriptive,True,852.0,218112.0,0.0146743627265095,3840.0,983040.0,852.0,218112.0
50,ME-DOL-ZO,5,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,6,0.05,primary,True,420.0,107520.0,0.0488872043788433,3840.0,983040.0,420.0,107520.0
50,ME-DOL-ZO,6,0.03,primary,True,528.0,135168.0,0.0290273446589708,3840.0,983040.0,528.0,135168.0
50,ME-DOL-ZO,6,0.02,descriptive,True,744.0,190464.0,0.0196163337677717,3840.0,983040.0,744.0,190464.0
50,ME-DOL-ZO,6,0.018,descriptive,True,780.0,199680.0,0.0174116361886262,3840.0,983040.0,780.0,199680.0
50,ME-DOL-ZO,6,0.016,descriptive,True,816.0,208896.0,0.0158102605491876,3840.0,983040.0,816.0,208896.0
50,ME-DOL-ZO,6,0.015,descriptive,True,1116.0,285696.0,0.0139975873753428,3840.0,983040.0,1116.0,285696.0
50,ME-DOL-ZO,6,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,7,0.05,primary,True,444.0,113664.0,0.0487874895334243,3840.0,983040.0,444.0,113664.0
50,ME-DOL-ZO,7,0.03,primary,True,612.0,156672.0,0.0281288754194974,3840.0,983040.0,612.0,156672.0
50,ME-DOL-ZO,7,0.02,descriptive,True,696.0,178176.0,0.0191363468766212,3840.0,983040.0,696.0,178176.0
50,ME-DOL-ZO,7,0.018,descriptive,True,720.0,184320.0,0.0176160186529159,3840.0,983040.0,720.0,184320.0
50,ME-DOL-ZO,7,0.016,descriptive,True,744.0,190464.0,0.015846649184823,3840.0,983040.0,744.0,190464.0
50,ME-DOL-ZO,7,0.015,descriptive,True,768.0,196608.0,0.0146646574139595,3840.0,983040.0,768.0,196608.0
50,ME-DOL-ZO,7,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,8,0.05,primary,True,420.0,107520.0,0.0488564372062683,3840.0,983040.0,420.0,107520.0
50,ME-DOL-ZO,8,0.03,primary,True,516.0,132096.0,0.0287630818784236,3840.0,983040.0,516.0,132096.0
50,ME-DOL-ZO,8,0.02,descriptive,True,636.0,162816.0,0.0190503392368555,3840.0,983040.0,636.0,162816.0
50,ME-DOL-ZO,8,0.018,descriptive,True,648.0,165888.0,0.0178404487669467,3840.0,983040.0,648.0,165888.0
50,ME-DOL-ZO,8,0.016,descriptive,True,672.0,172032.0,0.0157690495252609,3840.0,983040.0,672.0,172032.0
50,ME-DOL-ZO,8,0.015,descriptive,True,708.0,181248.0,0.0149542363360524,3840.0,983040.0,708.0,181248.0
50,ME-DOL-ZO,8,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,9,0.05,primary,True,420.0,107520.0,0.0497201308608055,3840.0,983040.0,420.0,107520.0
50,ME-DOL-ZO,9,0.03,primary,True,528.0,135168.0,0.0297385938465595,3840.0,983040.0,528.0,135168.0
50,ME-DOL-ZO,9,0.02,descriptive,True,624.0,159744.0,0.0195899195969104,3840.0,983040.0,624.0,159744.0
50,ME-DOL-ZO,9,0.018,descriptive,True,636.0,162816.0,0.017947981134057,3840.0,983040.0,636.0,162816.0
50,ME-DOL-ZO,9,0.016,descriptive,True,648.0,165888.0,0.0158326234668493,3840.0,983040.0,648.0,165888.0
50,ME-DOL-ZO,9,0.015,descriptive,True,660.0,168960.0,0.0147333079949021,3840.0,983040.0,660.0,168960.0
50,ME-DOL-ZO,9,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,10,0.05,primary,True,396.0,101376.0,0.0491528734564781,3840.0,983040.0,396.0,101376.0
50,ME-DOL-ZO,10,0.03,primary,True,552.0,141312.0,0.0294762309640645,3840.0,983040.0,552.0,141312.0
50,ME-DOL-ZO,10,0.02,descriptive,True,624.0,159744.0,0.0196179114282131,3840.0,983040.0,624.0,159744.0
50,ME-DOL-ZO,10,0.018,descriptive,True,708.0,181248.0,0.0173795111477375,3840.0,983040.0,708.0,181248.0
50,ME-DOL-ZO,10,0.016,descriptive,True,960.0,245760.0,0.0158651378005743,3840.0,983040.0,960.0,245760.0
50,ME-DOL-ZO,10,0.015,descriptive,True,1152.0,294912.0,0.0149269588291645,3840.0,983040.0,1152.0,294912.0
50,ME-DOL-ZO,10,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,11,0.05,primary,True,408.0,104448.0,0.0481376014649868,3840.0,983040.0,408.0,104448.0
50,ME-DOL-ZO,11,0.03,primary,True,528.0,135168.0,0.0280476361513137,3840.0,983040.0,528.0,135168.0
50,ME-DOL-ZO,11,0.02,descriptive,True,672.0,172032.0,0.0196285899728536,3840.0,983040.0,672.0,172032.0
50,ME-DOL-ZO,11,0.018,descriptive,True,732.0,187392.0,0.0172467902302742,3840.0,983040.0,732.0,187392.0
50,ME-DOL-ZO,11,0.016,descriptive,True,864.0,221184.0,0.0157046969980001,3840.0,983040.0,864.0,221184.0
50,ME-DOL-ZO,11,0.015,descriptive,True,936.0,239616.0,0.0142207173630595,3840.0,983040.0,936.0,239616.0
50,ME-DOL-ZO,11,0.01,descriptive,False,,,,3840.0,983040.0,3840.0,983040.0
50,ME-DOL-ZO,12,0.05,primary,True,420.0,107520.0,0.0489249229431152,3840.0,983040.0,420.0,107520.0
50,ME-DOL-ZO,12,0.03,primary,True,528.0,135168.0,0.0294004753232002,3840.0,983040.0,528.0,135168.0
50,ME-DOL-ZO,12,0.02,descriptive,True,636.0,162816.0,0.0188327450305223,3840.0,983040.0,636.0,162816.0
50,ME-DOL-ZO,12,0.018,descriptive,True,648.0,165888.0,0.0179099105298519,3840.0,983040.0,648.0,165888.0
