method,base_method,iteration,round,block_id,worker_count,eval_point,delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,epoch_length,domain_radius,theory_multiplier,batch_size,small_batch,large_batch,restart_period,restart_mixing_rounds
NOG-FO,NOG,12,12,1.0,8,y_bar,0.1,12.0,0.3,0.010505029000341892,0.9333996772766113,102,100102,200102,1268676993,sfo,7168,7168,896,"[896, 896, 896, 896, 896, 896, 896, 896]",8192,14,14,0.7183330655097961,0.011899078264832497,,,,,,,,
NOG-ZO,NOG,12,12,1.0,8,y_bar,0.1,12.0,0.3,0.06892243027687073,0.47806262969970703,102,100102,200102,1908041364,szo,14336,14336,1792,"[1792, 1792, 1792, 1792, 1792, 1792, 1792, 1792]",8192,14,14,0.7183959484100342,0.012894402258098125,,,,,,,,
ME-DOL-FO,ME-DOL,12,12,,8,epoch_w_bar,0.1,,0.00021262931794992866,,0.20146942138671875,102,100102,200102,111325106,sfo,96,96,12,"[12, 12, 12, 12, 12, 12, 12, 12]",8192,12,12,0.7183207869529724,0.012755517847836018,12.0,0.000736569563735987,1.0,,,,,
ME-DOL-ZO,ME-DOL,12,12,,8,epoch_w_bar,0.1,,0.00021262931794992866,,0.1396186351776123,102,100102,200102,1604660493,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",8192,12,12,0.7183247804641724,0.012754617258906364,12.0,0.000736569563735987,1.0,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.1,,0.01,,0.07579708099365234,102,100102,200102,1150991876,szo,16,16,2,"[2, 2, 2, 2, 2, 2, 2, 2]",8192,2,2,0.7184374928474426,0.013130538165569305,,,,1.0,,,,
DGFM,DGFM,12,12,,8,x_bar,0.1,,0.01,,0.19862985610961914,102,100102,200102,1150991876,szo,192,192,24,"[24, 24, 24, 24, 24, 24, 24, 24]",16384,24,24,0.7187514901161194,0.013189206831157207,,,,1.0,,,,
DGFM+,DGFM+,1,1,,8,x_bar,0.1,,0.003,,0.281984806060791,102,100102,200102,1558488924,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.7183238863945007,0.013214027509093285,,,,,8.0,64.0,48.0,1.0
DGFM+,DGFM+,12,12,,8,x_bar,0.1,,0.003,,0.9690728187561035,102,100102,200102,1558488924,szo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",16384,24,24,0.7183881998062134,0.012831304222345352,,,,,8.0,64.0,48.0,1.0
