dataset,candidate_id,candidate_parameters,log_epsilon_score,log_epsilon_score_std,epsilon_25_mean,epsilon_50_mean,epsilon_75_mean,epsilon_100_mean,epsilon_100_std,final_depth_mean,final_work_mean,seed_count,rank
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p001__smooth_B-8,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.001, ""smooth_B"": 8}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,960.0,983040.0,5,125
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p003__smooth_B-8,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 8}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,960.0,983040.0,5,126
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-3em05__smooth_B-8,"{""M"": 2, ""data_B_total"": 64, ""eta"": 3e-05, ""smooth_B"": 8}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,960.0,983040.0,5,127
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p0001__smooth_B-2,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.0001, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,128
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p0003__smooth_B-2,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.0003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,129
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p001__smooth_B-2,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.001, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,130
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p003__smooth_B-2,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,131
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-3em05__smooth_B-2,"{""M"": 4, ""data_B_total"": 128, ""eta"": 3e-05, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,132
ijcnn1,NOG-ZO__M-4__data_B_total-256__eta-0p0001__smooth_B-1,"{""M"": 4, ""data_B_total"": 256, ""eta"": 0.0001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,133
ijcnn1,NOG-ZO__M-4__data_B_total-256__eta-0p0003__smooth_B-1,"{""M"": 4, ""data_B_total"": 256, ""eta"": 0.0003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,134
ijcnn1,NOG-ZO__M-4__data_B_total-256__eta-0p001__smooth_B-1,"{""M"": 4, ""data_B_total"": 256, ""eta"": 0.001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,135
ijcnn1,NOG-ZO__M-4__data_B_total-256__eta-0p003__smooth_B-1,"{""M"": 4, ""data_B_total"": 256, ""eta"": 0.003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,136
ijcnn1,NOG-ZO__M-4__data_B_total-256__eta-3em05__smooth_B-1,"{""M"": 4, ""data_B_total"": 256, ""eta"": 3e-05, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,137
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p0001__smooth_B-4,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,138
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p0003__smooth_B-4,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.0003, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,139
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p001__smooth_B-4,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.001, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,140
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p003__smooth_B-4,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,141
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-3em05__smooth_B-4,"{""M"": 4, ""data_B_total"": 64, ""eta"": 3e-05, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1918.0,982016.0,5,142
ijcnn1,NOG-ZO__M-1__data_B_total-128__eta-0p003__smooth_B-2,"{""M"": 1, ""data_B_total"": 128, ""eta"": 0.003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,143
ijcnn1,NOG-ZO__M-1__data_B_total-256__eta-0p003__smooth_B-1,"{""M"": 1, ""data_B_total"": 256, ""eta"": 0.003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,144
ijcnn1,NOG-ZO__M-1__data_B_total-64__eta-0p003__smooth_B-4,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,145
ijcnn1,NOG-ZO__M-2__data_B_total-128__eta-0p0001__smooth_B-2,"{""M"": 2, ""data_B_total"": 128, ""eta"": 0.0001, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,146
ijcnn1,NOG-ZO__M-2__data_B_total-128__eta-0p0003__smooth_B-2,"{""M"": 2, ""data_B_total"": 128, ""eta"": 0.0003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,147
ijcnn1,NOG-ZO__M-2__data_B_total-128__eta-0p001__smooth_B-2,"{""M"": 2, ""data_B_total"": 128, ""eta"": 0.001, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,148
ijcnn1,NOG-ZO__M-2__data_B_total-128__eta-0p003__smooth_B-2,"{""M"": 2, ""data_B_total"": 128, ""eta"": 0.003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,149
ijcnn1,NOG-ZO__M-2__data_B_total-128__eta-3em05__smooth_B-2,"{""M"": 2, ""data_B_total"": 128, ""eta"": 3e-05, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,150
ijcnn1,NOG-ZO__M-2__data_B_total-256__eta-0p0001__smooth_B-1,"{""M"": 2, ""data_B_total"": 256, ""eta"": 0.0001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,151
ijcnn1,NOG-ZO__M-2__data_B_total-256__eta-0p0003__smooth_B-1,"{""M"": 2, ""data_B_total"": 256, ""eta"": 0.0003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,152
ijcnn1,NOG-ZO__M-2__data_B_total-256__eta-0p001__smooth_B-1,"{""M"": 2, ""data_B_total"": 256, ""eta"": 0.001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,153
ijcnn1,NOG-ZO__M-2__data_B_total-256__eta-0p003__smooth_B-1,"{""M"": 2, ""data_B_total"": 256, ""eta"": 0.003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,154
ijcnn1,NOG-ZO__M-2__data_B_total-256__eta-3em05__smooth_B-1,"{""M"": 2, ""data_B_total"": 256, ""eta"": 3e-05, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,155
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p0001__smooth_B-4,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,156
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p0003__smooth_B-4,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.0003, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,157
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p001__smooth_B-4,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.001, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,158
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p003__smooth_B-4,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,159
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-3em05__smooth_B-4,"{""M"": 2, ""data_B_total"": 64, ""eta"": 3e-05, ""smooth_B"": 4}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,1920.0,983040.0,5,160
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p0001__smooth_B-1,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.0001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,161
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p0003__smooth_B-1,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.0003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,162
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p001__smooth_B-1,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,163
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-0p003__smooth_B-1,"{""M"": 4, ""data_B_total"": 128, ""eta"": 0.003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,164
ijcnn1,NOG-ZO__M-4__data_B_total-128__eta-3em05__smooth_B-1,"{""M"": 4, ""data_B_total"": 128, ""eta"": 3e-05, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,165
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p0001__smooth_B-2,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,166
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p0003__smooth_B-2,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.0003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,167
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p001__smooth_B-2,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.001, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,168
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p003__smooth_B-2,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,169
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-3em05__smooth_B-2,"{""M"": 4, ""data_B_total"": 64, ""eta"": 3e-05, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3838.0,982528.0,5,170
ijcnn1,NOG-ZO__M-2__data_B_total-128__eta-0p001__smooth_B-1,"{""M"": 2, ""data_B_total"": 128, ""eta"": 0.001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3840.0,983040.0,5,171
ijcnn1,NOG-ZO__M-2__data_B_total-128__eta-0p003__smooth_B-1,"{""M"": 2, ""data_B_total"": 128, ""eta"": 0.003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3840.0,983040.0,5,172
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p001__smooth_B-2,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.001, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3840.0,983040.0,5,173
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p003__smooth_B-2,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 2}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,3840.0,983040.0,5,174
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,7678.0,982784.0,5,175
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p0003__smooth_B-1,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.0003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,7678.0,982784.0,5,176
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p001__smooth_B-1,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,7678.0,982784.0,5,177
ijcnn1,NOG-ZO__M-4__data_B_total-64__eta-0p003__smooth_B-1,"{""M"": 4, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,7678.0,982784.0,5,178
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p001__smooth_B-1,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.001, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,7680.0,983040.0,5,179
ijcnn1,NOG-ZO__M-2__data_B_total-64__eta-0p003__smooth_B-1,"{""M"": 2, ""data_B_total"": 64, ""eta"": 0.003, ""smooth_B"": 1}",-1.1928414947478436,0.00833174011115583,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.3033664643764496,0.0025243830572343985,7680.0,983040.0,5,180
