sequence,runtime_task_id,phase,repeat,runtime_config_id,method,epsilons,worker_count,rounds,checkpoint_count,expected_config_sha256,observed_config_sha256,partial_sha256,final_depth,final_total_work,final_per_worker_work,training_time,communication_time,evaluation_time,end_to_end_time,passed,errors
48,runtime-task-2588bfbe46c8e020,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],32,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,15684d406b1ea40adad9ad71e1057e3a1751ca61630297875ac48d7f72d45ea1,962,246272,7696,88.87142676115036,12.038849920034409,0.8898875862360001,96.16346469521523,True,
49,runtime-task-9244081cd33c9797,measured,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",32,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,aa9ff0e4f1019eb6f5e738b35e9a2e6c986090eef9ee089e2338d2790f1e62d3,1920,61440,1920,167.87476873397827,24.883801817893982,2.085196778178215,177.02601844072342,True,
50,runtime-task-3c7f7d3886b0a8e6,measured,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],32,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,216ea7301eb3e68fe87ee88951ac02099c1bb40c703eb9c08a761eb6d9784e53,962,492544,15392,92.53193645179272,12.73627881705761,0.8702426254749298,100.02405926585197,True,
51,runtime-task-e461425549e62730,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],32,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,28353f4dc44bed038e69c91526f4df3228ccbe2c2b8d30438d86df4745ada1fb,962,492544,15392,88.65386909246445,13.140778928995132,0.8652330935001373,96.14521557092667,True,
52,runtime-task-e88db2127ae0f671,measured,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],16,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,a4c7291a2a1ad5c6f5b21faf6daab8d7c3093d6379172ce1511b95176aaa0437,962,492544,30784,57.808984130620956,6.024955362081528,0.8633160293102264,62.90454824268818,True,
53,runtime-task-fe5e2f662181e4b2,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],16,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,7bc17b32504d0400da30f4ad8da3e2beba115a721218eaeb24ae4ac565a0c0f5,962,492544,30784,51.81267195940018,6.626477867364883,0.8467589467763901,56.944626584649086,True,
54,runtime-task-3b58bfae9ee90a11,measured,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",16,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,26517a8f110f7dd658f2b74d4acd655365b5f4b81a8b00d0e344417576b8e4c4,1920,30720,1920,90.24749924242496,11.674516648054123,1.8187563866376877,97.49452944099903,True,
55,runtime-task-4d2bd7ead8058277,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],16,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,5892e7751c249d07e71684d91aca80b1f08bc2bc3a7b2f045e361031495927a3,962,246272,15392,159.7247133553028,7.011830613017082,1.1635290682315826,166.12007907032967,True,
56,runtime-task-a78f8a92f0e8913e,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],8,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,a522886d269e3e083e4492646fd11b55cf48ecd0f7bcc6aad03ad4c6c1d70339,962,492544,61568,43.64969690144062,3.9631777554750443,0.8714529871940613,49.06087803840637,True,
57,runtime-task-817428068c832676,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],8,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,028a91ef663058adbe8c000f24b3ca92bd6819a41a5f4c10805766b252945e11,962,246272,30784,37.93226459622383,3.4054165482521057,0.8879133611917496,43.29652318358421,True,
58,runtime-task-1cf591ed8872270e,measured,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],8,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,a49b23e1b2e075a6d6a779f610c6d102cb67848645ed64b5cf1805ced6a5a33f,962,492544,61568,34.33207248151302,4.0524662733078,0.8639692515134811,38.78856272995472,True,
59,runtime-task-5b512405203f3dd8,measured,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",8,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,1fa00c9b10c4829d7f828d93715465e43d445d20c6521002d2db4d71a66eac33,1920,15360,1920,51.25992260873318,5.502380430698395,1.734706923365593,57.50577461719513,True,
60,runtime-task-437d7da30e90b8a0,measured,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",4,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,dc66e546af334d66293034cbb4945f347e0e044926262b2f1d28c437bd0a7efa,1920,7680,1920,30.4020444303751,3.069656655192375,1.6786385029554367,36.28441569209099,True,
61,runtime-task-9ca00a9494185f1c,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],4,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,3b8835573341f7c19dc55b656a5b7a6a106821a61166b83b47bb1241ed56034b,962,246272,61568,18.77779385447502,1.7688737958669662,0.7934256047010422,23.76801446080208,True,
62,runtime-task-7067bc912ab53380,measured,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],4,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,92ed7748b881ca959240b8ea677dbdee07744ed9e439989bdfc9b99304631857,962,492544,123136,22.408825173974037,2.275852859020233,0.8012341409921646,27.34946022927761,True,
63,runtime-task-11efaffd41aae50d,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],4,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,c69548cab98960a52a9dbe6491d86e5c32f975e1ab1eb8280be755856dc7c3c3,962,492544,123136,21.893626049160957,2.3079570531845093,0.7986255288124084,26.863049894571304,True,
64,runtime-task-5b8288f0f8ad47c3,measured,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],2,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,90b36fa281a2ab5ec7603ed2d5d67a204b0edf7dd2b4663f54a7f7e9c7882edc,962,492544,246272,17.751022830605507,0.9965903759002686,0.781829908490181,22.48639003932476,True,
65,runtime-task-ae11c43bb74a33b9,measured,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",2,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,905553c644e90f751a6f12b7c762026656871c023b6f35de16b1eae477740b76,1920,3840,1920,24.120694547891617,1.3811006993055344,1.6073380410671234,29.72813668847084,True,
66,runtime-task-256e77f0f06de99b,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],2,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,9ac3e5e7e8322e7ca14c98ed930b3d8d5f136dcef18cf1c2678f7ba13bb88266,962,492544,246272,17.874343007802963,1.0635553747415543,0.7922527194023132,22.656256571412086,True,
67,runtime-task-ad50c44006c2548e,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],2,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,6f1351e2ea966d617ee39f7e8a1964826fd8d977d21d9e3319b6fdca082bd123,962,246272,123136,15.730183064937592,0.7969577312469482,0.8379175961017609,20.523642256855965,True,
68,runtime-task-a3a08ab0e3d75b97,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],1,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,e07610ccf34894ee91e3e6df403f1c8de8407b00679b91859157ec0306123c89,962,492544,492544,12.478577211499214,0.11950293183326721,0.8208758533000946,16.158193722367287,True,
69,runtime-task-df9931b419391c4c,measured,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],1,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,f453543d2e244e551cae0be996a3338c2565bbd68a3555d822872922c555098a,962,246272,246272,10.306334376335144,0.11632758378982544,0.7841539978981018,14.034083217382431,True,
70,runtime-task-330ec0bde3afa010,measured,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",1,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,7f0d5fcbc721c79d676c576d55aee1479e09610b08a82cf8ce7df7aa4ad8a00e,1920,1920,1920,16.655969187617302,0.22379833459854126,1.5631043612957,21.150362819433212,True,
71,runtime-task-10144f0563c31e8b,measured,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],1,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,1f9c391e87cd03773081aae58ae1687e998989b60b4ec617f4f64fafda3bc146,962,492544,492544,12.753330916166306,0.11968976259231567,0.7566409409046173,16.430874675512314,True,
72,runtime-task-0b8c7939b3d8119f,measured,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],1,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,0f766bd7c1b21780e194d4ffd81d7e2f40527adb14ba6839929ad18840c588c5,962,492544,492544,12.380782678723335,0.11507813632488251,0.8035412728786469,16.13258709013462,True,
73,runtime-task-7062c3e1caf11180,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],1,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,5a2b5b4fe1b234faff01faf69e81989f1b0692a6686001e13a175d0f3daa35b6,962,492544,492544,12.60102592408657,0.12174816429615021,0.8113620579242706,16.331035688519478,True,
74,runtime-task-baf83c68b83c598a,measured,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",1,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,ec3630b46728f5c286432b85fb10ddea0e2661e0c5eff9d5e2adeedc3f588190,1920,1920,1920,17.225471153855324,0.22318649291992188,1.5907289236783981,21.76975344121456,True,
75,runtime-task-59b455595b1e722a,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],1,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,d8f931eccf09920cdd388ec2e86c91a7321c86bed79176e9db601b9fa27e8a86,962,246272,246272,10.45216603577137,0.10930469632148743,0.7870483100414276,14.279414549469948,True,
76,runtime-task-f53861448cf2f958,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],2,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,119ac0b2204922eb8fa900e4481789734ea802126c641870c9e342eb0a0a7f3b,962,492544,246272,17.680266976356506,0.9533010721206665,0.7741898894309998,21.421791717410088,True,
77,runtime-task-275f43c81992d3ac,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],2,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,501121355031e65d64643eb0352a60bad26e6c27ffc225c0932c40e740772177,962,246272,123136,15.291927292943,0.8909172117710114,0.8442811220884323,20.22580648958683,True,
78,runtime-task-d9b0c47c4ab611c3,measured,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],2,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5bb4e22e824001f2caa0221b06d169c021d71cb2c7bec9641756720976f14c3c,962,492544,246272,17.617354661226273,1.0239625424146652,0.7960768640041351,21.426732897758484,True,
79,runtime-task-14a32ac82c589485,measured,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",2,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,0cdceb5f34ba488553cc66a50ce734c2ba9688abab70ef64904db151ae394af2,1920,3840,1920,28.650084421038628,1.40749953687191,1.6770906150341034,34.39700862765312,True,
80,runtime-task-b87103f073d59343,measured,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",4,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,cb6695371921bb52dd55d85a111d795c38e916a0a2d78d007144b53e4db5f419,1920,7680,1920,59.975331246852875,3.201583221554756,1.7877110689878464,66.08424654603004,True,
81,runtime-task-4f5c3ff4d4521556,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],4,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,14f86ae79a8f21645ec6ff33bbcc660b32ea4a1617aeb02169e91ad1ee15acc1,962,246272,61568,31.79708917438984,1.8489549607038498,0.9103734493255615,36.0243419110775,True,
82,runtime-task-ab0b4a9253361d32,measured,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],4,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,e95f26da8b677f134d5949cbf42ca4326aeef9fafb15847b7e60983535ad3bcf,962,492544,123136,43.99673420190811,2.3295224756002426,0.9181663542985916,49.1142822355032,True,
83,runtime-task-5c204e3b6ac03cf4,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],4,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,c6695aa39eb652434ae3acefb149a81c97c58f57e0fe0c42ed3836afb7c38d8f,962,492544,123136,33.777085080742836,2.2171239405870438,0.881879448890686,38.93319834768772,True,
84,runtime-task-6bc9f74b87919a6e,measured,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],8,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,4aa255c722f70ac8a9fe3c8719b7e05f309c2a18a7255841b85be4ac42658b17,962,492544,61568,34.490672171115875,3.6990758180618286,0.823717787861824,39.60335050523281,True,
85,runtime-task-c7cd5bae1a2a5540,measured,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",8,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,e4b51cca64b63c5dd9a66220c093364e62312833bb2c19a7b354fd9cf7b601b4,1920,15360,1920,54.09659779071808,5.404190301895142,1.6989363431930542,59.6000185161829,True,
86,runtime-task-10c50542676dac1d,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],8,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,c9d121af7b312f36991ee46a85144a4ee956dadf78e157ccb083d6c05742a3a4,962,492544,61568,32.05340349674225,3.8521082252264023,0.8108078688383102,36.31111818552017,True,
87,runtime-task-838c8c9b1391fdd7,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],8,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,91cef57cff1f918d83c69f3afb45b3b3050cc474a1165074dacc271d968f638b,962,246272,30784,28.315039470791817,3.3115025013685226,0.8454528003931046,33.5549153983593,True,
88,runtime-task-01f9aeaaef024dac,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],16,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,484b945f59a020cded7c49e308e3e65654e4400d1f65b155fe1e41db946c2bfe,962,492544,30784,53.08787702023983,6.068108886480331,0.8528267294168472,58.71836172044277,True,
89,runtime-task-e7fa05a57e44f67f,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],16,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,58eeb1d39ffa910f15f49c8cd8e199cd44d51cdcd70fd60e03c4b24e30faea98,962,246272,15392,51.961151003837585,5.796380504965782,0.867466002702713,57.96902199089527,True,
90,runtime-task-b1061aff67bb4099,measured,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",16,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,b92462144891782bc184fa82e8b2b29b0edcf30253b19b232c6e8f41ea9c49a9,1920,30720,1920,93.4490001052618,11.142632156610489,1.8659340143203735,99.77454125881195,True,
91,runtime-task-825f2fa70715f108,measured,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],16,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,fca4731720ee1dc79d7e8f676d6ba20c35196fa72bd7a53a23ab9d092763dd5c,962,492544,30784,126.72257307171822,6.863290414214134,0.9294559359550476,132.6544442921877,True,
92,runtime-task-0956667c700e5755,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,[0.009],32,960,21,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,026056d9564f7d3c47d5b0d36ff53af74086e55ff00fa68730a1911250c8e8e1,a96c4213c9b09180e0c453ace8dd4df7191a052fb36473dda2df135479c34c18,962,246272,7696,90.0908278375864,12.722451150417328,0.8900474309921265,97.50297258794308,True,
93,runtime-task-41bff776aa8e665e,measured,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,NOG-FO,[0.008],32,960,21,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,5fe27e9e36e24171d37f595a351fe9e0e065c19b249b50625d6c5446948857f4,15762ffe2c5c07a255ae5b3f2820de680b0fb2e5ff821f661790a9fbc8ad8a1c,962,492544,15392,94.06087049841881,12.84171736240387,0.8797865957021713,101.76381401717663,True,
94,runtime-task-4ec3777713efecd7,measured,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,NOG-FO,[0.01],32,960,21,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,d4402cc4edee1c13c8d29cfce5e8b83d24a4e96a047635f88839f454bc37e8c1,289126f6be40dc6977a6800c2f3886c38f1a621debd1310e399cf8b22b48e14e,962,492544,15392,90.74871821701527,13.17120449244976,0.8725029826164246,98.49479068815708,True,
95,runtime-task-c2c3f20734910b3b,measured,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,ME-DOL-FO,"[0.01, 0.009, 0.008]",32,1920,41,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,db7540c2743916de615c0127fbf87b61790dbd3e1130975db24cf94fc66b0df8,685e3627092c9aa38dcac057352efddf2372f13bdcfb77f3ef3b1bc71f026d04,1920,61440,1920,163.12946662306786,24.19634500145912,2.110686406493187,172.75806026160717,True,
