method,epsilon,worker_count,repeat_count,runtime_config_id,parameters,rounds,depth,total_work,per_worker_work,training_time_median,training_time_min,training_time_max,communication_time_median,communication_time_min,communication_time_max,communication_fraction_median,communication_fraction_min,communication_fraction_max,evaluation_time_median,evaluation_time_min,evaluation_time_max,end_to_end_time_median,end_to_end_time_min,end_to_end_time_max,non_training_overhead_median,non_training_overhead_min,non_training_overhead_max,training_speedup_vs_m1,training_efficiency_vs_m1,end_to_end_speedup_vs_m1,end_to_end_efficiency_vs_m1,is_strong_scaling_workload
ME-DOL-FO,0.01,8,3,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",1920,1920,15360,1920,54.09659779071808,51.25992260873318,66.95519396662712,5.502380430698395,5.404190301895142,6.0238939225673676,0.09989889424843637,0.0899690310145303,0.10734273776997376,1.734706923365593,1.6989363431930542,1.7877840846776962,59.6000185161829,57.50577461719513,73.36006589233875,4.511145085096359,3.8044843822717667,4.6170878410339355,0.31842060050606136,0.03980257506325767,0.36526420600529724,0.045658025750662155,False
ME-DOL-FO,0.01,16,3,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",1920,1920,30720,1920,93.4490001052618,90.24749924242496,118.70729157328606,11.674516648054123,11.142632156610489,12.011424079537392,0.11923757497736014,0.10118522561119951,0.12936110968231662,1.8659340143203735,1.8187563866376877,1.9197685271501541,99.77454125881195,97.49452944099903,126.52179265022278,5.4282738119363785,4.4596071392297745,5.894732549786568,0.18433018153701375,0.01152063634606336,0.21818946162573197,0.013636841351608248,False
ME-DOL-FO,0.01,32,3,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",1920,1920,61440,1920,164.86241944134235,163.12946662306786,167.87476873397827,24.19634500145912,24.044896215200424,24.883801817893982,0.1482283609714212,0.1458482551492309,0.14832602289669694,2.110686406493187,2.085196778178215,2.1628577262163162,174.00975342094898,172.75806026160717,177.02601844072342,7.066052928566933,6.984476253390312,7.517907232046127,0.10448391581432605,0.003265122369197689,0.12510651278581553,0.003909578524556735,False
NOG-FO,0.008,1,3,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 8}",960,962,492544,492544,12.753330916166306,12.380782678723335,13.38303816318512,0.11968976259231567,0.11507813632488251,0.11992508172988892,0.009294899951894559,0.008960975846260842,0.009384980549716248,0.7783123105764389,0.7566409409046173,0.8035412728786469,16.430874675512314,16.13258709013462,17.082748889923096,2.921398416161537,2.920902818441391,2.9482631385326385,1.0,1.0,1.0,1.0,True
NOG-FO,0.008,2,3,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 8}",960,962,492544,246272,17.751022830605507,17.617354661226273,19.71516241133213,1.0239625424146652,0.9965903759002686,1.0314710140228271,0.05614270148884,0.052318666846484875,0.058122377740869716,0.7851340919733047,0.781829908490181,0.7960768640041351,22.48639003932476,21.426732897758484,24.523216545581818,3.9535373002290726,3.013301372528076,4.0229200422763824,0.7184561159020985,0.35922805795104923,0.7307030895923085,0.3653515447961542,True
NOG-FO,0.008,4,3,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 8}",960,962,492544,123136,25.144091561436653,22.408825173974037,43.99673420190811,2.275852859020233,2.233115494251251,2.3295224756002426,0.0888127331542241,0.05294762254192977,0.10156056113389847,0.8376870006322861,0.8012341409921646,0.9181663542985916,30.16425159573555,27.34946022927761,49.1142822355032,4.182473033666611,4.139400914311409,4.1993816792964935,0.5072098502745677,0.12680246256864192,0.5447134872006975,0.13617837180017436,True
NOG-FO,0.008,8,3,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 8}",960,962,492544,61568,34.490672171115875,34.33207248151302,49.4158988147974,3.987963929772377,3.6990758180618286,4.0524662733078,0.10724858592809942,0.08070204176025625,0.11803733303574825,0.8639692515134811,0.823717787861824,0.9511315077543259,39.60335050523281,38.78856272995472,55.050802797079086,4.288960546255112,3.592520996928215,4.683772474527359,0.3697617388520062,0.046220217356500774,0.4148859746940172,0.05186074683675215,True
NOG-FO,0.008,16,3,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 8}",960,962,492544,30784,76.68261367082596,57.808984130620956,126.72257307171822,6.469617709517479,6.024955362081528,6.863290414214134,0.08436876887490413,0.054159967303772136,0.10422178235251425,0.9294559359550476,0.8633160293102264,0.9837937206029892,82.64433990418911,62.90454824268818,132.6544442921877,4.977932512760162,4.232248082756996,5.002415284514427,0.1663132006808257,0.010394575042551606,0.1988142768707559,0.012425892304422244,True
NOG-FO,0.008,32,3,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 8}",960,962,492544,15392,94.06087049841881,92.53193645179272,96.50715111196041,12.784186229109764,12.73627881705761,12.84171736240387,0.13652560617775425,0.13246879720113697,0.1376419786015497,0.8702426254749298,0.8684020191431046,0.8797865957021713,101.76381401717663,100.02405926585197,104.40628516674042,6.823156923055649,6.621880188584328,7.030732035636902,0.13558593332793675,0.0042370604164980235,0.16146087717131907,0.005045652411603721,True
NOG-FO,0.009,1,3,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",960,962,246272,246272,10.45216603577137,10.306334376335144,11.990156441926956,0.11632758378982544,0.10930469632148743,0.1270606964826584,0.010597084124637016,0.010457611938750716,0.011286998805019429,0.7870483100414276,0.7841539978981018,0.7881904095411301,14.279414549469948,14.034083217382431,15.781313940882683,3.0029670894145966,2.943594843149185,3.0402002036571503,1.0,1.0,1.0,1.0,True
