sequence,runtime_task_id,phase,include_in_summary,repeat,runtime_config_id,runtime_config_sha256,method,epsilons,rounds,worker_count,benchmark_seed,attempts_this_invocation,failure_attempt_count,output_root,estimated_end_to_end_seconds,status,task_status,error_type,message,task_key,partial_path,partial_sha256,checkpoint_count,training_time,communication_time,evaluation_time,end_to_end_time,final_depth,final_total_work,final_per_worker_work,timing_invariants
30,runtime-task-5b30305a933841a7,measured,True,0,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,2,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m2/repeat_0,6.576258786031693,complete,completed,,,NOG-FO__m2__seed0__cfgb38c7f5f2b76,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m2/repeat_0/partials/NOG-FO__m2__seed0__cfgb38c7f5f2b76.json,bcee969f450d39ce61d291a3365411d2ff4735d9bb0b014bbbd90fa2a6bcceef,21,19.71516241133213,1.0314710140228271,0.7851340919733047,24.523216545581818,962,492544,246272,True
31,runtime-task-19a93b6ae13602a9,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,2,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m2/repeat_0,6.608404138537096,complete,completed,,,NOG-FO__m2__seed0__cfg79e66cf251d1,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m2/repeat_0/partials/NOG-FO__m2__seed0__cfg79e66cf251d1.json,7d2a046c961faeda2de87fa229a06af1d53498297e5071dddfc44ecf00bae1f7,21,19.38324646651745,1.0518765598535538,0.803012490272522,24.186716213822365,962,492544,246272,True
32,runtime-task-f35cadf2b852bce8,measured,True,0,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,4,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m4/repeat_0,10.389777542326968,complete,completed,,,NOG-FO__m4__seed0__cfgc1a204308c8d,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m4/repeat_0/partials/NOG-FO__m4__seed0__cfgc1a204308c8d.json,f3487b05bbf6382c0bdf1ddda94280c47063b309e3b7de39197d62e5a02cffd8,21,25.144091561436653,2.233115494251251,0.8376870006322861,30.16425159573555,962,492544,123136,True
33,runtime-task-69ac41ab3ec35773,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,4,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m4/repeat_0,10.440563722192671,complete,completed,,,NOG-FO__m4__seed0__cfg33e46ea4b343,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m4/repeat_0/partials/NOG-FO__m4__seed0__cfg33e46ea4b343.json,41d631b567209f00052ec19c43fd7dd88e23259c397591eb0952e1930be65670,21,26.74533674120903,2.284816950559616,0.8656913489103317,31.723803341388702,962,492544,123136,True
34,runtime-task-10a5dba08930b029,measured,True,0,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,4,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m4/repeat_0,52.485059362083334,complete,completed,,,ME-DOL-FO__m4__seed0__cfg747043314492,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m4/repeat_0/partials/ME-DOL-FO__m4__seed0__cfg747043314492.json,4a53b1bc1eddc91994d4071ead50da2013be9164edc606076faf0743a1158a94,41,36.77763286232948,2.991895020008087,1.6671114414930344,42.69058778882027,1920,7680,1920,True
35,runtime-task-8f95bc9a73f92050,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,4,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m4/repeat_0,12.280558663458322,complete,completed,,,NOG-FO__m4__seed0__cfgc4670ab88b9d,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m4/repeat_0/partials/NOG-FO__m4__seed0__cfgc4670ab88b9d.json,5d3b0384de4b3ac413b395a32e75bcce9589e8b28a6a5ff4350f31f9d80ba1b0,21,22.671324715018272,2.022297352552414,0.8326055854558945,26.958874553442,962,246272,61568,True
36,runtime-task-b9e214cf0f20ed29,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,8,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m8/repeat_0,37.33388330042362,complete,completed,,,NOG-FO__m8__seed0__cfgad0036b15e95,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m8/repeat_0/partials/NOG-FO__m8__seed0__cfgad0036b15e95.json,2823c0c04203851d296808f29cd96dfcd2dce5d5aa6138df696d67c430182f03,21,37.96453009545803,3.759514093399048,0.8816196620464325,43.36690606176853,962,492544,61568,True
37,runtime-task-dae10e5338053811,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,8,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m8/repeat_0,43.91342806816101,complete,completed,,,NOG-FO__m8__seed0__cfgab6a16924b88,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m8/repeat_0/partials/NOG-FO__m8__seed0__cfgab6a16924b88.json,c56c31cba50474128eeadf58352f3751016c12929f272940cf49ed73ad093b7e,21,38.94562128186226,3.4378661662340164,0.9085688143968582,44.46410335600376,962,246272,30784,True
38,runtime-task-3c565bac411ae2fb,measured,True,0,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,8,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m8/repeat_0,37.15227957069874,complete,completed,,,NOG-FO__m8__seed0__cfg4b14ba9de9af,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m8/repeat_0/partials/NOG-FO__m8__seed0__cfg4b14ba9de9af.json,2ffa28a0c022dadc4be3cd6c05f9f8d71e2501ef8522db2079891d410b4f3cac,21,49.4158988147974,3.987963929772377,0.9511315077543259,55.050802797079086,962,492544,61568,True
39,runtime-task-f1abe0708006b506,measured,True,0,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,8,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m8/repeat_0,71.45611056685448,complete,completed,,,ME-DOL-FO__m8__seed0__cfg3fa34f3b3e48,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m8/repeat_0/partials/ME-DOL-FO__m8__seed0__cfg3fa34f3b3e48.json,fc2ec516267c60de9d26e6f5bbfa474c55294b3a88f29a5e65b0253035d2b739,41,66.95519396662712,6.0238939225673676,1.7877840846776962,73.36006589233875,1920,15360,1920,True
40,runtime-task-862d6d191eaeeb3a,measured,True,0,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,16,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m16/repeat_0,87.80751683231831,complete,completed,,,ME-DOL-FO__m16__seed0__cfgbed8140ceaea,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m16/repeat_0/partials/ME-DOL-FO__m16__seed0__cfgbed8140ceaea.json,5887336a296ea3746d2df503e18e1cf957bd9802a8688b14cac9d72a0bebc700,41,118.70729157328606,12.011424079537392,1.9197685271501541,126.52179265022278,1920,30720,1920,True
41,runtime-task-a098adb055779031,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,16,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m16/repeat_0,43.36435113520483,complete,completed,,,NOG-FO__m16__seed0__cfg72d4cf89383a,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m16/repeat_0/partials/NOG-FO__m16__seed0__cfg72d4cf89383a.json,50d13508858e277594db5ae5f85c6e2f1f36f5fe9afe377b1b6cf6bc5d54cdb6,21,69.9765061289072,6.40631477534771,0.8731093406677246,75.69147709012032,962,246272,15392,True
42,runtime-task-ce1323107172f3f7,measured,True,0,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,16,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m16/repeat_0,36.68774148710056,complete,completed,,,NOG-FO__m16__seed0__cfg0d9f7b6db0f7,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m16/repeat_0/partials/NOG-FO__m16__seed0__cfg0d9f7b6db0f7.json,4d0f2b02325eaee96c2bffd33da6ceb5722175eefbe4aec6b37e7146f0116b1f,21,76.68261367082596,6.469617709517479,0.9837937206029892,82.64433990418911,962,492544,30784,True
43,runtime-task-a1b10735e4ada186,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,16,0,2,1,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m16/repeat_0,36.867074512320755,complete,completed,,,NOG-FO__m16__seed0__cfg93567d390bb8,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m16/repeat_0/partials/NOG-FO__m16__seed0__cfg93567d390bb8.json,089bc3dfe6e58cdd1a41c944bbf579129e7ea60d2a97a60023e75fccdf16cc46,21,79.99636407196522,6.71957628428936,0.9133498072624207,89.71163892745972,962,492544,30784,True
44,runtime-task-4c6019297db7687b,measured,True,0,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,32,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m32/repeat_0,94.33749023656769,complete,completed,,,NOG-FO__m32__seed0__cfg3606729e84b3,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m32/repeat_0/partials/NOG-FO__m32__seed0__cfg3606729e84b3.json,e3fe07cbe64f90de19ba8e5fbc57a95ad6eb673fcf7e4f0d94396fa69be99222,21,96.50715111196041,12.784186229109764,0.8684020191431046,104.40628516674042,962,492544,15392,True
45,runtime-task-565a7a4bf8e1d18f,measured,True,0,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,32,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m32/repeat_0,167.0666705008732,complete,completed,,,ME-DOL-FO__m32__seed0__cfg97e9e1a23498,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m32/repeat_0/partials/ME-DOL-FO__m32__seed0__cfg97e9e1a23498.json,e451393618498ebf84dd057240e25d699f211d9a55ee1bf633e49a28c004f4a9,41,164.86241944134235,24.044896215200424,2.1628577262163162,174.00975342094898,1920,61440,1920,True
46,runtime-task-343d5cba38489712,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,32,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m32/repeat_0,94.79862048961836,complete,completed,,,NOG-FO__m32__seed0__cfgb9a8c009504e,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m32/repeat_0/partials/NOG-FO__m32__seed0__cfgb9a8c009504e.json,489759eb63a89f692b7313726b04f3cfd0b08e591f25f73b719797cc1045ac7a,21,90.58371821045876,12.7072314620018,0.8775784820318222,98.044432669878,962,492544,15392,True
47,runtime-task-65a57ff05f9caf53,measured,True,0,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,32,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m32/repeat_0,111.50547528990947,complete,completed,,,NOG-FO__m32__seed0__cfg057847054664,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m32/repeat_0/partials/NOG-FO__m32__seed0__cfg057847054664.json,c39ab82ebdb71738aa4c32b71b56bef8c9df25f94b0b9a82d3dae8f54187206b,21,87.37747846543789,12.715592548251152,0.9224683940410614,95.1162983328104,962,246272,7696,True
48,runtime-task-2588bfbe46c8e020,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,32,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m32/repeat_1,111.50547528990947,complete,completed,,,NOG-FO__m32__seed0__cfg057847054664,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m32/repeat_1/partials/NOG-FO__m32__seed0__cfg057847054664.json,15684d406b1ea40adad9ad71e1057e3a1751ca61630297875ac48d7f72d45ea1,21,88.87142676115036,12.038849920034409,0.8898875862360001,96.16346469521523,962,246272,7696,True
49,runtime-task-9244081cd33c9797,measured,True,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,32,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m32/repeat_1,167.0666705008732,complete,completed,,,ME-DOL-FO__m32__seed0__cfg97e9e1a23498,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m32/repeat_1/partials/ME-DOL-FO__m32__seed0__cfg97e9e1a23498.json,aa9ff0e4f1019eb6f5e738b35e9a2e6c986090eef9ee089e2338d2790f1e62d3,41,167.87476873397827,24.883801817893982,2.085196778178215,177.02601844072342,1920,61440,1920,True
50,runtime-task-3c7f7d3886b0a8e6,measured,True,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,32,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m32/repeat_1,94.33749023656769,complete,completed,,,NOG-FO__m32__seed0__cfg3606729e84b3,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m32/repeat_1/partials/NOG-FO__m32__seed0__cfg3606729e84b3.json,216ea7301eb3e68fe87ee88951ac02099c1bb40c703eb9c08a761eb6d9784e53,21,92.53193645179272,12.73627881705761,0.8702426254749298,100.02405926585197,962,492544,15392,True
51,runtime-task-e461425549e62730,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,32,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m32/repeat_1,94.79862048961836,complete,completed,,,NOG-FO__m32__seed0__cfgb9a8c009504e,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m32/repeat_1/partials/NOG-FO__m32__seed0__cfgb9a8c009504e.json,28353f4dc44bed038e69c91526f4df3228ccbe2c2b8d30438d86df4745ada1fb,21,88.65386909246445,13.140778928995132,0.8652330935001373,96.14521557092667,962,492544,15392,True
52,runtime-task-e88db2127ae0f671,measured,True,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,16,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m16/repeat_1,36.68774148710056,complete,completed,,,NOG-FO__m16__seed0__cfg0d9f7b6db0f7,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m16/repeat_1/partials/NOG-FO__m16__seed0__cfg0d9f7b6db0f7.json,a4c7291a2a1ad5c6f5b21faf6daab8d7c3093d6379172ce1511b95176aaa0437,21,57.808984130620956,6.024955362081528,0.8633160293102264,62.90454824268818,962,492544,30784,True
53,runtime-task-fe5e2f662181e4b2,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,16,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m16/repeat_1,36.867074512320755,complete,completed,,,NOG-FO__m16__seed0__cfg93567d390bb8,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m16/repeat_1/partials/NOG-FO__m16__seed0__cfg93567d390bb8.json,7bc17b32504d0400da30f4ad8da3e2beba115a721218eaeb24ae4ac565a0c0f5,21,51.81267195940018,6.626477867364883,0.8467589467763901,56.944626584649086,962,492544,30784,True
54,runtime-task-3b58bfae9ee90a11,measured,True,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,16,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m16/repeat_1,87.80751683231831,complete,completed,,,ME-DOL-FO__m16__seed0__cfgbed8140ceaea,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m16/repeat_1/partials/ME-DOL-FO__m16__seed0__cfgbed8140ceaea.json,26517a8f110f7dd658f2b74d4acd655365b5f4b81a8b00d0e344417576b8e4c4,41,90.24749924242496,11.674516648054123,1.8187563866376877,97.49452944099903,1920,30720,1920,True
55,runtime-task-4d2bd7ead8058277,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,16,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m16/repeat_1,43.36435113520483,complete,completed,,,NOG-FO__m16__seed0__cfg72d4cf89383a,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m16/repeat_1/partials/NOG-FO__m16__seed0__cfg72d4cf89383a.json,5892e7751c249d07e71684d91aca80b1f08bc2bc3a7b2f045e361031495927a3,21,159.7247133553028,7.011830613017082,1.1635290682315826,166.12007907032967,962,246272,15392,True
56,runtime-task-a78f8a92f0e8913e,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,8,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m8/repeat_1,37.33388330042362,complete,completed,,,NOG-FO__m8__seed0__cfgad0036b15e95,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m8/repeat_1/partials/NOG-FO__m8__seed0__cfgad0036b15e95.json,a522886d269e3e083e4492646fd11b55cf48ecd0f7bcc6aad03ad4c6c1d70339,21,43.64969690144062,3.9631777554750443,0.8714529871940613,49.06087803840637,962,492544,61568,True
57,runtime-task-817428068c832676,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,8,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m8/repeat_1,43.91342806816101,complete,completed,,,NOG-FO__m8__seed0__cfgab6a16924b88,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m8/repeat_1/partials/NOG-FO__m8__seed0__cfgab6a16924b88.json,028a91ef663058adbe8c000f24b3ca92bd6819a41a5f4c10805766b252945e11,21,37.93226459622383,3.4054165482521057,0.8879133611917496,43.29652318358421,962,246272,30784,True
58,runtime-task-1cf591ed8872270e,measured,True,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,8,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m8/repeat_1,37.15227957069874,complete,completed,,,NOG-FO__m8__seed0__cfg4b14ba9de9af,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m8/repeat_1/partials/NOG-FO__m8__seed0__cfg4b14ba9de9af.json,a49b23e1b2e075a6d6a779f610c6d102cb67848645ed64b5cf1805ced6a5a33f,21,34.33207248151302,4.0524662733078,0.8639692515134811,38.78856272995472,962,492544,61568,True
59,runtime-task-5b512405203f3dd8,measured,True,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,8,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m8/repeat_1,71.45611056685448,complete,completed,,,ME-DOL-FO__m8__seed0__cfg3fa34f3b3e48,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m8/repeat_1/partials/ME-DOL-FO__m8__seed0__cfg3fa34f3b3e48.json,1fa00c9b10c4829d7f828d93715465e43d445d20c6521002d2db4d71a66eac33,41,51.25992260873318,5.502380430698395,1.734706923365593,57.50577461719513,1920,15360,1920,True
