runtime_config_id,method,epsilon,worker_count,repeat,benchmark_seed,rounds,parameters,depth,total_work,per_worker_work,training_time,communication_time,communication_fraction,evaluation_time,end_to_end_time,non_training_overhead,final_stat_proxy,final_objective
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,2,1,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,123136,15.730183064937592,0.7969577312469482,0.050664237533468916,0.8379175961017609,20.523642256855965,3.9555415958166122,0.007719696499407291,0.7145770788192749
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,2,2,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,123136,15.291927292943,0.8909172117710114,0.05826062305319464,0.8442811220884323,20.22580648958683,4.089598074555397,0.007719696499407291,0.7145770788192749
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,4,0,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,61568,22.671324715018272,2.022297352552414,0.08920066991995285,0.8326055854558945,26.958874553442,3.4549442529678345,0.008910506963729858,0.7143350839614868
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,4,1,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,61568,18.77779385447502,1.7688737958669662,0.09420029901145272,0.7934256047010422,23.76801446080208,4.196795001626015,0.008910506963729858,0.7143350839614868
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,4,2,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,61568,31.79708917438984,1.8489549607038498,0.05814856040951836,0.9103734493255615,36.0243419110775,3.3168792873620987,0.008910506963729858,0.7143350839614868
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,8,0,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,30784,38.94562128186226,3.4378661662340164,0.08827349655955029,0.9085688143968582,44.46410335600376,4.609913259744644,0.0075017549097537994,0.7144758701324463
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,8,1,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,30784,37.93226459622383,3.4054165482521057,0.08977625207726501,0.8879133611917496,43.29652318358421,4.4763452261686325,0.0075017549097537994,0.7144758701324463
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,8,2,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,30784,28.315039470791817,3.3115025013685226,0.11695207081679967,0.8454528003931046,33.5549153983593,4.394423127174377,0.0075017549097537994,0.7144758701324463
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,16,0,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,15392,69.9765061289072,6.40631477534771,0.09154950896728566,0.8731093406677246,75.69147709012032,4.841861620545387,0.007397039793431759,0.7143008708953857
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,16,1,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,15392,159.7247133553028,7.011830613017082,0.04389947219638752,1.1635290682315826,166.12007907032967,5.231836646795273,0.007397039793431759,0.7143008708953857
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,16,2,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,15392,51.961151003837585,5.796380504965782,0.1115521960731334,0.867466002702713,57.96902199089527,5.140404984354973,0.007397039793431759,0.7143008708953857
NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,NOG-FO,0.009,32,0,0,960,"{""M"": 4, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 4}",962,246272,7696,87.37747846543789,12.715592548251152,0.1455248282688862,0.9224683940410614,95.1162983328104,6.816351473331451,0.007708754390478134,0.7144131064414978
