method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset
NOG-ZO,NOG,0,0,0,8,x0_exact,0.002,0.002,0.001,1,9e-05,,0.0,9,100009,200009,46608061,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.35547125339508057,0.002,0.24080955982208252,0.23622627556324005,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,1,1,1,8,y_bar,0.002,0.002,0.001,1,9e-05,1.472793698310852,0.3080570697784424,9,100009,200009,46608061,szo,384,384,48,"[48, 48, 48, 48, 48, 48, 48, 48]",8192,3,3,1.000001072883606,0.35547125339508057,0.002,0.46205583214759827,0.4563601613044739,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,97,97,97,8,y_bar,0.002,0.002,0.001,1,9e-05,1.4062349796295166,2.09928035736084,9,100009,200009,46608061,szo,12672,12672,1584,"[1584, 1584, 1584, 1584, 1584, 1584, 1584, 1584]",16384,99,99,0.9742868542671204,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,193,193,193,8,y_bar,0.002,0.002,0.001,1,9e-05,1.5564815998077393,3.909414291381836,9,100009,200009,46608061,szo,24960,24960,3120,"[3120, 3120, 3120, 3120, 3120, 3120, 3120, 3120]",24576,195,195,0.9440210461616516,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,289,289,289,8,y_bar,0.002,0.002,0.001,1,9e-05,1.681479811668396,5.7052528858184814,9,100009,200009,46608061,szo,37248,37248,4656,"[4656, 4656, 4656, 4656, 4656, 4656, 4656, 4656]",32768,291,291,0.9135168194770813,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,385,385,385,8,y_bar,0.002,0.002,0.001,1,9e-05,1.1971834897994995,7.502251148223877,9,100009,200009,46608061,szo,49536,49536,6192,"[6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192]",40960,387,387,0.8829350471496582,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,481,481,481,8,y_bar,0.002,0.002,0.001,1,9e-05,1.1455875635147095,9.382322549819946,9,100009,200009,46608061,szo,61824,61824,7728,"[7728, 7728, 7728, 7728, 7728, 7728, 7728, 7728]",49152,483,483,0.8523117303848267,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,577,577,577,8,y_bar,0.002,0.002,0.001,1,9e-05,1.5408631563186646,11.196845054626465,9,100009,200009,46608061,szo,74112,74112,9264,"[9264, 9264, 9264, 9264, 9264, 9264, 9264, 9264]",57344,579,579,0.822479784488678,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,673,673,673,8,y_bar,0.002,0.002,0.001,1,9e-05,1.1788409948349,12.99796175956726,9,100009,200009,46608061,szo,86400,86400,10800,"[10800, 10800, 10800, 10800, 10800, 10800, 10800, 10800]",65536,675,675,0.7924121618270874,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,769,769,769,8,y_bar,0.002,0.002,0.001,1,9e-05,1.337185263633728,14.884018898010254,9,100009,200009,46608061,szo,98688,98688,12336,"[12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336]",73728,771,771,0.7618529796600342,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
NOG-ZO,NOG,865,865,865,8,y_bar,0.002,0.002,0.001,1,9e-05,1.6092383861541748,16.78589701652527,9,100009,200009,46608061,szo,110976,110976,13872,"[13872, 13872, 13872, 13872, 13872, 13872, 13872, 13872]",81920,867,867,0.7316805124282837,0.35547125339508057,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a
