candidate_id,method,epsilon,formal_seed,hit,censored,first_hit_iteration,first_hit_depth,first_hit_total_work,first_hit_per_worker_work,first_hit_training_time,first_hit_stat_proxy,final_iteration,final_depth,final_total_work,final_stat_proxy,parameters
NOG-FO__M-8__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,100,True,False,200,202,25856,3232,5.831426337361336,0.007268526591360569,1920,1922,246016,0.007414021994918585,"{""M"": 8, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,101,False,True,,,,,,,1920,1922,246016,0.008239579387009144,"{""M"": 8, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,102,True,False,104,106,13568,1696,3.329800084233284,0.007379546295851469,1920,1922,246016,0.008061197586357594,"{""M"": 8, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.011,100,True,False,8,10,1280,160,0.49594374001026154,0.009917560033500195,1920,1922,246016,0.007007886189967394,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.011,101,True,False,8,10,1280,160,0.4629354476928711,0.010325252078473568,1920,1922,246016,0.007809511385858059,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.011,102,True,False,8,10,1280,160,0.5170625895261765,0.010123011656105518,1920,1922,246016,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.01,100,True,False,8,10,1280,160,0.49594374001026154,0.009917560033500195,1920,1922,246016,0.007007886189967394,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.01,101,True,False,56,58,7424,928,1.7739740312099457,0.008853643201291561,1920,1922,246016,0.007809511385858059,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.01,102,True,False,56,58,7424,928,1.823231816291809,0.008338798768818378,1920,1922,246016,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.009,100,True,False,56,58,7424,928,1.7939480543136597,0.008470878936350346,1920,1922,246016,0.007007886189967394,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
