candidate_id,method,epsilon,formal_seed,hit,censored,first_hit_iteration,first_hit_depth,first_hit_total_work,first_hit_per_worker_work,first_hit_training_time,first_hit_stat_proxy,final_iteration,final_depth,final_total_work,final_stat_proxy,parameters
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.011,100,True,False,6,6,48,6,0.39844706654548645,0.01008786540478468,3840,3840,30720,0.007687811739742756,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.011,101,True,False,6,6,48,6,0.4062170535326004,0.010519052855670452,3840,3840,30720,0.008090549148619175,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.011,102,True,False,6,6,48,6,0.408160001039505,0.01023623812943697,3840,3840,30720,0.008187376894056797,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.01,100,True,False,54,54,432,54,1.692216008901596,0.009906108491122723,3840,3840,30720,0.007687811739742756,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.01,101,True,False,198,198,1584,198,5.6954023987054825,0.00946094375103712,3840,3840,30720,0.008090549148619175,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.01,102,True,False,150,150,1200,150,4.13664248585701,0.009768854826688766,3840,3840,30720,0.008187376894056797,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.009,100,True,False,630,630,5040,630,16.95582777261734,0.008862461894750595,3840,3840,30720,0.007687811739742756,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.009,101,True,False,294,294,2352,294,8.161992758512497,0.008994546718895435,3840,3840,30720,0.008090549148619175,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.009,102,True,False,486,486,3888,486,13.101410269737244,0.008813613094389439,3840,3840,30720,0.008187376894056797,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.008,100,True,False,1254,1254,10032,1254,33.69616498053074,0.0079715047031641,3840,3840,30720,0.007687811739742756,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.008,101,True,False,1542,1542,12336,1542,41.213522642850876,0.007990699261426926,3840,3840,30720,0.008090549148619175,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.008,102,True,False,1398,1398,11184,1398,37.44973002374172,0.007974743843078613,3840,3840,30720,0.008187376894056797,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}"
