method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker,comparison_method,dataset_key,ablation_stage,ablation_method
NOG-ZO,NOG,3745,3745,3745.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8545191287994385,73.19790387153625,0,100000,200000,952307147,szo,479616,479616,59952,"[59952, 59952, 59952, 59952, 59952, 59952, 59952, 59952]",327680,3747,3747,0.4547820389270782,0.0266177412122488,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,3841,3841,3841.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.928305447101593,75.09207773208618,0,100000,200000,952307147,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",335872,3843,3843,0.4541886448860168,0.0269924476742744,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,3937,3937,3937.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9151417016983032,77.00223636627197,0,100000,200000,952307147,szo,504192,504192,63024,"[63024, 63024, 63024, 63024, 63024, 63024, 63024, 63024]",344064,3939,3939,0.4532692432403564,0.0267890468239784,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4033,4033,4033.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8857195973396301,78.9044713973999,0,100000,200000,952307147,szo,516480,516480,64560,"[64560, 64560, 64560, 64560, 64560, 64560, 64560, 64560]",352256,4035,4035,0.4522432684898376,0.026048881933093,0.002,0.7592211365699768,0.7638351321220398,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4129,4129,4129.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1242096424102783,80.99305629730225,0,100000,200000,952307147,szo,528768,528768,66096,"[66096, 66096, 66096, 66096, 66096, 66096, 66096, 66096]",360448,4131,4131,0.4512338042259216,0.0260310694575309,0.002,0.7593132853507996,0.7639579772949219,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4225,4225,4225.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.97445809841156,82.80226635932922,0,100000,200000,952307147,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",368640,4227,4227,0.4504624307155609,0.0263297036290168,0.002,0.7594054341316223,0.764080822467804,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4321,4321,4321.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.7799405455589294,84.70914697647095,0,100000,200000,952307147,szo,553344,553344,69168,"[69168, 69168, 69168, 69168, 69168, 69168, 69168, 69168]",376832,4323,4323,0.4496106803417206,0.0267237145453691,0.002,0.7596204280853271,0.7642651200294495,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4417,4417,4417.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8869435787200928,86.61652517318726,0,100000,200000,952307147,szo,565632,565632,70704,"[70704, 70704, 70704, 70704, 70704, 70704, 70704, 70704]",385024,4419,4419,0.4488213956356048,0.0264392625540494,0.002,0.7597432732582092,0.7643879652023315,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4513,4513,4513.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9202961325645448,88.50876426696777,0,100000,200000,952307147,szo,577920,577920,72240,"[72240, 72240, 72240, 72240, 72240, 72240, 72240, 72240]",393216,4515,4515,0.4479376077651977,0.0259888768196105,0.002,0.7601425051689148,0.7644493579864502,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4609,4609,4609.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.7783898711204529,90.32007098197936,0,100000,200000,952307147,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",401408,4611,4611,0.4471183717250824,0.0251357853412628,0.002,0.7602960467338562,0.7645722031593323,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4705,4705,4705.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1034071445465088,92.2022454738617,0,100000,200000,952307147,szo,602496,602496,75312,"[75312, 75312, 75312, 75312, 75312, 75312, 75312, 75312]",409600,4707,4707,0.4463296234607696,0.0249572973698377,0.002,0.7604188919067383,0.7648792862892151,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4801,4801,4801.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.5894212126731873,94.10631656646729,0,100000,200000,952307147,szo,614784,614784,76848,"[76848, 76848, 76848, 76848, 76848, 76848, 76848, 76848]",417792,4803,4803,0.4454452395439148,0.027014210820198,0.002,0.7609102725982666,0.7651864290237427,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4897,4897,4897.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2052960395812988,96.12121891975404,0,100000,200000,952307147,szo,627072,627072,78384,"[78384, 78384, 78384, 78384, 78384, 78384, 78384, 78384]",425984,4899,4899,0.4444618225097656,0.0284261833876371,0.002,0.7615552544593811,0.7654321193695068,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,4993,4993,4993.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9283296465873718,98.02031970024107,0,100000,200000,952307147,szo,639360,639360,79920,"[79920, 79920, 79920, 79920, 79920, 79920, 79920, 79920]",434176,4995,4995,0.443352073431015,0.0268689766526222,0.002,0.7628144025802612,0.7665376663208008,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5089,5089,5089.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.902938961982727,99.99350309371948,0,100000,200000,952307147,szo,651648,651648,81456,"[81456, 81456, 81456, 81456, 81456, 81456, 81456, 81456]",442368,5091,5091,0.4424279332160949,0.0242168735712766,0.002,0.764503538608551,0.7681960463523865,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5185,5185,5185.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.245614528656006,101.71646428108215,0,100000,200000,952307147,szo,663936,663936,82992,"[82992, 82992, 82992, 82992, 82992, 82992, 82992, 82992]",450560,5187,5187,0.4417782425880432,0.0301676616072654,0.002,0.7677282691001892,0.7711442708969116,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5281,5281,5281.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9382756352424622,103.70832586288452,0,100000,200000,952307147,szo,676224,676224,84528,"[84528, 84528, 84528, 84528, 84528, 84528, 84528, 84528]",458752,5283,5283,0.4410728514194488,0.0347467847168445,0.002,0.770553708076477,0.7737239599227905,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5377,5377,5377.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9833213090896606,105.598872423172,0,100000,200000,952307147,szo,688512,688512,86064,"[86064, 86064, 86064, 86064, 86064, 86064, 86064, 86064]",466944,5379,5379,0.4398785531520843,0.032019093632698,0.002,0.771935760974884,0.7756280303001404,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5473,5473,5473.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2644003629684448,107.38769865036012,0,100000,200000,952307147,szo,700800,700800,87600,"[87600, 87600, 87600, 87600, 87600, 87600, 87600, 87600]",475136,5475,5475,0.4387062788009643,0.029772350564599,0.002,0.7731028199195862,0.7766721844673157,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5569,5569,5569.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.90608412027359,109.10519456863403,0,100000,200000,952307147,szo,713088,713088,89136,"[89136, 89136, 89136, 89136, 89136, 89136, 89136, 89136]",483328,5571,5571,0.4374657869338989,0.0259643346071243,0.002,0.7743005156517029,0.7774092555046082,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5665,5665,5665.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0983500480651855,110.90949296951294,0,100000,200000,952307147,szo,725376,725376,90672,"[90672, 90672, 90672, 90672, 90672, 90672, 90672, 90672]",491520,5667,5667,0.4361701607704162,0.0241312757134437,0.002,0.7755290269851685,0.7790676355361938,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5761,5761,5761.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9295821189880372,112.80064392089844,0,100000,200000,952307147,szo,737664,737664,92208,"[92208, 92208, 92208, 92208, 92208, 92208, 92208, 92208]",499712,5763,5763,0.4350082874298095,0.0237633008509874,0.002,0.7762354016304016,0.7797432541847229,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5857,5857,5857.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8085770606994629,114.68977355957033,0,100000,200000,952307147,szo,749952,749952,93744,"[93744, 93744, 93744, 93744, 93744, 93744, 93744, 93744]",507904,5859,5859,0.4338159263134002,0.0238138474524021,0.002,0.7775252461433411,0.7809102535247803,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,5953,5953,5953.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8148266077041626,116.59443306922913,0,100000,200000,952307147,szo,762240,762240,95280,"[95280, 95280, 95280, 95280, 95280, 95280, 95280, 95280]",516096,5955,5955,0.4328211545944214,0.0242508966475725,0.002,0.7786923050880432,0.7818930149078369,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6049,6049,6049.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0023434162139893,118.48509788513184,0,100000,200000,952307147,szo,774528,774528,96816,"[96816, 96816, 96816, 96816, 96816, 96816, 96816, 96816]",524288,6051,6051,0.4318828284740448,0.0249208156019449,0.002,0.7793065309524536,0.783244252204895,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6145,6145,6145.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9214534163475036,120.22257828712463,0,100000,200000,952307147,szo,786816,786816,98352,"[98352, 98352, 98352, 98352, 98352, 98352, 98352, 98352]",532480,6147,6147,0.4306929409503937,0.0235269758850336,0.002,0.7811799645423889,0.7856397032737732,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6241,6241,6241.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.6436715722084045,122.20259046554564,0,100000,200000,952307147,szo,799104,799104,99888,"[99888, 99888, 99888, 99888, 99888, 99888, 99888, 99888]",540672,6243,6243,0.429610937833786,0.0239232685416936,0.002,0.7830226421356201,0.7872366309165955,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6337,6337,6337.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.333814263343811,123.9924385547638,0,100000,200000,952307147,szo,811392,811392,101424,"[101424, 101424, 101424, 101424, 101424, 101424, 101424, 101424]",548864,6339,6339,0.4286377131938934,0.0254604890942573,0.002,0.7844660878181458,0.7884650826454163,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6433,6433,6433.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2974343299865725,125.89023280143738,0,100000,200000,952307147,szo,823680,823680,102960,"[102960, 102960, 102960, 102960, 102960, 102960, 102960, 102960]",557056,6435,6435,0.4277779161930084,0.0266152173280715,0.002,0.785848081111908,0.7899391651153564,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6529,6529,6529.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0492923259735107,127.71612000465392,0,100000,200000,952307147,szo,835968,835968,104496,"[104496, 104496, 104496, 104496, 104496, 104496, 104496, 104496]",565248,6531,6531,0.4270094633102417,0.0273475777357816,0.002,0.7876293659210205,0.7904305458068848,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6625,6625,6625.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8016771078109741,129.51739048957825,0,100000,200000,952307147,szo,848256,848256,106032,"[106032, 106032, 106032, 106032, 106032, 106032, 106032, 106032]",573440,6627,6627,0.4262890219688415,0.027451291680336,0.002,0.7887657284736633,0.7909833788871765,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6721,6721,6721.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8691762685775757,131.39651703834534,0,100000,200000,952307147,szo,860544,860544,107568,"[107568, 107568, 107568, 107568, 107568, 107568, 107568, 107568]",581632,6723,6723,0.4254250228404999,0.0243060160428285,0.002,0.7889806628227234,0.7912290692329407,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6817,6817,6817.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8351065516471863,133.2192816734314,0,100000,200000,952307147,szo,872832,872832,109104,"[109104, 109104, 109104, 109104, 109104, 109104, 109104, 109104]",589824,6819,6819,0.4248700141906738,0.0233150962740182,0.002,0.7887964248657227,0.7912904620170593,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,6913,6913,6913.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8646693825721741,135.1169023513794,0,100000,200000,952307147,szo,885120,885120,110640,"[110640, 110640, 110640, 110640, 110640, 110640, 110640, 110640]",598016,6915,6915,0.4244407713413238,0.0236215144395828,0.002,0.7890114188194275,0.791351854801178,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7009,7009,7009.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8374820351600647,136.9183464050293,0,100000,200000,952307147,szo,897408,897408,112176,"[112176, 112176, 112176, 112176, 112176, 112176, 112176, 112176]",606208,7011,7011,0.4238720238208771,0.0232996083796024,0.002,0.7910997867584229,0.7936244606971741,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7105,7105,7105.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0569376945495603,139.29571223258972,0,100000,200000,952307147,szo,909696,909696,113712,"[113712, 113712, 113712, 113712, 113712, 113712, 113712, 113712]",614400,7107,7107,0.4231904149055481,0.0237732231616973,0.002,0.7927274703979492,0.7955285310745239,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7201,7201,7201.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.971411406993866,141.7022190093994,0,100000,200000,952307147,szo,921984,921984,115248,"[115248, 115248, 115248, 115248, 115248, 115248, 115248, 115248]",622592,7203,7203,0.4223511517047882,0.0244674626737833,0.002,0.795798659324646,0.7973711490631104,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7297,7297,7297.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.6862173676490784,144.0843186378479,0,100000,200000,952307147,szo,934272,934272,116784,"[116784, 116784, 116784, 116784, 116784, 116784, 116784, 116784]",630784,7299,7299,0.421434223651886,0.0240929685533046,0.002,0.7969657182693481,0.7984153032302856,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7393,7393,7393.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0884758234024048,146.38868951797485,0,100000,200000,952307147,szo,946560,946560,118320,"[118320, 118320, 118320, 118320, 118320, 118320, 118320, 118320]",638976,7395,7395,0.4206194281578064,0.0239289831370115,0.002,0.7977027893066406,0.7997666001319885,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7489,7489,7489.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0533307790756226,148.70671820640564,0,100000,200000,952307147,szo,958848,958848,119856,"[119856, 119856, 119856, 119856, 119856, 119856, 119856, 119856]",647168,7491,7491,0.4196671843528747,0.0242666248232126,0.002,0.7992383241653442,0.8021005988121033,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7585,7585,7585.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9108375906944276,151.12144231796265,0,100000,200000,952307147,szo,971136,971136,121392,"[121392, 121392, 121392, 121392, 121392, 121392, 121392, 121392]",655360,7587,7587,0.4185134470462799,0.0246780849993228,0.002,0.8015417456626892,0.8047417402267456,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,7678,7678,7678.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8870049715042114,153.8134377002716,0,100000,200000,952307147,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",663552,7680,7680,0.4174277186393738,0.0242565833032131,0.002,0.8022788166999817,0.805908739566803,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,0,0,0.0,8,x0_exact,0.002,0.002,0.001,1.0,9e-05,,0.0,1,100001,200001,988732541,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3588612377643585,0.002,0.2408095598220825,0.23622627556324,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,1,1,1.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2121797800064087,0.3073770999908447,1,100001,200001,988732541,szo,384,384,48,"[48, 48, 48, 48, 48, 48, 48, 48]",8192,3,3,0.9999921917915344,0.3588612377643585,0.002,0.685236930847168,0.6898838877677917,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,97,97,97.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2583461999893188,2.08130407333374,1,100001,200001,988732541,szo,12672,12672,1584,"[1584, 1584, 1584, 1584, 1584, 1584, 1584, 1584]",16384,99,99,0.973921835422516,0.3588612377643585,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
NOG-ZO,NOG,193,193,193.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.6419228315353394,3.882887601852417,1,100001,200001,988732541,szo,24960,24960,3120,"[3120, 3120, 3120, 3120, 3120, 3120, 3120, 3120]",24576,195,195,0.9438818693161012,0.3588612377643585,0.002,0.7591904401779175,0.7637737393379211,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,latest_NOG-ZO,a9a,,
