dataset,method,formal_seed,epsilon,hit,first_hit_depth,first_hit_work,hit_epsilon,capped_depth,capped_work,stage
synthetic_maxsinl1,current_NOG-nonopt,739,0.005,False,,,0.02769342251,960,983040,formal
synthetic_maxsinl1,current_NOG-nonopt,739,0.004,False,,,0.02769342251,960,983040,formal
synthetic_maxsinl1,current_NOG-nonopt,739,0.003,False,,,0.02769342251,960,983040,formal
synthetic_maxsinl1,current_NOG-nonopt,739,0.002,False,,,0.02769342251,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.2,True,100,102400,0.1996310949,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.18,True,120,122880,0.1777212918,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.16,True,136,139264,0.1589913219,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.14,True,152,155648,0.1385757923,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.12,True,168,172032,0.1161780879,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.1,True,180,184320,0.09857412428,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.09,True,188,192512,0.08714608848,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.08,True,196,200704,0.07553736866,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.07,True,200,204800,0.06994570047,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.06,True,208,212992,0.05855718628,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.05,True,216,221184,0.04697385058,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.04,True,224,229376,0.03648273274,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.03,True,232,237568,0.02609793469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.025,True,236,241664,0.0219951421,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.02,True,240,245760,0.01804753952,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.018,True,244,249856,0.01528045908,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.016,True,244,249856,0.01528045908,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.015,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.014,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.013,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.012,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.0115,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.011,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.01075,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.0105,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.01025,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.01,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.0095,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.009,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.008,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.007,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.006,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.005,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.004,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.003,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,720,0.002,False,,,0.02686791867,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.2,True,104,106496,0.1975625455,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.18,True,120,122880,0.1793151647,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.16,True,136,139264,0.1594440937,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.14,True,152,155648,0.1376046985,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.12,True,168,172032,0.1156161949,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.1,True,180,184320,0.09799260646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.09,True,188,192512,0.08653572202,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.08,True,196,200704,0.07450026274,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.07,True,200,204800,0.06760919094,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.06,True,208,212992,0.05594860762,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.05,True,216,221184,0.04470009729,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.04,True,220,225280,0.03881763667,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.03,True,228,233472,0.02851518802,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.025,True,232,237568,0.0235048756,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.02,True,236,241664,0.01950632222,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.018,True,240,245760,0.01594321243,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.016,True,240,245760,0.01594321243,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.015,True,244,249856,0.01416495908,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.014,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.013,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.012,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.0115,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.011,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.01075,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.0105,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.01025,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.01,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.0095,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.009,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.008,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.007,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.006,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.005,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.004,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.003,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,721,0.002,False,,,0.02929156646,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.2,True,104,106496,0.1967110038,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.18,True,120,122880,0.1795182228,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.16,True,136,139264,0.1593506485,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.14,True,152,155648,0.1373159885,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.12,True,168,172032,0.1151193008,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.1,True,180,184320,0.09780519456,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.09,True,188,192512,0.08571887761,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.08,True,196,200704,0.07399769872,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.07,True,200,204800,0.06761371344,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.06,True,208,212992,0.05621163175,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.05,True,216,221184,0.04476967826,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.04,True,220,225280,0.0387188755,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.03,True,228,233472,0.02814423479,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.025,True,232,237568,0.02344170772,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.02,True,236,241664,0.01912673377,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.018,True,240,245760,0.01636120863,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.016,True,244,249856,0.01507502235,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.015,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.014,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.013,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.012,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.0115,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.011,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.01075,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.0105,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.01025,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.01,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.0095,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.009,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.008,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.007,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.006,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.005,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.004,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.003,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,722,0.002,False,,,0.02888287231,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.2,True,104,106496,0.1961988807,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.18,True,120,122880,0.1789252907,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.16,True,136,139264,0.1587528884,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.14,True,152,155648,0.1379959434,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.12,True,168,172032,0.1146473661,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.1,True,180,184320,0.09666501731,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.09,True,188,192512,0.08465710282,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.08,True,192,196608,0.07879987359,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.07,True,200,204800,0.06674928963,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.06,True,208,212992,0.05562931299,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.05,True,212,217088,0.04926132411,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.04,True,220,225280,0.03838923946,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.03,True,228,233472,0.0278958492,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.025,True,232,237568,0.02287124284,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.02,True,236,241664,0.0184442196,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.018,True,240,245760,0.0151716331,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.016,True,240,245760,0.0151716331,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.015,True,244,249856,0.01332769543,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.014,True,244,249856,0.01332769543,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.013,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.012,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.0115,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.011,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.01075,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.0105,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.01025,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.01,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.0095,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.009,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.008,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.007,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.006,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.005,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.004,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.003,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,723,0.002,False,,,0.03068959527,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.2,True,104,106496,0.1980881393,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.18,True,124,126976,0.1755120754,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.16,True,136,139264,0.1597478241,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.14,True,152,155648,0.1381743997,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.12,True,168,172032,0.1148647964,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.1,True,180,184320,0.09689772129,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.09,True,188,192512,0.08448366076,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.08,True,192,196608,0.07877293229,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.07,True,200,204800,0.06614334881,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.06,True,208,212992,0.05497247726,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.05,True,212,217088,0.04909465462,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.04,True,220,225280,0.03759539872,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.03,True,228,233472,0.0262549296,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.025,True,232,237568,0.02212754078,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.02,True,236,241664,0.01785981096,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.018,True,236,241664,0.01785981096,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.016,True,240,245760,0.01514779404,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.015,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.014,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.013,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.012,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.0115,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.011,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.01075,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.0105,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.01025,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.01,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.0095,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.009,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.008,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.007,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.006,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.005,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.004,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.003,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,724,0.002,False,,,0.02917257883,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.2,True,100,102400,0.1997787803,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.18,True,120,122880,0.1789374501,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.16,True,136,139264,0.1596881747,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.14,True,152,155648,0.1378721446,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.12,True,168,172032,0.1152649075,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.1,True,180,184320,0.0982073471,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.09,True,188,192512,0.08631841838,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.08,True,196,200704,0.07423707098,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.07,True,200,204800,0.06834621727,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.06,True,208,212992,0.05607430264,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.05,True,216,221184,0.04512384534,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.04,True,220,225280,0.03948903084,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.03,True,228,233472,0.0286803972,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.025,True,232,237568,0.02403102256,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.02,True,236,241664,0.01946556941,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.018,True,240,245760,0.01660886221,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.016,True,244,249856,0.01485880278,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.015,True,244,249856,0.01485880278,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.014,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.013,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.012,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.0115,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.011,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.01075,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.0105,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.01025,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.01,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.0095,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.009,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.008,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.007,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.006,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.005,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.004,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.003,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,725,0.002,False,,,0.02666716091,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.2,True,104,106496,0.1964877844,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.18,True,120,122880,0.1782732904,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.16,True,136,139264,0.1588733196,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.14,True,152,155648,0.1382133961,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.12,True,168,172032,0.1157742217,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.1,True,180,184320,0.09786308557,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.09,True,188,192512,0.08670413494,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.08,True,196,200704,0.0747557804,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.07,True,200,204800,0.06930081546,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.06,True,208,212992,0.05689272657,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.05,True,216,221184,0.04553351924,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.04,True,224,229376,0.03463635221,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.03,True,228,233472,0.02947634645,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.025,True,232,237568,0.02492562123,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.02,True,240,245760,0.01756994426,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.018,True,240,245760,0.01756994426,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.016,True,244,249856,0.01528457459,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.015,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.014,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.013,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.012,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.0115,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.011,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.01075,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.0105,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.01025,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.01,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.0095,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.009,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.008,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.007,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.006,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.005,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.004,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.003,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,726,0.002,False,,,0.0285292007,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.2,True,104,106496,0.1960091293,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.18,True,120,122880,0.1783417165,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.16,True,136,139264,0.1581440121,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.14,True,152,155648,0.1366974264,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.12,True,168,172032,0.1141959652,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.1,True,180,184320,0.09633886069,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.09,True,188,192512,0.08419042826,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.08,True,192,196608,0.07900555432,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.07,True,200,204800,0.06659670174,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.06,True,208,212992,0.05536197871,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.05,True,212,217088,0.04967656732,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.04,True,220,225280,0.03731120005,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.03,True,228,233472,0.02625929564,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.025,True,232,237568,0.02133808099,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.02,True,236,241664,0.01711603813,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.018,True,236,241664,0.01711603813,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.016,True,240,245760,0.01411286648,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.015,True,240,245760,0.01411286648,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.014,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.013,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.012,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.0115,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.011,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.01075,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.0105,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.01025,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.01,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.0095,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.009,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.008,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.007,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.006,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.005,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.004,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.003,False,,,0.0284355469,960,983040,formal
synthetic_maxsinl1,current_NOG-opt,727,0.002,False,,,0.0284355469,960,983040,formal
