dataset,method,iteration,depth,total_work,epsilon_mean,epsilon_ci_low,epsilon_ci_high,seed_count
synthetic_maxsinl1,latest_NOG-ZO,218,220,225280,0.03920269907,0.03832056628,0.04008483185,20
synthetic_maxsinl1,latest_NOG-ZO,222,224,229376,0.03374711024,0.03286562771,0.03462859276,20
synthetic_maxsinl1,latest_NOG-ZO,226,228,233472,0.02873461023,0.02789829624,0.02957092422,20
synthetic_maxsinl1,latest_NOG-ZO,230,232,237568,0.02376805609,0.02299068377,0.02454542842,20
synthetic_maxsinl1,latest_NOG-ZO,234,236,241664,0.01951994039,0.01880374563,0.02023613515,20
synthetic_maxsinl1,latest_NOG-ZO,238,240,245760,0.01631443026,0.01577013235,0.01685872816,20
synthetic_maxsinl1,latest_NOG-ZO,242,244,249856,0.014584463,0.01421078321,0.01495814279,20
synthetic_maxsinl1,latest_NOG-ZO,246,248,253952,0.01485494957,0.01438751455,0.01532238459,20
synthetic_maxsinl1,latest_NOG-ZO,250,252,258048,0.01677907808,0.01613631757,0.01742183858,20
synthetic_maxsinl1,latest_NOG-ZO,254,256,262144,0.01978228064,0.01898008112,0.02058448016,20
synthetic_maxsinl1,latest_NOG-ZO,258,260,266240,0.0233402295,0.02247680674,0.02420365226,20
synthetic_maxsinl1,latest_NOG-ZO,262,264,270336,0.02713904623,0.02616284131,0.02811525115,20
synthetic_maxsinl1,latest_NOG-ZO,266,268,274432,0.03080383074,0.02979593943,0.03181172204,20
synthetic_maxsinl1,latest_NOG-ZO,270,272,278528,0.0344169315,0.03336906047,0.03546480252,20
synthetic_maxsinl1,latest_NOG-ZO,274,276,282624,0.03782675173,0.03672060921,0.03893289425,20
synthetic_maxsinl1,latest_NOG-ZO,278,280,286720,0.04091335628,0.03973614916,0.04209056341,20
synthetic_maxsinl1,latest_NOG-ZO,282,284,290816,0.0436325945,0.04241885089,0.0448463381,20
synthetic_maxsinl1,latest_NOG-ZO,286,288,294912,0.04599780515,0.04471420615,0.04728140414,20
synthetic_maxsinl1,latest_NOG-ZO,290,292,299008,0.0479183374,0.04662641096,0.04921026384,20
synthetic_maxsinl1,latest_NOG-ZO,294,296,303104,0.0494509222,0.04814027156,0.05076157283,20
synthetic_maxsinl1,latest_NOG-ZO,298,300,307200,0.05064001642,0.04929913991,0.05198089293,20
synthetic_maxsinl1,latest_NOG-ZO,302,304,311296,0.05133987572,0.04995419634,0.0527255551,20
synthetic_maxsinl1,latest_NOG-ZO,306,308,315392,0.05165556539,0.05024411408,0.0530670167,20
synthetic_maxsinl1,latest_NOG-ZO,310,312,319488,0.05159050245,0.05014855982,0.05303244507,20
synthetic_maxsinl1,latest_NOG-ZO,314,316,323584,0.05109841879,0.04962486722,0.05257197036,20
synthetic_maxsinl1,latest_NOG-ZO,318,320,327680,0.05023806598,0.04872530217,0.05175082979,20
synthetic_maxsinl1,latest_NOG-ZO,322,324,331776,0.04899772927,0.04745876314,0.0505366954,20
synthetic_maxsinl1,latest_NOG-ZO,326,328,335872,0.04738743957,0.04583301742,0.04894186172,20
synthetic_maxsinl1,latest_NOG-ZO,330,332,339968,0.04548040107,0.04387542291,0.04708537923,20
synthetic_maxsinl1,latest_NOG-ZO,334,336,344064,0.04326689281,0.04162794937,0.04490583624,20
synthetic_maxsinl1,latest_NOG-ZO,338,340,348160,0.04080611803,0.03911521116,0.04249702489,20
synthetic_maxsinl1,latest_NOG-ZO,342,344,352256,0.03823754173,0.03653042965,0.0399446538,20
synthetic_maxsinl1,latest_NOG-ZO,346,348,356352,0.03552476577,0.03382109165,0.0372284399,20
synthetic_maxsinl1,latest_NOG-ZO,350,352,360448,0.0328186309,0.03119021169,0.0344470501,20
synthetic_maxsinl1,latest_NOG-ZO,354,356,364544,0.03022807539,0.02868503057,0.0317711202,20
synthetic_maxsinl1,latest_NOG-ZO,358,360,368640,0.02788338363,0.02649088301,0.02927588426,20
synthetic_maxsinl1,latest_NOG-ZO,362,364,372736,0.02581277424,0.02465400995,0.02697153854,20
synthetic_maxsinl1,latest_NOG-ZO,366,368,376832,0.0241876537,0.02332224368,0.02505306371,20
synthetic_maxsinl1,latest_NOG-ZO,370,372,380928,0.02319024708,0.02260022571,0.02378026845,20
synthetic_maxsinl1,latest_NOG-ZO,374,376,385024,0.02284799796,0.0224388669,0.02325712901,20
synthetic_maxsinl1,latest_NOG-ZO,378,380,389120,0.02320309766,0.02264748324,0.02375871208,20
synthetic_maxsinl1,latest_NOG-ZO,382,384,393216,0.0242007928,0.02335271515,0.02504887044,20
synthetic_maxsinl1,latest_NOG-ZO,386,388,397312,0.02573971543,0.02463794598,0.02684148489,20
synthetic_maxsinl1,latest_NOG-ZO,390,392,401408,0.02772875046,0.02641326391,0.02904423701,20
synthetic_maxsinl1,latest_NOG-ZO,394,396,405504,0.0298950959,0.02846293107,0.03132726073,20
synthetic_maxsinl1,latest_NOG-ZO,398,400,409600,0.03234978253,0.03083207487,0.03386749019,20
synthetic_maxsinl1,latest_NOG-ZO,402,404,413696,0.03479791936,0.03321621422,0.03637962449,20
synthetic_maxsinl1,latest_NOG-ZO,406,408,417792,0.03705096403,0.03542258888,0.03867933918,20
synthetic_maxsinl1,latest_NOG-ZO,410,412,421888,0.03926639147,0.03765003255,0.0408827504,20
synthetic_maxsinl1,latest_NOG-ZO,414,416,425984,0.04117113091,0.03957737482,0.042764887,20
synthetic_maxsinl1,latest_NOG-ZO,418,420,430080,0.042891494,0.04133317265,0.04444981535,20
synthetic_maxsinl1,latest_NOG-ZO,422,424,434176,0.04425008167,0.04275081985,0.04574934348,20
synthetic_maxsinl1,latest_NOG-ZO,426,428,438272,0.04536868874,0.0439064106,0.04683096688,20
synthetic_maxsinl1,latest_NOG-ZO,430,432,442368,0.04611891694,0.04470294627,0.04753488762,20
synthetic_maxsinl1,latest_NOG-ZO,434,436,446464,0.04654652365,0.04514522306,0.04794782423,20
synthetic_maxsinl1,latest_NOG-ZO,438,440,450560,0.04662081823,0.04520260983,0.04803902663,20
synthetic_maxsinl1,latest_NOG-ZO,442,444,454656,0.04635227341,0.04490380914,0.04780073768,20
synthetic_maxsinl1,latest_NOG-ZO,446,448,458752,0.04576458912,0.04430848979,0.04722068846,20
synthetic_maxsinl1,latest_NOG-ZO,450,452,462848,0.04484800529,0.04336559057,0.04633042001,20
synthetic_maxsinl1,latest_NOG-ZO,454,456,466944,0.04360900745,0.04210400069,0.04511401421,20
synthetic_maxsinl1,latest_NOG-ZO,458,460,471040,0.04214233067,0.04059067476,0.04369398658,20
synthetic_maxsinl1,latest_NOG-ZO,462,464,475136,0.04055210222,0.03895211497,0.04215208946,20
synthetic_maxsinl1,latest_NOG-ZO,466,468,479232,0.03879755419,0.03715564825,0.04043946013,20
synthetic_maxsinl1,latest_NOG-ZO,470,472,483328,0.03694271194,0.03530707666,0.03857834722,20
synthetic_maxsinl1,latest_NOG-ZO,474,476,487424,0.03506266279,0.03342643801,0.03669888757,20
synthetic_maxsinl1,latest_NOG-ZO,478,480,491520,0.03325828156,0.03167342213,0.03484314098,20
synthetic_maxsinl1,latest_NOG-ZO,482,484,495616,0.03154920908,0.0300403911,0.03305802705,20
synthetic_maxsinl1,latest_NOG-ZO,486,488,499712,0.03009571387,0.02869704314,0.03149438459,20
synthetic_maxsinl1,latest_NOG-ZO,490,492,503808,0.02888038447,0.02762214569,0.03013862325,20
synthetic_maxsinl1,latest_NOG-ZO,494,496,507904,0.02795028593,0.02687527581,0.02902529606,20
synthetic_maxsinl1,latest_NOG-ZO,498,500,512000,0.02737948438,0.02646354936,0.0282954194,20
synthetic_maxsinl1,latest_NOG-ZO,502,504,516096,0.02716121571,0.02635178631,0.02797064511,20
synthetic_maxsinl1,latest_NOG-ZO,506,508,520192,0.02728535542,0.02650336936,0.02806734148,20
synthetic_maxsinl1,latest_NOG-ZO,510,512,524288,0.02772583412,0.02689140667,0.02856026157,20
synthetic_maxsinl1,latest_NOG-ZO,514,516,528384,0.02843953017,0.02749609916,0.02938296118,20
synthetic_maxsinl1,latest_NOG-ZO,518,520,532480,0.0293256524,0.02826053117,0.03039077363,20
synthetic_maxsinl1,latest_NOG-ZO,522,524,536576,0.03029023781,0.02912579885,0.03145467678,20
synthetic_maxsinl1,latest_NOG-ZO,526,528,540672,0.03135542227,0.03009666112,0.03261418342,20
synthetic_maxsinl1,latest_NOG-ZO,530,532,544768,0.03245062372,0.0311284942,0.03377275323,20
synthetic_maxsinl1,latest_NOG-ZO,534,536,548864,0.0335238209,0.03218046802,0.03486717378,20
synthetic_maxsinl1,latest_NOG-ZO,538,540,552960,0.03451962182,0.03314721587,0.03589202778,20
synthetic_maxsinl1,latest_NOG-ZO,542,544,557056,0.0353550164,0.03396867717,0.03674135563,20
synthetic_maxsinl1,latest_NOG-ZO,546,548,561152,0.03614312261,0.03475554921,0.03753069602,20
synthetic_maxsinl1,latest_NOG-ZO,550,552,565248,0.03680138197,0.03539045144,0.03821231249,20
synthetic_maxsinl1,latest_NOG-ZO,554,556,569344,0.03729633931,0.0358848539,0.03870782472,20
synthetic_maxsinl1,latest_NOG-ZO,558,560,573440,0.03763352484,0.03622951518,0.03903753449,20
synthetic_maxsinl1,latest_NOG-ZO,562,564,577536,0.03778918013,0.03638148766,0.0391968726,20
synthetic_maxsinl1,latest_NOG-ZO,566,568,581632,0.03775959089,0.03634448594,0.03917469585,20
synthetic_maxsinl1,latest_NOG-ZO,570,572,585728,0.03757478371,0.03615527387,0.03899429356,20
synthetic_maxsinl1,latest_NOG-ZO,574,576,589824,0.03720376641,0.03575349876,0.03865403405,20
synthetic_maxsinl1,latest_NOG-ZO,578,580,593920,0.03667958481,0.03520645156,0.03815271807,20
synthetic_maxsinl1,latest_NOG-ZO,582,584,598016,0.03605408948,0.03454175573,0.03756642323,20
synthetic_maxsinl1,latest_NOG-ZO,586,588,602112,0.03533846624,0.03379205468,0.0368848778,20
synthetic_maxsinl1,latest_NOG-ZO,590,592,606208,0.03449847624,0.0329199761,0.03607697637,20
synthetic_maxsinl1,latest_NOG-ZO,594,596,610304,0.03359965282,0.03200181802,0.03519748761,20
synthetic_maxsinl1,latest_NOG-ZO,598,600,614400,0.03265354736,0.03104276249,0.03426433222,20
synthetic_maxsinl1,latest_NOG-ZO,602,604,618496,0.03167750463,0.03009743028,0.03325757898,20
synthetic_maxsinl1,latest_NOG-ZO,606,608,622592,0.03073581262,0.02920345863,0.0322681666,20
synthetic_maxsinl1,latest_NOG-ZO,610,612,626688,0.02984606978,0.02840797046,0.03128416909,20
synthetic_maxsinl1,latest_NOG-ZO,614,616,630784,0.02905476196,0.02770810975,0.03040141417,20
synthetic_maxsinl1,latest_NOG-ZO,618,620,634880,0.02833226966,0.0271076546,0.02955688471,20
synthetic_maxsinl1,latest_NOG-ZO,622,624,638976,0.02773826094,0.02664668098,0.02882984091,20
synthetic_maxsinl1,latest_NOG-ZO,626,628,643072,0.02728924211,0.02632493772,0.0282535465,20
synthetic_maxsinl1,latest_NOG-ZO,630,632,647168,0.02698708642,0.02615727015,0.02781690269,20
synthetic_maxsinl1,latest_NOG-ZO,634,636,651264,0.02686103061,0.02615446727,0.02756759394,20
synthetic_maxsinl1,latest_NOG-ZO,638,640,655360,0.02689421205,0.02628081482,0.02750760927,20
synthetic_maxsinl1,latest_NOG-ZO,642,644,659456,0.02706618067,0.02651057411,0.02762178723,20
synthetic_maxsinl1,latest_NOG-ZO,646,648,663552,0.02734765625,0.0267983406,0.02789697189,20
synthetic_maxsinl1,latest_NOG-ZO,650,652,667648,0.02774503995,0.02713887329,0.0283512066,20
synthetic_maxsinl1,latest_NOG-ZO,654,656,671744,0.02820099294,0.02752004528,0.0288819406,20
synthetic_maxsinl1,latest_NOG-ZO,658,660,675840,0.02869951557,0.02792967672,0.02946935443,20
synthetic_maxsinl1,latest_NOG-ZO,662,664,679936,0.0291984871,0.02834868783,0.03004828638,20
synthetic_maxsinl1,latest_NOG-ZO,666,668,684032,0.02970007863,0.02877038379,0.03062977346,20
synthetic_maxsinl1,latest_NOG-ZO,670,672,688128,0.0301679871,0.02917526094,0.03116071326,20
synthetic_maxsinl1,latest_NOG-ZO,674,676,692224,0.03060330581,0.02954170837,0.03166490325,20
synthetic_maxsinl1,latest_NOG-ZO,678,680,696320,0.03097912474,0.0298507215,0.03210752797,20
synthetic_maxsinl1,latest_NOG-ZO,682,684,700416,0.03126908904,0.03008749258,0.0324506855,20
synthetic_maxsinl1,latest_NOG-ZO,686,688,704512,0.03145899056,0.03022477486,0.03269320625,20
synthetic_maxsinl1,latest_NOG-ZO,690,692,708608,0.03156206356,0.03027374585,0.03285038128,20
synthetic_maxsinl1,latest_NOG-ZO,694,696,712704,0.03155765524,0.03022524637,0.03289006411,20
synthetic_maxsinl1,latest_NOG-ZO,698,700,716800,0.03147862917,0.03010892572,0.03284833262,20
synthetic_maxsinl1,latest_NOG-ZO,702,704,720896,0.03128939318,0.02990643806,0.03267234829,20
synthetic_maxsinl1,latest_NOG-ZO,706,708,724992,0.03101740507,0.02963929402,0.03239551613,20
synthetic_maxsinl1,latest_NOG-ZO,710,712,729088,0.03068116829,0.02932305569,0.03203928089,20
synthetic_maxsinl1,latest_NOG-ZO,714,716,733184,0.03023055559,0.02890195563,0.03155915555,20
synthetic_maxsinl1,latest_NOG-ZO,718,720,737280,0.0297638189,0.02848406959,0.03104356822,20
synthetic_maxsinl1,latest_NOG-ZO,722,724,741376,0.02930591209,0.0280821605,0.03052966368,20
synthetic_maxsinl1,latest_NOG-ZO,726,728,745472,0.0288155932,0.02767203723,0.02995914917,20
synthetic_maxsinl1,latest_NOG-ZO,730,732,749568,0.02834678879,0.02731121203,0.02938236555,20
synthetic_maxsinl1,latest_NOG-ZO,734,736,753664,0.02790809972,0.02698497178,0.02883122767,20
synthetic_maxsinl1,latest_NOG-ZO,738,740,757760,0.0275124806,0.02671731207,0.02830764913,20
synthetic_maxsinl1,latest_NOG-ZO,742,744,761856,0.02717592604,0.02649115268,0.02786069941,20
synthetic_maxsinl1,latest_NOG-ZO,746,748,765952,0.02690442149,0.02630171929,0.02750712368,20
synthetic_maxsinl1,latest_NOG-ZO,750,752,770048,0.02668072945,0.02611610946,0.02724534943,20
synthetic_maxsinl1,latest_NOG-ZO,754,756,774144,0.02657064879,0.02600463355,0.02713666403,20
synthetic_maxsinl1,latest_NOG-ZO,758,760,778240,0.02651110096,0.02591982925,0.02710237267,20
synthetic_maxsinl1,latest_NOG-ZO,762,764,782336,0.02652627705,0.02589166155,0.02716089254,20
synthetic_maxsinl1,latest_NOG-ZO,766,768,786432,0.02660283763,0.02590722607,0.02729844918,20
synthetic_maxsinl1,latest_NOG-ZO,770,772,790528,0.02675584313,0.02600794273,0.02750374352,20
synthetic_maxsinl1,latest_NOG-ZO,774,776,794624,0.026973336,0.02617559033,0.02777108168,20
synthetic_maxsinl1,latest_NOG-ZO,778,780,798720,0.02722334545,0.02639156647,0.02805512443,20
synthetic_maxsinl1,latest_NOG-ZO,782,784,802816,0.02751923967,0.02667603528,0.02836244406,20
synthetic_maxsinl1,latest_NOG-ZO,786,788,806912,0.02779910276,0.02696431312,0.02863389239,20
synthetic_maxsinl1,latest_NOG-ZO,790,792,811008,0.02811039817,0.02727130433,0.028949492,20
synthetic_maxsinl1,latest_NOG-ZO,794,796,815104,0.02842380535,0.02758123536,0.02926637533,20
synthetic_maxsinl1,latest_NOG-ZO,798,800,819200,0.02871110309,0.02786483924,0.02955736694,20
synthetic_maxsinl1,latest_NOG-ZO,802,804,823296,0.02897437969,0.02813030539,0.029818454,20
synthetic_maxsinl1,latest_NOG-ZO,806,808,827392,0.02918867758,0.02833903359,0.03003832156,20
synthetic_maxsinl1,latest_NOG-ZO,810,812,831488,0.02933108853,0.02846903437,0.03019314269,20
synthetic_maxsinl1,latest_NOG-ZO,814,816,835584,0.02941404395,0.02853281236,0.03029527553,20
synthetic_maxsinl1,latest_NOG-ZO,818,820,839680,0.02946756668,0.02856104805,0.03037408531,20
synthetic_maxsinl1,latest_NOG-ZO,822,824,843776,0.02948303251,0.02854709539,0.03041896962,20
synthetic_maxsinl1,latest_NOG-ZO,826,828,847872,0.02942566499,0.02847338729,0.03037794269,20
synthetic_maxsinl1,latest_NOG-ZO,830,832,851968,0.02932222206,0.02837221009,0.03027223404,20
synthetic_maxsinl1,latest_NOG-ZO,834,836,856064,0.02919252003,0.02825795266,0.03012708739,20
synthetic_maxsinl1,latest_NOG-ZO,838,840,860160,0.02902087327,0.02810832165,0.02993342489,20
synthetic_maxsinl1,latest_NOG-ZO,842,844,864256,0.0288330568,0.02793211932,0.02973399428,20
synthetic_maxsinl1,latest_NOG-ZO,846,848,868352,0.02861207137,0.02772431095,0.02949983178,20
synthetic_maxsinl1,latest_NOG-ZO,850,852,872448,0.02836311385,0.02748241637,0.02924381133,20
synthetic_maxsinl1,latest_NOG-ZO,854,856,876544,0.02814675495,0.02728780042,0.02900570948,20
synthetic_maxsinl1,latest_NOG-ZO,858,860,880640,0.02792619849,0.02709168731,0.02876070966,20
synthetic_maxsinl1,latest_NOG-ZO,862,864,884736,0.02772426018,0.02689117251,0.02855734786,20
synthetic_maxsinl1,latest_NOG-ZO,866,868,888832,0.02754302341,0.02670515567,0.02838089116,20
synthetic_maxsinl1,latest_NOG-ZO,870,872,892928,0.02741915192,0.02657834738,0.02825995647,20
synthetic_maxsinl1,latest_NOG-ZO,874,876,897024,0.02733444041,0.02647998099,0.02818889983,20
synthetic_maxsinl1,latest_NOG-ZO,878,880,901120,0.02728539566,0.02642155502,0.02814923629,20
synthetic_maxsinl1,latest_NOG-ZO,882,884,905216,0.02731449185,0.02642914113,0.02819984257,20
synthetic_maxsinl1,latest_NOG-ZO,886,888,909312,0.02740349704,0.02649041021,0.02831658388,20
synthetic_maxsinl1,latest_NOG-ZO,890,892,913408,0.02753531141,0.02659166627,0.02847895655,20
synthetic_maxsinl1,latest_NOG-ZO,894,896,917504,0.02769646449,0.02671975182,0.02867317716,20
synthetic_maxsinl1,latest_NOG-ZO,898,900,921600,0.02790666297,0.02688031819,0.02893300775,20
synthetic_maxsinl1,latest_NOG-ZO,902,904,925696,0.02816344285,0.02708188871,0.029244997,20
synthetic_maxsinl1,latest_NOG-ZO,906,908,929792,0.02843452329,0.02729858543,0.02957046115,20
synthetic_maxsinl1,latest_NOG-ZO,910,912,933888,0.02872079797,0.02753438789,0.02990720805,20
synthetic_maxsinl1,latest_NOG-ZO,914,916,937984,0.0289925795,0.0277576014,0.03022755761,20
synthetic_maxsinl1,latest_NOG-ZO,918,920,942080,0.02924498068,0.027970364,0.03051959737,20
synthetic_maxsinl1,latest_NOG-ZO,922,924,946176,0.0294487712,0.0281607608,0.0307367816,20
synthetic_maxsinl1,latest_NOG-ZO,926,928,950272,0.02961502783,0.02832270121,0.03090735445,20
synthetic_maxsinl1,latest_NOG-ZO,930,932,954368,0.0297318521,0.02846127955,0.03100242465,20
synthetic_maxsinl1,latest_NOG-ZO,934,936,958464,0.02982629109,0.02858649584,0.03106608635,20
synthetic_maxsinl1,latest_NOG-ZO,938,940,962560,0.02986735422,0.02867504303,0.03105966541,20
synthetic_maxsinl1,latest_NOG-ZO,942,944,966656,0.02984409444,0.0287052369,0.03098295198,20
synthetic_maxsinl1,latest_NOG-ZO,946,948,970752,0.02978988318,0.02871608652,0.03086367983,20
synthetic_maxsinl1,latest_NOG-ZO,950,952,974848,0.02968099071,0.02866763888,0.03069434254,20
synthetic_maxsinl1,latest_NOG-ZO,954,956,978944,0.02953452552,0.02857094,0.03049811103,20
synthetic_maxsinl1,latest_NOG-ZO,958,960,983040,0.02934895949,0.02842206434,0.03027585464,20
a9a,current_NOG-nonopt,1,3,384,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,97,99,12672,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,193,195,24960,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,289,291,37248,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,385,387,49536,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,481,483,61824,0.3610625237,0.3583813384,0.3637437091,20
a9a,current_NOG-nonopt,577,579,74112,0.3610625237,0.3583813384,0.3637437091,20
a9a,current_NOG-nonopt,673,675,86400,0.3610625237,0.3583813384,0.3637437091,20
a9a,current_NOG-nonopt,769,771,98688,0.3610625237,0.3583813384,0.3637437091,20
a9a,current_NOG-nonopt,865,867,110976,0.3610625237,0.3583813384,0.3637437091,20
a9a,current_NOG-nonopt,961,963,123264,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,1057,1059,135552,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,1153,1155,147840,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,1249,1251,160128,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,1345,1347,172416,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-nonopt,1441,1443,184704,0.334292762,0.3313457316,0.3372397924,20
a9a,current_NOG-nonopt,1537,1539,196992,0.2637147456,0.2607454089,0.2666840824,20
a9a,current_NOG-nonopt,1633,1635,209280,0.16288651,0.1600714565,0.1657015636,20
a9a,current_NOG-nonopt,1729,1731,221568,0.0878827963,0.08490308775,0.09086250486,20
a9a,current_NOG-nonopt,1825,1827,233856,0.05110392235,0.05016622587,0.05204161883,20
a9a,current_NOG-nonopt,1921,1923,246144,0.050997594,0.04881998453,0.05317520347,20
a9a,current_NOG-nonopt,2017,2019,258432,0.05082832854,0.04769004671,0.05396661037,20
a9a,current_NOG-nonopt,2113,2115,270720,0.04575077035,0.04338776865,0.04811377204,20
a9a,current_NOG-nonopt,2209,2211,283008,0.0393624736,0.03798756831,0.04073737889,20
a9a,current_NOG-nonopt,2305,2307,295296,0.03597618844,0.03503251616,0.03691986072,20
a9a,current_NOG-nonopt,2401,2403,307584,0.03464409746,0.03387530141,0.03541289351,20
a9a,current_NOG-nonopt,2497,2499,319872,0.03379300777,0.03273009033,0.03485592521,20
a9a,current_NOG-nonopt,2593,2595,332160,0.0329048316,0.03171724775,0.03409241545,20
a9a,current_NOG-nonopt,2689,2691,344448,0.03174489411,0.03077673987,0.03271304834,20
a9a,current_NOG-nonopt,2785,2787,356736,0.03123354241,0.03034265762,0.0321244272,20
a9a,current_NOG-nonopt,2881,2883,369024,0.03110284507,0.02993141631,0.03227427383,20
a9a,current_NOG-nonopt,2977,2979,381312,0.03052945193,0.02900429534,0.03205460852,20
a9a,current_NOG-nonopt,3073,3075,393600,0.03056293922,0.02901612926,0.03210974917,20
a9a,current_NOG-nonopt,3169,3171,405888,0.02966989577,0.02824667748,0.03109311406,20
a9a,current_NOG-nonopt,3265,3267,418176,0.02818777738,0.02737849015,0.02899706462,20
a9a,current_NOG-nonopt,3361,3363,430464,0.02849840038,0.02761450228,0.02938229847,20
a9a,current_NOG-nonopt,3457,3459,442752,0.02840022985,0.02735407239,0.02944638731,20
a9a,current_NOG-nonopt,3553,3555,455040,0.02816357501,0.0269579475,0.02936920252,20
a9a,current_NOG-nonopt,3649,3651,467328,0.02849180475,0.02726513069,0.0297184788,20
a9a,current_NOG-nonopt,3745,3747,479616,0.02776695993,0.0268071056,0.02872681426,20
a9a,current_NOG-nonopt,3841,3843,491904,0.02723989114,0.02651231019,0.0279674721,20
a9a,current_NOG-nonopt,3937,3939,504192,0.02697448228,0.02590231585,0.0280466487,20
a9a,current_NOG-nonopt,4033,4035,516480,0.02722139442,0.02612044828,0.02832234056,20
a9a,current_NOG-nonopt,4129,4131,528768,0.02747352384,0.02616545431,0.02878159337,20
a9a,current_NOG-nonopt,4225,4227,541056,0.02720858566,0.02585858683,0.0285585845,20
a9a,current_NOG-nonopt,4321,4323,553344,0.02703574961,0.02527211052,0.0287993887,20
a9a,current_NOG-nonopt,4417,4419,565632,0.02711517327,0.02550479639,0.02872555014,20
a9a,current_NOG-nonopt,4513,4515,577920,0.02693210533,0.02546395812,0.02840025254,20
a9a,current_NOG-nonopt,4609,4611,590208,0.02637486197,0.02535464014,0.0273950838,20
a9a,current_NOG-nonopt,4705,4707,602496,0.02626077244,0.02520088346,0.02732066142,20
a9a,current_NOG-nonopt,4801,4803,614784,0.02574498672,0.02480919314,0.0266807803,20
a9a,current_NOG-nonopt,4897,4899,627072,0.02537482828,0.02453235012,0.02621730644,20
a9a,current_NOG-nonopt,4993,4995,639360,0.02522522416,0.02438685575,0.02606359257,20
a9a,current_NOG-nonopt,5089,5091,651648,0.02538910797,0.0245032383,0.02627497764,20
a9a,current_NOG-nonopt,5185,5187,663936,0.02573994296,0.02459431761,0.0268855683,20
a9a,current_NOG-nonopt,5281,5283,676224,0.02614814816,0.02479098985,0.02750530647,20
a9a,current_NOG-nonopt,5377,5379,688512,0.02604286931,0.02464961836,0.02743612027,20
a9a,current_NOG-nonopt,5473,5475,700800,0.02601707615,0.0244089521,0.0276252002,20
a9a,current_NOG-nonopt,5569,5571,713088,0.02592006195,0.02449825105,0.02734187286,20
a9a,current_NOG-nonopt,5665,5667,725376,0.02585097151,0.02465487791,0.0270470651,20
a9a,current_NOG-nonopt,5761,5763,737664,0.02597540272,0.02471281055,0.0272379949,20
a9a,current_NOG-nonopt,5857,5859,749952,0.0261771583,0.02498739739,0.02736691921,20
a9a,current_NOG-nonopt,5953,5955,762240,0.02591263959,0.02488009291,0.02694518627,20
a9a,current_NOG-nonopt,6049,6051,774528,0.02539533442,0.02435474894,0.02643591989,20
a9a,current_NOG-nonopt,6145,6147,786816,0.02527440405,0.02429587296,0.02625293513,20
a9a,current_NOG-nonopt,6241,6243,799104,0.0256291829,0.02462234746,0.02663601835,20
a9a,current_NOG-nonopt,6337,6339,811392,0.02636101171,0.02509302133,0.0276290021,20
a9a,current_NOG-nonopt,6433,6435,823680,0.02701165499,0.02534279317,0.02868051682,20
a9a,current_NOG-nonopt,6529,6531,835968,0.02702311082,0.02525333211,0.02879288953,20
a9a,current_NOG-nonopt,6625,6627,848256,0.02630594932,0.02453736746,0.02807453118,20
a9a,current_NOG-nonopt,6721,6723,860544,0.02602131143,0.02404818946,0.0279944334,20
a9a,current_NOG-nonopt,6817,6819,872832,0.02572020926,0.02388417456,0.02755624395,20
a9a,current_NOG-nonopt,6913,6915,885120,0.02554115402,0.0239240853,0.02715822273,20
a9a,current_NOG-nonopt,7009,7011,897408,0.02528294586,0.023806545,0.02675934672,20
a9a,current_NOG-nonopt,7105,7107,909696,0.02504030494,0.02387157553,0.02620903435,20
a9a,current_NOG-nonopt,7201,7203,921984,0.02525820769,0.02379993173,0.02671648366,20
a9a,current_NOG-nonopt,7297,7299,934272,0.02498421017,0.02336783218,0.02660058817,20
a9a,current_NOG-nonopt,7393,7395,946560,0.02464407859,0.02310553277,0.02618262442,20
a9a,current_NOG-nonopt,7489,7491,958848,0.02450211458,0.02341998801,0.02558424114,20
a9a,current_NOG-nonopt,7585,7587,971136,0.02501814673,0.02407628221,0.02596001124,20
a9a,current_NOG-nonopt,7678,7680,983040,0.02528778007,0.02424480078,0.02633075936,20
a9a,current_NOG-opt,1,3,384,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-opt,97,99,12672,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-opt,193,195,24960,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-opt,289,291,37248,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-opt,385,387,49536,0.3610625252,0.3583813395,0.363743711,20
a9a,current_NOG-opt,481,483,61824,0.3610625237,0.3583813384,0.3637437091,20
a9a,current_NOG-opt,577,579,74112,0.3610625237,0.3583813384,0.3637437091,20
