dataset,method,objective_mean,objective_std,stat_proxy_mean,stat_proxy_std,train_accuracy_mean,train_accuracy_std,depth_mean,total_work_mean,seeds
a9a,NOG-ZO,0.4169481098651886,,0.02521982602775097,,0.8016952872276306,,7680.0,983040.0,1
ijcnn1,NOG-ZO,0.19312897324562073,,0.012872499413788319,,0.9049209952354431,,7680.0,983040.0,1
